LGA_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
LGA51820,..,137,20,0,0,0,157,..,..,84,108,60,49,304,..,75,95,63,22,27,281,..,12,3,6,4,0,18,..,227,206,174,85,68,759,..,..,..,12,9,28,52,..,227,206,189,93,101,814,146,..,..,..,..,..,146,..,29,18,4,6,0,52,146,255,219,189,100,101,1006,..,10440,503,71,21,10,11033,..,..,5118,6724,2252,607,14700,..,2104,1592,524,121,56,4404,..,378,63,17,0,0,461,..,12919,7274,7336,2388,674,30593,..,..,..,182,193,284,668,..,12919,7274,7521,2588,956,31260,9907,..,..,..,..,..,9907,..,994,254,75,18,5,1342,9907,13913,7529,7589,2605,960,42507
LGA51860,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,35,3,0,0,0,38,..,..,13,12,11,3,37,..,6,0,0,0,0,6,..,0,0,0,0,0,0,..,36,18,12,11,3,83,..,..,..,3,3,22,35,..,36,18,13,14,26,114,9,..,..,..,..,..,9,..,0,0,0,0,0,0,9,35,18,13,14,26,122
LGA51890,..,27,0,0,0,0,26,..,..,11,23,7,7,55,..,15,11,7,3,3,39,..,0,0,0,0,0,0,..,38,22,29,17,13,117,..,..,..,5,3,5,10,..,38,22,31,18,18,121,31,..,..,..,..,..,31,..,6,0,0,0,0,11,31,47,25,31,15,18,165,..,934,32,8,0,0,979,..,..,266,301,145,38,755,..,150,102,57,11,10,327,..,22,0,0,0,0,26,..,1105,401,367,158,51,2092,..,..,..,18,13,11,39,..,1105,401,384,170,64,2129,1043,..,..,..,..,..,1043,..,65,4,0,0,0,71,1043,1177,408,384,170,64,3238
LGA51960,..,25,3,0,0,0,30,..,..,15,12,7,4,30,..,9,13,6,4,3,31,..,5,0,0,0,0,5,..,43,31,18,8,3,99,..,..,..,0,0,0,4,..,43,31,18,7,6,101,33,..,..,..,..,..,33,..,0,0,0,0,0,3,33,42,28,18,7,6,138,..,274,12,0,0,0,280,..,..,97,86,39,22,248,..,48,29,18,0,0,86,..,8,0,0,0,0,8,..,325,130,98,44,22,623,..,..,..,5,0,4,6,..,325,130,105,43,26,630,327,..,..,..,..,..,327,..,27,0,0,0,0,30,327,354,130,105,43,23,984
LGA52030,..,4,0,0,0,0,4,..,..,0,0,0,0,0,..,0,3,0,0,0,5,..,0,0,0,0,0,0,..,4,3,0,0,0,10,..,..,..,0,0,0,0,..,4,3,0,0,0,10,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,4,3,0,0,0,15,..,177,7,0,0,0,183,..,..,20,32,6,8,71,..,4,3,10,0,0,18,..,0,0,0,0,0,0,..,182,28,38,6,8,265,..,..,..,0,0,0,0,..,182,28,38,6,8,268,127,..,..,..,..,..,127,..,3,0,0,0,0,3,127,189,28,38,6,8,400
LGA52100,..,7,0,0,0,0,7,..,..,0,0,6,0,3,..,5,0,0,0,0,3,..,0,0,0,0,0,0,..,4,0,0,6,0,9,..,..,..,0,0,0,0,..,4,0,0,6,0,9,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,4,0,0,6,0,15,..,142,0,0,0,0,145,..,..,28,25,32,7,94,..,3,5,0,0,0,12,..,0,0,0,0,0,0,..,148,39,26,31,7,252,..,..,..,0,0,0,0,..,148,39,28,31,7,253,122,..,..,..,..,..,122,..,4,0,0,0,0,3,122,154,39,28,31,7,384
LGA52170,..,4,0,0,0,0,4,..,..,0,0,0,0,3,..,3,0,0,0,0,3,..,0,0,0,0,0,0,..,7,0,0,0,0,13,..,..,..,0,0,0,0,..,7,0,4,0,0,16,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,6,0,4,0,0,20,..,874,13,3,3,0,893,..,..,290,384,209,53,927,..,96,84,30,4,0,214,..,19,8,0,0,0,25,..,986,393,419,210,53,2063,..,..,..,6,0,6,10,..,986,393,424,213,58,2074,782,..,..,..,..,..,782,..,74,32,13,0,0,124,782,1062,429,440,218,58,2982
LGA52240,..,4,0,0,0,0,4,..,..,0,0,0,0,6,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,3,3,0,0,0,5,..,..,..,0,0,0,0,..,3,3,0,0,0,5,5,..,..,..,..,..,5,..,0,0,0,0,0,0,5,6,3,0,0,0,13,..,127,4,0,0,0,130,..,..,41,48,19,7,109,..,11,0,3,0,0,21,..,6,0,0,0,0,3,..,139,43,54,20,7,263,..,..,..,0,0,0,0,..,139,43,55,20,7,263,121,..,..,..,..,..,121,..,9,0,0,0,0,9,121,144,43,55,20,7,391
LGA52310,..,4,0,0,0,0,4,..,..,0,0,0,0,5,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,11,..,..,..,0,0,0,0,..,5,0,0,0,0,11,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,7,0,0,0,0,9,..,128,4,0,0,0,134,..,..,27,30,12,5,77,..,13,8,6,0,4,24,..,4,0,0,0,0,4,..,147,36,37,12,8,236,..,..,..,6,0,0,3,..,147,36,36,13,6,242,99,..,..,..,..,..,99,..,8,0,0,0,0,8,99,158,36,38,13,6,349
LGA52380,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,0,0,0,0,0,3,5,..,..,..,..,..,5,..,0,0,0,0,0,0,5,0,0,0,0,0,4,..,16,0,0,0,0,16,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,19,0,0,0,0,20,..,..,..,0,0,0,0,..,19,0,0,0,0,20,38,..,..,..,..,..,38,..,0,5,0,0,0,5,38,26,3,0,0,0,63
LGA52450,..,0,5,0,0,0,3,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,5,5,0,0,0,8,..,..,..,0,0,0,0,..,5,5,0,5,0,8,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,5,5,0,5,0,17,..,116,0,0,0,0,121,..,..,37,57,36,15,139,..,16,4,3,0,0,23,..,0,0,0,0,0,0,..,139,47,58,34,15,292,..,..,..,0,0,0,0,..,139,47,58,34,19,291,135,..,..,..,..,..,135,..,11,0,0,0,0,7,135,145,47,62,34,19,437
LGA52520,..,5,0,0,0,0,6,..,..,0,4,5,4,7,..,0,4,0,0,0,6,..,0,0,0,0,0,0,..,7,3,5,6,3,23,..,..,..,0,0,0,0,..,7,3,5,6,3,24,8,..,..,..,..,..,8,..,0,0,0,0,0,0,8,9,3,5,6,3,33,..,117,3,0,0,0,121,..,..,43,50,32,12,135,..,9,8,0,0,0,16,..,0,0,0,0,0,0,..,132,51,57,33,12,280,..,..,..,0,6,3,9,..,132,51,54,35,14,288,109,..,..,..,..,..,109,..,5,0,0,0,0,7,109,137,54,54,36,14,399
LGA52590,..,13,0,0,0,0,14,..,..,7,3,4,0,18,..,8,4,0,0,0,8,..,0,0,0,0,0,0,..,21,9,7,0,0,36,..,..,..,0,0,0,3,..,21,9,8,3,4,44,8,..,..,..,..,..,8,..,0,0,0,0,0,0,8,21,9,8,3,4,51,..,482,14,0,0,0,503,..,..,80,104,49,13,240,..,27,21,10,7,0,68,..,6,0,0,0,0,5,..,515,114,116,58,12,815,..,..,..,8,3,6,13,..,515,114,122,55,15,829,354,..,..,..,..,..,354,..,22,0,0,0,0,28,354,539,116,122,55,15,1209
LGA52660,..,28,4,0,0,0,33,..,..,18,31,16,15,78,..,5,14,3,6,4,38,..,0,0,0,0,0,0,..,39,37,40,21,19,155,..,..,..,3,0,4,8,..,39,37,44,21,21,160,11,..,..,..,..,..,11,..,4,0,0,0,0,4,11,41,37,44,21,21,182,..,1577,53,3,0,0,1637,..,..,565,685,304,104,1655,..,211,165,72,20,9,476,..,26,10,0,0,0,37,..,1816,788,754,327,113,3797,..,..,..,22,15,22,54,..,1816,788,776,344,131,3853,1165,..,..,..,..,..,1165,..,90,12,7,0,0,104,1165,1906,801,782,344,131,5125
LGA52730,..,3,0,0,0,0,3,..,..,3,11,0,0,16,..,5,3,0,0,0,11,..,0,0,0,0,0,0,..,13,5,15,0,0,34,..,..,..,0,0,0,0,..,13,5,15,0,0,34,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,13,5,15,0,0,38,..,792,23,0,0,0,815,..,..,181,209,107,39,537,..,99,64,21,6,0,196,..,3,0,0,0,0,3,..,894,272,231,111,39,1550,..,..,..,4,8,11,18,..,894,272,237,117,49,1567,703,..,..,..,..,..,703,..,52,9,0,0,0,56,703,946,277,237,117,49,2324
LGA52800,..,125,19,6,0,0,147,..,..,73,78,74,70,297,..,68,58,46,25,30,217,..,38,10,7,0,0,58,..,229,154,131,103,99,716,..,..,..,18,30,103,145,..,229,154,147,132,200,863,199,..,..,..,..,..,199,..,13,0,0,0,0,15,199,238,155,149,132,200,1078,..,218,7,0,0,0,230,..,..,44,52,17,6,116,..,17,7,0,0,0,26,..,3,0,0,0,0,6,..,233,65,51,21,6,376,..,..,..,0,0,3,9,..,233,65,58,21,6,382,355,..,..,..,..,..,355,..,30,4,0,0,0,31,355,262,66,58,21,6,771
LGA52870,..,9,0,0,0,0,9,..,..,10,10,11,3,32,..,6,3,4,0,0,25,..,0,0,0,0,0,0,..,11,15,16,12,10,59,..,..,..,4,0,6,6,..,11,15,15,10,11,70,14,..,..,..,..,..,14,..,3,0,0,0,0,6,14,20,15,17,10,11,82,..,839,24,0,0,0,871,..,..,170,234,100,45,546,..,81,47,20,8,0,148,..,20,0,0,0,0,23,..,937,244,260,104,43,1591,..,..,..,7,18,7,32,..,937,244,268,116,50,1622,554,..,..,..,..,..,554,..,39,4,0,0,0,43,554,978,251,268,116,50,2221
LGA52940,..,5,0,0,0,0,5,..,..,0,0,0,0,5,..,0,5,0,0,0,5,..,0,0,0,0,0,0,..,5,5,0,0,0,12,..,..,..,0,0,0,0,..,5,5,0,0,0,12,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,10,5,0,0,0,12,..,82,0,0,0,0,82,..,..,14,23,27,4,63,..,8,9,3,3,0,19,..,0,0,0,0,0,0,..,87,26,25,26,4,167,..,..,..,0,0,0,4,..,87,26,25,26,3,166,103,..,..,..,..,..,103,..,5,0,0,0,0,5,103,92,26,25,26,3,269
LGA53010,..,0,0,0,0,0,3,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,4,0,0,0,4,..,..,..,0,0,0,0,..,0,4,0,0,0,4,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,0,4,0,0,0,9,..,84,0,0,0,0,84,..,..,19,22,18,0,61,..,10,4,0,0,0,7,..,0,0,0,0,0,0,..,90,23,22,18,0,152,..,..,..,0,0,0,0,..,90,23,26,18,0,152,61,..,..,..,..,..,61,..,3,0,0,0,0,9,61,92,25,26,18,0,221
LGA53080,..,7,0,0,0,0,7,..,..,0,12,0,0,12,..,0,6,0,0,0,11,..,0,0,0,0,0,0,..,11,7,12,0,0,27,..,..,..,0,0,0,4,..,11,7,9,4,0,27,11,..,..,..,..,..,11,..,0,0,0,0,0,0,11,13,7,9,4,0,36,..,52,3,0,0,0,56,..,..,5,3,3,0,17,..,13,9,0,0,0,20,..,0,0,0,0,0,0,..,66,18,6,4,0,96,..,..,..,0,0,0,0,..,66,18,8,4,0,100,124,..,..,..,..,..,124,..,0,0,0,0,0,0,124,66,16,8,4,0,222
LGA53150,..,8,0,0,0,0,5,..,..,5,0,3,0,5,..,0,4,3,0,0,12,..,0,0,0,0,0,0,..,8,12,4,3,0,25,..,..,..,0,0,0,0,..,8,12,4,3,0,25,7,..,..,..,..,..,7,..,3,0,0,0,0,4,7,8,16,4,3,0,41,..,754,22,6,0,0,787,..,..,302,463,167,38,966,..,126,76,26,4,0,231,..,14,3,0,0,0,20,..,898,406,500,170,38,2008,..,..,..,11,3,6,21,..,898,406,506,174,47,2030,767,..,..,..,..,..,767,..,58,17,4,0,0,87,767,955,424,514,177,47,2879
LGA53220,..,37,8,0,0,0,57,..,..,26,49,35,35,146,..,8,16,10,3,9,49,..,6,3,3,0,0,13,..,55,50,69,43,38,258,..,..,..,6,8,59,67,..,55,50,73,54,101,326,46,..,..,..,..,..,46,..,5,3,0,0,0,5,46,61,52,70,54,101,390,..,292,14,0,0,0,304,..,..,145,179,81,37,438,..,35,30,9,0,0,78,..,6,0,0,0,0,12,..,334,188,188,87,35,825,..,..,..,0,4,5,8,..,334,188,188,88,40,837,380,..,..,..,..,..,380,..,30,5,0,0,0,36,380,361,195,192,88,42,1254
LGA53290,..,45,6,0,0,0,51,..,..,22,26,15,13,82,..,23,21,7,15,4,63,..,3,0,0,0,0,5,..,70,48,35,25,13,198,..,..,..,4,6,0,9,..,70,48,38,32,17,203,39,..,..,..,..,..,39,..,11,0,0,0,0,11,39,79,47,38,32,17,250,..,1392,41,6,0,0,1438,..,..,416,530,229,86,1260,..,203,116,47,18,8,395,..,41,0,0,0,0,46,..,1636,575,583,246,96,3135,..,..,..,18,11,22,45,..,1636,575,597,260,118,3182,1424,..,..,..,..,..,1424,..,113,15,4,0,0,131,1424,1746,591,600,259,118,4739
LGA53360,..,10,0,0,0,0,7,..,..,3,3,6,0,11,..,0,9,3,0,0,14,..,0,0,0,0,0,0,..,9,9,5,0,0,30,..,..,..,0,0,0,0,..,9,9,5,0,0,34,4,..,..,..,..,..,4,..,0,0,3,0,0,3,4,9,9,12,0,0,38,..,311,13,15,4,0,344,..,..,91,132,53,9,287,..,30,18,7,0,0,57,..,4,5,0,0,0,3,..,337,126,158,60,9,694,..,..,..,3,8,6,10,..,337,126,162,63,15,711,271,..,..,..,..,..,271,..,37,21,9,9,4,76,271,375,149,171,74,21,1059
LGA53430,..,40,4,4,0,0,47,..,..,16,23,15,3,60,..,30,22,13,8,3,74,..,4,3,0,0,0,8,..,72,43,37,24,11,189,..,..,..,0,0,5,7,..,72,43,42,23,12,195,75,..,..,..,..,..,75,..,11,4,6,0,0,23,75,86,49,44,23,12,287,..,3368,117,34,3,4,3523,..,..,1191,1320,372,85,2970,..,682,360,94,24,7,1166,..,87,19,3,0,0,104,..,4134,1679,1455,403,94,7765,..,..,..,31,31,21,88,..,4134,1679,1487,438,113,7846,4303,..,..,..,..,..,4303,..,453,162,67,8,6,706,4303,4589,1842,1550,446,121,12860
LGA53570,..,16,6,0,0,0,22,..,..,6,4,5,0,14,..,0,4,4,0,0,9,..,0,0,0,0,0,0,..,17,13,7,8,0,47,..,..,..,0,3,11,11,..,17,13,12,5,8,57,4,..,..,..,..,..,4,..,3,0,0,0,0,3,4,25,13,12,5,8,68,..,717,24,0,0,0,748,..,..,149,163,82,38,435,..,56,40,13,8,0,124,..,13,0,0,0,0,16,..,795,220,179,85,43,1320,..,..,..,5,4,21,32,..,795,220,183,90,61,1351,530,..,..,..,..,..,530,..,54,7,8,3,0,73,530,846,229,189,95,63,1958
LGA53640,..,4,0,0,0,0,3,..,..,0,3,4,4,5,..,6,3,0,0,0,9,..,0,0,0,0,0,0,..,8,0,8,4,4,25,..,..,..,0,0,0,0,..,8,0,8,4,4,26,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,7,0,8,4,4,32,..,125,3,0,0,0,135,..,..,43,54,29,15,137,..,12,3,0,0,0,15,..,7,0,0,0,0,7,..,144,47,58,29,15,288,..,..,..,3,0,0,4,..,144,47,59,29,14,290,107,..,..,..,..,..,107,..,8,0,0,0,0,8,107,153,47,59,29,14,409
LGA53710,..,7,0,0,0,0,7,..,..,0,0,3,0,7,..,4,3,0,0,0,0,..,0,0,0,0,0,0,..,10,3,0,3,0,14,..,..,..,0,0,0,0,..,10,3,0,3,0,14,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,10,3,0,3,0,16,..,121,0,0,0,0,122,..,..,24,31,28,5,88,..,18,6,0,0,0,25,..,4,0,0,0,0,4,..,142,34,31,28,5,236,..,..,..,0,0,0,0,..,142,34,28,28,5,239,123,..,..,..,..,..,123,..,4,0,0,0,0,4,123,147,34,28,28,5,370
LGA53780,..,164,18,0,3,0,185,..,..,101,119,72,73,367,..,108,125,104,38,21,397,..,23,13,3,0,0,35,..,287,260,225,114,97,984,..,..,..,16,13,39,70,..,287,260,243,133,138,1051,188,..,..,..,..,..,188,..,43,12,6,3,0,71,188,333,270,247,137,140,1309,..,8654,496,96,29,8,9283,..,..,4875,6475,2839,1380,15566,..,2044,1521,657,220,101,4546,..,423,97,22,0,0,552,..,11128,6988,7248,3088,1488,29945,..,..,..,210,248,542,999,..,11128,6988,7462,3335,2034,30946,9144,..,..,..,..,..,9144,..,909,229,87,29,16,1275,9144,12038,7220,7554,3366,2046,41369
LGA53800,..,197,20,4,0,0,227,..,..,94,112,84,71,356,..,104,112,106,43,33,396,..,25,13,0,0,0,39,..,330,241,224,127,104,1026,..,..,..,14,17,49,76,..,330,241,242,143,147,1099,268,..,..,..,..,..,268,..,39,9,0,0,0,49,268,370,248,242,143,151,1420,..,3660,162,20,0,0,3840,..,..,1194,1416,611,202,3421,..,663,431,143,40,16,1298,..,105,16,0,0,0,119,..,4423,1801,1578,650,225,8678,..,..,..,46,39,56,144,..,4423,1801,1629,691,277,8820,3754,..,..,..,..,..,3754,..,295,48,4,0,0,349,3754,4722,1846,1634,691,277,12922
LGA53920,..,46,9,3,0,0,64,..,..,48,43,38,47,177,..,43,46,34,14,23,163,..,17,10,3,0,0,37,..,105,115,91,61,76,439,..,..,..,3,18,90,116,..,105,115,91,75,167,556,109,..,..,..,..,..,109,..,3,0,0,0,0,5,109,111,114,91,75,167,669,..,46,0,0,0,0,47,..,..,15,7,3,0,26,..,0,5,0,0,0,6,..,5,0,0,0,0,5,..,52,21,7,3,3,81,..,..,..,0,0,0,0,..,52,21,7,3,3,81,136,..,..,..,..,..,136,..,10,0,3,0,0,11,136,61,21,11,3,3,240
LGA53990,..,66,4,0,0,0,69,..,..,32,63,27,16,138,..,20,30,14,9,11,88,..,0,0,0,0,0,3,..,89,68,85,40,21,300,..,..,..,0,4,12,16,..,89,68,85,38,38,315,38,..,..,..,..,..,38,..,18,0,0,0,0,15,38,102,68,85,38,38,368,..,2999,84,22,3,0,3112,..,..,1005,1362,620,221,3207,..,423,324,145,22,12,924,..,71,7,3,0,0,79,..,3490,1422,1536,646,240,7326,..,..,..,46,54,62,169,..,3490,1422,1587,699,302,7498,2022,..,..,..,..,..,2022,..,153,24,8,5,10,192,2022,3639,1445,1589,700,308,9709
LGA54060,..,12,0,0,0,0,12,..,..,0,11,8,0,20,..,3,7,4,0,0,18,..,0,0,0,0,0,0,..,18,17,14,8,0,58,..,..,..,0,0,0,0,..,18,17,14,8,3,57,14,..,..,..,..,..,14,..,0,0,0,0,0,0,14,17,17,14,8,3,69,..,496,13,0,0,0,508,..,..,109,110,63,14,292,..,53,31,15,0,0,100,..,7,4,0,0,0,6,..,551,153,120,59,14,907,..,..,..,6,0,0,8,..,551,153,129,62,18,914,426,..,..,..,..,..,426,..,21,0,0,0,0,24,426,573,158,131,68,18,1365
LGA54130,..,0,0,0,0,0,0,..,..,0,6,0,0,3,..,0,0,0,4,0,6,..,0,0,0,0,0,0,..,0,0,4,4,0,11,..,..,..,0,0,0,0,..,0,0,4,4,0,11,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,3,0,4,4,0,18,..,135,0,0,0,0,137,..,..,25,50,30,4,111,..,9,3,5,0,0,19,..,3,0,0,0,0,3,..,146,35,56,32,4,272,..,..,..,0,0,3,6,..,146,35,56,32,7,274,130,..,..,..,..,..,130,..,4,0,0,0,0,4,130,148,35,56,32,7,412
LGA54170,..,121,15,0,0,0,137,..,..,85,103,56,28,275,..,31,66,24,6,9,140,..,8,0,0,0,0,13,..,167,163,131,75,40,576,..,..,..,7,9,12,30,..,167,163,138,77,49,599,84,..,..,..,..,..,84,..,14,9,4,0,0,19,84,180,173,142,77,50,702,..,16188,583,72,13,12,16859,..,..,6936,10308,3557,792,21590,..,2503,1939,657,150,48,5301,..,352,72,5,6,0,436,..,19052,9531,11042,3725,846,44191,..,..,..,275,242,294,814,..,19052,9531,11317,3970,1147,45008,10622,..,..,..,..,..,10622,..,899,184,71,22,14,1188,10622,19947,9712,11386,3989,1157,56819
LGA54200,..,89,14,4,0,0,105,..,..,48,79,45,29,202,..,35,52,24,19,9,147,..,8,0,0,0,0,14,..,133,115,113,67,38,464,..,..,..,6,11,18,30,..,133,115,115,78,50,490,65,..,..,..,..,..,65,..,20,4,0,0,0,28,65,153,116,115,78,50,584,..,5797,239,29,4,0,6071,..,..,2268,3013,1270,414,6964,..,971,715,267,103,38,2090,..,164,34,6,0,0,204,..,6925,3257,3317,1378,453,15326,..,..,..,105,99,143,348,..,6925,3257,3422,1474,587,15672,4557,..,..,..,..,..,4557,..,360,54,15,5,6,437,4557,7293,3309,3437,1483,595,20662
LGA54280,..,121,9,3,0,0,135,..,..,54,81,57,49,241,..,46,60,34,29,15,178,..,6,0,0,0,0,7,..,180,130,109,85,68,567,..,..,..,11,10,22,36,..,180,130,120,93,84,607,142,..,..,..,..,..,142,..,29,6,5,0,3,35,142,205,129,125,93,89,780,..,2182,107,23,0,0,2317,..,..,1013,1215,551,203,2979,..,382,253,104,32,15,794,..,83,15,4,0,0,104,..,2652,1390,1350,580,222,6194,..,..,..,29,27,48,95,..,2652,1390,1379,604,263,6292,2587,..,..,..,..,..,2587,..,260,60,10,9,0,336,2587,2913,1451,1388,611,268,9210
