SEX,AGE,REGION,YEAR,POPULATION
Male,5-Sep,Western Australia - Outback (North),2013,3821
Male,5-Sep,Western Australia - Outback (North),2014,3802
Male,5-Sep,Western Australia - Outback (North),2015,3807
Male,5-Sep,Western Australia - Outback (North),2016,3811
Male,5-Sep,Western Australia - Outback (North),2017,3808
Male,5-Sep,Western Australia - Outback (North),2018,3890
Male,5-Sep,Western Australia - Outback (North),2019,3987
Male,5-Sep,Western Australia - Outback (North),2020,4094
Male,5-Sep,Western Australia - Outback (North),2021,4208
Male,5-Sep,Western Australia - Outback (North),2022,4234
Total,20-24,Bunbury,2012,9045
Total,20-24,Bunbury,2013,9358
Total,20-24,Bunbury,2014,9230
Total,20-24,Bunbury,2015,9075
Total,20-24,Bunbury,2016,8722
Total,20-24,Bunbury,2017,8564
Total,20-24,Bunbury,2018,8425
Total,20-24,Bunbury,2019,8549
Total,20-24,Bunbury,2020,8547
Total,20-24,Bunbury,2021,8393
Total,20-24,Bunbury,2022,8241
Male,0-4,Perth - Inner,2012,4608
Male,0-4,Perth - Inner,2013,4825
Male,0-4,Perth - Inner,2014,4850
Male,0-4,Perth - Inner,2015,4819
Male,0-4,Perth - Inner,2016,4654
Male,0-4,Perth - Inner,2017,4716
Male,0-4,Perth - Inner,2018,4695
Male,0-4,Perth - Inner,2019,4622
Male,0-4,Perth - Inner,2020,4552
Male,0-4,Perth - Inner,2021,4466
Male,0-4,Perth - Inner,2022,4308
Female,70-74,Perth - South West,2012,5939
Female,70-74,Perth - South West,2013,6095
Female,70-74,Perth - South West,2014,6313
Female,70-74,Perth - South West,2015,6556
Female,70-74,Perth - South West,2016,6699
Female,70-74,Perth - South West,2017,7265
Female,70-74,Perth - South West,2018,7864
Female,70-74,Perth - South West,2019,8436
Female,70-74,Perth - South West,2020,9006
Female,70-74,Perth - South West,2021,9545
Female,70-74,Perth - South West,2022,9708
Male,65-69,Bunbury,2012,4127
Male,65-69,Bunbury,2013,4453
Male,65-69,Bunbury,2014,4740
Male,65-69,Bunbury,2015,4940
Male,65-69,Bunbury,2016,5219
Male,65-69,Bunbury,2017,5261
Male,65-69,Bunbury,2018,5369
Male,65-69,Bunbury,2019,5517
Male,65-69,Bunbury,2020,5741
Male,65-69,Bunbury,2021,5969
Male,65-69,Bunbury,2022,6155
Male,80-84,Western Australia - Outback (North),2012,136
Male,80-84,Western Australia - Outback (North),2013,144
Male,80-84,Western Australia - Outback (North),2014,138
Male,80-84,Western Australia - Outback (North),2015,119
Male,80-84,Western Australia - Outback (North),2016,94
Male,80-84,Western Australia - Outback (North),2017,97
Male,80-84,Western Australia - Outback (North),2018,107
Male,80-84,Western Australia - Outback (North),2019,130
Male,80-84,Western Australia - Outback (North),2020,157
Male,80-84,Western Australia - Outback (North),2021,173
Male,80-84,Western Australia - Outback (North),2022,188
Female,45-49,Perth - Inner,2012,5635
Female,45-49,Perth - Inner,2013,5660
Female,45-49,Perth - Inner,2014,5738
Female,45-49,Perth - Inner,2015,5813
Female,45-49,Perth - Inner,2016,5930
Female,45-49,Perth - Inner,2017,6069
Female,45-49,Perth - Inner,2018,6181
Female,45-49,Perth - Inner,2019,6200
Female,45-49,Perth - Inner,2020,6259
Female,45-49,Perth - Inner,2021,6004
Female,45-49,Perth - Inner,2022,5941
Total,50-54,Western Australia - Wheat Belt,2012,10549
Total,50-54,Western Australia - Wheat Belt,2013,10706
Total,50-54,Western Australia - Wheat Belt,2014,10573
Total,50-54,Western Australia - Wheat Belt,2015,10435
Total,50-54,Western Australia - Wheat Belt,2016,10127
Total,50-54,Western Australia - Wheat Belt,2017,9965
Total,50-54,Western Australia - Wheat Belt,2018,9807
Total,50-54,Western Australia - Wheat Belt,2019,9846
Total,50-54,Western Australia - Wheat Belt,2020,9852
Total,50-54,Western Australia - Wheat Belt,2021,9923
Total,50-54,Western Australia - Wheat Belt,2022,10017
Male,20-24,Bunbury,2012,4638
Male,20-24,Bunbury,2013,4826
Male,20-24,Bunbury,2014,4711
Male,20-24,Bunbury,2015,4596
Male,20-24,Bunbury,2016,4397
Male,20-24,Bunbury,2017,4353
Male,20-24,Bunbury,2018,4325
Male,20-24,Bunbury,2019,4440
Male,20-24,Bunbury,2020,4452
Male,20-24,Bunbury,2021,4426
Male,20-24,Bunbury,2022,4309
Total,55-59,Perth - South East,2012,26998
Total,55-59,Perth - South East,2013,27130
Total,55-59,Perth - South East,2014,27185
Total,55-59,Perth - South East,2015,27427
Total,55-59,Perth - South East,2016,27714
Total,55-59,Perth - South East,2017,28417
Total,55-59,Perth - South East,2018,29030
Total,55-59,Perth - South East,2019,29601
Total,55-59,Perth - South East,2020,30248
Total,55-59,Perth - South East,2021,30354
Total,55-59,Perth - South East,2022,30379
Male,35-39,Mandurah,2012,2518
Male,35-39,Mandurah,2013,2558
Male,35-39,Mandurah,2014,2566
Male,35-39,Mandurah,2015,2548
Male,35-39,Mandurah,2016,2568
Male,35-39,Mandurah,2017,2665
Male,35-39,Mandurah,2018,2756
Male,35-39,Mandurah,2019,2843
Male,35-39,Mandurah,2020,2926
Male,35-39,Mandurah,2021,3082
Male,35-39,Mandurah,2022,3193
Total,0-4,Mandurah,2012,5781
Total,0-4,Mandurah,2013,6037
Total,0-4,Mandurah,2014,6089
Total,0-4,Mandurah,2015,6086
Total,0-4,Mandurah,2016,6016
Total,0-4,Mandurah,2017,6034
Total,0-4,Mandurah,2018,6051
Total,0-4,Mandurah,2019,6101
Total,0-4,Mandurah,2020,6077
Total,0-4,Mandurah,2021,6033
Total,0-4,Mandurah,2022,5982
Female,Oct-14,Perth - Inner,2012,4208
Female,Oct-14,Perth - Inner,2013,4277
Female,Oct-14,Perth - Inner,2014,4314
Female,Oct-14,Perth - Inner,2015,4374
Female,Oct-14,Perth - Inner,2016,4474
Female,Oct-14,Perth - Inner,2017,4585
Female,Oct-14,Perth - Inner,2018,4741
Female,Oct-14,Perth - Inner,2019,4918
Female,Oct-14,Perth - Inner,2020,5178
Female,Oct-14,Perth - Inner,2021,5194
Female,Oct-14,Perth - Inner,2022,5219
Female,60-64,Western Australia - Outback (South),2012,2920
Female,60-64,Western Australia - Outback (South),2013,3047
Female,60-64,Western Australia - Outback (South),2014,3119
Female,60-64,Western Australia - Outback (South),2015,3166
Female,60-64,Western Australia - Outback (South),2016,3214
Female,60-64,Western Australia - Outback (South),2017,3250
Female,60-64,Western Australia - Outback (South),2018,3359
Female,60-64,Western Australia - Outback (South),2019,3446
Female,60-64,Western Australia - Outback (South),2020,3626
Female,60-64,Western Australia - Outback (South),2021,3735
Female,60-64,Western Australia - Outback (South),2022,3761
Total,55-59,Western Australia - Outback (South),2012,7659
Total,55-59,Western Australia - Outback (South),2013,7956
Total,55-59,Western Australia - Outback (South),2014,7955
Total,55-59,Western Australia - Outback (South),2015,8075
Total,55-59,Western Australia - Outback (South),2016,8114
Total,55-59,Western Australia - Outback (South),2017,8235
Total,55-59,Western Australia - Outback (South),2018,8304
Total,55-59,Western Australia - Outback (South),2019,8474
Total,55-59,Western Australia - Outback (South),2020,8475
Total,55-59,Western Australia - Outback (South),2021,8437
Total,55-59,Western Australia - Outback (South),2022,8388
Female,All ages,Western Australia - Outback (South),2012,60777
Female,All ages,Western Australia - Outback (South),2013,61467
Female,All ages,Western Australia - Outback (South),2014,61164
Female,All ages,Western Australia - Outback (South),2015,60427
Female,All ages,Western Australia - Outback (South),2016,59335
Female,All ages,Western Australia - Outback (South),2017,59078
Female,All ages,Western Australia - Outback (South),2018,58827
Female,All ages,Western Australia - Outback (South),2019,58656
Female,All ages,Western Australia - Outback (South),2020,58901
Female,All ages,Western Australia - Outback (South),2021,59372
Female,All ages,Western Australia - Outback (South),2022,59725
Male,35-39,Western Australia - Outback (North),2012,5772
Male,35-39,Western Australia - Outback (North),2013,5861
Male,35-39,Western Australia - Outback (North),2014,5557
Male,35-39,Western Australia - Outback (North),2015,5344
Male,35-39,Western Australia - Outback (North),2016,5242
Male,35-39,Western Australia - Outback (North),2017,5155
Male,35-39,Western Australia - Outback (North),2018,5099
Male,35-39,Western Australia - Outback (North),2019,5135
Male,35-39,Western Australia - Outback (North),2020,5127
Male,35-39,Western Australia - Outback (North),2021,5112
Male,35-39,Western Australia - Outback (North),2022,5244
Male,20-24,Perth - South West,2012,14926
Male,20-24,Perth - South West,2013,15129
Male,20-24,Perth - South West,2014,14975
Male,20-24,Perth - South West,2015,14759
Male,20-24,Perth - South West,2016,14775
Male,20-24,Perth - South West,2017,14621
Male,20-24,Perth - South West,2018,14572
Male,20-24,Perth - South West,2019,14659
Male,20-24,Perth - South West,2020,14633
Male,20-24,Perth - South West,2021,14432
Male,20-24,Perth - South West,2022,14676
Female,35-39,Perth - South East,2012,15868
Female,35-39,Perth - South East,2013,16317
Female,35-39,Perth - South East,2014,16665
Female,35-39,Perth - South East,2015,17229
Female,35-39,Perth - South East,2016,17912
Female,35-39,Perth - South East,2017,18843
Female,35-39,Perth - South East,2018,19860
Female,35-39,Perth - South East,2019,20821
Female,35-39,Perth - South East,2020,21655
Female,35-39,Perth - South East,2021,22271
Female,35-39,Perth - South East,2022,22666
Total,20-24,Perth - South West,2012,29108
Total,20-24,Perth - South West,2013,29651
Total,20-24,Perth - South West,2014,29504
Total,20-24,Perth - South West,2015,29143
Total,20-24,Perth - South West,2016,28999
Total,20-24,Perth - South West,2017,28703
Total,20-24,Perth - South West,2018,28464
Total,20-24,Perth - South West,2019,28582
Total,20-24,Perth - South West,2020,28705
Total,20-24,Perth - South West,2021,28295
Total,20-24,Perth - South West,2022,28658
Male,35-39,Perth - Inner,2012,5948
Male,35-39,Perth - Inner,2013,6141
Male,35-39,Perth - Inner,2014,6265
Male,35-39,Perth - Inner,2015,6330
Male,35-39,Perth - Inner,2016,6462
Male,35-39,Perth - Inner,2017,6682
Male,35-39,Perth - Inner,2018,6873
Male,35-39,Perth - Inner,2019,7095
Male,35-39,Perth - Inner,2020,7374
Male,35-39,Perth - Inner,2021,7527
Male,35-39,Perth - Inner,2022,7549
Total,85 and over,Western Australia - Outback (South),2012,1258
Total,85 and over,Western Australia - Outback (South),2013,1439
Total,85 and over,Western Australia - Outback (South),2014,1494
Total,85 and over,Western Australia - Outback (South),2015,1453
Total,85 and over,Western Australia - Outback (South),2016,1311
Total,85 and over,Western Australia - Outback (South),2017,1363
Total,85 and over,Western Australia - Outback (South),2018,1471
Total,85 and over,Western Australia - Outback (South),2019,1519
Total,85 and over,Western Australia - Outback (South),2020,1613
Total,85 and over,Western Australia - Outback (South),2021,1694
Total,85 and over,Western Australia - Outback (South),2022,1849
Total,25-29,Mandurah,2012,5288
Total,25-29,Mandurah,2013,5546
Total,25-29,Mandurah,2014,5673
Total,25-29,Mandurah,2015,5693
Total,25-29,Mandurah,2016,5546
Total,25-29,Mandurah,2017,5490
Total,25-29,Mandurah,2018,5486
Total,25-29,Mandurah,2019,5473
Total,25-29,Mandurah,2020,5509
Total,25-29,Mandurah,2021,5476
Total,25-29,Mandurah,2022,5509
Total,65-69,Bunbury,2012,8115
Total,65-69,Bunbury,2013,8721
Total,65-69,Bunbury,2014,9331
Total,65-69,Bunbury,2015,9853
Total,65-69,Bunbury,2016,10472
Total,65-69,Bunbury,2017,10593
Total,65-69,Bunbury,2018,10931
Total,65-69,Bunbury,2019,11212
Total,65-69,Bunbury,2020,11675
Total,65-69,Bunbury,2021,12145
Total,65-69,Bunbury,2022,12501
Total,65-69,Perth - South East,2012,18159
Total,65-69,Perth - South East,2013,19267
Total,65-69,Perth - South East,2014,20077
Total,65-69,Perth - South East,2015,20974
Total,65-69,Perth - South East,2016,21901
Total,65-69,Perth - South East,2017,22231
Total,65-69,Perth - South East,2018,22543
Total,65-69,Perth - South East,2019,22983
Total,65-69,Perth - South East,2020,23811
Total,65-69,Perth - South East,2021,24061
Total,65-69,Perth - South East,2022,24186
Female,65-69,Perth - South East,2012,9070
Female,65-69,Perth - South East,2013,9577
Female,65-69,Perth - South East,2014,9971
Female,65-69,Perth - South East,2015,10462
Female,65-69,Perth - South East,2016,10933
Female,65-69,Perth - South East,2017,11206
Female,65-69,Perth - South East,2018,11494
Female,65-69,Perth - South East,2019,11900
Female,65-69,Perth - South East,2020,12426
Female,65-69,Perth - South East,2021,12601
Female,65-69,Perth - South East,2022,12697
Male,0-4,Perth - North West,2012,18429
Male,0-4,Perth - North West,2013,19040
Male,0-4,Perth - North West,2014,19249
Male,0-4,Perth - North West,2015,19441
Male,0-4,Perth - North West,2016,19726
Male,0-4,Perth - North West,2017,19881
Male,0-4,Perth - North West,2018,19811
Male,0-4,Perth - North West,2019,19846
Male,0-4,Perth - North West,2020,19708
Male,0-4,Perth - North West,2021,19285
Male,0-4,Perth - North West,2022,19302
Male,50-54,Perth - South West,2012,12705
Male,50-54,Perth - South West,2013,13139
Male,50-54,Perth - South West,2014,13383
Male,50-54,Perth - South West,2015,13347
Male,50-54,Perth - South West,2016,13366
Male,50-54,Perth - South West,2017,13444
Male,50-54,Perth - South West,2018,13527
Male,50-54,Perth - South West,2019,13720
Male,50-54,Perth - South West,2020,14139
Male,50-54,Perth - South West,2021,14833
Male,50-54,Perth - South West,2022,15346
Male,20-24,Perth - North East,2012,9081
Male,20-24,Perth - North East,2013,9297
Male,20-24,Perth - North East,2014,9280
Male,20-24,Perth - North East,2015,9228
Male,20-24,Perth - North East,2016,9225
Male,20-24,Perth - North East,2017,9068
Male,20-24,Perth - North East,2018,9032
Male,20-24,Perth - North East,2019,9131
Male,20-24,Perth - North East,2020,9190
Male,20-24,Perth - North East,2021,9134
Male,20-24,Perth - North East,2022,9188
Total,45-49,Perth - North West,2012,36806
Total,45-49,Perth - North West,2013,36857
Total,45-49,Perth - North West,2014,37221
Total,45-49,Perth - North West,2015,37927
Total,45-49,Perth - North West,2016,39104
Total,45-49,Perth - North West,2017,40200
Total,45-49,Perth - North West,2018,40886
Total,45-49,Perth - North West,2019,40950
Total,45-49,Perth - North West,2020,40937
Total,45-49,Perth - North West,2021,40587
Total,45-49,Perth - North West,2022,39856
Male,80-84,Western Australia - Wheat Belt,2012,1298
Male,80-84,Western Australia - Wheat Belt,2013,1356
Male,80-84,Western Australia - Wheat Belt,2014,1339
Male,80-84,Western Australia - Wheat Belt,2015,1394
Male,80-84,Western Australia - Wheat Belt,2016,1449
Male,80-84,Western Australia - Wheat Belt,2017,1527
Male,80-84,Western Australia - Wheat Belt,2018,1647
Male,80-84,Western Australia - Wheat Belt,2019,1745
Male,80-84,Western Australia - Wheat Belt,2020,1799
Male,80-84,Western Australia - Wheat Belt,2021,1898
Male,80-84,Western Australia - Wheat Belt,2022,2023
Female,65-69,Perth - North East,2012,4772
Female,65-69,Perth - North East,2013,5106
Female,65-69,Perth - North East,2014,5356
Female,65-69,Perth - North East,2015,5527
Female,65-69,Perth - North East,2016,5667
Female,65-69,Perth - North East,2017,5688
Female,65-69,Perth - North East,2018,5798
Female,65-69,Perth - North East,2019,6056
Female,65-69,Perth - North East,2020,6388
Female,65-69,Perth - North East,2021,6609
Female,65-69,Perth - North East,2022,6740
Male,65-69,Western Australia - Wheat Belt,2012,3825
Male,65-69,Western Australia - Wheat Belt,2013,4044
Male,65-69,Western Australia - Wheat Belt,2014,4256
Male,65-69,Western Australia - Wheat Belt,2015,4515
Male,65-69,Western Australia - Wheat Belt,2016,4820
Male,65-69,Western Australia - Wheat Belt,2017,4842
Male,65-69,Western Australia - Wheat Belt,2018,4882
Male,65-69,Western Australia - Wheat Belt,2019,4939
Male,65-69,Western Australia - Wheat Belt,2020,5078
Male,65-69,Western Australia - Wheat Belt,2021,5197
Male,65-69,Western Australia - Wheat Belt,2022,5289
Female,5-Sep,Western Australia - Outback (South),2012,4534
Female,5-Sep,Western Australia - Outback (South),2013,4593
Female,5-Sep,Western Australia - Outback (South),2014,4586
Female,5-Sep,Western Australia - Outback (South),2015,4568
Female,5-Sep,Western Australia - Outback (South),2016,4406
Female,5-Sep,Western Australia - Outback (South),2017,4312
Female,5-Sep,Western Australia - Outback (South),2018,4234
Female,5-Sep,Western Australia - Outback (South),2019,4138
Female,5-Sep,Western Australia - Outback (South),2020,4054
Female,5-Sep,Western Australia - Outback (South),2021,4068
Female,5-Sep,Western Australia - Outback (South),2022,4078
Female,All ages,Bunbury,2012,85259
Female,All ages,Bunbury,2013,87867
Female,All ages,Bunbury,2014,89689
Female,All ages,Bunbury,2015,91040
Female,All ages,Bunbury,2016,91815
Female,All ages,Bunbury,2017,93004
Female,All ages,Bunbury,2018,94199
Female,All ages,Bunbury,2019,95388
Female,All ages,Bunbury,2020,96714
Female,All ages,Bunbury,2021,98076
Female,All ages,Bunbury,2022,99745
Total,55-59,Bunbury,2012,11306
Total,55-59,Bunbury,2013,11616
Total,55-59,Bunbury,2014,12002
Total,55-59,Bunbury,2015,12196
Total,55-59,Bunbury,2016,12247
Total,55-59,Bunbury,2017,12522
Total,55-59,Bunbury,2018,12777
Total,55-59,Bunbury,2019,12859
Total,55-59,Bunbury,2020,13078
Total,55-59,Bunbury,2021,13108
Total,55-59,Bunbury,2022,13260
Total,0-4,Perth - South West,2012,26467
Total,0-4,Perth - South West,2013,27430
Total,0-4,Perth - South West,2014,28078
Total,0-4,Perth - South West,2015,28643
Total,0-4,Perth - South West,2016,29012
Total,0-4,Perth - South West,2017,29186
Total,0-4,Perth - South West,2018,29085
Total,0-4,Perth - South West,2019,29200
Total,0-4,Perth - South West,2020,29277
Total,0-4,Perth - South West,2021,29357
Total,0-4,Perth - South West,2022,29243
Female,30-34,Perth - South West,2012,13369
Female,30-34,Perth - South West,2013,14469
Female,30-34,Perth - South West,2014,15324
Female,30-34,Perth - South West,2015,15895
Female,30-34,Perth - South West,2016,16242
Female,30-34,Perth - South West,2017,16466
Female,30-34,Perth - South West,2018,16648
Female,30-34,Perth - South West,2019,16811
Female,30-34,Perth - South West,2020,16953
Female,30-34,Perth - South West,2021,17051
Female,30-34,Perth - South West,2022,17136
Total,25-29,Perth - South East,2012,42957
Total,25-29,Perth - South East,2013,45150
Total,25-29,Perth - South East,2014,45693
Total,25-29,Perth - South East,2015,45696
Total,25-29,Perth - South East,2016,44586
Total,25-29,Perth - South East,2017,43313
Total,25-29,Perth - South East,2018,42363
Total,25-29,Perth - South East,2019,41744
Total,25-29,Perth - South East,2020,41467
Total,25-29,Perth - South East,2021,40859
Total,25-29,Perth - South East,2022,41220
Male,30-34,Western Australia - Wheat Belt,2012,3736
Male,30-34,Western Australia - Wheat Belt,2013,3999
Male,30-34,Western Australia - Wheat Belt,2014,4058
Male,30-34,Western Australia - Wheat Belt,2015,3960
Male,30-34,Western Australia - Wheat Belt,2016,3829
Male,30-34,Western Australia - Wheat Belt,2017,3882
Male,30-34,Western Australia - Wheat Belt,2018,3840
Male,30-34,Western Australia - Wheat Belt,2019,3849
Male,30-34,Western Australia - Wheat Belt,2020,3856
Male,30-34,Western Australia - Wheat Belt,2021,3868
Male,30-34,Western Australia - Wheat Belt,2022,3693
Female,60-64,Perth - South West,2012,9854
Female,60-64,Perth - South West,2013,10101
Female,60-64,Perth - South West,2014,10299
Female,60-64,Perth - South West,2015,10584
Female,60-64,Perth - South West,2016,10860
Female,60-64,Perth - South West,2017,11207
Female,60-64,Perth - South West,2018,11476
Female,60-64,Perth - South West,2019,11902
Female,60-64,Perth - South West,2020,12439
Female,60-64,Perth - South West,2021,12718
Female,60-64,Perth - South West,2022,13125
Female,55-59,Mandurah,2012,2960
Female,55-59,Mandurah,2013,3102
Female,55-59,Mandurah,2014,3191
Female,55-59,Mandurah,2015,3272
Female,55-59,Mandurah,2016,3297
Female,55-59,Mandurah,2017,3411
Female,55-59,Mandurah,2018,3509
Female,55-59,Mandurah,2019,3683
Female,55-59,Mandurah,2020,3781
Female,55-59,Mandurah,2021,3797
Female,55-59,Mandurah,2022,3776
Total,65-69,Western Australia - Outback (South),2012,4798
Total,65-69,Western Australia - Outback (South),2013,5212
Total,65-69,Western Australia - Outback (South),2014,5312
Total,65-69,Western Australia - Outback (South),2015,5459
Total,65-69,Western Australia - Outback (South),2016,5547
Total,65-69,Western Australia - Outback (South),2017,5715
Total,65-69,Western Australia - Outback (South),2018,5736
Total,65-69,Western Australia - Outback (South),2019,5782
Total,65-69,Western Australia - Outback (South),2020,5977
Total,65-69,Western Australia - Outback (South),2021,6295
Total,65-69,Western Australia - Outback (South),2022,6540
Female,20-24,Perth - South East,2012,20224
Female,20-24,Perth - South East,2013,20451
Female,20-24,Perth - South East,2014,19962
Female,20-24,Perth - South East,2015,19368
Female,20-24,Perth - South East,2016,18925
Female,20-24,Perth - South East,2017,18752
Female,20-24,Perth - South East,2018,18496
Female,20-24,Perth - South East,2019,18507
Female,20-24,Perth - South East,2020,18574
Female,20-24,Perth - South East,2021,18060
Female,20-24,Perth - South East,2022,18049
Male,50-54,Western Australia - Outback (South),2012,4686
Male,50-54,Western Australia - Outback (South),2013,4718
Male,50-54,Western Australia - Outback (South),2014,4722
Male,50-54,Western Australia - Outback (South),2015,4655
Male,50-54,Western Australia - Outback (South),2016,4492
Male,50-54,Western Australia - Outback (South),2017,4450
Male,50-54,Western Australia - Outback (South),2018,4433
Male,50-54,Western Australia - Outback (South),2019,4437
Male,50-54,Western Australia - Outback (South),2020,4439
Male,50-54,Western Australia - Outback (South),2021,4602
Male,50-54,Western Australia - Outback (South),2022,4739
Female,85 and over,Mandurah,2012,1088
Female,85 and over,Mandurah,2013,1135
Female,85 and over,Mandurah,2014,1203
Female,85 and over,Mandurah,2015,1264
Female,85 and over,Mandurah,2016,1362
Female,85 and over,Mandurah,2017,1444
Female,85 and over,Mandurah,2018,1503
Female,85 and over,Mandurah,2019,1586
Female,85 and over,Mandurah,2020,1689
Female,85 and over,Mandurah,2021,1804
Female,85 and over,Mandurah,2022,1948
Female,60-64,Bunbury,2012,4950
Female,60-64,Bunbury,2013,5247
Female,60-64,Bunbury,2014,5439
Female,60-64,Bunbury,2015,5644
Female,60-64,Bunbury,2016,5784
Female,60-64,Bunbury,2017,5974
Female,60-64,Bunbury,2018,6217
Female,60-64,Bunbury,2019,6503
Female,60-64,Bunbury,2020,6706
Female,60-64,Bunbury,2021,6963
Female,60-64,Bunbury,2022,7230
Female,All ages,Perth - South East,2012,234272
Female,All ages,Perth - South East,2013,240204
Female,All ages,Perth - South East,2014,244189
Female,All ages,Perth - South East,2015,247678
Female,All ages,Perth - South East,2016,250535
Female,All ages,Perth - South East,2017,254399
Female,All ages,Perth - South East,2018,258249
Female,All ages,Perth - South East,2019,263571
Female,All ages,Perth - South East,2020,269890
Female,All ages,Perth - South East,2021,273078
Female,All ages,Perth - South East,2022,276872
Total,30-34,Perth - South West,2012,27311
Total,30-34,Perth - South West,2013,29437
Total,30-34,Perth - South West,2014,30760
Total,30-34,Perth - South West,2015,31682
Total,30-34,Perth - South West,2016,32249
Total,30-34,Perth - South West,2017,32675
Total,30-34,Perth - South West,2018,32866
Total,30-34,Perth - South West,2019,33114
Total,30-34,Perth - South West,2020,33341
Total,30-34,Perth - South West,2021,33525
Total,30-34,Perth - South West,2022,33784
Female,20-24,Bunbury,2012,4407
Female,20-24,Bunbury,2013,4532
Female,20-24,Bunbury,2014,4519
Female,20-24,Bunbury,2015,4479
Female,20-24,Bunbury,2016,4325
Female,20-24,Bunbury,2017,4211
Female,20-24,Bunbury,2018,4100
Female,20-24,Bunbury,2019,4109
Female,20-24,Bunbury,2020,4095
Female,20-24,Bunbury,2021,3967
Female,20-24,Bunbury,2022,3932
Total,All ages,Western Australia - Outback (South),2012,126549
Total,All ages,Western Australia - Outback (South),2013,128025
Total,All ages,Western Australia - Outback (South),2014,126593
Total,All ages,Western Australia - Outback (South),2015,124521
Total,All ages,Western Australia - Outback (South),2016,121520
Total,All ages,Western Australia - Outback (South),2017,121635
Total,All ages,Western Australia - Outback (South),2018,121488
Total,All ages,Western Australia - Outback (South),2019,121641
Total,All ages,Western Australia - Outback (South),2020,122548
Total,All ages,Western Australia - Outback (South),2021,123991
Total,All ages,Western Australia - Outback (South),2022,124705
Male,65-69,Perth - North West,2012,9913
Male,65-69,Perth - North West,2013,10517
Male,65-69,Perth - North West,2014,10883
Male,65-69,Perth - North West,2015,11341
Male,65-69,Perth - North West,2016,11882
Male,65-69,Perth - North West,2017,11867
Male,65-69,Perth - North West,2018,12071
Male,65-69,Perth - North West,2019,12343
Male,65-69,Perth - North West,2020,12724
Male,65-69,Perth - North West,2021,13010
Male,65-69,Perth - North West,2022,13309
Total,All ages,Perth - North West,2012,528029
Total,All ages,Perth - North West,2013,540383
Total,All ages,Perth - North West,2014,546946
Total,All ages,Perth - North West,2015,552646
Total,All ages,Perth - North West,2016,557181
Total,All ages,Perth - North West,2017,563534
Total,All ages,Perth - North West,2018,570721
Total,All ages,Perth - North West,2019,579374
Total,All ages,Perth - North West,2020,590449
Total,All ages,Perth - North West,2021,596988
Total,All ages,Perth - North West,2022,603828
Total,5-Sep,Perth - Inner,2012,8514
Total,5-Sep,Perth - Inner,2013,8857
Total,5-Sep,Perth - Inner,2014,9093
Total,5-Sep,Perth - Inner,2015,9283
Total,5-Sep,Perth - Inner,2016,9304
Total,5-Sep,Perth - Inner,2017,9476
Total,5-Sep,Perth - Inner,2018,9503
Total,5-Sep,Perth - Inner,2019,9619
Total,5-Sep,Perth - Inner,2020,9684
Total,5-Sep,Perth - Inner,2021,9526
Total,5-Sep,Perth - Inner,2022,9566
Total,15-19,Western Australia - Outback (North),2012,5040
Total,15-19,Western Australia - Outback (North),2013,4945
Total,15-19,Western Australia - Outback (North),2014,4819
Total,15-19,Western Australia - Outback (North),2015,4793
Total,15-19,Western Australia - Outback (North),2016,4682
Total,15-19,Western Australia - Outback (North),2017,4848
Total,15-19,Western Australia - Outback (North),2018,4963
Total,15-19,Western Australia - Outback (North),2019,5076
Total,15-19,Western Australia - Outback (North),2020,5158
Total,15-19,Western Australia - Outback (North),2021,5265
Total,15-19,Western Australia - Outback (North),2022,5444
Female,25-29,Perth - South East,2012,20242
Female,25-29,Perth - South East,2013,21361
Female,25-29,Perth - South East,2014,21904
Female,25-29,Perth - South East,2015,22096
Female,25-29,Perth - South East,2016,21691
Female,25-29,Perth - South East,2017,21198
Female,25-29,Perth - South East,2018,20887
Female,25-29,Perth - South East,2019,20656
Female,25-29,Perth - South East,2020,20473
Female,25-29,Perth - South East,2021,19950
Female,25-29,Perth - South East,2022,20068
Total,20-24,Western Australia - Outback (North),2012,8021
Total,20-24,Western Australia - Outback (North),2013,7608
Total,20-24,Western Australia - Outback (North),2014,7102
Total,20-24,Western Australia - Outback (North),2015,6693
Total,20-24,Western Australia - Outback (North),2016,6394
Total,20-24,Western Australia - Outback (North),2017,6283
Total,20-24,Western Australia - Outback (North),2018,6188
Total,20-24,Western Australia - Outback (North),2019,6150
Total,20-24,Western Australia - Outback (North),2020,6108
Total,20-24,Western Australia - Outback (North),2021,5872
Total,20-24,Western Australia - Outback (North),2022,5669
Total,80-84,Perth - Inner,2012,3135
Total,80-84,Perth - Inner,2013,3073
Total,80-84,Perth - Inner,2014,3078
Total,80-84,Perth - Inner,2015,3090
Total,80-84,Perth - Inner,2016,3212
Total,80-84,Perth - Inner,2017,3366
Total,80-84,Perth - Inner,2018,3447
Total,80-84,Perth - Inner,2019,3609
Total,80-84,Perth - Inner,2020,3792
Total,80-84,Perth - Inner,2021,3906
Total,80-84,Perth - Inner,2022,4139
Female,80-84,Western Australia - Wheat Belt,2012,1519
Female,80-84,Western Australia - Wheat Belt,2013,1556
Female,80-84,Western Australia - Wheat Belt,2014,1558
Female,80-84,Western Australia - Wheat Belt,2015,1602
Female,80-84,Western Australia - Wheat Belt,2016,1609
Female,80-84,Western Australia - Wheat Belt,2017,1657
Female,80-84,Western Australia - Wheat Belt,2018,1706
