SA2_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
503021038,0,7,50,64,41,14,5,5,0,179,0,5,44,46,25,7,6,0,0,127,0,51,188,175,145,82,31,19,4,703,5,30,82,62,45,32,10,8,9,276,0,3,23,13,10,0,3,0,0,51,0,8,62,52,23,9,0,0,0,153,0,7,17,24,32,22,3,0,0,106,0,25,139,173,79,49,14,10,0,490,0,17,69,73,45,35,9,4,0,250,0,21,35,19,30,11,4,0,0,122,0,19,33,24,16,4,3,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,8,0,0,0,34,25,33,109,78,45,36,23,18,5,371,37,230,849,820,550,306,102,58,17,2959,0,10,51,43,32,30,9,3,0,175,0,3,34,48,16,11,5,0,0,119,0,17,206,179,135,98,45,12,7,712,0,12,89,58,60,29,10,8,0,277,0,0,19,21,12,6,3,0,0,62
503021039,0,9,61,56,58,45,13,3,0,241,4,23,85,55,38,15,6,0,0,227,8,55,244,180,207,148,57,23,13,937,0,27,77,60,70,59,29,16,4,339,0,0,27,19,9,11,8,0,3,77,0,8,54,55,41,30,11,4,0,206,0,7,27,29,47,54,17,4,3,188,3,65,224,222,188,110,30,13,4,845,0,25,101,96,93,73,32,13,0,429,7,58,112,59,37,23,7,3,0,307,3,13,50,24,26,20,6,0,0,138,0,0,0,5,0,0,0,0,0,10,0,5,10,10,10,14,8,0,0,60,34,67,142,98,74,68,42,57,29,607,67,352,1212,958,890,668,257,139,56,4600,0,12,70,69,43,38,30,3,3,281,0,12,60,53,38,20,11,0,0,193,0,58,277,180,170,155,97,36,8,987,0,17,94,61,64,69,27,13,3,351,0,5,16,17,16,19,5,6,0,77
503021040,0,9,37,36,27,16,4,0,0,127,0,14,43,25,15,6,0,0,0,103,0,36,141,100,102,76,31,14,4,508,4,22,54,40,28,22,16,5,3,208,0,0,11,13,0,3,0,0,0,31,0,4,28,38,24,14,6,0,0,122,0,0,10,19,15,22,8,0,0,78,4,11,110,108,81,41,16,0,5,384,0,11,51,61,46,26,10,8,0,220,0,28,45,23,14,9,0,0,0,134,0,10,16,23,14,10,0,5,0,85,0,0,0,0,0,0,0,0,0,5,0,4,9,4,9,0,0,0,0,28,18,29,81,73,39,44,32,39,16,375,31,192,636,571,434,288,137,75,23,2390,0,6,32,33,32,17,9,0,0,121,0,10,30,33,28,4,4,0,0,103,4,30,153,124,91,85,52,19,7,558,0,14,62,43,41,32,15,22,0,233,0,0,11,8,13,0,0,0,0,37
503021042,0,17,109,74,75,66,38,15,0,405,0,9,55,41,28,9,5,0,0,141,5,51,197,180,154,156,91,37,18,885,4,19,64,45,59,47,42,5,5,292,0,0,23,13,13,8,11,7,0,83,0,18,102,77,83,61,53,6,3,406,0,0,17,14,29,45,28,9,4,158,0,35,202,194,168,135,75,30,5,855,3,22,134,96,95,108,55,17,7,528,0,26,40,23,30,21,5,4,0,154,0,8,24,12,17,9,5,0,4,83,0,0,0,0,0,0,0,0,0,4,0,9,10,3,10,12,3,0,0,45,33,31,131,85,77,83,59,49,27,572,45,245,1118,873,840,759,471,185,66,4605,0,26,86,64,78,68,51,23,7,396,3,4,48,47,33,16,8,0,0,167,0,58,218,220,153,137,121,58,20,984,3,17,75,34,52,49,40,28,7,299,0,9,16,7,11,10,8,13,0,78
503021043,0,21,93,80,54,44,16,5,5,306,0,18,81,59,29,10,0,0,0,199,3,75,341,251,186,151,67,40,10,1123,0,33,99,53,73,42,29,9,4,343,0,8,29,18,15,14,9,5,0,92,0,13,97,103,72,38,7,9,0,337,0,8,29,22,32,27,21,4,7,145,0,48,273,225,161,94,48,19,17,875,4,31,111,98,69,68,25,17,5,422,6,20,56,33,22,21,3,0,0,164,0,24,58,18,22,15,5,0,0,149,0,0,0,3,0,0,0,0,0,5,0,6,15,7,9,4,0,0,3,46,28,90,227,105,64,88,35,39,32,702,47,387,1498,1064,804,602,278,138,75,4907,0,20,85,72,66,40,34,8,3,323,4,4,101,78,35,15,0,0,0,244,5,70,328,278,152,156,91,47,19,1148,0,19,94,62,47,44,39,20,9,348,0,3,22,27,11,8,7,3,0,87
503021295,0,15,45,22,18,22,4,0,0,130,0,9,93,33,17,6,4,0,0,153,3,52,284,124,112,102,45,11,3,745,0,29,73,25,20,26,16,0,0,198,0,0,14,4,4,0,6,0,0,33,0,6,40,36,18,19,7,4,0,140,0,4,11,11,10,15,7,0,0,49,0,52,255,110,80,66,27,7,3,599,0,13,79,46,35,37,19,5,0,238,0,14,38,9,3,4,4,0,0,63,0,17,60,16,8,8,5,0,0,108,0,4,0,0,0,0,0,0,0,3,0,0,7,5,4,3,0,0,0,25,37,93,305,118,94,77,48,29,11,808,47,307,1301,564,423,379,185,64,19,3284,5,16,71,29,26,27,17,4,0,188,0,9,91,53,22,8,4,0,0,195,0,68,386,175,114,116,62,21,6,945,0,16,83,29,22,28,21,9,0,207,0,3,12,3,4,6,4,5,0,35
503021296,0,12,80,26,16,20,4,0,0,159,0,14,87,24,15,9,0,0,0,147,0,46,300,92,70,56,35,9,0,621,8,22,110,38,23,24,6,10,4,240,0,7,15,11,7,4,8,0,0,55,0,8,81,22,16,14,4,6,0,152,0,4,26,22,19,11,7,0,0,96,5,58,213,107,56,41,19,8,0,495,0,33,133,76,59,39,7,3,6,363,3,30,103,46,23,13,3,0,0,223,0,23,55,36,23,8,3,0,0,141,0,0,5,3,0,0,0,0,0,9,0,6,19,7,5,0,0,0,0,35,29,68,225,127,88,61,30,38,21,690,47,338,1444,639,424,299,136,68,33,3427,0,15,88,31,19,10,10,0,0,177,0,7,89,54,21,9,4,0,0,184,0,44,354,155,82,73,30,20,0,751,4,11,109,38,31,20,12,4,0,241,0,0,19,4,9,6,4,0,0,42
503021297,0,20,73,34,25,13,3,0,0,172,0,12,101,22,13,3,0,0,0,154,0,70,344,141,121,111,42,7,4,852,0,27,64,37,16,28,7,6,0,182,0,0,13,4,4,0,0,0,0,18,0,3,56,23,12,9,3,6,0,120,0,0,10,4,5,5,11,0,0,37,3,59,240,114,69,43,13,5,0,534,5,18,103,50,33,44,24,3,0,274,3,10,37,20,0,8,3,0,0,77,0,14,33,16,14,5,0,0,0,78,0,3,0,0,0,0,0,0,0,5,0,3,9,8,0,7,0,0,0,24,27,92,321,145,96,100,42,12,6,844,39,330,1399,611,422,370,145,44,12,3368,0,12,78,35,23,13,0,3,0,171,0,10,102,58,11,8,3,0,0,190,0,45,380,156,102,81,62,15,3,842,0,12,83,28,18,10,8,4,4,172,0,3,18,8,4,4,4,0,0,34
504011044,0,6,25,31,24,13,5,0,0,113,6,9,49,31,23,13,0,0,0,135,14,80,197,234,221,236,90,61,19,1145,0,28,69,82,58,53,38,17,4,356,0,3,23,11,20,9,8,0,0,73,0,11,27,18,28,20,8,3,0,118,0,3,18,20,32,18,14,0,6,113,0,37,94,95,64,50,17,9,0,367,0,18,50,70,40,40,13,9,0,243,5,7,38,37,13,9,3,0,0,109,3,16,39,30,29,20,7,3,0,144,0,0,0,0,0,0,0,0,0,0,0,5,7,6,5,4,0,0,0,24,40,38,70,77,84,74,55,53,13,510,72,256,705,745,642,564,270,159,47,3454,0,4,33,34,28,12,8,5,0,120,9,5,41,37,29,13,0,0,0,134,3,53,257,236,228,202,147,59,20,1212,10,25,84,84,62,46,42,28,5,386,0,9,19,28,15,8,6,0,0,81
504011045,0,5,45,76,54,17,6,7,0,216,5,14,97,71,37,9,0,0,0,238,4,78,313,321,296,243,118,74,37,1495,6,45,111,93,82,77,51,27,13,491,0,8,25,31,15,15,0,0,0,97,0,10,50,47,27,18,10,8,5,172,0,4,32,52,63,34,16,12,4,208,0,52,217,197,154,66,40,21,6,748,8,16,102,131,80,62,17,4,3,422,5,23,55,60,40,27,4,3,7,223,5,30,52,57,38,22,14,0,0,220,0,0,0,8,0,0,0,0,0,13,0,0,13,9,18,7,5,4,0,57,64,74,163,127,124,97,82,82,49,868,106,361,1291,1267,1021,688,372,234,119,5460,0,13,57,68,65,22,19,6,0,241,11,17,65,79,55,15,0,0,0,238,9,89,405,354,298,269,159,86,29,1690,5,32,150,118,104,74,52,27,10,558,0,6,24,27,26,17,4,0,0,110
504011046,0,7,61,37,31,20,11,0,0,164,0,20,107,43,30,8,0,0,0,206,4,55,363,211,141,113,81,27,12,1008,4,15,88,41,30,30,19,11,0,242,0,7,12,12,8,10,0,0,0,49,0,8,63,50,20,14,3,0,0,162,0,4,18,31,19,25,16,8,4,113,0,40,235,138,78,54,18,0,0,573,0,17,93,63,44,41,10,0,4,284,0,35,65,43,17,18,5,0,0,190,0,36,88,44,17,10,3,5,0,207,0,0,0,0,0,0,0,0,0,4,0,0,22,13,10,0,0,0,0,58,29,78,240,132,86,78,58,36,13,749,44,328,1472,859,533,416,221,94,39,4008,0,9,66,46,35,26,12,5,5,204,0,12,90,79,35,6,5,0,0,231,0,48,370,210,130,131,87,26,10,1015,0,22,111,48,31,29,15,7,6,266,0,3,22,18,10,9,4,0,0,59
504011047,0,14,27,18,25,16,5,0,0,116,0,18,88,57,21,12,0,0,0,194,13,132,309,300,333,287,203,80,16,1681,8,51,96,87,75,84,85,39,8,527,5,3,15,8,10,6,7,3,0,64,0,11,33,36,19,19,12,8,0,134,5,8,27,17,23,17,23,6,0,121,7,58,178,131,87,66,45,14,6,592,7,22,51,55,56,20,16,7,0,251,0,17,40,20,12,14,7,0,4,120,4,14,45,46,32,28,17,10,0,199,0,0,0,0,0,0,0,0,0,0,0,3,16,9,10,11,3,0,0,46,64,61,109,93,120,112,93,80,23,753,113,409,1027,900,805,704,521,255,63,4792,0,9,36,31,23,17,8,5,0,141,3,17,73,72,34,13,3,0,0,223,18,128,390,325,315,273,231,132,22,1835,7,30,165,96,73,76,79,59,3,598,0,0,16,20,14,7,3,4,0,68
504011048,0,10,13,6,10,16,7,0,0,62,0,6,35,22,14,9,0,0,0,89,7,46,74,91,123,155,81,29,8,608,0,16,24,17,32,37,18,7,4,165,0,3,0,6,7,0,3,0,0,18,0,6,14,6,18,16,12,3,0,77,0,3,12,8,19,14,10,7,0,70,0,24,54,61,57,74,35,5,0,325,0,9,14,26,14,34,9,0,0,108,0,8,18,8,5,0,3,0,0,42,0,7,10,15,12,11,9,0,0,60,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,8,0,0,0,23,25,20,24,24,34,39,32,31,13,243,34,161,294,298,350,414,218,95,30,1889,0,13,9,7,10,9,9,3,0,64,0,0,31,25,14,10,0,0,0,89,3,35,89,104,114,137,102,54,12,641,3,21,49,32,31,37,23,11,3,219,0,0,0,0,8,6,5,0,0,28
504021049,0,0,0,5,5,0,4,0,0,17,0,0,0,0,3,0,0,0,0,15,5,7,28,59,75,56,28,11,5,266,4,10,7,19,14,9,11,0,0,66,0,0,9,5,6,3,0,5,0,28,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,4,7,0,0,18,0,0,0,8,10,13,0,0,0,34,0,5,0,3,4,4,3,0,0,28,0,0,3,0,3,6,0,0,0,17,0,0,3,0,6,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,42,240,544,372,150,77,31,9,4,1469,55,266,604,472,292,177,85,26,4,1981,0,0,0,0,6,8,0,0,0,14,0,0,0,0,0,0,0,0,0,6,7,19,37,52,64,81,46,10,3,319,4,0,14,12,17,7,8,0,0,69,0,0,3,3,4,7,0,0,0,24
504021050,0,0,5,22,21,26,13,6,0,101,0,0,6,14,12,9,0,0,0,50,5,33,51,118,150,136,108,35,4,648,0,9,8,27,34,36,19,8,0,153,0,3,0,13,19,8,4,0,0,53,0,0,4,14,22,13,16,5,0,84,0,0,6,14,24,33,13,8,0,96,0,6,13,55,66,55,35,12,6,234,4,9,8,16,40,35,22,3,3,140,0,4,3,17,20,14,6,6,0,72,3,0,7,4,8,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,8,0,0,25,17,22,18,43,39,31,30,21,5,220,42,83,143,354,462,410,276,99,18,1891,0,3,3,18,32,25,21,4,0,112,4,0,5,15,18,10,4,0,0,63,5,30,62,96,137,132,126,43,11,638,3,13,19,24,35,29,36,17,0,175,0,3,6,11,8,8,3,10,0,51
504021051,0,0,4,3,6,9,0,0,0,24,0,5,6,12,6,0,0,0,0,36,12,20,46,86,104,88,47,19,4,424,0,7,14,23,16,15,8,10,0,109,0,0,0,6,3,8,0,0,0,22,0,0,0,4,3,11,0,0,0,25,0,0,3,4,8,13,7,3,0,39,0,8,14,30,31,17,9,0,0,115,0,6,13,14,8,8,7,3,0,50,0,0,5,3,4,4,0,0,0,21,0,3,8,7,10,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,13,19,14,25,35,23,29,17,13,0,175,30,73,152,225,231,207,102,44,9,1078,0,0,3,9,8,4,3,0,0,34,0,3,6,4,4,6,0,0,0,28,5,38,92,85,126,101,79,34,3,548,0,13,27,31,19,22,19,13,0,144,0,0,3,3,5,5,3,0,0,24
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,0,0,9,28,34,28,15,3,0,126,9,10,13,19,16,11,5,0,0,84,14,63,121,255,300,254,138,47,9,1203,5,23,34,55,73,67,30,11,0,302,0,4,17,31,21,17,9,5,0,99,0,3,6,11,24,15,14,3,0,80,0,0,3,24,27,39,28,12,0,132,0,13,19,58,68,40,17,12,0,225,5,9,13,30,33,38,19,13,3,154,9,6,13,11,11,9,6,0,0,63,5,10,10,23,26,5,5,9,0,93,0,0,0,0,0,0,0,0,0,0,0,5,4,13,4,11,9,3,0,40,53,27,22,70,93,77,49,48,13,447,108,174,283,624,732,620,333,158,25,3053,0,0,11,20,35,33,19,11,5,130,12,11,14,17,24,10,10,0,0,89,17,72,161,230,279,257,206,69,16,1304,6,22,54,56,64,79,44,15,0,343,0,4,13,21,33,23,17,7,0,123
504021054,0,0,3,17,21,14,9,0,0,69,10,5,35,12,4,3,0,0,0,71,14,69,168,177,211,210,118,48,11,1021,7,38,55,32,56,52,39,14,6,297,0,8,15,14,6,4,0,0,0,48,0,4,8,11,10,7,5,3,0,53,0,0,10,10,17,27,13,4,0,85,3,13,29,37,47,48,17,7,0,207,0,13,14,30,31,22,17,4,0,124,0,7,15,12,6,8,0,0,0,52,3,6,22,19,17,19,6,10,0,108,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,6,4,0,0,33,52,33,58,67,75,65,53,37,14,462,95,200,437,449,506,476,299,132,33,2626,0,7,14,5,10,10,10,3,0,61,6,8,17,12,15,6,6,0,0,68,16,67,165,177,187,195,169,72,12,1059,3,23,62,39,40,54,40,15,7,287,0,9,7,20,17,11,0,0,0,60
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,0,4,11,16,27,17,6,0,0,81,15,20,45,32,32,13,5,0,0,154,22,104,203,297,408,213,102,42,0,1389,14,53,51,74,88,49,36,8,3,380,0,0,7,19,15,6,3,0,0,53,0,9,18,18,24,18,0,3,0,90,3,11,8,16,27,19,14,3,0,98,7,43,71,79,129,59,10,6,0,408,3,23,42,32,36,35,10,0,0,180,3,14,29,13,12,8,4,0,0,90,4,10,29,40,36,23,8,0,0,157,0,0,0,0,5,0,0,0,0,5,0,0,6,12,19,7,3,0,0,63,92,61,83,101,114,68,37,38,8,611,167,362,609,756,978,537,242,104,17,3759,0,12,23,19,18,22,6,0,0,97,3,17,40,44,36,18,6,0,0,154,20,121,251,243,369,311,135,60,6,1513,11,39,84,60,78,70,38,15,3,400,0,3,5,19,8,5,4,0,0,53
504031057,0,0,18,20,9,11,3,0,4,66,0,17,47,34,14,7,0,0,0,113,17,97,220,245,266,213,67,29,7,1154,16,35,62,51,51,51,13,8,0,288,0,8,13,7,11,7,0,0,0,50,0,11,11,12,6,11,0,0,0,53,0,3,15,4,11,14,7,0,0,58,11,27,79,70,60,39,10,3,3,300,0,15,37,41,32,25,14,0,0,160,5,8,27,13,7,13,0,0,0,63,3,11,36,32,38,17,3,0,0,139,4,0,0,0,0,0,0,0,0,9,0,0,11,10,12,7,0,4,0,41,56,52,89,96,115,83,49,30,17,590,115,288,663,633,625,494,173,79,32,3086,0,11,24,20,27,8,0,0,0,93,0,18,64,49,12,8,4,0,0,160,7,97,323,291,290,238,109,26,8,1384,0,41,93,66,54,50,33,8,3,350,3,3,10,19,9,12,7,0,0,56
504031058,0,0,0,0,0,3,0,0,0,7,0,5,0,5,0,0,0,0,0,10,10,30,40,106,106,68,22,5,3,387,0,15,19,12,31,19,14,0,0,110,0,0,4,6,8,5,3,0,0,27,0,0,3,4,7,3,0,0,0,22,0,0,0,3,5,9,7,0,0,27,3,0,5,15,8,8,6,0,0,52,0,0,0,3,6,14,4,6,0,32,4,0,5,4,6,3,5,0,0,16,0,0,11,4,6,6,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,16,9,25,27,34,28,15,11,0,169,38,61,114,185,211,171,81,27,5,897,0,5,4,3,4,0,4,0,0,25,0,0,9,6,8,0,0,0,0,16,13,52,77,82,127,98,46,16,5,517,0,9,27,18,32,23,24,4,0,139,0,3,6,12,4,9,6,0,0,37
504031060,0,0,6,0,3,3,0,0,0,17,0,0,7,5,4,7,0,0,0,14,5,10,16,69,74,54,34,7,0,268,3,3,4,22,15,8,4,3,0,64,0,5,0,0,12,4,4,0,0,25,0,0,0,0,0,0,0,3,0,20,0,0,0,0,8,11,8,0,0,24,0,0,3,11,17,7,8,3,0,49,0,0,5,6,7,3,0,0,0,27,0,0,0,3,0,0,0,0,0,3,0,5,0,14,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,4,12,0,4,17,29,19,10,3,0,98,21,29,43,149,181,118,71,23,0,635,0,0,0,0,5,6,6,0,0,19,0,0,3,0,7,9,0,0,0,16,0,17,24,53,88,75,32,14,3,306,0,6,11,17,20,8,6,3,0,72,0,0,0,8,13,9,3,3,0,30
504031061,0,0,0,4,6,3,0,0,0,13,0,0,11,3,0,0,0,0,0,19,9,20,62,77,58,59,28,11,0,314,0,5,12,19,14,16,6,6,0,73,0,0,3,3,4,0,0,0,0,18,0,0,5,7,0,3,0,0,0,16,0,0,7,7,6,5,10,0,0,37,0,4,27,17,24,7,6,6,0,88,0,0,8,11,9,9,0,0,0,50,0,5,6,0,0,4,0,0,0,16,0,0,9,7,6,7,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,10,13,20,28,34,20,17,17,4,159,16,55,174,180,161,136,75,40,10,848,0,3,5,5,12,5,0,0,0,26,0,3,16,4,9,0,0,0,0,32,0,20,90,82,74,69,44,22,5,396,0,9,21,27,17,14,14,3,0,106,0,0,0,8,3,0,0,3,0,17
504031062,0,0,6,10,0,0,3,0,0,26,4,6,37,9,8,5,0,0,0,62,3,38,121,124,111,105,56,19,0,574,0,17,35,25,23,26,14,0,6,146,0,0,10,6,5,3,0,0,0,29,0,0,13,9,3,3,0,3,0,41,0,0,3,6,13,4,5,0,0,37,0,16,42,30,40,18,9,0,0,165,0,0,22,27,11,13,8,3,0,80,4,8,16,10,0,0,0,0,0,42,0,3,12,22,9,10,5,4,0,71,0,0,0,0,0,0,0,0,0,4,0,0,0,7,9,0,0,0,0,14,41,26,40,59,45,33,47,18,3,316,57,116,361,347,285,218,154,47,9,1600,0,3,20,21,11,3,3,0,0,64,0,8,49,36,15,7,0,0,0,117,5,57,216,187,144,134,71,25,3,848,4,19,72,45,30,32,22,10,0,233,0,0,8,13,11,5,3,0,0,41
