SA2_CODE_2021,C21_AP_75_79_NCB_4,C21_AP_75_79_NCB_5,C21_AP_75_79_NCB_6mor,C21_AP_75_79_NCB_NS,C21_AP_75_79_Tot,C21_AP_80_84_NCB_0,C21_AP_80_84_NCB_1,C21_AP_80_84_NCB_2,C21_AP_80_84_NCB_3,C21_AP_80_84_NCB_4,C21_AP_80_84_NCB_5,C21_AP_80_84_NCB_6mor,C21_AP_80_84_NCB_NS,C21_AP_80_84_Tot,C21_AP_85over_N_c_b_0,C21_AP_85over_N_c_b_1,C21_AP_85over_N_c_b_2,C21_AP_85over_N_c_b_3,C21_AP_85over_N_c_b_4,C21_AP_85over_N_c_b_5,C21_AP_85over_N_c_b_6mor,C21_AP_85over_N_c_b_NS,C21_AP_85over_Tot,C21_AP_Tot_NCB_0,C21_AP_Tot_NCB_1,C21_AP_Tot_NCB_2,C21_AP_Tot_NCB_3,C21_AP_Tot_NCB_4,C21_AP_Tot_NCB_5,C21_AP_Tot_N_ch_b_6mor,C21_AP_Tot_NCB_NS,C21_AP_Tot_Tot
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,10,3,6,3,0,3,42
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,10
507031174,19,13,0,19,162,3,6,19,25,18,6,8,4,93,0,8,13,18,15,11,9,13,71,1229,565,1109,694,362,139,97,345,4536
507031261,4,0,0,4,54,3,0,0,7,3,0,3,0,19,0,0,0,5,0,0,4,3,6,928,514,896,400,146,36,22,112,3054
507041175,21,9,0,7,248,16,12,56,35,21,3,3,6,150,12,9,46,43,30,10,9,3,159,1548,570,1644,846,234,41,25,194,5098
507041176,10,3,0,5,80,3,0,13,19,9,0,0,0,43,3,4,21,18,13,6,3,0,70,426,173,530,286,93,25,16,54,1591
507041177,22,8,0,26,276,25,14,66,54,37,9,6,21,231,21,24,84,65,38,9,10,31,281,2317,871,1897,874,276,44,28,332,6640
507041178,33,10,3,11,302,18,13,79,61,40,12,4,12,227,23,18,96,108,63,30,13,18,359,2011,754,2159,1106,316,88,39,239,6713
507041179,7,4,0,10,195,15,14,45,40,23,7,0,24,165,17,14,58,54,26,10,5,51,237,808,389,1247,584,179,42,20,162,3428
507041180,10,4,0,7,147,4,5,37,24,22,8,3,3,107,0,3,30,17,11,9,0,0,79,1190,521,1656,812,214,47,21,85,4550
507041181,33,7,3,24,330,18,15,95,79,42,11,9,19,282,23,31,100,113,74,23,12,56,437,2315,799,2393,1206,344,73,45,307,7495
507041182,27,3,8,16,274,17,6,63,79,33,5,4,5,218,10,14,76,67,30,21,9,56,282,1933,569,1623,888,256,69,27,360,5730
507041183,7,5,0,12,84,3,7,29,28,18,5,3,8,106,8,10,31,21,26,10,14,16,137,795,308,615,309,123,44,38,180,2414
507041184,9,4,0,0,108,0,10,21,17,17,6,0,0,66,6,0,11,15,16,4,0,0,54,667,265,902,471,142,35,8,64,2549
507051186,20,0,4,22,162,4,10,27,37,16,13,3,15,119,5,7,20,20,24,10,9,30,121,785,403,951,628,296,102,77,294,3539
507051187,22,6,8,16,166,0,8,29,27,12,4,0,10,92,5,5,27,30,20,9,10,28,128,1343,595,1575,972,408,131,74,301,5392
507051188,48,13,7,52,428,28,17,96,91,64,16,14,55,373,12,29,78,74,79,22,23,62,381,1816,823,1914,1216,520,158,92,689,7227
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,26,3,5,34,320,9,4,60,52,33,15,6,33,220,9,13,53,51,33,11,5,79,268,1234,574,1587,919,321,96,49,358,5134
507051191,23,7,0,7,164,0,7,32,29,10,3,4,4,84,0,7,9,13,11,9,12,3,58,2333,900,2642,1482,509,145,76,335,8429
507051192,21,8,6,15,171,0,4,37,37,14,6,4,16,118,5,3,14,18,24,3,10,20,102,1228,616,1450,892,383,108,67,330,5078
507051193,22,5,5,9,160,4,10,26,33,35,7,6,6,123,8,8,16,19,13,10,0,0,77,1098,516,1220,763,346,128,79,215,4378
507051312,10,3,0,9,105,3,5,16,12,8,7,8,14,67,0,4,8,3,4,3,0,4,27,1330,652,1175,656,268,77,45,285,4489
507051313,42,8,9,15,255,3,4,30,30,23,11,5,12,117,0,5,13,17,15,7,7,10,66,2697,1260,2991,1620,579,178,89,459,9866
507051314,4,0,0,0,7,0,0,0,7,0,0,0,0,5,0,0,0,3,0,0,0,0,4,211,103,219,140,57,12,4,38,783
509011225,44,19,17,37,437,19,18,83,117,81,41,19,32,403,26,22,85,116,87,40,32,64,478,1774,728,1798,1230,556,175,121,467,6855
509011226,4,0,4,4,56,0,0,0,3,6,0,0,6,20,0,0,0,0,6,0,0,0,9,333,137,409,267,104,32,23,116,1421
509011227,18,3,0,9,127,5,0,26,18,10,0,5,7,71,0,8,16,12,9,3,0,4,56,495,207,751,412,146,37,25,126,2199
509011228,20,5,3,20,181,7,3,17,29,5,3,0,8,81,9,5,18,17,21,5,3,10,86,624,275,820,450,199,44,21,260,2695
509011229,0,0,0,0,22,0,0,6,0,0,0,3,4,14,0,0,0,4,0,0,0,4,6,194,83,283,227,89,24,18,110,1024
509011230,17,3,4,8,72,3,0,16,11,11,0,8,9,58,4,0,13,15,12,4,8,8,65,383,156,417,313,177,45,62,206,1765
509011231,11,6,0,12,93,0,4,13,20,10,6,0,7,52,5,0,3,13,11,5,6,8,45,282,119,410,367,146,41,27,179,1566
509011232,3,0,0,0,78,0,0,12,11,3,3,0,3,36,3,4,8,9,0,0,0,0,29,314,125,457,281,86,26,25,73,1381
509011233,22,7,10,13,197,12,8,30,31,31,11,9,12,134,0,8,15,26,17,12,0,15,96,1131,464,1252,800,369,153,108,282,4556
509011234,15,0,4,9,102,3,0,16,12,3,8,5,17,60,4,4,11,11,12,3,4,19,61,464,219,554,415,188,55,48,255,2199
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,19,3,3,9,93,0,3,7,16,8,4,0,5,51,0,0,15,7,7,4,5,3,40,557,235,687,409,208,58,25,204,2376
509021237,6,4,5,17,79,0,4,11,13,8,3,0,11,56,5,5,12,18,19,12,0,12,76,290,100,354,313,141,56,35,251,1536
509021238,15,8,4,15,72,3,6,11,9,14,6,9,4,56,0,0,4,11,10,3,8,4,39,255,120,362,324,150,58,37,156,1463
509021239,34,9,3,28,221,0,7,24,24,17,14,0,16,106,4,4,13,15,21,10,9,8,84,780,333,999,714,320,94,42,357,3635
509021240,10,0,5,10,86,3,0,13,18,15,5,3,23,80,0,8,7,21,9,10,12,22,76,353,154,457,395,172,47,50,278,1902
509021241,21,4,0,9,91,0,0,7,8,13,3,3,8,44,5,0,5,18,10,9,9,15,67,339,153,421,338,150,44,36,244,1726
509021242,3,5,5,9,45,3,0,6,11,13,4,0,3,45,0,0,5,6,11,4,4,0,38,200,93,277,214,124,40,13,146,1107
509021243,22,12,3,33,222,8,10,20,30,23,12,6,19,139,6,3,29,26,21,15,18,32,147,1045,455,1128,843,388,146,110,498,4609
509021244,12,8,3,18,107,0,3,10,13,10,11,0,9,60,0,6,4,3,8,3,6,6,35,383,187,486,401,163,54,37,230,1931
509021245,18,5,0,21,148,6,0,15,33,20,8,5,16,105,5,5,17,16,15,11,7,8,88,403,188,608,473,200,71,42,222,2205
509031246,14,7,3,5,96,3,5,18,22,10,0,4,8,74,0,0,11,7,16,14,4,12,64,235,110,390,318,153,54,27,140,1422
509031247,13,7,0,13,61,0,0,10,16,9,11,4,9,58,0,4,6,7,4,0,8,6,39,267,126,381,382,159,41,31,195,1581
509031248,5,0,0,6,35,0,0,3,4,3,0,0,4,20,0,0,7,10,5,5,0,0,21,191,103,255,160,82,20,14,93,923
509031249,18,6,0,12,87,7,4,22,20,19,0,0,6,75,0,0,16,21,16,13,11,14,98,430,146,460,344,156,53,36,217,1844
509031250,14,5,0,12,79,3,0,13,18,8,8,3,12,73,5,0,8,18,16,0,0,5,53,353,150,504,421,190,58,26,253,1957
510011262,3,7,8,17,82,6,0,7,3,4,3,10,6,35,5,0,3,4,4,0,6,6,31,1972,618,1148,689,283,112,108,958,5887
510011263,0,5,4,8,39,0,0,3,0,0,5,5,3,23,0,0,0,0,0,5,4,5,20,746,308,349,274,214,110,106,609,2710
510011264,0,3,3,4,21,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,9,361,165,160,138,96,57,102,301,1387
510011265,7,5,8,10,46,0,0,0,0,3,0,0,3,13,0,0,0,0,0,0,0,11,17,839,345,483,317,179,93,102,566,2921
510011266,0,0,5,0,9,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,9,245,92,135,106,64,44,49,135,877
510021267,5,0,0,3,24,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,3,3,7,471,122,173,125,83,34,19,383,1408
510021268,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,447,184,322,197,87,34,15,192,1465
510021269,0,0,0,0,3,0,0,0,0,0,6,0,4,7,0,0,0,0,0,0,0,0,5,464,191,340,188,71,19,3,239,1520
510021270,0,3,3,0,17,4,0,0,3,0,0,0,4,14,0,0,0,0,0,0,6,3,10,1082,496,734,470,266,114,75,636,3873
510031271,0,0,0,4,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,592,237,533,308,120,36,19,419,2270
510031272,3,3,3,4,22,5,0,0,0,0,5,0,0,14,0,0,0,6,0,0,0,0,8,1674,701,1376,783,296,86,63,889,5868
510031273,0,0,4,6,15,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,397,162,368,223,84,39,30,297,1596
511011274,50,14,7,39,277,4,4,32,40,40,7,14,25,172,4,0,19,39,38,22,19,24,168,1060,457,1316,885,426,139,91,521,4895
511011275,8,4,0,4,52,0,0,0,12,5,7,0,6,34,0,3,0,5,8,3,0,0,21,297,140,384,293,126,36,18,164,1444
511021276,8,0,6,14,67,0,0,4,8,7,0,4,11,38,0,0,12,5,0,0,3,4,33,442,167,424,270,138,56,41,360,1901
511021277,5,0,0,6,52,0,0,9,3,4,0,0,6,18,0,0,0,0,7,0,0,0,13,665,167,440,244,83,26,10,223,1863
511031278,8,8,3,4,38,6,0,3,8,9,0,3,3,25,0,0,0,0,3,3,4,3,18,606,251,520,373,189,72,47,434,2501
511031279,17,3,3,9,81,3,9,9,16,18,0,6,13,76,0,11,14,10,9,6,8,25,87,1401,619,1110,721,364,117,78,513,4922
511031280,11,3,0,4,56,0,6,5,7,7,5,5,8,38,0,5,5,10,8,9,0,3,31,950,405,849,486,213,86,42,241,3270
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,4,0,0,11,38,0,0,3,4,0,0,0,5,19,0,0,0,0,6,0,0,0,6,319,162,299,222,134,40,40,371,1592
511031283,3,0,0,5,19,0,0,3,0,0,0,3,4,11,0,0,0,0,0,0,0,0,8,401,182,218,181,87,44,36,360,1513
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,49,19,13,28,287,8,15,41,71,52,16,16,30,247,12,18,35,64,55,30,40,71,319,1246,586,1198,931,442,142,122,592,5253
511041286,20,6,4,3,84,0,0,7,14,9,10,7,11,67,0,0,4,6,9,4,3,3,36,668,247,752,520,284,98,73,360,3006
511041287,19,4,0,9,102,5,0,22,19,7,5,0,11,63,0,0,9,14,11,9,3,3,52,778,344,996,583,218,81,43,293,3328
511041288,23,6,6,21,163,4,9,13,22,12,8,5,13,88,6,6,12,16,16,6,5,5,79,1023,415,1185,788,295,94,68,296,4161
511041289,17,7,7,18,123,0,0,18,12,12,4,3,8,62,0,0,5,9,8,5,0,10,45,239,138,485,327,147,37,16,179,1564
511041290,3,4,3,3,22,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,5,0,7,222,88,119,114,64,46,42,310,1001
511041291,9,3,7,17,98,6,0,6,11,0,0,0,5,27,0,0,3,5,6,3,0,16,39,229,113,377,290,118,40,27,265,1455
511041292,12,3,4,12,120,0,0,10,17,6,8,0,9,58,0,4,11,10,8,4,5,7,59,387,198,603,450,178,66,41,332,2256
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,5,0,3,0,0,20,61
599999499,0,0,0,13,26,0,0,0,4,0,0,0,10,15,0,0,0,0,0,0,0,12,16,734,203,417,264,108,47,40,1222,3030
