SA2_CODE_2021,Netherlands_C11_P,Netherlands_C16_M,Netherlands_C16_F,Netherlands_C16_P,Netherlands_C21_M,Netherlands_C21_F,Netherlands_C21_P,New_Zealand_C11_M,New_Zealand_C11_F,New_Zealand_C11_P,New_Zealand_C16_M,New_Zealand_C16_F,New_Zealand_C16_P,New_Zealand_C21_M,New_Zealand_C21_F,New_Zealand_C21_P,Pakistan_C11_M,Pakistan_C11_F,Pakistan_C11_P,Pakistan_C16_M,Pakistan_C16_F,Pakistan_C16_P,Pakistan_C21_M,Pakistan_C21_F,Pakistan_C21_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Philippines_C16_M,Philippines_C16_F,Philippines_C16_P,Philippines_C21_M,Philippines_C21_F,Philippines_C21_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Poland_C16_M,Poland_C16_F,Poland_C16_P,Poland_C21_M,Poland_C21_F,Poland_C21_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,Singapore_C16_M,Singapore_C16_F,Singapore_C16_P,Singapore_C21_M,Singapore_C21_F,Singapore_C21_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,South_Africa_C16_M,South_Africa_C16_F,South_Africa_C16_P,South_Africa_C21_M,South_Africa_C21_F,South_Africa_C21_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Sri_Lanka_C16_M,Sri_Lanka_C16_F,Sri_Lanka_C16_P,Sri_Lanka_C21_M,Sri_Lanka_C21_F,Sri_Lanka_C21_P,Taiwan_C11_M,Taiwan_C11_F,Taiwan_C11_P,Taiwan_C16_M,Taiwan_C16_F,Taiwan_C16_P,Taiwan_C21_M,Taiwan_C21_F,Taiwan_C21_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Thailand_C16_M,Thailand_C16_F,Thailand_C16_P,Thailand_C21_M,Thailand_C21_F,Thailand_C21_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unitd_Kingdom_C16_M,Unitd_Kingdom_C16_F,Unitd_Kingdom_C16_P,Unitd_Kingdom_C21_M,Unitd_Kingdom_C21_F,Unitd_Kingdom_C21_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Unit_Sts_Amer_C16_M,Unit_Sts_Amer_C16_F,Unit_Sts_Amer_C16_P,Unit_Sts_Amer_C21_M,Unit_Sts_Amer_C21_F,Unit_Sts_Amer_C21_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Vietnam_C16_M,Vietnam_C16_F,Vietnam_C16_P,Vietnam_C21_M,Vietnam_C21_F,Vietnam_C21_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Born_elsewhere_C16_M,Born_elsewhere_C16_F,Born_elsewhere_C16_P,Born_elsewhere_C21_M,Born_elsewhere_C21_F,Born_elsewhere_C21_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,Country_birt_ns_C16_M,Country_birt_ns_C16_F,Country_birt_ns_C16_P,Country_birt_ns_C21_M,Country_birt_ns_C21_F,Country_birt_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
505011070,45,20,21,37,8,16,27,226,216,448,214,194,403,198,178,380,0,0,0,0,0,0,4,0,4,10,31,45,16,36,53,16,43,61,30,30,66,27,29,62,24,33,56,14,11,22,9,12,23,12,7,21,69,68,140,82,90,174,122,107,230,0,3,0,4,3,9,9,19,27,0,0,0,0,4,8,3,4,8,6,15,21,6,20,27,8,25,34,683,691,1367,648,642,1286,680,668,1349,18,9,28,16,14,32,17,18,31,12,15,19,5,10,16,6,16,21,172,193,368,186,202,395,186,249,430,273,216,486,316,274,590,193,163,361,4844,4753,9593,4890,4911,9803,5248,5307,10556
505011071,40,16,24,41,14,15,33,210,210,420,226,198,413,181,184,361,8,6,13,5,6,7,6,8,17,38,60,96,37,76,113,49,67,115,23,32,61,27,28,58,23,30,54,50,78,128,45,65,108,45,52,104,374,383,757,399,416,814,368,396,759,9,7,14,7,4,8,9,9,16,0,0,6,8,9,19,6,5,10,3,15,12,6,30,29,4,26,32,1795,1857,3652,1780,1783,3557,1666,1687,3354,26,20,54,25,15,40,30,14,42,11,14,25,7,13,23,10,21,36,309,318,627,314,304,622,289,333,614,197,155,353,291,261,553,253,169,421,6928,7019,13946,6876,6927,13799,6871,6956,13819
505011072,63,28,24,51,23,26,54,201,173,379,185,169,351,182,165,347,0,3,3,0,0,0,0,0,0,12,25,36,11,31,42,18,31,47,14,28,45,23,34,54,19,44,58,33,35,64,16,37,55,23,33,54,325,307,633,298,304,601,288,292,577,10,9,14,10,5,11,7,6,15,0,5,11,6,9,12,4,13,17,3,18,25,5,22,28,6,26,32,1075,1049,2125,1089,1042,2129,1093,1037,2130,41,40,82,59,49,102,59,50,112,9,7,20,9,13,26,11,23,34,300,314,620,270,348,613,294,396,687,187,182,366,254,257,512,183,152,333,7449,7578,15025,7560,7710,15272,7904,8079,15982
505011073,66,33,21,58,31,26,54,265,197,467,258,205,460,215,165,383,6,5,9,7,5,15,3,0,10,26,40,65,23,36,61,21,36,58,14,12,29,13,20,34,12,19,33,36,44,74,17,41,64,27,40,67,121,113,232,118,108,224,115,120,238,13,14,22,5,10,12,14,16,22,4,0,5,8,12,18,10,9,23,6,21,31,12,30,39,10,30,39,764,718,1491,701,666,1372,649,672,1316,21,21,41,18,15,36,22,32,58,34,27,56,23,32,60,43,46,87,250,268,522,250,288,534,227,302,526,236,229,463,276,262,540,256,214,473,6647,6782,13424,6666,6678,13348,6776,6941,13723
505011074,39,25,14,43,19,22,38,164,166,332,148,135,286,129,133,262,0,3,3,0,3,8,6,5,10,11,25,29,5,25,31,9,30,38,17,30,47,20,31,51,18,27,46,18,24,40,17,16,27,16,14,29,124,108,234,150,137,292,144,168,306,4,9,7,3,3,10,9,6,17,0,3,6,0,3,3,0,9,10,11,21,30,9,23,30,9,32,47,1149,1098,2251,1094,1100,2195,1064,1057,2119,10,13,26,16,18,29,15,15,27,8,3,11,4,9,16,3,8,11,200,221,423,227,247,476,224,258,477,246,192,437,268,233,501,231,171,406,5182,5245,10422,5156,5148,10308,5280,5290,10572
505011075,34,22,17,40,29,20,40,131,116,246,127,110,232,119,98,217,0,0,0,4,3,5,0,4,5,9,19,29,5,28,36,9,20,29,22,19,44,24,28,54,21,30,52,23,35,57,28,31,53,21,27,51,191,239,433,192,241,438,189,250,442,10,5,15,8,3,12,3,0,7,4,5,8,3,3,3,4,8,11,3,16,17,5,19,20,3,19,14,868,888,1758,836,835,1674,806,846,1654,36,38,77,36,27,62,31,40,69,14,10,21,10,13,26,11,20,37,274,308,585,256,281,537,265,294,553,220,148,367,205,181,391,168,119,292,5324,5353,10678,5340,5473,10807,5503,5696,11200
505011076,30,9,12,27,14,17,33,47,53,99,89,86,179,103,88,194,4,0,3,9,3,9,6,6,10,4,11,19,8,18,29,7,29,35,16,17,28,16,24,38,23,22,40,15,22,43,22,31,57,31,38,70,221,235,455,357,378,738,400,419,820,0,0,0,0,0,0,3,7,12,0,0,0,0,3,4,0,0,6,4,0,4,7,13,19,5,13,20,934,920,1857,1302,1248,2545,1355,1309,2660,24,21,47,15,15,34,33,36,61,5,7,14,9,9,20,8,12,19,113,126,238,170,187,354,204,257,462,102,61,164,142,87,232,118,74,189,3064,3100,6167,4265,4375,8638,4861,4876,9737
505011077,92,31,41,74,40,41,86,251,252,501,250,231,481,214,205,416,3,3,11,15,8,23,27,22,49,33,47,79,44,52,97,33,68,103,25,46,61,19,50,71,25,42,64,50,68,123,47,57,107,42,41,82,216,244,462,242,217,458,231,250,483,13,15,26,23,15,40,34,30,64,4,4,7,11,28,41,10,17,28,8,25,36,10,44,51,8,51,57,1494,1492,2980,1344,1308,2647,1369,1345,2721,25,21,45,20,17,37,31,29,59,10,13,23,8,12,23,17,19,33,357,404,761,459,432,889,364,391,762,397,320,722,384,326,713,358,280,633,6711,7015,13724,6780,6816,13602,6946,6897,13845
505011078,73,31,31,69,30,35,63,167,164,330,192,180,369,181,182,365,0,0,4,0,0,4,0,3,3,12,24,35,10,33,45,13,25,34,14,21,33,13,22,36,14,25,34,22,28,48,17,34,51,20,27,52,163,192,364,158,186,342,155,172,326,5,11,14,7,9,18,9,9,12,0,0,0,0,0,0,0,5,6,3,26,29,6,23,31,5,32,35,1015,1052,2070,960,981,1943,871,966,1836,19,12,30,28,21,50,28,22,52,13,17,23,3,15,19,9,11,26,222,242,462,217,259,475,244,279,518,207,204,410,262,267,528,197,128,330,6400,6819,13219,6329,6730,13059,6397,6799,13204
505011079,54,23,26,44,21,23,50,218,191,408,150,141,292,156,148,301,0,5,4,0,0,4,4,0,0,3,10,18,3,13,20,9,21,30,15,19,32,11,16,30,9,25,37,15,20,35,18,21,42,19,19,37,159,190,352,179,182,359,188,194,383,0,0,0,8,0,8,3,0,5,0,3,3,0,5,4,0,4,4,7,18,21,10,19,29,7,16,21,1244,1288,2524,1141,1190,2335,1125,1193,2316,17,18,38,20,21,39,32,38,62,3,11,13,9,14,24,10,8,16,198,243,441,214,237,449,225,260,488,245,207,450,311,321,636,202,137,343,5443,5557,11005,5465,5699,11169,5684,5808,11493
505011080,25,6,13,20,14,12,25,107,109,209,111,107,219,105,101,206,0,0,0,4,0,4,0,0,3,9,21,28,7,22,29,9,24,32,22,19,38,13,18,31,14,13,32,24,40,67,23,37,61,24,30,56,214,203,418,179,193,370,173,194,366,0,0,0,5,0,5,6,3,4,6,4,7,3,3,5,0,0,3,0,9,11,0,13,12,0,6,7,1052,996,2046,922,882,1802,875,872,1749,32,17,54,22,17,45,31,20,45,19,25,47,18,22,42,21,28,51,211,224,434,180,200,386,185,226,419,164,127,294,162,146,312,159,109,271,4056,4050,8103,3926,3920,7843,4093,4039,8125
505011081,48,24,12,35,21,16,38,181,136,312,168,135,303,143,116,257,3,5,5,9,4,11,6,5,12,6,25,31,17,33,54,10,29,43,16,17,30,16,10,30,15,17,32,17,21,34,26,19,46,19,14,29,84,88,176,88,89,179,83,80,165,0,0,5,0,0,5,0,6,3,0,4,4,0,0,4,0,0,5,0,4,13,6,15,19,4,23,26,595,574,1166,585,560,1143,582,580,1162,12,10,19,14,15,30,13,11,28,11,12,24,13,17,27,7,11,25,154,184,332,142,172,316,185,203,390,197,183,383,192,171,356,137,85,230,4175,4191,8367,4151,4035,8184,4295,4333,8626
505011082,57,33,26,54,31,23,56,100,94,194,95,109,208,88,95,180,0,0,3,0,3,7,0,3,4,5,20,23,0,16,16,0,12,12,13,29,41,14,28,41,15,25,42,17,30,46,9,29,35,16,29,45,135,167,305,122,159,281,138,151,297,3,4,13,4,4,6,4,6,11,0,0,0,0,0,0,0,0,0,0,3,3,6,0,8,0,8,8,583,542,1121,582,564,1144,559,545,1105,23,28,50,25,34,61,21,29,50,6,9,11,11,7,17,11,12,21,145,157,303,158,152,309,173,191,362,221,245,473,214,190,405,164,124,288,4665,4875,9535,4700,4919,9620,4994,5197,10193
505011083,25,19,15,36,16,10,36,89,99,191,100,91,190,90,101,189,0,0,0,0,0,0,4,0,4,3,15,20,15,21,27,12,19,32,11,16,28,13,16,30,17,19,34,5,18,24,7,16,24,8,13,25,121,129,249,160,139,299,175,165,337,5,7,11,9,6,17,6,7,9,0,0,3,3,0,4,0,0,6,0,8,10,7,14,11,4,11,16,969,925,1892,993,952,1948,959,902,1862,7,10,15,14,13,27,7,17,24,8,5,11,9,8,20,9,14,14,156,169,322,159,173,334,154,190,344,136,134,273,140,108,247,91,86,169,4493,4714,9203,4578,4704,9281,4659,4923,9579
505021084,52,17,18,38,18,25,40,212,184,394,208,192,402,184,150,332,7,6,10,35,11,44,37,10,49,35,47,85,59,92,152,58,89,144,19,29,46,19,34,47,20,29,52,26,19,42,27,22,46,18,31,47,55,47,104,57,53,110,66,89,159,9,5,12,15,14,28,17,20,40,0,6,8,3,21,27,5,20,29,10,27,36,10,42,61,10,55,62,441,496,936,438,460,902,429,434,865,18,14,27,24,12,44,33,30,60,66,73,133,89,85,174,85,87,171,507,556,1066,494,559,1047,549,688,1243,412,379,787,513,558,1071,368,334,701,7371,7600,14974,7529,7832,15361,7743,8279,16025
505021085,48,22,25,45,13,12,33,237,220,462,242,263,506,208,222,429,28,15,48,112,69,182,176,71,241,99,131,227,165,201,358,149,225,373,48,47,98,40,50,86,45,48,89,30,33,61,29,34,63,31,42,72,37,36,78,48,46,90,43,61,103,25,27,55,49,42,89,56,47,108,7,6,12,21,21,49,13,26,41,74,105,185,88,121,207,76,129,202,409,389,803,368,327,697,318,300,619,17,9,20,17,13,37,25,11,33,351,388,739,452,512,968,489,600,1089,1551,1572,3125,1823,1806,3628,1928,2034,3957,923,895,1815,926,840,1765,850,745,1596,9039,8998,18044,10235,9815,20049,10621,10412,21032
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,42,13,26,36,22,23,47,260,227,488,291,280,574,258,209,469,9,0,4,7,6,10,4,0,10,23,33,60,22,47,72,31,74,112,18,34,56,21,34,64,34,44,81,39,47,84,48,68,114,54,65,116,153,143,293,139,146,283,181,180,358,19,17,40,18,23,42,31,28,56,4,6,8,12,16,26,7,20,30,9,20,24,8,29,38,15,38,49,658,631,1287,715,682,1395,712,735,1445,54,38,92,25,43,72,39,40,87,17,29,53,26,35,58,24,39,65,352,383,731,411,466,879,539,632,1171,543,525,1067,610,676,1283,524,478,996,7308,7909,15219,7830,8732,16555,8734,9735,18468
505021089,109,43,56,104,50,63,114,225,209,423,242,186,427,258,194,454,0,0,9,3,0,7,9,8,15,15,26,39,14,36,56,20,46,59,16,29,51,18,25,40,20,43,62,33,53,84,46,46,95,45,62,110,239,263,502,223,255,483,275,279,552,9,11,20,11,9,18,12,11,24,3,0,3,0,7,8,3,8,11,6,21,27,3,24,30,8,28,36,989,989,1977,953,960,1909,1072,1079,2155,52,52,105,54,58,108,52,63,113,24,32,62,37,42,71,28,41,65,363,347,713,379,440,820,427,505,929,342,380,718,475,484,953,326,302,629,9134,9791,18929,9784,10513,20303,10871,11736,22602
505021090,49,17,16,38,16,17,35,231,211,444,260,253,509,202,220,420,27,20,40,117,47,166,191,79,267,105,139,240,177,248,420,180,246,423,39,43,78,35,47,85,39,55,92,36,50,89,43,44,92,49,52,101,75,55,129,81,69,148,102,75,177,20,22,40,31,32,58,44,41,85,8,6,14,30,53,85,19,48,70,33,56,88,35,82,112,35,107,142,364,402,765,317,328,647,339,370,705,28,23,50,17,21,38,25,30,62,135,200,331,200,276,472,232,323,558,952,1010,1961,1135,1128,2260,1236,1405,2638,651,539,1187,798,751,1545,707,679,1389,7476,7579,15059,8897,8873,17769,9719,10097,19818
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,3,14,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,20,0,0,0,0,0,0,19,14,31,3,0,6,11,5,12,112,109,219
505021092,47,23,33,54,25,39,61,430,289,719,348,311,665,323,268,590,3,0,5,3,3,8,0,4,7,16,22,36,16,20,38,18,41,61,18,22,41,21,26,42,21,38,57,17,25,44,24,41,65,30,39,68,140,132,268,172,169,344,200,205,407,4,10,13,6,10,15,9,8,17,0,0,0,4,6,10,4,4,9,4,21,25,3,25,27,5,26,33,680,636,1311,774,743,1513,849,787,1638,53,61,115,57,59,120,54,79,134,9,7,6,7,12,17,8,18,24,326,402,727,483,554,1040,551,714,1265,968,656,1625,653,613,1268,581,471,1049,7291,6980,14275,7633,7788,15423,8533,9017,17552
505021093,29,18,10,28,10,11,21,150,124,274,159,124,279,129,83,215,21,9,33,35,16,53,36,37,72,44,67,106,42,60,100,43,60,100,28,44,74,22,42,67,27,43,64,51,47,95,51,62,109,54,51,108,80,106,188,94,95,190,100,104,205,21,21,38,14,17,31,30,25,59,11,18,20,32,40,71,25,34,61,10,21,25,7,28,40,10,42,51,378,362,740,363,331,693,363,332,693,23,29,56,28,25,52,21,27,51,72,71,146,85,99,182,83,127,211,431,433,864,507,501,1000,738,790,1523,483,376,857,420,411,833,304,258,560,6617,6586,13197,6822,6929,13747,7144,7478,14620
505021094,39,14,21,33,11,15,29,92,86,179,102,84,193,92,81,172,0,0,0,0,0,0,0,0,0,5,4,12,0,6,12,0,9,9,0,8,9,6,11,16,11,18,18,0,16,20,8,15,21,8,11,24,64,76,142,59,87,147,86,113,197,3,0,5,0,3,0,0,4,5,0,0,0,0,0,0,0,0,0,0,6,7,4,5,10,3,9,19,359,353,708,378,339,717,405,375,782,28,23,55,32,27,60,39,37,76,4,6,8,5,10,15,6,6,11,109,112,219,129,153,276,119,161,285,206,173,384,196,178,375,139,138,275,3395,3534,6928,3658,3870,7522,3877,4087,7965
505021095,24,15,10,21,13,8,20,165,130,292,144,138,288,137,130,267,15,10,17,36,19,56,37,13,54,57,67,127,47,66,108,30,72,102,22,33,50,13,36,51,22,28,58,29,50,74,17,36,54,23,40,63,50,60,108,53,87,139,78,95,172,29,22,50,26,22,47,23,30,59,0,11,18,12,22,38,9,25,33,8,24,33,15,29,40,20,40,52,380,337,717,361,345,705,405,370,776,27,22,47,23,33,54,16,22,44,73,91,167,71,103,176,65,92,154,459,474,926,449,502,949,623,698,1319,489,414,905,406,459,865,342,323,666,5380,5892,11267,5545,6348,11894,6087,6732,12820
505021096,71,40,23,62,34,35,72,117,119,235,123,105,229,110,99,215,7,4,13,9,11,23,6,12,19,6,20,28,22,29,46,14,18,37,16,24,39,15,25,36,16,29,44,70,80,156,66,96,153,79,85,166,214,220,432,182,234,415,190,222,418,27,33,65,32,28,62,36,43,75,12,17,25,8,12,23,25,19,42,3,9,15,10,14,19,6,28,30,595,584,1181,593,598,1187,632,606,1235,66,57,125,53,53,106,65,45,107,13,20,30,25,31,55,34,30,63,263,317,580,309,350,654,355,417,769,158,127,287,268,269,537,202,152,353,6281,6322,12600,6911,7041,13945,7454,7591,15044
505021097,59,16,24,42,20,28,51,165,161,327,160,162,323,143,135,280,22,12,31,25,17,40,22,14,36,28,47,72,25,49,70,25,65,88,38,41,87,37,50,83,36,37,74,35,54,89,41,49,92,43,68,112,210,201,414,216,226,441,231,253,476,25,24,51,36,32,65,40,34,75,7,7,15,16,21,33,18,18,35,6,29,31,7,31,37,11,48,61,524,475,1002,495,477,974,542,547,1090,41,29,70,23,23,43,25,33,57,83,94,178,116,127,253,122,142,257,530,534,1064,523,553,1069,629,696,1321,447,355,808,523,664,1183,332,314,649,7186,7634,14824,7472,8248,15714,8118,8950,17066
505021301,37,13,18,27,16,14,29,94,69,162,85,69,161,68,76,151,9,15,21,28,20,46,51,28,74,20,43,61,31,52,89,30,54,83,24,32,54,27,32,52,22,33,59,25,32,51,23,31,53,35,35,68,244,259,503,191,203,396,151,169,321,16,13,27,16,16,32,21,18,41,0,0,5,4,10,8,3,10,11,9,23,30,11,18,34,10,19,32,263,282,542,261,248,505,240,253,497,15,12,30,18,21,34,24,23,48,271,321,592,302,348,651,301,376,678,411,412,822,475,502,973,501,547,1048,221,217,438,229,255,485,184,158,343,5548,5916,11466,5713,5956,11668,5846,6078,11927
505021302,53,26,23,48,22,24,47,116,111,227,110,118,227,112,116,226,6,14,15,70,26,97,78,50,121,55,91,140,48,96,145,50,90,142,24,46,65,24,42,64,25,50,75,17,42,58,22,49,67,28,46,78,184,188,375,215,210,424,190,181,373,23,26,43,43,32,72,32,34,68,8,3,8,22,31,57,5,28,36,19,38,50,14,30,48,10,37,54,376,370,739,363,357,718,388,364,751,36,22,59,34,13,46,20,18,42,111,124,239,129,146,276,143,168,312,434,510,948,424,473,892,415,509,924,329,294,617,362,397,761,313,296,610,5598,6045,11641,6004,6459,12465,6186,6799,12985
505031098,41,12,21,29,14,15,24,138,123,259,127,121,248,127,97,229,15,23,39,24,20,44,50,34,82,42,54,98,47,71,121,48,76,127,12,24,35,24,25,48,15,21,37,32,21,60,18,24,39,20,33,53,20,32,51,31,28,55,39,32,69,20,17,37,19,20,40,19,13,28,0,0,0,11,9,18,4,15,17,29,33,67,67,58,125,77,80,157,386,406,791,326,328,654,282,288,574,15,6,16,15,10,23,14,12,24,298,306,601,347,377,730,347,432,779,677,665,1340,742,777,1517,732,795,1521,346,328,673,347,326,671,242,235,475,5839,5757,11593,6100,5881,11976,5853,5830,11687
505031099,73,27,48,78,34,54,83,467,448,919,659,633,1291,585,612,1198,9,5,12,12,11,23,18,17,34,46,52,95,96,146,236,146,189,336,23,26,43,21,26,45,23,37,54,32,43,77,39,35,73,31,34,59,287,304,594,397,402,796,368,427,800,4,3,9,5,0,11,6,3,10,5,10,14,5,5,12,6,8,10,10,28,37,13,49,66,16,57,80,2169,2187,4356,2129,2185,4319,2070,2167,4239,32,26,60,37,24,59,41,27,67,7,7,16,18,24,37,26,39,58,390,419,805,555,674,1234,546,688,1238,684,696,1377,1093,1142,2235,676,586,1261,9326,9898,19226,11359,12082,23440,11424,12266,23679
505031100,21,16,9,26,15,13,32,260,236,500,366,322,678,333,345,679,9,10,19,14,13,31,15,11,24,33,58,88,176,216,392,217,257,475,14,18,37,20,22,40,17,22,37,22,31,59,31,43,74,34,38,69,188,201,398,285,292,579,336,332,671,0,5,6,21,17,37,11,20,28,3,6,10,8,15,20,0,14,21,0,12,17,14,23,36,20,45,62,1363,1356,2721,1618,1669,3278,1601,1617,3217,9,15,23,3,16,20,10,19,34,11,12,27,32,43,76,39,68,110,275,308,591,471,535,1014,537,607,1140,272,218,490,471,411,882,375,246,619,5523,5809,11333,8149,8470,16618,9076,9567,18641
505031101,19,5,10,19,8,8,20,321,335,660,352,338,694,293,302,598,14,14,27,12,9,27,23,17,38,46,44,92,111,126,231,111,143,257,25,31,58,38,38,75,38,35,71,33,33,68,43,41,83,46,37,83,194,184,381,227,239,461,244,264,507,0,6,9,12,11,19,13,10,22,4,8,16,12,23,33,8,16,19,10,25,33,8,40,45,14,56,71,990,983,1971,992,972,1969,989,1040,2032,14,8,28,22,29,48,24,29,53,17,23,39,35,38,72,37,57,91,349,359,707,388,480,864,396,498,896,512,422,936,467,437,904,376,301,682,5834,5856,11691,6395,6569,12968,6831,7070,13904
505031102,26,12,12,24,7,14,22,124,110,234,120,107,222,103,90,194,6,10,14,30,10,39,27,13,37,58,60,120,111,122,236,108,119,231,14,5,15,12,10,20,6,3,12,19,17,35,14,14,29,12,13,30,16,15,32,16,15,27,13,15,30,10,6,22,17,9,26,16,9,25,0,0,0,7,10,8,0,4,6,41,41,81,47,51,101,53,74,128,273,275,546,212,230,437,201,218,414,8,3,11,8,8,16,6,7,10,207,216,427,275,284,553,278,291,562,544,569,1118,613,622,1238,572,608,1179,331,275,599,287,285,574,280,235,511,4216,4117,8332,4434,4330,8759,4471,4432,8897
505031104,29,7,12,16,7,9,22,122,129,249,142,117,259,114,90,204,5,3,6,4,3,13,9,5,10,51,68,120,66,95,156,66,99,162,21,20,39,19,20,41,22,27,44,13,24,42,15,24,43,18,21,39,27,40,68,32,33,69,29,37,69,10,12,25,11,12,22,6,11,22,3,3,6,7,17,29,0,3,3,13,30,40,21,43,60,21,44,69,298,293,600,275,273,542,275,250,523,16,8,18,12,8,14,16,8,18,353,437,783,372,440,814,352,441,792,538,608,1150,545,551,1102,526,578,1105,225,185,418,320,343,663,255,246,506,5105,5413,10517,5197,5391,10587,5165,5322,10483
505031105,60,27,21,49,28,24,55,317,294,608,330,269,599,336,285,619,0,3,3,3,4,8,4,4,11,8,34,43,7,42,50,15,58,79,16,22,45,21,31,48,26,42,71,26,29,48,24,29,60,29,35,67,437,479,915,583,605,1193,655,680,1334,3,0,5,3,0,4,3,8,8,0,7,9,3,4,9,5,4,6,3,21,27,6,35,39,10,31,44,2434,2460,4891,2696,2621,5322,2911,2917,5834,46,47,91,32,44,73,34,48,81,16,15,29,16,15,29,15,20,34,308,332,635,333,366,697,384,456,839,495,455,951,526,581,1103,487,331,820,8643,8862,17507,9357,9425,18780,10287,10474,20764
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,6
505031107,39,22,14,41,19,18,33,187,186,379,203,217,422,195,205,407,3,11,12,5,8,8,12,11,25,17,32,45,28,48,75,30,56,86,15,20,34,24,19,34,12,24,32,37,34,74,29,27,63,25,13,43,233,227,460,246,282,525,262,254,516,0,0,0,0,3,8,0,7,12,0,0,0,3,6,13,0,3,3,0,12,13,4,25,27,6,27,37,1529,1579,3108,1447,1493,2943,1400,1486,2884,14,18,32,15,12,25,9,16,33,27,36,67,23,33,58,31,42,76,314,279,592,326,335,666,293,306,593,314,273,582,320,269,589,263,190,450,6246,6294,12536,6543,6719,13263,6670,6895,13569
505031255,0,0,8,6,11,13,23,0,0,0,187,213,393,318,363,681,0,0,0,4,3,12,10,9,12,0,0,0,50,47,90,96,100,194,0,0,0,7,10,25,9,7,16,0,0,0,14,10,24,21,28,51,0,0,0,203,183,386,320,349,669,0,0,0,0,3,5,3,3,9,0,0,0,0,6,3,4,7,13,0,0,0,3,5,10,12,25,39,8,7,16,957,969,1923,1393,1562,2952,0,0,0,9,14,23,13,14,31,0,0,0,0,5,5,3,12,19,0,0,0,156,178,334,350,424,778,0,0,0,357,350,713,350,221,569,35,36,70,3883,4070,7946,6679,7227,13904
505031256,0,0,4,0,0,3,3,20,9,30,14,10,19,14,6,20,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,5,3,3,11,4,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,39,41,82,47,40,84,37,42,82,3,0,5,0,0,0,0,0,3,8,12,18,14,15,31,9,10,21,5,9,18,11,9,20,11,8,23,37,29,69,54,40,95,49,44,93,420,329,752,400,330,729,385,342,723
