SA2_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
509021239,10,3,7,0,18,12,16,0,0,28,29,13,3,0,49,13,9,0,0,24,8,3,0,0,14,0,0,0,0,3,3,0,0,0,0,6,0,0,0,7,18,3,0,0,28,5,0,4,0,8,131,63,23,8,229
509021240,5,3,0,0,13,6,9,0,0,21,19,6,0,6,34,15,0,0,3,19,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,3,7,6,0,3,0,6,83,42,9,12,148
509021241,9,3,4,0,12,8,8,0,0,14,12,3,0,0,21,7,0,0,0,15,3,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,7,4,5,0,15,0,0,0,0,7,71,29,16,4,125
509021242,4,5,0,0,5,8,0,0,0,8,8,5,5,0,18,6,6,0,0,7,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,6,8,0,4,3,10,0,0,0,0,5,42,13,6,3,72
509021243,25,13,5,3,46,43,13,11,3,75,50,34,13,9,105,32,8,0,9,53,19,9,9,5,36,11,5,3,0,20,17,3,0,0,20,5,0,0,0,6,13,16,4,0,34,9,8,0,0,16,290,144,54,39,526
509021244,7,3,3,0,15,10,3,0,0,20,17,7,6,3,32,7,6,0,0,20,0,0,0,0,5,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,8,3,4,0,16,7,0,0,0,5,76,47,20,13,148
509021245,14,3,0,0,19,12,3,0,0,20,23,11,0,0,36,8,5,3,0,20,16,3,5,0,21,4,0,0,0,3,0,0,0,0,0,4,0,0,0,8,7,6,0,0,8,3,0,0,0,5,117,43,13,3,179
509031246,4,5,0,0,15,7,0,3,0,13,3,3,5,0,11,5,4,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,8,7,0,0,12,0,0,0,0,0,47,17,18,4,89
509031247,7,8,3,0,17,3,5,0,0,3,12,0,0,4,19,3,5,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,4,0,0,0,4,54,19,3,7,82
509031248,0,0,0,3,3,9,3,0,0,11,6,0,3,0,10,6,0,0,0,7,14,0,0,0,11,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,43,19,10,7,77
509031249,8,9,0,5,21,14,0,0,0,18,24,11,4,0,38,11,4,3,0,22,6,5,0,0,16,3,0,0,0,10,3,0,0,0,8,3,0,0,0,4,9,9,3,0,15,3,0,0,0,7,110,68,14,10,198
509031250,10,5,5,0,16,12,0,0,0,18,22,8,5,0,28,4,4,4,0,13,3,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,3,3,0,14,3,0,0,0,4,87,24,23,3,136
510011262,21,15,4,4,44,21,15,6,7,44,46,26,11,5,94,47,26,8,0,84,32,28,8,4,74,9,4,0,0,21,14,6,0,0,22,12,8,0,0,22,24,19,24,6,78,22,12,0,0,37,309,191,89,44,633
510011263,23,13,3,5,52,16,4,5,0,25,20,11,0,7,46,13,6,6,4,25,7,5,0,4,11,3,0,0,0,4,4,6,0,0,8,0,0,0,0,0,9,9,7,6,32,7,0,0,0,10,190,90,50,45,372
510011264,8,10,0,0,23,13,0,3,3,23,17,8,0,3,33,5,4,0,0,13,8,0,0,0,11,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,12,5,8,5,41,11,9,3,3,27,137,86,39,37,300
510011265,9,8,9,0,24,20,10,5,4,31,33,25,6,3,66,16,20,6,0,36,16,10,3,4,30,8,3,0,0,8,0,3,0,0,5,0,0,0,0,0,11,9,9,7,24,7,6,5,0,21,155,112,65,30,358
510011266,7,0,0,0,18,8,6,0,4,22,13,8,3,0,25,5,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,4,5,0,10,79,39,24,11,164
510021267,12,0,0,0,14,0,4,3,0,4,4,10,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,35,17,5,101
510021268,4,0,0,0,3,0,0,0,0,4,0,5,0,0,10,14,6,0,0,26,13,4,0,0,14,5,4,0,0,7,3,6,0,0,6,3,3,3,0,8,3,0,7,0,9,0,0,0,0,0,52,30,11,0,99
510021269,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,12,10,4,0,5,11,3,0,0,0,3,7,5,0,0,14,0,0,0,0,10,0,0,0,0,5,6,0,0,0,6,41,21,4,4,73
510021270,10,6,7,0,20,16,4,0,4,26,31,15,14,5,69,36,20,10,0,68,29,11,5,0,44,9,5,0,0,18,16,3,6,4,28,12,8,4,0,26,7,10,6,6,25,9,8,3,0,19,224,118,60,23,422
510031271,5,3,0,0,4,4,0,0,4,8,6,0,0,0,9,11,3,0,0,18,14,10,3,0,20,7,0,0,0,8,7,5,4,0,14,3,3,0,0,6,8,5,0,0,8,0,0,0,0,0,68,32,9,7,111
510031272,5,10,0,0,17,11,7,0,0,20,27,9,7,3,44,35,24,15,3,70,32,20,0,0,49,3,0,0,0,15,15,20,6,0,42,12,19,4,0,32,6,8,5,0,28,3,4,0,0,8,177,125,53,12,371
510031273,4,0,0,0,5,0,6,3,4,11,15,8,0,4,26,11,4,0,0,15,0,5,0,0,6,4,0,0,0,5,9,3,0,0,9,5,0,0,0,6,0,0,0,0,4,0,0,0,0,0,54,37,15,12,115
511011274,23,7,3,0,35,31,16,8,0,53,47,24,8,4,77,23,15,9,3,40,32,5,4,4,44,8,4,0,0,16,5,4,0,0,13,0,5,0,0,11,24,14,6,0,51,9,0,3,0,9,250,132,43,26,452
511011275,5,0,0,0,5,6,0,0,0,9,9,5,3,0,15,8,0,0,4,14,8,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,13,0,0,0,0,4,64,16,8,5,91
511021276,14,7,7,0,25,14,3,0,0,20,25,7,6,0,37,14,8,0,0,24,13,0,0,0,15,4,3,0,0,11,0,0,0,0,4,0,0,0,0,4,9,0,3,3,18,5,0,0,0,8,118,55,27,10,211
511021277,0,0,0,0,0,6,7,0,0,13,10,5,0,0,20,7,0,0,0,5,5,0,0,0,10,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,9,5,0,0,12,0,0,0,0,3,55,31,12,0,98
511031278,11,5,0,4,19,17,0,0,3,25,31,19,10,3,67,30,16,4,0,50,21,12,0,0,33,14,0,0,0,18,6,0,0,0,9,10,0,0,0,13,3,11,0,0,17,6,3,0,0,8,187,97,27,22,325
511031279,20,3,0,3,32,17,7,3,0,27,36,13,10,4,60,25,14,6,8,44,32,12,9,5,55,16,4,0,0,25,22,3,5,0,28,10,5,0,0,20,9,15,8,6,38,16,5,5,0,30,243,106,49,32,420
511031280,14,6,3,0,24,10,9,3,0,24,22,16,4,0,42,19,14,7,3,44,26,14,6,0,39,8,4,0,0,14,19,8,0,0,30,15,9,3,0,21,5,10,0,0,19,4,0,0,0,4,158,99,25,21,303
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,17,0,0,0,15,13,0,0,0,17,7,5,0,0,11,10,7,0,0,10,7,0,0,0,12,3,0,0,0,6,8,4,4,0,7,7,0,0,0,14,6,6,7,0,22,5,0,0,0,4,102,44,17,5,166
511031283,11,3,4,0,21,4,8,3,0,18,11,8,0,8,33,8,0,6,0,15,5,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,4,9,8,6,22,0,4,0,0,11,76,52,24,19,167
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,39,11,3,4,56,53,12,8,5,77,63,31,8,9,120,48,19,0,0,74,24,11,4,0,44,20,6,0,0,26,12,8,0,3,20,3,0,0,0,3,28,15,7,3,55,10,0,0,0,11,382,149,39,29,612
511041286,14,17,8,3,38,25,12,8,3,55,45,24,3,4,79,14,13,8,0,40,13,5,3,0,22,3,8,3,0,14,4,8,0,0,13,0,3,0,0,3,17,9,3,0,29,8,0,3,0,12,191,127,59,29,412
511041287,16,15,9,0,38,7,13,6,6,30,34,19,12,0,65,16,28,3,0,52,25,10,4,0,38,8,6,0,0,18,3,0,0,4,12,5,5,0,0,10,15,10,10,0,35,0,0,0,0,0,175,132,47,13,362
511041288,13,10,7,6,35,22,10,0,3,40,53,21,13,3,91,36,26,5,0,70,13,19,3,3,33,7,3,0,0,14,7,7,0,4,20,7,3,0,0,7,14,12,8,3,31,5,0,3,0,4,202,139,59,27,422
511041289,7,8,4,0,20,11,3,0,0,12,6,9,0,0,15,7,0,0,0,14,3,0,0,0,8,0,0,0,0,0,5,0,0,0,8,0,0,3,0,5,9,0,0,0,5,4,0,0,0,4,73,36,13,3,125
511041290,4,0,0,0,7,0,0,0,0,5,8,3,3,5,14,10,0,4,0,13,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,7,3,0,12,0,0,0,0,3,49,30,10,15,100
511041291,3,0,0,0,3,4,4,0,0,9,6,6,0,0,10,3,5,0,0,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,6,0,0,0,6,53,24,7,3,82
511041292,5,5,0,0,13,12,5,0,0,16,6,9,5,4,23,17,0,0,0,19,8,3,0,0,12,10,0,0,0,8,0,0,0,0,6,0,0,0,0,0,7,0,5,0,14,0,4,0,0,7,92,31,14,9,153
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
