SA2_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
503021042,1047,134,54,1233,669,259,25,11,957,25,22,43,1001,154,66,1223,647,253,10,6,916,18,9,32,950,123,44,1112,586,238,21,6,858,28,5,35,891,121,55,1064,492,262,29,6,787,31,14,42,829,152,39,1023,325,257,23,9,613,19,9,34,644,321,45,1002,178,211,12,6,404,3,9,13,417,557,54,1029,59,135,4,0,201,0,3,3,203,702,63,969,28,83,5,6,116,0,0,3,114,1333,170,1622,5658,3252,292,85,9282,208,195,401,9682,4299,791,14766
503021043,1647,157,79,1892,789,414,20,11,1237,17,14,33,1269,123,53,1443,723,316,25,9,1075,16,7,19,1098,136,38,1273,544,247,32,4,828,20,10,33,861,114,33,1013,449,197,30,6,684,18,8,26,710,151,27,892,313,201,29,6,550,14,9,20,569,267,33,869,125,168,18,8,322,4,10,8,333,446,53,831,47,83,6,0,138,3,5,6,145,537,33,714,17,34,8,0,52,0,0,0,55,1200,110,1371,6219,4040,370,142,10762,194,225,422,11186,3843,685,15719
503021295,1063,137,120,1320,442,105,24,13,581,30,12,42,621,81,94,799,363,93,21,0,479,16,3,21,497,92,75,666,360,101,11,6,480,18,7,24,503,99,71,678,350,89,16,3,460,24,11,37,494,119,67,683,239,109,23,0,369,12,8,21,388,197,48,634,99,78,9,4,188,3,8,10,198,287,52,540,35,44,3,0,83,0,6,6,86,314,29,431,18,41,0,0,56,0,0,0,61,351,49,454,4933,1949,258,100,7238,247,147,395,7639,2315,962,10915
503021296,1121,131,94,1336,470,140,28,4,645,25,8,35,678,84,68,827,340,109,11,5,457,20,3,28,485,56,46,596,299,95,12,9,417,18,8,28,441,88,58,583,220,90,21,7,332,24,4,27,359,107,50,516,135,95,6,3,239,19,7,22,265,158,37,460,65,69,4,0,141,0,5,0,143,194,31,368,21,32,0,0,52,0,0,6,59,219,14,292,6,18,0,0,20,0,0,0,24,318,56,395,4840,2045,256,119,7256,191,147,338,7599,1935,882,10410
503021297,1142,135,139,1414,460,102,23,17,593,28,7,34,628,107,113,841,285,80,10,8,378,21,6,25,405,79,72,555,287,79,17,5,391,23,11,27,422,94,80,591,262,73,13,6,350,22,0,21,377,101,65,541,164,72,11,6,250,7,5,17,266,132,52,447,57,47,0,0,106,10,0,11,119,184,43,344,23,25,0,0,49,3,0,3,51,199,21,281,8,14,4,0,28,3,0,4,30,356,33,421,5101,1923,259,134,7412,280,165,440,7856,2162,1398,11413
504011044,1087,165,70,1320,553,285,35,11,877,17,14,31,911,109,52,1068,640,228,25,7,895,17,13,30,931,131,64,1121,582,208,31,9,822,23,6,31,857,132,55,1046,482,226,24,4,737,21,13,40,773,192,39,1008,350,207,21,0,580,10,9,21,605,307,52,965,118,111,13,5,249,8,7,12,256,535,39,837,32,57,5,0,95,0,4,4,103,600,39,736,9,26,0,0,36,0,0,0,36,1059,102,1204,4955,2740,327,75,8098,223,188,407,8504,3882,746,13129
504011045,1783,224,92,2096,1044,453,54,21,1564,35,24,51,1618,167,71,1852,1009,369,40,11,1423,38,20,54,1481,172,74,1727,903,338,35,12,1285,39,19,59,1340,208,57,1603,735,331,49,16,1133,34,21,53,1188,252,54,1489,460,281,45,0,789,31,29,56,843,424,46,1312,184,179,15,0,376,3,15,17,396,698,40,1135,43,89,8,0,133,0,5,5,139,775,31,953,7,32,3,6,43,0,0,0,43,1701,141,1879,8092,4302,568,165,13126,327,301,623,13751,5609,854,20215
504011046,1206,137,95,1443,573,221,21,18,836,20,14,38,872,95,57,1022,455,174,17,11,656,26,15,35,698,100,51,852,387,153,16,3,563,15,11,23,588,99,42,724,315,118,23,9,452,24,7,25,482,126,34,639,212,113,21,3,350,18,11,29,377,204,32,611,89,78,12,3,182,10,9,11,196,359,21,576,20,42,0,0,64,0,0,5,63,412,28,503,14,17,5,0,34,0,0,0,34,494,125,651,5062,2443,270,100,7871,231,176,406,8279,2514,767,11562
504011047,1452,265,87,1796,729,324,35,16,1101,29,20,49,1150,209,80,1439,718,317,17,13,1067,37,36,77,1147,187,71,1407,692,268,30,13,1010,33,15,44,1055,245,62,1360,628,300,41,12,979,34,10,45,1023,277,60,1360,416,271,26,5,719,23,10,42,760,406,49,1225,170,158,17,0,345,9,6,16,358,737,28,1126,58,70,10,0,141,0,0,3,139,957,38,1135,11,35,0,4,59,0,0,0,57,1822,120,2004,6749,3911,396,214,11266,358,313,671,11940,6222,891,19054
504011048,401,57,18,471,223,113,3,9,340,11,6,16,356,46,18,420,271,122,7,4,409,15,9,24,430,54,11,491,287,105,10,8,406,8,10,15,423,62,12,501,251,119,13,3,386,10,10,18,408,83,17,512,209,133,16,3,363,13,12,25,383,186,11,586,93,116,8,0,212,5,6,4,219,387,9,622,25,44,0,0,76,0,0,0,79,436,5,516,7,26,0,0,32,0,0,0,31,762,28,826,2270,1407,119,73,3869,128,126,249,4117,2449,181,6746
504021049,129,333,15,476,76,45,8,0,135,0,0,0,130,251,6,394,98,44,4,5,154,4,5,3,161,215,17,396,125,54,13,3,193,3,4,10,200,145,12,357,139,59,19,9,223,0,3,3,224,126,11,360,67,49,9,5,136,0,7,3,138,137,16,293,34,35,3,0,74,0,0,0,78,119,3,202,10,16,0,0,21,0,0,0,26,123,7,151,8,3,0,0,16,0,0,0,16,130,15,161,823,486,97,38,1457,32,24,59,1509,2529,147,4181
504021050,338,44,8,393,251,129,16,9,401,0,0,5,406,48,21,479,301,132,8,3,446,6,11,11,459,43,16,522,320,154,25,4,504,9,4,12,518,65,28,609,263,130,25,3,422,5,5,14,435,66,20,522,195,142,26,3,357,6,9,12,372,149,23,540,79,100,11,0,189,7,3,9,199,250,19,471,26,47,6,0,71,0,0,0,74,356,13,443,9,38,4,0,51,0,0,0,51,502,45,591,2017,1425,196,43,3673,68,88,158,3834,1768,258,5858
504021051,288,56,22,364,167,79,11,3,257,0,4,7,266,37,17,319,188,74,7,7,280,3,3,9,289,33,19,339,210,85,18,4,313,5,7,7,323,43,18,381,198,99,20,3,321,10,0,6,329,62,18,411,102,86,15,4,214,8,3,8,222,105,20,345,45,55,8,6,106,3,8,9,115,214,25,353,13,33,0,0,52,0,3,3,51,288,4,342,0,15,0,0,18,0,4,4,21,444,30,499,1716,994,142,50,2907,57,60,116,3023,1493,229,4750
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,9,0,10
504021053,596,98,33,720,418,199,25,7,649,12,8,16,667,118,48,830,477,206,20,7,711,21,10,31,741,99,40,878,594,240,50,11,893,11,13,26,920,131,49,1100,517,245,46,3,810,7,10,20,829,177,50,1057,364,203,46,8,618,18,13,30,646,301,40,991,128,123,25,3,281,0,7,9,288,517,32,840,34,60,3,0,99,0,5,5,106,604,28,735,14,31,0,0,50,0,0,0,54,936,51,1036,3875,2230,368,93,6574,132,147,281,6855,3557,498,10912
504021054,614,122,54,791,396,135,28,10,565,22,11,27,593,116,51,764,406,163,17,16,610,24,7,27,635,111,49,800,425,163,25,7,617,16,12,24,641,148,57,845,420,166,32,9,630,18,14,30,661,179,47,881,277,170,30,9,488,24,9,29,520,252,44,814,103,109,16,4,229,3,4,9,236,494,29,755,33,45,6,4,79,0,0,6,80,589,27,699,12,21,0,5,35,0,0,0,34,1003,218,1251,3682,1871,273,105,5924,205,157,364,6287,3616,758,10664
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,9
504031056,904,192,57,1155,551,250,19,19,843,31,12,37,885,162,45,1084,557,267,24,20,872,34,10,44,917,171,41,1130,679,317,42,15,1055,22,13,38,1096,208,52,1354,742,333,35,6,1121,28,12,34,1156,321,52,1534,476,264,40,11,797,30,13,40,836,421,41,1296,177,114,17,6,306,6,5,11,318,559,37,913,19,47,8,6,79,0,0,4,80,526,30,632,11,18,0,0,25,0,0,0,25,789,42,857,5372,3275,320,192,9157,341,271,612,9764,4572,612,14950
504031057,1529,333,80,1936,803,329,25,16,1173,26,18,44,1218,268,62,1549,673,263,28,13,974,26,21,47,1025,199,46,1269,624,256,36,14,934,30,12,43,977,226,48,1249,553,244,25,12,840,17,15,33,868,290,49,1216,314,185,21,8,538,28,24,52,585,398,46,1028,148,132,18,0,300,4,10,14,314,521,18,855,23,43,5,0,69,0,0,0,77,492,26,595,7,18,0,3,22,0,0,0,22,616,46,687,6437,3397,364,200,10402,386,306,692,11088,4808,747,16646
504031058,265,45,20,334,173,68,11,3,256,6,0,7,265,37,21,323,228,89,12,4,332,12,4,15,344,47,41,439,220,83,18,7,328,6,0,12,344,51,32,428,193,104,14,7,320,11,0,16,337,57,27,422,102,69,10,0,185,4,7,11,190,108,24,327,58,48,7,4,121,4,0,0,119,170,17,310,26,18,5,0,44,0,0,0,44,162,12,213,5,9,0,0,12,0,0,0,12,195,23,236,1799,868,140,70,2878,82,50,133,3011,1192,333,4527
504031060,114,20,14,145,68,44,4,0,124,0,0,4,125,20,14,160,146,42,10,0,201,0,0,0,203,37,22,256,153,73,10,4,241,0,6,6,246,35,19,293,123,65,8,5,198,3,6,7,201,55,13,274,83,44,8,0,141,3,0,3,136,80,12,234,35,31,0,0,64,0,0,0,66,97,6,171,11,14,0,0,25,0,0,0,28,87,6,122,12,20,0,0,32,0,0,0,32,136,10,177,880,503,74,28,1490,26,22,47,1538,697,153,2385
504031061,414,44,28,479,228,88,10,3,329,5,6,12,344,36,16,404,210,67,10,4,294,6,4,8,307,39,11,352,203,65,10,0,280,4,0,3,280,49,21,342,156,62,14,0,230,9,6,10,242,49,18,310,107,86,12,0,203,3,5,11,209,102,14,325,48,25,3,0,80,0,3,4,88,163,9,256,17,21,3,0,39,0,0,4,41,179,10,235,8,11,0,0,19,0,0,0,19,254,16,288,1849,894,156,33,2936,65,51,112,3044,1116,191,4352
504031062,920,151,52,1123,515,191,35,15,751,17,4,20,772,101,30,904,439,176,21,11,647,28,11,32,682,104,56,844,355,150,33,6,543,25,8,32,575,126,33,737,299,142,19,6,460,17,3,19,483,169,31,685,213,104,20,4,343,6,12,16,356,245,29,634,64,70,3,0,144,5,0,5,150,311,21,478,19,29,5,0,45,0,0,0,49,353,20,417,6,8,0,0,15,0,0,0,15,447,37,504,3820,1951,282,106,6156,201,152,350,6507,2668,511,9693
504031063,5,0,0,5,5,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,13,0,4,21
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,270,66,20,351,152,77,11,8,250,8,6,14,263,45,26,335,182,73,13,4,277,6,0,9,284,53,25,361,178,73,7,6,266,8,6,13,282,77,26,387,194,104,12,0,310,6,6,13,324,79,26,430,120,84,17,4,220,7,0,7,227,123,6,365,64,41,9,5,117,3,4,5,120,206,10,336,20,29,4,0,52,0,0,0,52,203,19,272,9,18,0,3,30,0,0,0,30,397,36,459,1575,933,121,67,2695,85,69,158,2854,1568,267,4692
504031066,585,128,74,782,322,167,9,8,510,20,10,31,539,102,54,702,329,132,18,4,477,22,9,29,504,146,66,724,369,136,17,9,526,28,10,33,562,162,63,782,269,128,22,0,421,17,6,27,451,199,43,691,228,116,22,0,369,17,11,27,390,247,53,690,73,75,4,0,158,0,0,7,161,357,43,566,29,31,4,0,63,0,0,0,63,377,36,482,4,18,0,3,27,0,0,0,27,823,206,1054,3127,1737,216,84,5167,218,142,361,5524,3167,886,9580
504031067,407,67,16,484,266,98,9,4,378,3,10,13,387,51,11,451,264,115,13,0,392,12,11,16,414,66,21,497,324,106,20,0,447,6,0,6,457,62,23,543,251,98,29,0,385,4,4,10,390,86,11,494,154,63,18,4,243,4,6,5,249,127,12,394,53,32,5,0,96,0,0,0,100,163,13,269,12,7,0,0,23,0,0,0,23,192,14,226,3,10,0,0,15,0,0,0,15,268,23,302,2234,1196,161,52,3637,122,102,227,3859,1481,240,5575
504031068,812,132,55,1002,476,178,22,10,691,8,8,13,707,93,31,832,562,164,19,4,753,15,3,17,768,91,46,909,502,169,34,6,705,12,4,16,722,84,33,840,426,152,25,12,615,14,0,11,629,114,31,771,247,121,22,5,395,17,7,21,421,212,16,653,91,89,9,0,192,5,3,10,198,313,20,525,34,48,0,0,87,0,0,3,88,354,27,463,9,24,3,0,33,0,0,0,33,434,12,481,3981,2024,285,100,6388,155,139,289,6674,2443,379,9504
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,1295,165,64,1530,741,282,37,17,1075,18,8,31,1099,112,55,1268,607,207,28,3,846,20,4,26,874,81,41,997,524,165,28,7,728,19,9,23,751,90,39,879,353,112,27,0,493,13,8,20,515,92,20,625,200,101,15,0,318,10,9,19,335,144,12,489,75,56,3,6,141,4,0,4,141,235,6,387,4,15,0,0,22,0,0,0,21,245,11,281,6,8,0,0,12,0,0,0,12,304,10,328,5368,2530,382,162,8432,222,174,399,8832,2260,430,11527
504031299,1039,136,37,1220,424,171,25,7,630,13,8,24,650,92,34,778,333,127,25,3,483,0,6,10,497,77,19,593,288,89,12,3,400,9,3,16,413,67,20,500,224,61,18,0,305,7,0,12,315,65,16,389,131,62,7,0,204,0,4,11,211,106,18,333,41,38,5,3,84,3,0,3,85,124,10,218,6,12,3,0,19,0,0,0,19,132,4,153,5,11,0,0,14,0,0,0,19,153,8,181,3937,1813,257,109,6115,133,122,256,6373,1604,302,8275
504031300,1224,206,97,1520,790,281,38,10,1122,14,18,35,1159,171,85,1415,728,245,26,14,1022,27,13,38,1058,161,80,1299,709,215,41,14,984,21,10,33,1016,141,70,1228,492,169,20,11,693,20,10,34,722,151,54,922,280,125,21,0,425,14,4,20,437,227,31,699,79,66,10,3,155,7,7,12,174,319,13,503,10,32,0,3,47,0,0,0,54,438,24,508,4,13,3,0,23,0,0,3,22,984,68,1077,5631,2876,339,151,8993,291,281,577,9569,3835,837,14238
505011070,824,101,33,959,390,167,29,12,602,17,6,22,627,88,19,743,338,171,17,3,537,19,10,30,563,82,25,665,293,135,16,3,446,13,6,20,467,81,15,574,259,138,10,5,414,17,3,25,437,105,22,560,174,155,23,0,356,22,3,24,381,171,12,565,78,77,8,0,172,0,4,6,181,326,11,517,5,30,0,0,39,0,4,4,41,354,15,408,0,7,4,0,14,0,0,4,15,444,41,496,3377,1864,298,83,5630,174,119,294,5920,2173,325,8423
505011071,708,94,40,838,460,226,13,11,711,21,7,26,737,81,24,844,609,242,28,10,897,12,8,21,916,93,42,1053,760,278,32,7,1078,12,4,17,1096,102,48,1257,577,289,42,8,920,9,5,14,938,148,32,1115,346,194,30,4,581,12,10,28,607,231,24,859,96,88,14,4,199,5,3,5,208,371,18,600,11,37,4,0,60,0,3,3,58,387,16,457,0,6,0,3,15,0,0,0,15,592,28,633,4623,2701,311,112,7744,169,187,358,8105,2723,393,11223
505011072,953,111,25,1085,653,323,33,7,1013,9,18,24,1037,105,39,1183,710,326,21,6,1069,18,14,33,1101,88,37,1225,649,276,25,12,969,17,7,20,991,87,25,1097,452,196,40,5,691,16,6,22,715,123,23,860,331,239,28,8,604,4,9,17,619,276,23,915,127,176,20,3,325,0,10,9,333,650,15,1005,38,93,11,0,142,0,0,0,144,781,26,954,18,43,6,3,66,0,0,0,66,1173,59,1302,4472,3000,329,79,7877,135,219,357,8232,3955,341,12530
505011073,917,106,44,1072,512,244,26,9,795,21,11,32,829,85,42,949,536,220,28,4,786,20,10,26,816,94,40,944,500,203,21,7,739,25,5,31,767,98,37,893,368,169,27,12,573,13,9,18,595,101,31,726,235,179,23,4,443,9,7,15,464,203,18,684,123,129,20,0,276,0,6,3,281,506,17,803,37,69,7,0,116,0,0,0,119,798,26,933,8,39,6,3,49,0,0,0,46,955,53,1053,4049,2451,337,76,6908,164,187,357,7265,3437,401,11105
505011074,680,78,38,795,416,177,23,4,617,18,12,26,649,87,38,765,367,161,12,4,547,14,6,20,567,74,33,668,406,132,14,4,560,14,5,17,577,89,20,682,352,148,39,9,541,10,4,18,555,128,27,711,244,180,26,6,457,10,8,18,481,214,19,713,67,102,11,3,183,5,0,0,189,386,22,594,20,35,3,0,59,0,0,0,60,403,22,484,5,13,0,0,24,0,0,0,24,490,37,552,3330,1915,266,78,5592,150,122,266,5857,2362,368,8582
505011075,525,64,23,600,413,191,18,5,624,7,11,13,641,59,18,719,504,201,18,4,726,10,8,19,744,59,17,812,459,206,22,0,691,13,6,18,714,79,22,809,444,239,21,0,703,13,7,15,718,152,33,910,299,238,27,3,563,19,10,26,589,256,15,863,109,129,22,3,261,4,9,10,274,462,15,751,33,77,3,0,120,0,3,6,121,580,15,714,0,28,0,0,36,0,0,0,36,650,28,709,3323,2267,209,49,5844,116,150,258,6105,2832,259,9198
505011076,394,59,5,466,398,159,17,10,581,3,3,8,590,55,22,662,529,231,21,4,783,8,7,14,803,62,19,884,628,222,27,9,884,15,8,28,910,76,19,999,500,226,40,6,772,17,4,15,790,153,25,971,272,161,25,7,472,6,8,17,489,232,19,738,76,73,4,0,147,4,0,7,152,345,4,508,12,20,0,0,35,0,0,0,35,266,13,309,3,5,0,0,15,0,0,0,15,269,11,292,3280,2005,208,66,5567,103,147,249,5816,1940,184,7940
505011077,807,111,47,966,438,195,21,8,663,14,14,27,685,104,31,826,454,189,20,10,674,13,4,22,701,79,42,817,481,207,31,6,731,16,5,18,747,83,49,877,443,228,40,5,717,18,5,31,747,147,40,937,349,234,45,0,632,19,8,25,655,283,42,981,132,112,22,0,264,6,5,13,276,490,37,805,30,45,3,0,74,0,3,3,80,532,38,651,3,10,4,4,19,0,0,0,19,874,148,1037,4253,2599,327,78,7254,209,214,422,7677,3435,649,11762
505011078,851,96,23,970,458,227,21,3,709,13,9,26,734,93,20,850,477,212,25,3,708,12,11,21,734,64,20,814,507,190,22,6,722,8,4,11,738,70,31,837,420,210,37,9,669,8,3,14,684,96,23,807,340,243,34,0,618,11,5,16,634,308,25,965,131,177,28,3,333,4,9,12,347,591,21,959,28,65,7,0,98,0,0,0,106,690,21,820,0,18,0,0,25,0,3,3,28,1235,59,1323,3747,2447,285,52,6538,122,160,282,6811,3661,306,10782
505011079,614,70,32,715,443,205,22,3,675,14,12,21,696,56,27,786,493,213,14,0,725,8,12,21,749,75,21,845,516,168,32,9,716,8,4,12,732,93,36,860,428,212,34,10,682,10,8,19,698,129,20,849,257,203,28,4,491,12,4,16,507,214,27,751,83,136,12,0,228,3,5,12,236,430,11,672,22,83,3,0,109,0,6,6,112,573,21,701,4,19,0,0,20,0,0,0,22,730,41,791,3487,2220,279,45,6032,107,150,256,6292,2825,304,9417
505011080,353,48,22,420,274,154,15,5,444,5,3,14,458,46,17,517,337,152,8,4,495,8,4,14,516,52,19,587,435,144,21,0,601,5,4,15,616,76,23,713,330,138,41,4,509,9,8,15,523,107,33,670,248,139,17,9,407,5,0,5,415,159,19,590,87,82,18,0,188,0,3,3,196,361,10,569,21,35,5,0,60,0,0,0,60,353,12,422,4,15,0,0,15,0,0,0,15,430,20,476,2494,1594,185,41,4308,75,102,178,4489,1957,261,6704
505011081,688,60,22,771,330,159,23,0,519,6,17,22,538,64,27,630,338,138,15,9,491,17,5,17,510,50,16,580,276,133,25,0,430,10,5,15,445,55,23,520,216,111,28,4,358,5,7,11,364,70,11,449,176,118,15,0,313,11,4,18,332,167,14,514,65,78,8,0,148,0,0,5,154,310,14,473,11,32,3,0,52,0,0,0,52,356,8,411,6,11,5,0,23,0,0,0,23,453,21,491,2699,1517,215,44,4481,99,104,204,4680,1910,202,6792
505011082,458,44,20,521,335,178,21,5,536,3,0,8,542,54,13,614,405,181,10,7,601,8,4,14,616,56,18,690,436,196,20,5,664,11,7,16,678,67,29,775,359,186,24,3,576,6,4,15,584,117,21,722,263,205,28,3,498,5,11,14,512,225,19,758,103,146,14,0,271,3,5,8,275,483,30,786,27,95,5,0,125,7,0,3,135,584,23,744,14,29,4,0,45,0,0,0,45,811,48,905,2775,2057,229,38,5096,71,128,197,5294,2795,263,8354
505011083,489,57,18,557,354,190,18,0,558,6,4,7,565,53,13,633,421,160,12,3,596,8,8,18,616,43,19,674,408,175,13,8,604,8,0,9,612,47,11,666,418,225,33,10,682,3,0,7,689,126,14,828,293,201,30,6,525,12,7,17,541,229,16,784,81,100,22,0,202,0,8,9,208,417,11,641,12,47,3,0,67,0,0,0,67,383,7,459,0,21,0,0,25,0,0,0,25,550,23,600,2959,2006,215,37,5224,83,113,199,5420,2265,161,7851
505021084,1207,135,60,1405,567,252,20,7,843,22,12,38,877,119,51,1053,532,247,23,9,809,20,15,32,840,104,62,1012,465,215,19,9,704,32,15,44,754,131,40,921,400,187,18,3,608,9,16,26,637,171,35,846,270,157,30,5,464,10,10,26,488,260,21,765,128,134,13,0,277,5,11,10,287,477,23,781,16,66,3,0,92,0,0,0,93,734,29,860,11,28,3,4,46,0,0,0,41,1523,113,1681,4867,2748,315,118,8042,192,192,383,8428,4263,626,13315
505021085,1229,330,168,1724,619,273,22,23,942,44,23,64,1012,261,125,1392,492,226,19,19,755,38,30,70,826,239,122,1182,421,231,20,18,695,28,14,44,731,301,80,1117,337,208,30,13,589,32,18,50,638,339,66,1042,244,194,17,10,473,22,14,40,508,440,51,1001,88,84,16,8,201,4,8,11,209,588,43,841,23,42,3,3,69,0,0,4,74,587,37,700,4,14,0,0,14,0,0,0,21,863,73,955,5030,3324,295,287,8937,406,353,763,9696,5543,1292,16528
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,1515,171,87,1773,723,286,37,3,1053,17,12,27,1078,168,53,1305,623,258,28,10,917,18,8,27,942,144,44,1126,544,232,15,4,795,25,7,38,829,157,54,1039,449,235,19,0,709,20,10,27,734,211,42,986,315,189,37,6,544,18,9,22,574,277,36,885,99,133,11,0,239,4,0,5,248,511,51,805,29,54,6,4,93,0,5,3,94,474,33,603,12,28,3,4,45,0,0,0,45,1070,216,1328,6577,3159,449,100,10285,202,192,392,10676,3877,906,15462
