SA2_CODE_2021,UOL_Pe_ex_Da_C11_P,UOL_Pe_ex_Da_C16_M,UOL_Pe_ex_Da_C16_F,UOL_Pe_ex_Da_C16_P,UOL_Pe_ex_Da_C21_M,UOL_Pe_ex_Da_C21_F,UOL_Pe_ex_Da_C21_P,UOL_Portuguese_C11_M,UOL_Portuguese_C11_F,UOL_Portuguese_C11_P,UOL_Portuguese_C16_M,UOL_Portuguese_C16_F,UOL_Portuguese_C16_P,UOL_Portuguese_C21_M,UOL_Portuguese_C21_F,UOL_Portuguese_C21_P,UOL_Punjabi_C11_M,UOL_Punjabi_C11_F,UOL_Punjabi_C11_P,UOL_Punjabi_C16_M,UOL_Punjabi_C16_F,UOL_Punjabi_C16_P,UOL_Punjabi_C21_M,UOL_Punjabi_C21_F,UOL_Punjabi_C21_P,UOL_Russian_C11_M,UOL_Russian_C11_F,UOL_Russian_C11_P,UOL_Russian_C16_M,UOL_Russian_C16_F,UOL_Russian_C16_P,UOL_Russian_C21_M,UOL_Russian_C21_F,UOL_Russian_C21_P,UOL_Serbian_C11_M,UOL_Serbian_C11_F,UOL_Serbian_C11_P,UOL_Serbian_C16_M,UOL_Serbian_C16_F,UOL_Serbian_C16_P,UOL_Serbian_C21_M,UOL_Serbian_C21_F,UOL_Serbian_C21_P,UOL_Sinhalese_C11_M,UOL_Sinhalese_C11_F,UOL_Sinhalese_C11_P,UOL_Sinhalese_C16_M,UOL_Sinhalese_C16_F,UOL_Sinhalese_C16_P,UOL_Sinhalese_C21_M,UOL_Sinhalese_C21_F,UOL_Sinhalese_C21_P,UOL_Spanish_C11_M,UOL_Spanish_C11_F,UOL_Spanish_C11_P,UOL_Spanish_C16_M,UOL_Spanish_C16_F,UOL_Spanish_C16_P,UOL_Spanish_C21_M,UOL_Spanish_C21_F,UOL_Spanish_C21_P,UOL_Tagalog_C11_M,UOL_Tagalog_C11_F,UOL_Tagalog_C11_P,UOL_Tagalog_C16_M,UOL_Tagalog_C16_F,UOL_Tagalog_C16_P,UOL_Tagalog_C21_M,UOL_Tagalog_C21_F,UOL_Tagalog_C21_P,UOL_Tamil_C11_M,UOL_Tamil_C11_F,UOL_Tamil_C11_P,UOL_Tamil_C16_M,UOL_Tamil_C16_F,UOL_Tamil_C16_P,UOL_Tamil_C21_M,UOL_Tamil_C21_F,UOL_Tamil_C21_P,UOL_Thai_C11_M,UOL_Thai_C11_F,UOL_Thai_C11_P,UOL_Thai_C16_M,UOL_Thai_C16_F,UOL_Thai_C16_P,UOL_Thai_C21_M,UOL_Thai_C21_F,UOL_Thai_C21_P,UOL_Turkish_C11_M,UOL_Turkish_C11_F,UOL_Turkish_C11_P,UOL_Turkish_C16_M,UOL_Turkish_C16_F,UOL_Turkish_C16_P,UOL_Turkish_C21_M,UOL_Turkish_C21_F,UOL_Turkish_C21_P,UOL_Urdu_C11_M,UOL_Urdu_C11_F,UOL_Urdu_C11_P,UOL_Urdu_C16_M,UOL_Urdu_C16_F,UOL_Urdu_C16_P,UOL_Urdu_C21_M,UOL_Urdu_C21_F,UOL_Urdu_C21_P,UOL_Viet_C11_M,UOL_Viet_C11_F,UOL_Viet_C11_P,UOL_Viet_C16_M,UOL_Viet_C16_F,UOL_Viet_C16_P,UOL_Viet_C21_M,UOL_Viet_C21_F,UOL_Viet_C21_P,UOL_Other_C11_M,UOL_Other_C11_F,UOL_Other_C11_P,UOL_Other_C16_M,UOL_Other_C16_F,UOL_Other_C16_P,UOL_Other_C21_M,UOL_Other_C21_F,UOL_Other_C21_P,Lang_used_home_NS_C11_M,Lang_used_home_NS_C11_F,Lang_used_home_NS_C11_P,Lang_used_home_NS_C16_M,Lang_used_home_NS_C16_F,Lang_used_home_NS_C16_P,Lang_used_home_NS_C21_M,Lang_used_home_NS_C21_F,Lang_used_home_NS_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
504031298,10,7,11,17,11,4,13,8,10,24,20,24,45,21,21,47,0,0,0,76,73,152,242,222,464,0,0,0,3,13,12,14,14,31,9,7,14,6,12,19,8,12,20,4,0,4,16,16,31,17,24,38,9,11,14,32,45,71,56,55,110,6,4,10,50,54,104,87,97,183,6,0,3,16,20,35,36,33,65,0,3,6,4,9,13,12,21,36,0,0,0,0,0,0,5,0,0,0,0,0,0,4,9,15,10,17,31,15,48,36,29,64,38,53,89,89,114,204,366,406,776,501,614,1111,141,112,257,321,290,609,322,249,571,2850,2950,5798,5817,6084,11897,7606,8070,15680
504031299,0,4,5,5,12,12,19,0,3,3,7,3,13,13,12,23,0,0,0,104,84,188,406,373,778,0,0,0,0,0,0,4,6,15,0,0,0,6,0,7,8,7,18,0,0,0,5,3,14,24,22,41,3,3,6,9,13,19,26,31,55,0,3,4,45,57,103,164,201,363,0,0,0,23,21,48,34,36,64,0,0,0,7,13,22,10,30,34,0,0,0,5,0,5,0,0,0,0,0,0,9,3,13,34,34,65,0,0,0,24,35,58,55,52,107,30,39,68,193,228,422,509,502,1013,61,65,125,186,176,367,227,179,399,1303,1340,2641,2904,2923,5826,5577,5582,11164
504031300,5,15,11,22,22,21,40,10,11,23,11,16,21,8,7,17,10,3,7,157,131,288,213,217,438,10,5,17,14,9,23,16,14,23,11,6,18,11,12,30,15,14,31,8,9,20,24,22,43,36,23,57,21,34,57,34,31,68,28,28,62,26,42,73,39,49,85,39,70,108,12,20,35,31,28,59,36,37,79,0,15,21,10,31,44,13,49,60,0,0,4,0,0,0,4,3,9,7,7,12,4,13,14,36,30,59,28,34,61,45,45,91,41,47,88,362,367,732,557,626,1186,599,675,1275,286,308,591,605,687,1290,587,507,1098,7271,7683,14954,8933,9460,18389,9254,9753,19011
505011070,19,6,6,8,16,13,29,9,12,20,16,31,47,21,36,54,5,3,4,0,0,0,0,0,4,10,13,17,14,18,33,15,23,34,17,12,28,6,4,16,9,6,17,0,0,0,0,0,0,7,8,11,19,19,44,20,25,45,25,30,51,6,13,14,7,13,16,3,13,18,0,0,0,6,7,8,10,8,19,3,12,18,3,17,27,5,25,35,0,0,3,0,7,3,0,0,0,0,0,0,8,0,8,9,5,7,13,7,25,12,12,25,9,10,15,143,168,304,156,139,295,147,163,313,243,181,429,276,252,526,216,175,390,4844,4753,9593,4890,4911,9803,5248,5307,10556
505011071,50,26,20,51,35,33,69,14,11,18,21,29,47,20,29,44,16,9,28,8,10,17,7,17,27,0,4,3,3,8,11,6,9,15,14,4,21,10,16,18,3,7,7,0,4,4,4,0,4,4,3,5,31,41,71,31,44,71,47,61,105,18,27,40,21,33,57,16,24,39,4,3,8,5,3,11,3,5,11,3,9,11,7,27,33,5,22,27,3,0,4,0,0,4,0,0,3,4,0,10,3,3,4,3,7,10,13,18,27,12,23,32,13,26,35,303,332,636,321,355,679,284,301,581,162,124,285,265,227,493,263,190,451,6928,7019,13946,6876,6927,13799,6871,6956,13819
505011072,21,22,14,38,27,27,53,0,4,11,15,14,24,29,29,59,3,5,15,8,5,8,8,8,15,13,4,21,11,11,19,9,21,27,14,12,29,18,16,31,20,16,37,4,4,9,0,0,0,0,0,6,23,37,60,38,38,79,39,47,84,5,5,9,5,13,11,4,11,14,9,8,16,11,6,14,4,3,13,3,17,18,9,17,30,10,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,9,21,12,17,27,13,25,39,215,236,454,196,232,430,187,257,442,166,159,327,259,243,509,208,164,372,7449,7578,15025,7560,7710,15272,7904,8079,15982
505011073,35,20,12,29,16,13,27,0,11,18,16,20,33,26,28,47,9,0,11,17,6,18,9,15,21,0,4,12,14,11,29,10,19,34,20,15,30,12,4,27,11,16,26,0,0,0,0,0,0,5,0,8,28,31,56,37,46,79,23,42,69,10,17,27,10,17,29,13,15,22,3,0,4,7,4,9,0,0,0,12,19,30,8,26,36,13,26,38,5,0,4,0,0,0,0,0,0,3,0,4,0,0,4,5,0,3,27,23,55,27,36,64,35,46,78,169,156,322,165,206,368,156,184,344,193,180,380,261,235,492,265,220,489,6647,6782,13424,6666,6678,13348,6776,6941,13723
505011074,15,21,24,44,13,8,22,3,3,14,18,27,46,10,29,41,3,5,10,6,8,8,3,0,0,3,9,10,4,10,10,9,12,26,11,9,22,5,5,14,9,8,22,0,0,0,0,0,0,7,6,10,16,16,35,16,25,36,17,24,38,3,14,16,0,10,8,6,6,10,9,9,12,4,4,5,0,4,9,9,18,28,3,20,23,11,34,40,0,0,3,6,3,7,0,3,6,0,0,0,0,0,0,8,0,3,4,5,8,4,9,17,4,10,13,139,167,308,167,186,355,169,171,343,233,169,406,245,205,458,248,181,428,5182,5245,10422,5156,5148,10308,5280,5290,10572
505011075,5,0,0,0,9,6,12,4,12,15,10,15,26,5,27,36,23,20,44,12,19,32,13,13,28,13,14,21,13,13,24,7,11,14,11,10,16,11,7,20,8,8,16,3,3,3,3,3,7,3,0,5,15,20,37,21,17,31,16,25,34,4,4,10,0,14,13,0,6,6,0,0,6,0,0,0,0,0,0,7,14,16,6,8,19,9,15,23,5,3,13,0,4,4,0,0,4,3,5,3,0,6,5,0,0,5,19,14,33,20,15,35,18,24,43,161,190,349,160,185,346,137,190,330,199,143,337,185,151,338,169,118,281,5324,5353,10678,5340,5473,10807,5503,5696,11200
505011076,24,14,13,28,21,20,45,6,7,17,14,16,33,19,19,41,9,4,16,10,14,30,18,17,35,0,0,0,0,4,5,7,7,14,3,0,3,0,0,5,7,0,8,0,0,0,0,0,0,0,0,0,12,6,20,10,16,22,17,23,34,0,3,0,0,0,4,3,18,24,4,3,6,5,0,7,3,7,9,0,0,3,0,3,7,3,7,13,0,0,0,0,0,0,0,0,5,0,0,0,4,3,7,4,5,14,6,7,12,11,10,27,14,7,27,124,144,271,212,225,433,240,266,508,66,37,100,131,74,206,131,92,216,3064,3100,6167,4265,4375,8638,4861,4876,9737
505011077,40,42,44,87,38,40,78,14,11,26,16,21,33,21,21,45,23,13,28,24,24,47,20,22,32,9,11,22,7,19,30,14,22,35,6,6,17,11,9,17,5,11,18,10,10,18,11,16,31,21,26,50,33,36,71,31,31,64,23,35,60,12,17,35,22,26,43,9,30,31,4,4,12,14,8,18,12,13,25,18,21,41,17,33,46,16,37,54,0,0,8,7,0,10,0,3,3,3,4,8,11,6,22,23,27,53,11,14,25,16,19,36,18,20,37,253,312,566,313,362,681,270,331,599,377,299,676,383,337,721,371,291,669,6711,7015,13724,6780,6816,13602,6946,6897,13845
505011078,14,13,15,22,25,27,55,15,9,19,8,8,19,10,13,30,0,0,0,0,0,0,0,4,4,4,3,9,7,3,11,9,13,23,4,5,9,0,5,3,0,3,6,0,0,0,0,3,3,0,0,0,12,17,26,16,32,43,18,28,46,5,9,18,3,12,19,0,5,6,4,5,3,9,0,12,7,5,8,0,25,27,8,23,34,7,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,34,7,15,18,9,12,25,136,159,301,156,197,356,152,197,349,192,195,382,235,236,477,198,139,335,6400,6819,13219,6329,6730,13059,6397,6799,13204
505011079,0,0,0,7,5,3,10,3,5,5,13,10,18,13,11,27,4,5,6,0,3,3,9,4,16,12,14,24,11,17,27,9,15,25,6,6,16,13,15,32,14,15,26,0,0,0,0,0,0,0,0,0,8,22,25,14,19,29,27,31,56,0,3,4,3,4,3,0,0,4,0,0,0,0,0,0,0,0,0,3,16,19,4,15,16,5,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,19,24,10,11,23,13,15,29,126,155,279,148,168,315,123,159,278,226,175,401,278,280,560,197,143,344,5443,5557,11005,5465,5699,11169,5684,5808,11493
505011080,22,7,11,20,10,11,24,12,14,30,7,17,17,6,6,15,5,0,6,4,3,4,3,3,3,3,8,11,4,0,9,7,10,15,7,9,11,3,5,9,6,0,6,0,0,0,0,0,0,0,0,0,15,19,39,13,15,27,18,23,43,0,4,10,4,3,9,6,3,10,7,5,15,4,5,13,9,5,13,0,4,4,5,9,11,3,7,8,0,0,4,6,0,3,5,0,9,0,0,0,0,0,0,0,0,0,17,12,32,14,16,30,20,20,41,135,141,274,127,139,266,119,128,248,153,117,270,145,138,280,168,121,287,4056,4050,8103,3926,3920,7843,4093,4039,8125
505011081,14,10,6,19,20,16,36,4,5,14,6,10,15,10,19,38,3,0,4,0,3,4,0,0,0,7,8,15,8,10,18,13,18,35,12,6,16,9,3,14,7,3,10,0,0,0,0,0,0,0,0,0,17,25,33,17,17,30,23,29,61,4,12,17,15,15,31,9,12,19,0,5,5,0,0,0,0,0,0,5,8,13,8,13,21,5,14,15,0,0,0,0,0,0,0,0,0,3,5,5,9,0,15,5,6,5,13,19,27,22,22,43,16,18,31,107,143,246,127,132,258,114,136,255,183,154,332,166,134,302,146,99,241,4175,4191,8367,4151,4035,8184,4295,4333,8626
505011082,4,3,3,7,9,5,11,6,6,9,12,13,19,11,21,35,7,5,9,8,0,10,4,5,10,7,5,12,3,5,6,0,5,7,0,4,7,11,3,17,4,0,4,0,0,3,4,3,3,3,0,9,19,11,30,13,20,32,13,10,21,0,6,5,3,12,10,0,3,3,0,0,0,0,3,3,0,6,11,0,3,3,0,0,5,0,4,3,0,0,0,0,0,0,3,0,4,0,5,7,0,4,8,0,8,8,9,8,19,9,15,31,15,9,26,97,126,222,70,113,183,100,115,209,216,237,452,195,173,371,165,123,289,4665,4875,9535,4700,4919,9620,4994,5197,10193
505011083,12,18,26,44,32,39,72,6,3,10,7,9,9,3,6,16,0,3,3,4,0,4,0,0,0,0,4,4,3,5,4,0,4,4,5,6,13,3,6,7,4,3,6,0,0,0,3,4,4,0,0,0,12,19,35,8,11,19,18,14,30,4,5,3,4,5,12,3,4,7,4,0,4,3,4,8,0,4,7,3,4,7,6,9,20,8,8,16,0,0,0,0,3,7,4,3,4,0,0,0,0,0,0,0,0,0,4,9,15,10,21,33,15,13,30,78,97,176,131,129,261,146,158,304,123,93,211,113,85,199,95,81,181,4493,4714,9203,4578,4704,9281,4659,4923,9579
505021084,39,37,34,73,33,38,74,5,12,20,28,23,52,45,56,99,70,24,94,102,56,154,58,54,118,11,13,24,11,23,31,13,31,43,28,32,61,30,42,74,35,51,90,0,0,0,8,4,17,10,10,26,31,42,74,31,51,84,47,61,104,20,26,44,30,42,71,28,32,56,14,6,16,4,0,5,7,6,13,14,25,40,21,45,67,22,43,65,0,4,4,3,7,8,8,9,15,4,6,10,34,17,47,37,9,47,76,93,165,99,95,196,101,114,211,277,305,579,298,312,610,296,349,645,364,300,662,474,537,1005,364,338,699,7371,7600,14974,7529,7832,15361,7743,8279,16025
505021085,114,83,69,155,74,73,151,18,25,35,28,29,62,61,62,121,74,28,99,231,151,378,316,243,562,8,7,15,8,17,22,14,23,39,73,76,146,58,73,134,71,69,138,9,5,12,31,22,54,49,28,73,63,70,131,49,78,130,74,71,142,69,78,144,87,98,184,104,122,223,18,24,41,28,22,54,15,22,37,17,35,51,27,59,91,29,72,103,23,17,41,31,31,64,30,23,50,28,20,50,94,59,154,169,67,238,471,491,964,622,646,1263,694,742,1435,1575,1466,3038,2059,1913,3970,2016,2060,4075,829,803,1633,850,783,1630,961,882,1843,9039,8998,18044,10235,9815,20049,10621,10412,21032
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,34,44,50,96,60,54,115,42,38,76,57,52,107,95,109,207,20,11,29,17,17,37,16,12,25,12,12,23,14,13,27,19,34,59,26,22,52,26,24,45,45,39,85,16,14,32,8,7,20,14,14,31,34,33,66,37,52,89,71,103,170,5,10,14,7,21,23,12,35,40,6,11,21,16,15,34,20,15,33,9,10,18,16,28,42,23,31,51,4,3,9,3,0,8,0,6,11,5,5,15,8,8,19,6,3,10,15,30,49,26,37,61,22,32,58,177,207,386,215,258,469,255,301,558,517,477,991,611,653,1267,519,486,1006,7308,7909,15219,7830,8732,16555,8734,9735,18468
505021089,43,26,30,52,31,42,76,13,3,15,17,28,40,42,43,87,0,0,0,6,5,11,4,4,6,11,27,38,30,42,71,19,37,57,15,15,29,12,17,26,17,16,34,3,6,13,6,4,10,8,14,19,34,35,72,47,53,102,54,80,129,13,10,25,4,17,14,6,16,20,8,9,12,7,9,14,10,13,23,11,19,30,3,24,29,0,19,21,3,4,13,5,8,11,4,5,13,3,0,3,6,3,11,9,7,15,28,40,66,32,38,73,26,48,72,179,202,385,189,252,436,205,282,479,315,322,638,425,440,862,333,331,662,9134,9791,18929,9784,10513,20303,10871,11736,22602
505021090,87,89,92,181,96,91,182,35,37,70,72,79,153,96,104,199,76,39,113,251,178,428,372,306,684,7,11,19,12,21,34,21,32,57,58,53,111,44,53,100,64,68,134,7,10,14,18,21,43,49,35,75,62,67,127,78,76,155,98,99,195,51,70,125,119,141,256,101,125,226,16,16,41,24,20,44,34,24,54,23,44,69,37,61,106,40,81,121,4,7,8,26,10,36,22,21,35,32,19,53,114,58,172,192,108,302,228,242,469,275,333,609,328,381,709,752,793,1552,863,895,1750,912,1028,1942,594,519,1120,767,704,1469,751,731,1486,7476,7579,15059,8897,8873,17769,9719,10097,19818
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,0,23,15,34,3,0,6,11,5,12,112,109,219
505021092,24,13,12,25,21,19,43,75,89,164,208,193,407,190,212,404,4,0,4,9,0,12,4,0,6,6,8,20,10,20,30,28,34,61,13,12,22,12,9,18,15,12,28,0,0,3,3,4,10,10,9,15,27,28,56,58,68,125,84,116,203,3,6,9,9,5,16,4,15,20,0,5,5,4,0,8,5,4,11,4,15,25,4,15,22,6,17,23,4,12,13,3,3,8,8,9,14,0,0,0,3,0,3,5,0,6,5,8,10,5,12,14,5,23,31,169,199,367,183,223,408,202,262,466,948,634,1584,642,597,1231,595,489,1088,7291,6980,14275,7633,7788,15423,8533,9017,17552
505021093,64,53,53,104,52,63,112,7,10,22,22,28,48,41,50,91,45,29,74,49,33,88,64,58,127,7,21,26,6,20,33,7,10,19,25,16,42,34,15,50,28,18,48,10,9,25,11,11,22,17,25,45,40,40,77,51,59,111,85,89,168,22,33,51,17,17,37,26,23,44,19,15,32,14,14,27,13,10,30,13,13,22,4,23,28,9,29,40,10,4,17,14,11,22,14,19,31,30,13,38,41,26,64,41,48,92,88,69,160,112,113,223,102,127,233,271,311,584,317,330,644,448,488,939,462,328,789,369,353,720,329,282,611,6617,6586,13197,6822,6929,13747,7144,7478,14620
505021094,6,4,9,9,5,3,12,4,3,7,22,13,36,12,9,22,0,0,0,0,0,0,0,0,0,5,6,13,0,3,4,8,4,10,0,5,7,5,0,8,4,10,19,0,0,0,0,0,0,0,0,0,13,8,17,10,16,28,11,20,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,4,4,5,11,0,4,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,6,14,5,13,12,3,3,11,53,81,132,63,94,163,83,98,179,188,152,343,185,160,344,144,123,271,3395,3534,6928,3658,3870,7522,3877,4087,7965
505021095,70,57,55,108,43,39,80,9,8,16,29,32,56,49,66,111,47,28,75,90,64,150,60,57,117,17,16,29,8,15,26,11,17,31,62,61,129,43,46,84,51,61,111,20,12,33,20,11,32,24,23,44,29,32,56,42,43,86,55,63,115,38,35,75,18,30,48,17,34,46,14,18,34,14,20,33,14,14,23,10,21,32,14,25,38,19,29,44,4,0,8,3,3,6,12,4,12,20,18,33,29,25,57,48,28,67,102,123,223,86,114,199,76,105,180,341,341,675,284,332,620,378,430,806,477,375,849,382,441,818,371,347,715,5380,5892,11267,5545,6348,11894,6087,6732,12820
505021096,29,25,32,57,50,42,90,11,9,19,13,18,30,35,32,62,18,7,23,9,9,16,16,18,35,8,13,17,12,20,31,13,30,45,8,13,21,9,18,24,9,8,14,14,17,33,13,12,26,28,37,66,23,16,39,28,43,72,51,51,96,3,8,13,6,9,19,4,10,14,18,13,37,26,20,44,14,20,34,0,8,14,3,11,12,9,23,28,0,0,0,0,0,0,0,0,0,11,10,23,9,16,32,6,11,16,13,14,27,32,25,58,28,31,62,173,235,407,193,236,425,223,260,483,143,109,254,266,249,513,227,177,398,6281,6322,12600,6911,7041,13945,7454,7591,15044
505021097,52,43,41,86,49,50,96,20,17,37,24,24,50,40,45,88,67,30,101,42,32,78,59,47,111,14,12,26,14,21,35,13,35,48,41,33,74,31,46,73,43,44,91,22,14,39,23,24,46,32,30,61,44,48,92,59,47,105,76,92,162,17,18,34,8,15,26,16,22,30,14,14,26,13,11,24,14,16,24,11,25,32,3,30,33,13,32,52,6,9,13,9,10,23,8,12,20,20,12,32,29,19,49,25,12,39,116,123,243,138,162,299,145,179,326,372,388,754,382,405,784,390,399,785,402,311,714,487,640,1131,356,331,694,7186,7634,14824,7472,8248,15714,8118,8950,17066
505021301,65,40,43,84,54,39,93,6,8,13,12,18,29,14,16,26,6,9,18,19,19,38,26,24,48,8,11,17,9,6,15,4,9,18,51,43,96,40,50,87,50,56,97,3,5,9,0,0,6,10,7,17,11,33,45,12,23,39,19,29,47,5,11,20,19,24,44,15,21,46,9,15,21,10,12,26,14,15,26,3,18,23,11,18,26,9,13,23,11,8,17,20,14,32,15,17,28,8,21,26,17,19,37,41,21,67,401,437,844,425,484,908,418,486,905,220,211,435,301,305,605,272,328,595,187,166,353,212,229,444,185,171,360,5548,5916,11466,5713,5956,11668,5846,6078,11927
505021302,58,37,42,80,32,28,62,10,10,21,7,13,23,13,16,31,43,31,65,59,48,103,41,46,82,6,14,20,13,24,34,15,18,34,42,57,101,42,41,84,50,64,115,12,8,16,15,15,30,11,20,31,33,43,72,33,39,72,38,56,94,34,53,88,36,54,88,20,38,59,19,15,33,28,31,63,17,24,46,21,31,50,19,27,45,19,30,50,22,20,46,18,10,31,20,12,29,4,6,11,72,34,105,87,58,147,139,142,287,166,168,332,176,198,377,296,343,641,363,352,712,286,360,646,308,256,564,321,342,663,316,295,615,5598,6045,11641,6004,6459,12465,6186,6799,12985
505031098,33,14,16,26,30,30,63,10,9,15,6,9,16,11,9,19,3,8,10,30,25,56,22,11,38,5,6,10,3,9,17,4,12,14,90,91,185,77,74,154,67,67,134,3,4,16,9,9,11,7,6,12,31,47,78,25,35,59,18,33,47,25,24,51,31,41,72,20,38,58,15,18,30,22,25,48,21,19,38,4,14,17,18,16,40,15,22,35,0,0,0,0,0,0,3,7,11,3,9,13,9,8,22,29,12,41,475,458,931,511,541,1053,545,593,1144,583,538,1118,913,790,1705,930,869,1794,300,273,576,313,307,617,287,297,588,5839,5757,11593,6100,5881,11976,5853,5830,11687
505031099,21,18,17,39,24,27,47,20,18,31,27,30,56,13,30,43,7,4,15,42,32,71,54,49,100,3,17,17,9,20,36,14,29,48,0,3,3,4,6,10,4,9,11,0,3,4,3,0,7,0,5,10,50,55,109,44,73,114,51,52,109,27,18,44,35,58,98,68,91,156,8,9,17,11,12,20,12,15,22,14,28,43,25,46,65,23,52,74,0,3,5,3,0,3,0,5,3,11,5,14,12,8,17,17,18,34,12,16,28,18,27,44,35,37,72,436,469,902,683,767,1451,669,784,1456,629,622,1249,968,994,1957,710,618,1332,9326,9898,19226,11359,12082,23440,11424,12266,23679
505031100,43,17,18,28,20,19,39,0,4,3,7,12,20,20,18,41,23,27,55,82,66,150,114,97,216,6,10,14,10,12,22,9,19,27,8,10,23,20,16,32,14,11,26,4,4,3,21,14,36,14,10,21,21,29,43,24,33,64,31,39,70,20,33,47,90,105,194,103,122,225,4,14,14,20,20,40,20,24,45,0,8,11,6,19,25,15,37,51,0,0,0,0,0,0,7,4,11,5,4,9,10,21,33,15,12,26,15,20,32,37,61,98,62,91,153,248,281,530,490,548,1041,508,624,1133,267,186,457,432,364,793,392,278,670,5523,5809,11333,8149,8470,16618,9076,9567,18641
505031101,37,17,24,48,26,35,58,3,4,13,11,19,31,20,22,39,18,13,24,75,67,141,102,89,195,15,11,30,16,32,49,24,29,58,9,12,25,12,12,28,16,9,26,4,0,3,0,3,4,9,3,14,44,48,82,46,50,93,47,62,108,25,23,47,56,65,117,61,57,116,10,13,25,10,8,21,12,13,25,9,25,33,6,34,38,9,40,50,0,0,4,0,0,0,3,3,3,14,5,21,8,15,24,19,17,31,15,27,42,49,47,94,55,63,108,434,448,889,466,514,975,471,543,1006,494,406,898,407,397,800,389,330,722,5834,5856,11691,6395,6569,12968,6831,7070,13904
505031102,39,30,12,37,21,19,38,5,5,9,10,8,13,3,8,11,12,4,15,12,8,23,30,21,53,0,3,3,4,3,8,3,0,7,21,23,41,21,21,42,25,26,53,0,0,3,3,5,9,6,3,11,25,27,56,16,20,39,26,29,50,33,35,70,57,61,123,66,59,123,18,12,33,17,11,29,11,12,23,6,9,11,9,14,18,8,18,25,0,0,0,0,0,0,5,5,5,6,6,8,23,13,35,21,10,31,287,308,595,365,401,765,366,397,766,552,574,1130,734,691,1419,673,699,1375,296,217,512,259,243,503,288,258,551,4216,4117,8332,4434,4330,8759,4471,4432,8897
505031104,13,18,21,39,24,24,48,4,4,9,3,3,8,11,14,20,13,0,15,11,3,10,13,11,20,5,5,7,6,6,14,7,9,16,54,48,103,48,41,90,35,32,64,4,4,8,4,6,12,3,4,8,36,43,79,41,48,82,28,40,67,20,20,43,32,47,79,33,46,79,6,7,14,4,7,12,5,10,13,7,15,29,17,32,43,11,33,42,0,0,0,0,0,0,0,3,4,4,3,12,0,4,6,7,0,8,570,608,1179,593,626,1218,565,619,1186,392,442,832,442,455,899,411,455,867,208,193,399,280,284,560,287,308,594,5105,5413,10517,5197,5391,10587,5165,5322,10483
505031105,7,6,5,13,14,8,22,12,23,36,14,16,32,33,45,75,9,6,13,13,10,27,11,14,26,3,3,7,12,13,25,10,17,26,10,14,27,8,3,12,8,8,16,0,0,0,0,0,0,0,0,5,33,35,62,49,50,99,42,43,84,6,10,19,4,18,26,8,22,27,0,0,0,0,0,0,0,0,0,3,19,21,13,37,43,13,28,39,10,0,11,3,0,5,5,0,7,0,0,0,4,3,9,6,5,8,18,22,42,12,19,34,13,24,39,362,405,772,493,519,1008,497,541,1036,438,378,810,472,500,976,504,368,869,8643,8862,17507,9357,9425,18780,10287,10474,20764
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,6
