POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6152,9847,10589,20435,296,321,613,53,36,79,70,65,127,41,34,72,14,8,26,1465,1581,3044,0,0,4,10,9,20,3,4,9,0,4,4,1657,1743,3398,135,128,261,56,61,121,2142,2248,4392,575,557,1134,12572,13399,25967
POA6153,8286,9021,17307,317,316,634,29,41,70,47,41,91,6,18,22,13,10,24,1017,1132,2147,0,0,3,5,0,3,3,0,8,0,0,0,1122,1247,2374,135,137,271,21,11,37,1595,1718,3312,324,320,645,10208,11052,21264
POA6154,4284,4615,8904,126,144,268,10,11,23,5,19,26,3,6,12,0,4,0,395,466,863,0,0,0,0,4,3,0,0,0,0,0,0,426,507,932,48,58,107,9,11,17,612,713,1327,146,163,306,5049,5493,10534
POA6155,22045,22977,45028,474,498,976,54,60,111,97,78,177,38,48,86,26,23,53,1908,1928,3834,8,4,9,19,15,34,11,6,25,5,4,15,2158,2175,4328,243,272,516,36,24,61,2914,2965,5878,1737,708,2448,26695,26656,53348
POA6156,6962,7872,14831,189,237,424,21,17,39,29,37,61,23,17,47,0,5,4,768,900,1668,0,0,0,4,9,10,0,3,3,0,0,0,845,986,1829,87,73,155,18,25,42,1132,1329,2458,397,368,767,8495,9562,18057
POA6157,5521,6285,11804,180,216,396,29,31,56,21,30,52,8,22,26,9,12,16,610,687,1298,0,4,3,10,0,10,0,0,8,0,0,0,689,786,1477,47,55,104,18,21,40,927,1082,2010,312,306,611,6762,7665,14429
POA6158,3026,3293,6308,94,103,198,16,25,39,17,29,45,10,6,17,4,0,6,303,373,676,0,0,3,0,7,7,3,0,5,0,0,0,350,437,790,35,48,85,9,13,22,488,603,1092,167,171,338,3682,4068,7746
POA6159,1384,1526,2911,71,83,152,20,17,37,14,21,27,9,3,8,0,0,0,187,233,427,5,0,5,5,0,10,0,0,0,0,0,0,234,276,505,38,29,65,11,8,17,350,389,737,123,132,251,1850,2051,3903
POA6160,3195,3342,6534,165,186,354,56,46,103,45,48,89,29,42,69,10,9,25,459,519,983,4,9,12,3,8,13,5,6,15,0,0,0,621,690,1304,87,88,177,23,20,42,892,984,1875,450,311,764,4536,4638,9178
POA6161,50,30,74,3,4,5,6,4,11,5,3,5,4,4,9,0,0,0,18,19,38,0,0,0,0,0,0,0,0,0,0,0,0,27,32,60,5,0,7,0,0,0,31,35,72,12,9,19,91,71,166
POA6162,4702,4976,9683,109,160,261,24,24,56,33,45,73,19,24,46,4,6,11,507,551,1057,3,0,4,5,6,13,8,0,13,0,0,0,602,664,1266,49,48,95,8,18,27,767,887,1654,313,271,588,5786,6141,11927
POA6163,21241,22580,43814,468,515,983,105,93,195,110,94,199,64,65,121,28,21,41,2557,2890,5449,13,13,20,7,12,19,6,9,15,0,0,0,2877,3192,6066,169,182,350,89,77,160,3603,3957,7562,1466,1247,2717,26307,27787,54096
POA6164,26395,27068,53467,635,703,1336,87,78,159,92,93,184,44,60,104,28,29,52,3278,3524,6804,23,14,32,22,20,41,17,16,29,0,0,0,3584,3821,7406,217,228,444,72,65,144,4515,4820,9333,1289,1034,2322,32193,32921,65120
POA6165,25,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,9,4,14,0,3,3,36,25,64
POA6166,4467,4502,8969,49,67,118,15,17,29,21,20,38,14,17,27,7,0,3,406,474,885,4,0,3,0,0,0,0,0,0,0,0,0,456,527,985,14,22,36,14,6,22,535,620,1155,298,248,548,5299,5368,10674
POA6167,10880,10958,21841,271,283,552,38,35,74,25,22,49,34,27,53,5,3,11,1205,1308,2512,6,12,22,17,17,33,0,0,0,0,0,0,1334,1421,2754,67,71,134,41,33,77,1714,1807,3520,2054,682,2732,14646,13447,28094
POA6168,9283,9656,18944,268,269,536,84,74,156,126,83,213,67,60,123,22,27,50,1082,1165,2247,8,12,21,24,20,46,3,12,15,0,0,0,1412,1452,2865,85,97,171,42,32,72,1807,1842,3646,1267,861,2125,12356,12361,24714
POA6169,14161,14664,28832,263,266,528,63,44,110,51,54,108,53,51,102,24,19,48,1400,1558,2964,4,11,14,10,4,19,4,4,7,0,0,0,1618,1752,3368,83,73,154,68,55,117,2034,2144,4172,1074,852,1927,17269,17661,34930
POA6170,6828,7024,13848,195,207,402,34,23,62,41,36,78,18,19,36,6,14,21,786,822,1610,7,4,17,11,16,23,4,0,3,0,0,0,906,938,1842,53,58,115,20,20,40,1176,1221,2398,436,308,747,8437,8554,16999
POA6171,14330,15203,29530,611,669,1277,97,86,184,91,74,168,69,88,157,19,29,52,1617,1884,3497,11,8,19,21,21,39,10,8,12,0,0,0,1928,2194,4132,107,117,222,35,46,78,2685,3032,5711,1065,761,1827,18074,18994,37066
POA6172,5376,5596,10975,146,144,297,29,20,50,27,8,41,23,25,42,9,8,12,511,569,1082,5,14,17,0,0,0,6,0,6,0,0,0,609,648,1256,41,37,73,16,20,34,807,848,1656,409,278,684,6595,6725,13318
POA6173,5070,5052,10119,256,334,592,48,48,94,28,23,48,34,38,65,8,3,11,417,419,840,0,8,10,3,6,11,5,3,5,0,0,0,540,552,1094,41,36,81,16,13,25,849,937,1788,280,154,432,6198,6137,12338
POA6174,2214,2257,4472,97,113,213,14,17,28,10,11,25,10,8,16,12,5,12,214,262,482,5,5,12,3,0,3,3,0,0,0,0,0,268,308,579,13,14,21,3,4,3,378,439,818,171,124,293,2766,2822,5592
POA6175,1612,1672,3287,72,84,154,7,4,6,5,7,18,0,5,3,0,0,0,153,165,317,0,0,0,0,6,10,3,0,3,0,0,0,177,183,358,3,10,11,8,0,12,257,276,530,89,57,151,1960,2011,3970
POA6176,787,836,1628,9,5,15,0,3,3,3,4,6,8,5,14,0,0,0,112,151,262,0,0,0,3,0,9,3,0,3,0,0,0,129,167,292,6,6,14,4,6,7,148,182,327,63,38,101,1001,1058,2058
POA6180,2596,2800,5391,110,152,261,12,11,22,10,8,14,18,4,22,4,3,13,277,330,605,0,0,0,0,0,4,0,3,4,4,0,3,316,368,683,6,10,18,15,11,31,448,540,994,167,121,286,3215,3457,6675
POA6181,199,214,413,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,19,38,0,0,0,0,0,0,0,0,0,0,0,0,16,19,38,0,0,0,0,0,3,22,26,48,7,5,11,229,241,469
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,466,457,923,5,10,18,0,0,3,0,0,0,3,0,3,0,0,0,84,86,165,0,0,0,0,0,0,0,0,0,0,0,0,80,82,171,0,0,0,0,0,0,91,97,185,57,66,123,610,620,1228
POA6208,4922,5150,10074,203,224,427,17,9,26,11,14,22,8,11,22,8,6,10,559,603,1169,3,5,7,4,7,12,0,0,0,0,0,0,610,656,1265,12,19,28,20,18,39,851,914,1761,525,464,991,6296,6530,12824
POA6209,825,760,1586,13,18,27,0,0,0,4,0,5,0,3,3,0,0,0,68,90,158,0,0,0,0,0,3,0,0,0,0,0,0,76,96,178,6,9,17,0,4,6,95,123,219,110,77,191,1041,954,1997
POA6210,27917,30843,58758,1044,1174,2218,130,115,245,85,106,191,129,157,283,34,35,65,3296,3797,7091,23,32,57,30,31,61,9,7,20,5,6,3,3740,4280,8018,197,218,422,91,121,212,5075,5797,10866,2500,2187,4692,35494,38831,74320
POA6211,3335,3403,6737,118,109,225,18,21,38,14,13,23,10,20,29,6,5,9,434,439,878,0,4,7,3,5,16,0,0,0,0,0,0,486,510,996,24,28,45,11,7,17,629,649,1282,242,159,396,4211,4208,8424
POA6213,257,250,514,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,27,27,55,0,0,0,0,0,0,0,0,0,0,0,0,27,29,53,3,0,3,0,0,0,32,39,72,35,35,67,321,325,649
POA6214,286,263,550,9,14,20,0,0,0,0,0,0,0,0,0,0,0,0,22,24,51,0,0,0,0,0,0,0,0,0,0,0,0,25,27,55,0,0,0,3,0,4,37,41,79,31,17,49,354,313,675
POA6215,1645,1677,3323,59,69,130,3,0,7,9,11,19,7,3,5,0,0,0,166,176,340,0,0,0,0,0,0,0,0,0,0,0,0,188,189,377,3,4,12,5,0,6,256,267,517,200,162,360,2098,2100,4199
POA6218,235,215,453,7,12,21,0,0,0,0,0,0,0,0,0,0,0,0,16,13,24,0,0,0,0,0,0,0,0,0,0,0,0,15,13,30,0,0,0,4,0,4,27,26,50,15,18,27,277,257,531
POA6219,250,241,491,9,8,19,0,0,0,0,0,0,0,0,4,0,5,8,22,22,46,0,0,5,0,0,0,0,0,0,0,0,0,22,33,56,0,0,0,0,0,0,37,40,73,21,17,31,298,299,595
POA6220,1764,1701,3465,114,122,232,0,0,0,5,0,3,5,10,11,0,0,0,109,113,224,0,0,0,0,0,0,0,0,0,0,0,0,124,128,250,16,34,52,12,8,18,263,289,554,149,146,293,2180,2133,4307
POA6221,112,123,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,24,0,0,0,0,0,0,0,0,0,0,0,0,17,12,30,0,0,0,0,0,0,14,13,37,17,8,27,147,141,293
POA6223,64,68,131,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,10,9,16,6,0,7,81,76,158
POA6224,488,461,946,17,19,35,0,0,0,3,3,4,0,0,0,0,0,0,45,57,107,0,0,0,0,0,0,0,0,0,0,0,0,55,66,116,0,0,3,0,0,0,68,86,158,79,62,137,635,607,1241
POA6225,3676,3569,7241,261,272,539,4,5,9,0,5,3,10,4,10,4,5,8,237,243,483,4,0,3,3,4,5,0,0,0,0,0,0,260,269,525,16,18,36,19,13,32,557,572,1126,362,331,697,4596,4466,9066
POA6226,413,366,785,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,35,45,83,0,0,0,0,0,0,0,0,0,0,0,0,35,45,83,0,3,0,0,0,0,43,51,97,32,16,52,494,434,930
POA6227,329,343,671,4,0,7,0,0,3,0,0,0,0,0,0,0,0,0,34,27,63,0,0,0,0,0,0,0,0,0,0,0,0,35,31,64,0,0,0,4,0,5,38,36,77,20,11,37,386,390,779
POA6228,66,59,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,8,7,5,0,12,79,63,139
POA6229,70,51,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,24,0,0,0,0,0,0,0,0,0,0,0,0,18,11,27,0,0,0,0,0,0,18,11,27,14,14,28,105,78,174
POA6230,16634,17806,34437,722,828,1548,59,54,111,56,54,107,77,71,145,21,18,40,2146,2373,4525,15,18,34,31,30,64,4,7,18,0,0,0,2415,2623,5043,122,129,252,65,68,135,3328,3652,6977,1855,1212,3063,21813,22667,44480
POA6232,4429,4633,9070,169,155,327,4,14,22,12,15,29,13,16,27,4,3,8,490,569,1059,0,0,3,4,0,4,0,0,0,0,0,0,529,623,1152,19,23,37,11,9,22,731,807,1543,363,286,647,5522,5731,11257
POA6233,8146,8381,16527,428,447,872,17,27,43,19,17,33,17,23,37,3,9,14,739,831,1566,13,8,22,9,6,16,5,3,7,0,0,0,818,921,1737,49,37,82,22,15,38,1311,1423,2735,539,386,930,10002,10190,20190
POA6236,937,901,1838,23,10,36,0,0,0,0,0,0,0,0,0,0,0,0,81,75,159,0,0,6,0,0,0,0,0,0,0,0,0,87,80,170,3,0,3,3,0,7,115,100,212,78,73,149,1126,1075,2196
POA6237,1064,1112,2172,17,12,34,0,6,8,3,7,11,0,0,0,0,0,0,115,108,226,0,0,3,0,0,0,0,0,0,0,0,0,121,126,243,5,0,3,4,4,10,149,147,292,97,76,167,1307,1327,2639
POA6239,1806,1873,3678,108,119,228,4,0,4,4,7,10,5,4,7,0,0,0,154,194,347,0,0,3,0,4,5,0,0,0,0,0,0,168,208,376,4,9,14,10,0,14,289,335,628,170,142,310,2261,2354,4614
POA6240,68,71,142,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,0,0,0,0,0,0,9,8,16,4,6,9,80,85,163
POA6243,33,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,7,6,12,3,0,6,39,41,81
POA6244,606,617,1222,26,39,73,0,0,0,0,0,0,0,0,5,0,0,0,36,36,72,0,0,0,0,0,0,0,0,0,0,0,0,37,37,73,0,0,6,0,4,10,71,84,152,91,85,174,766,786,1556
POA6251,136,129,260,13,8,14,0,0,0,0,0,0,0,0,0,0,0,0,6,15,23,0,0,0,0,0,0,0,0,0,0,0,0,6,15,23,0,0,0,0,0,0,17,22,43,11,6,12,161,151,310
POA6252,58,52,114,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,3,19,10,28,8,3,7,79,65,142
POA6253,264,278,551,9,6,11,3,0,6,0,3,3,0,0,0,0,0,0,19,20,34,0,0,0,0,0,0,0,0,0,0,0,0,17,25,43,0,0,0,0,0,0,29,31,60,29,17,49,325,325,652
POA6254,222,203,425,10,13,22,0,0,0,0,0,0,6,0,4,0,0,0,18,13,25,0,0,0,0,0,0,0,0,0,0,0,0,20,10,32,0,0,0,0,0,0,29,22,53,36,24,62,291,248,538
POA6255,1613,1677,3288,138,155,290,0,3,9,11,12,21,8,3,11,0,0,0,173,224,400,0,0,3,4,3,3,0,0,0,0,0,0,192,250,441,4,10,11,10,3,15,340,415,759,166,154,320,2119,2247,4370
POA6256,171,154,319,10,7,19,3,0,5,0,0,0,0,0,0,3,3,5,18,14,34,0,0,0,0,0,0,0,0,0,0,0,0,22,16,43,0,0,0,0,0,0,38,26,60,30,12,43,234,190,427
POA6258,2615,2587,5206,130,156,291,7,7,15,10,6,13,4,6,11,0,0,0,174,200,373,0,4,3,0,0,6,0,0,0,0,0,0,197,224,424,25,7,32,11,6,15,369,394,764,238,217,456,3227,3198,6425
POA6260,545,511,1060,39,34,71,0,0,6,0,0,0,3,9,8,0,0,0,25,32,64,0,0,0,0,0,3,0,0,0,0,0,0,33,45,73,3,8,7,0,0,0,73,85,154,76,88,171,695,685,1378
POA6262,287,283,572,12,19,32,0,0,0,0,0,0,0,0,0,0,0,0,19,14,34,0,0,0,0,0,0,0,0,0,0,0,0,22,14,36,0,0,0,0,0,0,32,34,74,46,39,84,374,365,736
POA6271,1354,1450,2802,59,55,111,0,0,0,0,3,3,0,0,0,0,0,0,121,134,261,4,3,6,0,5,5,0,0,0,0,0,0,125,142,270,8,4,9,4,0,5,188,209,400,117,102,220,1662,1760,3424
POA6275,586,550,1133,11,14,26,0,0,0,0,0,0,0,0,0,0,4,0,63,67,136,5,0,4,0,0,0,0,0,0,0,0,0,66,77,148,0,0,3,0,0,0,80,94,176,98,89,184,769,736,1496
POA6280,11456,12436,23887,697,757,1447,33,38,68,38,37,76,35,40,76,15,18,29,1277,1430,2706,12,9,22,8,11,22,0,0,0,0,0,0,1422,1582,3009,73,78,149,48,35,84,2241,2450,4690,910,811,1721,14607,15695,30308
POA6281,3200,3282,6486,301,336,639,12,9,22,18,20,36,15,12,23,0,0,0,264,286,554,0,0,0,5,0,6,0,0,0,0,0,0,308,330,643,29,36,61,10,4,16,653,707,1357,336,279,615,4187,4271,8461
POA6282,608,567,1174,60,38,98,3,3,7,4,3,10,0,3,6,0,0,0,47,47,94,0,0,0,0,0,4,0,0,0,0,0,0,55,61,116,4,5,5,0,0,0,119,100,219,52,61,111,781,731,1509
POA6284,1045,1017,2063,53,78,133,11,15,31,11,9,12,5,4,13,0,0,0,126,136,257,0,3,4,0,0,0,0,0,0,0,0,0,154,164,314,12,10,13,0,0,0,215,249,466,160,149,308,1423,1415,2837
POA6285,3906,4063,7962,343,349,688,30,35,62,32,25,58,20,14,29,4,9,10,321,356,677,6,3,11,5,4,10,0,0,0,3,5,5,417,443,855,94,48,146,12,19,31,869,861,1726,466,358,823,5233,5277,10514
POA6286,332,294,624,8,9,18,0,0,0,0,0,0,0,0,0,0,0,4,43,49,90,0,0,0,0,0,0,0,0,0,0,0,0,46,53,99,5,3,11,0,5,3,62,74,133,36,32,70,430,399,834
POA6288,241,246,485,14,5,17,0,0,0,0,3,4,4,0,8,0,0,0,25,18,44,0,0,0,0,0,0,0,0,0,0,0,0,30,24,54,0,0,0,0,0,6,41,35,73,22,16,42,308,296,601
POA6290,673,720,1392,62,61,124,0,0,0,0,0,0,0,0,0,0,0,0,69,64,137,4,0,3,0,0,0,0,0,0,4,0,7,73,71,148,0,0,0,0,0,5,140,131,273,83,79,161,890,928,1824
POA6302,1358,1380,2742,67,94,166,4,3,7,4,3,8,0,0,0,0,0,0,109,101,208,0,0,0,0,0,7,0,0,0,0,0,0,118,109,233,5,0,4,3,0,3,201,210,407,174,143,319,1732,1739,3471
POA6304,651,647,1297,19,23,42,3,3,5,0,0,0,0,0,0,0,0,0,45,44,92,0,0,0,3,0,4,0,0,0,0,0,0,53,48,100,0,0,0,0,0,0,75,71,147,108,98,209,838,814,1648
POA6306,388,371,765,11,18,30,0,0,0,4,0,3,0,0,0,0,0,0,26,30,57,0,0,0,0,0,0,0,0,0,0,0,0,31,29,65,0,0,0,0,0,0,45,52,97,55,50,107,490,477,963
POA6308,630,578,1210,30,36,69,0,0,5,0,0,0,0,0,5,0,0,0,57,45,99,0,0,0,4,0,3,0,0,0,0,0,0,65,44,111,0,0,3,0,0,0,94,83,178,85,73,161,807,739,1550
POA6309,135,109,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,5,8,14,12,19,26,158,132,289
POA6311,262,242,495,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,19,21,43,0,0,0,0,0,0,0,0,0,0,0,0,19,21,43,0,6,6,0,0,0,24,26,52,26,23,52,314,292,601
POA6312,1628,1726,3352,124,136,253,0,3,3,7,3,14,5,0,5,0,0,0,159,172,334,0,0,0,3,3,5,0,0,0,0,0,0,185,194,375,27,13,37,0,3,4,331,336,670,272,229,497,2229,2291,4521
POA6313,108,104,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,3,11,16,9,6,17,119,127,243
POA6315,730,691,1414,45,56,104,0,0,0,0,0,5,0,0,0,0,0,3,51,60,111,0,0,0,0,0,0,0,0,0,0,0,0,52,68,122,0,5,5,0,0,3,102,124,229,103,115,217,935,926,1855
POA6316,166,149,316,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,15,13,24,0,0,0,0,0,0,0,0,0,0,0,0,15,13,24,0,0,0,0,0,0,19,17,38,17,15,32,206,184,392
POA6317,1567,1499,3064,120,131,254,3,0,7,0,0,4,0,6,9,3,0,5,93,101,196,4,0,0,0,0,0,0,0,0,0,0,0,104,113,219,31,8,36,0,4,4,258,262,521,239,198,443,2068,1964,4025
POA6318,194,183,376,8,13,18,0,0,0,0,0,0,0,0,0,0,0,0,11,20,32,0,0,0,0,0,0,0,0,0,0,0,0,11,20,32,0,0,0,0,0,3,26,30,58,24,35,56,247,246,487
POA6320,227,224,453,7,7,20,0,0,0,0,0,0,0,0,0,0,0,0,10,11,19,0,0,0,0,0,0,0,0,0,0,0,0,14,5,18,0,0,0,0,0,0,23,17,36,25,31,63,278,273,547
POA6321,198,196,392,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,10,16,29,0,0,0,0,0,0,0,0,0,0,0,0,10,16,29,0,0,0,0,0,0,19,24,44,31,30,60,248,250,499
POA6322,99,97,198,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,7,8,16,7,13,25,110,118,231
POA6323,440,398,841,17,18,33,0,0,0,0,0,3,0,0,0,0,4,0,30,35,65,0,0,0,0,0,0,0,0,0,0,0,0,31,36,70,0,0,0,0,0,0,49,59,102,62,44,108,554,500,1054
POA6324,1433,1409,2848,67,78,149,0,0,0,0,8,9,0,4,0,4,0,4,93,102,195,0,0,0,0,0,4,0,0,0,0,0,0,102,111,209,6,3,8,3,4,8,178,197,376,278,197,478,1891,1808,3695
POA6326,212,198,409,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,16,21,35,0,0,0,0,0,0,0,0,0,0,0,0,15,21,40,0,0,0,0,5,5,23,26,51,31,31,62,267,251,514
POA6327,104,90,190,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,13,26,0,0,0,0,0,0,0,0,0,0,0,0,12,12,25,0,0,3,0,0,0,16,18,37,27,8,38,146,120,262
POA6328,183,159,338,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,21,20,39,0,0,0,0,0,4,0,0,0,0,0,0,24,18,38,0,5,5,0,0,4,27,31,57,20,15,33,224,203,428
POA6330,14517,15455,29971,654,718,1373,37,36,68,22,24,48,37,38,74,10,15,23,1600,1778,3375,15,13,28,14,3,18,3,8,8,0,0,0,1734,1912,3647,110,68,186,48,46,94,2548,2751,5306,1415,1002,2415,18478,19204,37682
POA6333,2313,2451,4760,159,157,314,5,10,13,14,17,29,5,4,5,0,3,3,234,249,482,3,5,8,0,3,3,0,0,0,0,0,0,267,286,548,6,9,12,10,12,19,438,460,894,307,293,600,3055,3202,6253
POA6335,302,288,597,26,12,36,0,3,3,0,0,0,0,0,0,0,0,0,22,13,40,0,0,0,0,0,0,0,0,0,0,0,0,23,17,40,0,0,0,0,0,0,46,35,79,31,32,69,386,360,743
POA6336,144,113,257,3,13,13,0,0,0,0,0,0,0,0,0,8,3,9,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,16,9,21,0,0,3,0,0,0,17,23,37,20,15,40,188,148,336
POA6337,200,158,356,27,19,45,0,0,0,0,0,0,0,0,0,0,0,0,19,22,45,0,0,0,0,0,0,0,0,0,0,0,0,25,26,48,4,6,9,0,0,0,55,39,97,42,37,80,301,235,536
POA6338,304,262,569,14,24,39,0,0,0,0,0,0,5,8,10,0,0,0,26,28,53,0,0,0,0,0,0,0,0,0,0,0,0,31,34,66,0,0,4,4,0,6,51,55,108,21,20,36,373,345,719
POA6341,102,94,193,9,13,24,0,0,0,0,0,4,0,0,0,0,0,0,16,6,24,0,0,0,0,0,0,0,0,0,0,0,0,17,7,22,0,0,0,0,0,0,30,13,43,11,7,15,143,109,253
POA6343,97,80,174,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,0,0,0,0,0,0,10,4,18,23,23,39,124,102,231
POA6346,330,290,622,15,11,32,0,0,0,3,0,3,0,0,0,0,0,0,40,37,77,0,0,0,0,0,0,0,0,0,0,0,0,47,41,83,0,4,3,3,0,3,65,57,121,56,32,85,455,380,826
POA6348,376,357,736,31,32,60,4,0,3,5,0,3,14,10,21,4,3,5,58,64,124,0,0,0,0,0,0,0,0,0,0,0,0,75,80,155,16,10,28,0,3,6,128,124,250,57,61,117,556,539,1098
POA6350,116,129,244,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,9,12,20,0,0,0,0,0,0,10,12,24,33,33,62,161,171,333
POA6351,30,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,37,23,57
POA6352,67,50,123,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,10,23,12,40,99,73,169
POA6353,331,299,626,24,29,52,0,0,3,0,0,0,5,0,5,0,0,0,20,17,40,0,0,0,0,0,0,0,0,0,0,0,0,24,21,44,0,0,0,3,5,0,53,54,108,25,17,46,406,368,777
POA6355,185,158,342,7,6,11,0,0,0,0,0,0,6,0,4,0,0,0,14,7,19,0,0,0,0,0,0,0,0,0,0,0,0,18,12,28,4,0,10,0,0,0,28,21,49,22,16,43,241,197,439
POA6356,55,41,94,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,10,3,13,3,3,11,66,53,115
POA6357,22,19,44,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,7,6,10,26,30,60
POA6358,41,35,76,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,4,10,15,53,49,103
POA6359,168,128,293,7,6,13,0,0,0,3,0,3,10,0,12,0,0,0,15,15,35,0,0,0,0,0,0,0,0,0,0,0,0,29,13,45,6,3,9,0,0,0,43,26,68,39,31,74,246,185,432
