POA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6302,0,0,8,11,3,14,3,23,0,73,0,6,20,8,4,3,4,14,0,63,19,45,30,19,16,14,15,26,0,182,48,41,33,28,36,19,16,25,0,256,57,38,38,35,33,15,37,12,12,275,73,41,67,56,41,21,36,49,9,392,43,20,21,6,15,11,13,9,6,150,9,0,0,3,0,3,0,4,0,23,5,0,0,0,0,0,0,5,0,9,255,196,216,171,154,101,136,168,29,1421
POA6304,4,0,3,0,0,0,5,9,0,22,0,0,4,3,0,0,4,9,0,22,15,9,14,12,8,5,11,12,0,75,27,15,11,14,9,0,14,13,0,110,38,23,10,11,21,5,16,17,0,143,38,12,18,13,16,10,20,25,3,154,36,11,11,4,9,3,9,12,5,100,8,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,171,69,69,57,60,30,76,90,17,643
POA6306,4,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,8,0,21,13,7,10,3,4,10,5,10,4,59,23,6,0,12,9,3,10,9,0,71,35,5,10,7,8,3,8,21,0,102,45,7,9,5,7,10,10,8,0,100,22,0,6,7,3,0,4,8,0,49,4,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,142,36,33,43,38,20,31,59,6,420
POA6308,5,0,5,0,0,5,0,17,0,32,10,0,9,3,5,3,4,8,0,42,12,6,13,10,11,5,12,17,0,85,31,12,16,6,5,4,11,12,0,102,39,9,16,16,10,3,19,19,3,133,56,10,11,18,11,5,28,10,0,152,26,8,7,4,3,0,4,12,0,68,13,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,191,53,82,50,52,25,76,91,9,627
POA6309,0,0,4,0,0,5,0,5,0,9,0,0,3,5,0,0,0,3,0,7,7,0,4,0,0,0,5,0,0,14,5,0,0,0,0,0,0,3,0,17,13,0,3,6,4,5,0,4,0,32,7,4,4,7,4,3,3,3,0,34,9,3,0,0,5,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,12,11,16,7,12,29,3,130
POA6311,0,0,0,0,0,0,0,0,0,8,0,8,5,3,0,3,0,3,0,22,9,7,5,0,4,0,0,8,0,40,5,4,0,0,9,0,3,8,0,36,19,8,6,3,11,0,11,7,0,76,15,7,9,9,9,3,4,12,0,72,13,3,0,0,0,0,0,6,0,24,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,76,27,38,19,36,17,24,47,4,284
POA6312,3,7,16,16,5,27,4,22,6,112,3,24,46,26,8,15,11,27,0,166,37,64,75,60,37,20,32,58,0,372,63,55,51,49,49,30,20,48,3,366,75,67,60,50,44,21,33,48,8,400,75,74,57,38,48,27,32,55,7,411,53,31,10,9,18,11,16,7,0,152,7,5,5,3,3,0,3,6,0,26,0,0,0,0,0,0,0,0,0,5,304,326,312,248,212,153,155,273,29,2016
POA6313,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,7,4,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,19,9,4,3,8,4,0,3,4,0,38,12,3,4,0,7,0,6,6,0,32,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,15,13,9,14,0,7,17,0,119
POA6315,0,0,9,8,0,7,0,13,0,37,5,6,12,5,8,0,3,6,0,46,15,18,30,17,8,6,8,24,4,137,36,18,22,7,19,6,15,24,4,150,59,16,11,23,12,6,13,17,5,164,59,21,18,20,7,12,27,25,3,190,35,6,4,0,6,9,6,14,0,81,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,203,78,103,77,79,49,72,135,16,807
POA6316,0,0,0,0,0,0,0,3,0,6,0,0,4,0,3,0,6,0,0,11,8,4,3,0,5,4,0,10,0,31,8,4,0,0,5,0,0,3,0,27,20,0,0,4,0,0,5,0,0,34,22,3,5,0,4,0,6,3,0,47,7,0,4,0,0,7,0,0,0,12,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,73,15,13,9,11,11,20,22,0,176
POA6317,5,6,19,17,10,29,5,27,0,110,13,13,33,22,20,12,4,47,8,176,29,55,65,35,23,23,18,100,4,360,45,42,45,32,40,25,24,84,3,335,53,37,48,34,36,25,24,88,5,344,66,43,42,37,34,21,29,70,15,360,28,12,12,8,21,9,10,28,0,128,10,0,3,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,253,207,272,181,180,141,111,444,41,1834
POA6318,0,0,5,0,0,0,0,0,0,8,4,4,0,0,0,0,0,3,0,11,11,7,3,3,3,0,0,12,0,39,22,10,7,3,7,0,3,3,0,57,25,4,3,9,3,5,4,4,0,48,18,5,0,0,0,0,4,9,0,45,12,0,0,0,0,0,5,6,0,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,96,27,19,17,19,6,19,33,3,234
POA6320,0,0,3,0,0,0,0,0,0,4,0,4,0,4,0,0,0,5,0,19,18,3,0,4,4,0,0,5,0,40,21,0,0,4,7,0,0,0,0,37,23,0,5,0,9,0,3,4,0,39,36,6,5,3,4,0,7,10,0,70,12,0,5,0,0,0,3,0,0,22,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,111,19,18,18,14,0,18,26,0,234
POA6321,0,0,0,0,0,0,0,5,0,9,0,0,0,3,0,0,4,3,0,13,9,0,3,0,0,0,0,9,0,24,16,4,0,3,3,0,0,5,0,40,24,0,4,4,6,0,12,3,5,52,24,0,4,6,0,0,10,13,0,50,22,0,0,0,8,0,0,3,0,33,5,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,97,7,14,15,14,4,31,35,6,226
POA6322,0,0,0,3,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,8,4,5,4,0,0,0,0,4,0,13,8,0,0,0,3,0,0,3,0,14,3,5,0,0,3,0,0,0,0,21,7,0,3,0,4,0,0,0,0,19,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,41,11,7,7,8,3,3,11,3,99
POA6323,0,0,7,0,0,0,0,15,0,28,0,0,0,0,0,0,0,9,0,11,8,0,0,3,3,0,6,8,0,36,19,4,9,6,5,4,7,8,0,53,14,10,11,11,10,8,9,11,3,98,18,11,15,13,15,4,15,16,0,107,22,9,3,6,7,0,0,4,0,47,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,80,44,44,41,37,14,45,76,9,398
POA6324,0,0,13,17,0,22,0,25,4,83,5,5,26,13,6,8,8,25,3,96,43,30,30,23,26,12,20,59,5,236,53,42,44,29,30,12,25,48,5,290,78,46,45,41,43,25,40,38,10,365,80,43,34,27,35,29,32,60,10,350,59,10,19,12,8,4,15,14,3,144,17,0,0,0,5,0,0,6,0,30,0,0,0,0,0,0,0,0,0,0,337,181,210,166,151,109,133,272,37,1603
POA6326,0,0,3,0,0,5,0,8,0,14,3,0,3,0,0,0,0,6,4,23,7,9,0,0,0,3,0,6,3,32,14,6,5,0,7,0,8,6,0,43,10,12,5,5,6,3,4,7,0,55,21,3,9,0,11,0,8,8,0,68,20,8,3,0,6,0,4,3,0,38,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,85,37,26,13,31,17,21,38,9,287
POA6327,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,16,4,4,0,0,0,0,6,4,0,21,16,0,6,3,3,4,3,0,0,33,11,0,0,3,0,0,0,0,0,19,7,0,0,5,0,0,0,3,0,14,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,45,4,10,15,8,5,7,14,0,116
POA6328,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,11,19,4,3,0,7,4,5,13,0,51,21,3,0,5,6,0,0,3,0,46,12,0,3,5,8,0,3,0,0,28,31,5,8,3,3,0,4,6,0,62,13,0,0,0,0,0,0,8,0,19,3,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,94,17,18,14,19,9,16,39,6,225
POA6330,17,14,198,240,50,408,29,321,29,1298,42,97,307,237,77,153,72,227,20,1238,210,543,657,364,275,242,195,339,34,2868,398,663,499,453,370,223,203,370,42,3215,561,780,518,557,448,262,283,396,50,3858,504,673,396,492,467,245,290,366,52,3479,268,203,122,94,125,72,90,137,17,1123,56,18,14,7,11,13,9,16,10,158,11,0,0,0,0,0,0,4,7,18,2065,3005,2696,2441,1817,1621,1183,2174,249,17254
POA6333,0,0,19,28,0,45,3,60,0,162,8,0,30,26,3,6,3,14,0,89,36,68,65,42,17,11,14,25,5,282,86,139,97,47,58,18,29,54,12,528,132,146,81,68,59,31,26,58,12,617,131,122,85,57,61,37,49,68,8,625,85,43,17,11,22,20,8,24,5,239,23,8,3,0,10,3,0,3,4,52,5,0,0,0,0,0,0,0,0,5,503,528,397,277,228,179,131,310,45,2592
POA6335,0,0,0,0,4,0,4,0,0,8,0,0,4,0,5,0,3,7,0,25,16,10,18,7,8,5,3,10,7,84,14,8,14,4,7,3,6,8,0,67,24,3,12,0,0,0,3,9,0,60,25,5,9,0,10,0,6,10,0,62,17,0,0,0,3,0,11,9,0,42,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,102,30,65,16,40,15,39,44,6,351
POA6336,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,10,15,0,0,4,8,6,5,7,0,44,14,6,9,0,0,0,0,11,0,31,22,3,4,0,0,0,3,8,0,40,16,0,0,0,3,0,3,10,0,34,14,4,0,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,10,13,7,10,3,13,39,0,195
POA6337,0,0,0,0,0,0,0,3,0,3,4,0,7,0,6,3,5,3,0,21,13,14,3,0,0,0,7,6,0,51,31,3,7,0,5,4,4,9,0,60,24,3,3,3,0,0,8,4,0,46,25,6,7,4,3,3,9,7,0,65,10,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,110,26,27,6,24,11,32,38,0,271
POA6338,0,0,0,0,0,0,0,4,0,7,4,0,6,0,0,0,0,8,0,24,19,4,8,5,0,0,3,11,4,58,40,3,6,0,9,4,3,9,0,79,35,9,8,0,7,0,10,9,0,81,30,4,3,8,7,0,5,15,0,76,18,0,3,5,3,0,0,10,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,150,23,46,18,27,8,27,67,4,370
POA6341,0,0,0,0,0,0,4,3,0,6,4,0,0,4,4,0,6,3,0,12,4,0,0,0,0,5,5,3,0,18,23,0,0,0,5,0,0,6,0,38,18,0,0,0,0,0,5,0,0,36,9,0,0,0,0,0,3,0,0,23,5,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,11,4,9,8,6,25,22,6,137
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,3,0,0,0,0,5,4,0,21,19,0,0,0,5,0,0,3,0,28,12,0,3,0,0,0,3,3,0,30,17,0,0,0,0,0,0,3,0,21,5,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,66,11,8,3,7,0,13,22,0,122
POA6346,0,0,0,0,0,0,0,7,0,19,0,0,9,3,0,0,19,3,0,36,26,12,13,7,8,4,21,12,3,102,26,14,9,3,9,9,16,6,0,83,33,3,16,9,11,3,19,5,4,103,29,3,11,0,3,0,17,11,4,82,7,0,3,0,3,0,0,3,3,26,6,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,6,127,30,58,21,40,15,95,52,20,462
POA6348,0,0,0,3,0,0,0,4,0,8,0,6,0,4,0,0,0,5,0,22,8,20,33,8,12,3,15,4,0,100,20,14,21,11,11,0,11,4,0,106,19,7,17,3,6,0,19,11,0,90,13,9,20,4,11,9,21,15,6,103,5,3,5,0,0,0,6,0,0,21,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,66,63,96,39,45,20,81,43,12,459
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,11,6,3,5,4,4,0,4,3,0,28,8,0,5,3,0,0,0,3,0,25,3,0,0,4,3,3,4,4,0,26,10,3,5,6,0,0,4,3,0,32,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,38,12,22,15,14,9,14,17,3,133
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,5,0,33
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,0,0,4,0,16,5,0,0,3,4,4,0,0,0,16,7,0,0,0,0,0,0,0,0,13,8,0,0,5,0,0,0,4,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,6,9,5,4,0,11,3,70
POA6353,0,0,4,4,0,0,4,4,0,17,4,5,9,5,4,6,0,5,3,38,23,10,16,9,12,9,10,9,0,85,19,12,17,6,15,7,7,10,0,77,41,7,14,8,0,6,5,11,3,91,37,10,3,4,11,5,14,9,0,95,22,3,0,0,3,0,0,0,0,39,13,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,151,50,55,35,42,25,38,51,9,460
POA6355,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,12,15,4,4,0,3,0,3,6,0,35,33,3,10,0,3,0,10,7,0,62,27,4,3,0,0,4,5,7,0,54,38,5,0,0,5,3,5,7,0,58,23,0,0,0,3,0,0,0,0,33,3,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,140,16,14,6,19,13,26,35,7,270
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,4,0,0,19,16,3,0,0,0,3,0,0,0,24,5,0,0,0,0,0,0,5,0,17,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,3,5,0,3,11,9,0,73
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,10,7,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,5,3,0,36
POA6358,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,6,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,3,3,6,0,3,7,3,60
POA6359,0,0,0,0,0,0,0,6,0,8,0,0,6,0,0,0,8,4,0,14,10,0,9,0,11,0,0,10,0,33,16,5,8,5,9,0,7,7,0,61,22,0,3,3,5,6,7,4,0,51,14,0,9,0,7,0,12,5,0,36,8,0,0,8,4,5,0,0,0,26,9,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,5,85,12,25,10,27,13,31,32,0,242
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,4,0,0,10,6,0,0,0,0,0,0,4,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,0,0,5,0,0,0,7,4,51
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,0,11,6,3,0,0,0,0,0,3,0,16,5,0,0,0,6,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,14,4,0,0,0,0,10,0,59
POA6365,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,0,0,15,10,7,3,4,0,0,0,7,0,37,24,10,9,3,7,5,4,0,0,61,18,3,5,5,0,4,4,10,0,51,32,3,3,4,0,0,8,7,0,62,12,0,0,0,3,0,0,0,0,24,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,108,29,21,18,21,10,25,32,4,263
POA6367,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,13,5,3,6,3,5,0,0,3,0,23,4,0,3,0,0,0,6,0,0,18,12,4,5,5,0,0,0,5,0,38,22,0,6,6,6,0,4,6,0,50,14,0,0,0,0,0,0,3,0,30,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,64,6,19,16,17,6,13,24,6,171
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,4,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,7,0,0,0,0,4,0,44
POA6369,0,0,0,0,0,4,0,5,0,7,0,0,4,3,0,0,0,8,0,20,13,9,7,3,8,3,4,13,0,58,11,7,3,3,0,3,4,3,0,38,27,3,10,9,4,4,0,8,0,61,30,7,5,0,3,0,8,16,0,71,17,4,0,0,4,0,4,6,0,30,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,103,28,31,20,22,16,20,49,4,287
POA6370,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,3,5,0,9,11,8,3,0,0,0,0,6,0,33,15,4,0,0,8,0,6,5,0,33,17,0,0,3,5,3,0,0,0,32,27,3,12,4,0,0,8,3,0,59,9,0,0,0,0,0,3,4,0,17,3,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,87,11,22,10,17,11,19,25,6,207
POA6372,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,12,3,0,0,0,0,0,4,0,0,12,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,6,8,0,5,3,8,0,50
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,12,5,0,0,0,4,0,0,0,0,11,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,9,0,6,3,0,54
POA6375,0,0,4,4,0,0,0,7,0,17,6,3,3,0,0,7,0,5,0,32,18,6,9,8,11,7,13,9,0,79,27,11,9,15,15,0,7,7,0,91,24,4,13,4,10,5,9,7,0,72,30,10,4,6,13,10,5,3,5,80,31,3,4,0,10,6,0,4,0,51,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,138,36,51,42,46,29,37,52,7,442
POA6383,0,0,0,3,0,4,0,0,0,6,0,0,0,4,0,0,0,0,0,9,12,6,7,5,4,3,0,8,0,50,13,10,0,5,0,0,0,4,0,44,16,3,3,9,4,0,5,0,0,47,27,5,8,7,11,4,7,12,0,82,20,0,3,0,0,4,4,7,0,31,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,105,25,26,36,24,15,22,37,0,288
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,18
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12
POA6386,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,4,0,0,0,6,0,4,0,0,4,4,0,0,0,0,0,6,0,0,12,0,0,0,5,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,4,0,6,4,10,4,0,39
POA6390,0,0,4,4,0,0,3,5,0,21,0,0,18,5,0,3,6,7,0,45,12,13,31,9,11,0,19,16,0,113,23,19,29,8,16,6,43,5,0,156,19,20,31,9,19,3,51,18,5,171,22,19,34,9,23,10,50,16,0,179,14,9,3,0,5,0,8,0,0,48,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,99,79,148,53,76,25,185,74,13,745
POA6391,0,0,4,0,0,8,0,3,0,20,4,0,3,0,0,3,4,11,0,33,17,11,10,9,4,0,14,14,0,84,48,11,16,7,10,6,6,17,0,118,31,17,15,0,7,6,15,13,0,109,49,11,7,4,10,4,10,13,7,119,30,0,6,0,0,0,3,0,0,60,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,200,56,57,32,41,23,58,81,10,550
POA6392,4,0,5,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,9,4,5,3,3,0,0,0,4,0,24,10,0,9,3,0,0,3,5,0,35,21,0,7,3,0,0,3,8,0,45,31,7,9,3,5,0,5,8,0,59,23,0,0,0,3,0,0,3,0,30,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,102,17,24,10,9,3,16,27,0,218
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,10,7,0,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,4,0,7,0,0,11,0,46
POA6394,0,5,0,0,0,0,0,0,0,11,3,0,3,4,0,0,0,4,0,17,8,4,3,0,0,0,0,7,0,20,21,8,0,0,0,0,3,5,0,45,35,4,5,4,3,11,3,7,0,69,37,9,3,0,3,0,0,4,0,57,23,0,0,0,6,0,0,0,0,37,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,139,24,15,5,17,13,7,40,0,261
POA6395,0,0,3,6,0,3,0,9,3,25,5,3,12,0,7,0,6,17,0,50,19,15,23,15,9,6,13,30,0,130,56,26,14,15,12,4,10,28,0,166,40,11,14,13,10,11,16,16,6,130,59,14,15,13,19,9,23,28,0,174,41,5,4,6,4,0,8,5,5,79,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,229,75,91,54,63,35,72,135,16,760
POA6396,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,6,0,15,9,3,4,0,5,0,3,4,0,29,17,5,0,3,4,0,3,15,0,43,24,7,3,0,10,0,0,7,0,51,17,0,0,0,0,0,0,17,0,38,13,0,0,0,0,0,3,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,86,12,9,11,18,3,13,48,0,205
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,0,12,4,0,0,0,0,0,0,4,0,8,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,7,0,36
