POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA6035,919,1389,542,29,2881,688,69,3635,28,3,9,0,42,42,0,77,5,0,4,0,4,8,0,17,33,3,10,0,48,50,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,957,1392,552,29,2926,740,64,3740
POA6036,1314,2345,921,65,4641,1052,135,5821,10,10,24,0,40,57,4,98,7,0,8,0,14,37,0,57,20,9,29,0,57,96,4,155,4,0,5,0,22,21,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,20,27,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1341,2362,961,61,4717,1174,138,6024
POA6037,382,476,131,7,992,328,21,1340,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,382,476,131,7,992,334,23,1350
POA6038,753,1491,494,35,2774,609,60,3438,5,7,5,0,21,21,0,38,5,7,9,4,22,17,8,37,12,15,7,4,36,34,8,78,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,770,1507,503,34,2816,648,63,3521
POA6041,223,151,52,5,428,108,12,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,151,52,5,432,111,12,555
POA6042,16,0,3,0,20,14,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,17,0,3,0,20,15,4,42
POA6043,46,4,3,4,61,31,3,95,0,0,0,0,0,4,0,3,6,0,0,0,6,0,0,5,6,0,0,0,6,5,0,3,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,13,0,0,0,0,0,0,0,0,53,4,8,4,72,44,3,115
POA6044,191,83,22,5,298,144,26,468,12,0,0,0,13,19,0,28,0,0,0,0,3,0,0,4,13,0,0,0,12,14,0,28,5,0,0,0,5,18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,0,16,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,0,0,0,4,9,0,9,0,0,0,0,0,0,0,0,204,88,22,5,318,179,26,523
POA6050,1044,1489,249,32,2816,622,141,3569,150,53,30,5,245,308,23,583,177,87,52,10,325,213,48,589,334,139,85,16,569,528,75,1171,119,18,22,6,167,411,41,624,112,19,20,8,152,306,26,483,103,12,11,3,121,247,21,389,17,6,3,0,21,65,7,94,4,0,0,0,4,0,0,3,344,53,62,15,474,1039,89,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,13,0,0,0,0,5,3,3,13,0,0,0,0,0,0,0,0,1719,1679,394,59,3859,2182,310,6358
POA6051,639,599,143,34,1406,445,120,1967,131,75,40,5,254,232,25,515,384,202,122,21,725,719,147,1597,515,279,165,26,984,950,176,2110,256,90,66,14,429,651,67,1144,102,20,23,13,156,277,32,470,64,25,17,9,101,255,19,377,73,25,7,0,108,146,19,269,0,0,0,0,0,0,0,0,500,160,113,28,795,1327,137,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,6,1649,1035,418,81,3185,2732,438,6351
POA6052,926,1296,359,41,2627,676,122,3422,102,62,39,7,218,200,18,432,53,43,20,3,119,72,15,208,157,110,66,11,339,272,31,635,42,22,23,6,79,192,14,288,42,9,7,0,56,147,18,219,6,0,0,0,3,72,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,88,24,28,3,143,414,37,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,6,1170,1434,444,57,3110,1364,183,4660
POA6053,1443,1691,427,57,3623,1074,197,4892,151,93,67,6,319,478,31,824,42,40,12,0,95,51,14,154,189,132,81,4,417,526,39,980,22,12,3,7,39,74,10,128,19,13,4,0,37,47,3,86,9,0,0,0,9,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,41,27,13,3,83,135,11,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,1851,524,69,4121,1735,253,6111
POA6054,1739,2102,833,117,4782,1567,232,6587,204,135,151,10,499,624,45,1170,46,44,30,0,124,87,11,220,250,178,178,15,624,714,57,1394,30,10,27,9,78,139,8,225,8,3,0,0,8,27,0,32,14,3,4,0,23,27,3,53,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,11,54,20,34,9,115,195,14,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,8,0,5,0,0,6,6,0,12,2046,2300,1043,133,5528,2489,301,8317
POA6055,2537,4643,970,115,8265,1627,268,10164,65,60,29,7,156,137,7,304,22,6,8,0,31,38,0,70,80,69,35,8,194,170,7,375,0,0,11,0,11,6,0,21,7,0,5,0,11,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,9,5,5,9,0,24,35,0,61,20,3,0,0,17,16,0,38,24,3,3,0,33,68,0,105,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,15,51,4,4,0,62,89,0,151,4,10,4,0,18,7,0,26,2678,4731,1030,134,8563,1932,283,10778
POA6056,3557,3929,1796,179,9451,3019,363,12837,321,186,286,26,824,1141,109,2076,72,40,66,6,187,224,26,440,400,228,354,35,1011,1363,133,2514,41,10,19,6,80,151,10,242,35,11,21,4,68,119,13,202,24,8,9,0,44,56,4,100,14,0,7,0,20,37,3,53,6,4,0,0,14,13,0,24,118,33,59,11,220,373,25,622,3,0,0,0,10,11,0,19,7,0,0,0,7,31,0,36,0,0,0,0,0,0,0,0,3,0,0,0,6,10,0,11,12,0,0,0,20,49,0,75,0,8,3,0,14,14,0,22,4088,4201,2210,233,10722,4822,525,16072
POA6057,1715,1913,783,73,4490,1343,153,5991,37,29,34,3,105,62,5,172,3,0,6,0,7,3,3,16,46,32,38,3,118,60,7,187,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,5,6,0,0,0,9,9,0,10,6,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,10,0,0,0,0,6,0,0,0,1760,1950,827,78,4621,1419,162,6204
POA6058,1244,1437,618,61,3356,1010,151,4511,92,28,41,4,161,255,14,431,6,3,0,0,10,12,3,22,94,33,43,4,174,271,13,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,5,0,9,4,0,0,0,7,5,0,9,6,0,0,0,6,8,0,10,23,0,6,0,26,67,0,97,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,0,6,0,37,71,0,111,5,0,0,0,5,0,0,5,1374,1469,665,65,3568,1357,165,5096
POA6059,1897,2563,678,83,5217,1430,204,6847,415,336,223,37,1014,1020,95,2127,50,40,10,5,100,97,10,208,460,376,232,42,1112,1121,107,2334,76,13,18,0,107,266,14,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,13,18,0,107,266,14,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2438,2956,926,127,6441,2815,322,9579
POA6060,1195,1348,396,47,2986,1102,203,4291,1059,613,340,56,2069,1947,192,4212,339,277,107,23,747,405,63,1210,1391,893,449,78,2814,2358,253,5422,357,164,127,27,670,881,78,1633,31,12,4,4,49,85,8,146,8,5,0,0,14,25,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,177,130,29,732,988,87,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,2988,2423,980,153,6540,4454,541,11535
POA6061,2115,2996,1482,228,6822,2624,535,9980,1002,1055,660,80,2789,1963,280,5031,152,116,87,11,372,251,45,669,1155,1170,751,88,3163,2212,323,5697,52,20,23,4,100,126,4,235,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,50,26,25,4,107,138,6,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,3,0,17,3323,4192,2261,324,10095,4987,865,15948
POA6062,3125,3604,1257,167,8158,2333,427,10918,348,331,226,26,937,745,83,1766,53,38,35,6,138,104,13,252,399,375,266,38,1076,851,94,2016,11,4,4,0,22,38,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,16,4,9,0,25,40,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,15,3,15,3544,3985,1530,206,9262,3236,525,13028
POA6063,1013,1919,657,68,3652,784,145,4585,36,36,51,3,130,144,4,281,5,0,0,0,8,17,0,18,46,36,54,3,134,156,4,304,8,0,0,0,8,23,0,33,0,0,0,0,6,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,10,4,6,0,17,48,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,1962,710,73,3810,991,160,4956
POA6064,2172,3390,1447,162,7171,1798,276,9250,205,151,196,19,575,624,51,1244,31,30,44,5,110,100,13,223,234,186,242,20,680,728,60,1473,0,0,0,0,8,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,0,15,7,3,4,0,16,23,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2412,3577,1691,186,7869,2548,344,10758
POA6065,5040,10152,2275,180,17654,3140,345,21140,313,193,221,18,732,638,38,1409,27,34,24,0,85,22,3,112,339,217,243,18,818,665,36,1521,0,0,0,0,0,0,0,0,5,0,5,0,11,26,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,17,6,7,7,0,14,32,0,51,13,0,4,0,19,92,0,115,4,0,0,0,3,10,0,17,13,6,0,0,13,12,0,33,3,4,0,0,3,0,0,9,29,7,9,0,46,116,0,166,0,5,0,0,3,7,0,9,5419,10384,2532,198,18541,3960,390,22888
POA6066,1441,2392,874,76,4788,901,144,5830,36,22,37,10,107,157,7,272,10,11,13,0,29,33,0,68,50,32,45,10,138,187,9,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,4,0,10,4,3,0,0,9,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1488,2433,923,80,4930,1097,153,6177
POA6067,0,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
POA6069,3229,6269,1905,122,11525,2121,295,13935,251,187,96,11,548,353,13,917,61,38,34,6,137,75,10,223,314,224,126,18,687,434,19,1138,15,3,4,0,20,20,0,44,14,11,17,3,42,46,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,9,0,15,33,13,20,4,70,72,8,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,0,10,3581,6507,2052,145,12283,2634,320,15238
POA6070,421,525,102,13,1065,201,18,1280,6,0,3,0,7,4,0,13,0,0,0,0,0,0,0,0,6,0,3,0,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,425,531,106,13,1076,209,18,1305
POA6071,404,467,107,7,986,207,19,1222,0,5,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,408,474,112,7,997,224,19,1236
POA6072,110,105,22,0,234,56,0,293,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,105,22,0,237,57,0,295
POA6073,419,351,115,9,889,192,12,1098,3,3,3,0,11,72,0,82,0,0,0,0,0,0,0,0,3,3,3,0,11,72,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,4,0,0,4,428,361,119,9,908,271,9,1191
POA6074,122,131,32,0,286,55,9,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,134,32,0,292,59,9,354
POA6076,2587,2820,645,52,6105,1323,89,7515,76,10,24,0,111,249,3,368,16,0,3,0,24,19,0,41,87,19,25,0,127,270,3,406,14,4,3,0,19,24,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,16,0,23,18,5,4,0,29,33,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,4,9,11,5,0,26,3,0,36,11,15,5,0,30,6,0,42,10,0,0,0,11,0,0,11,2717,2855,673,56,6299,1634,101,8039
POA6077,181,177,36,3,394,56,11,463,35,0,0,0,34,61,3,100,10,3,0,0,18,11,0,26,48,3,0,0,50,71,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,181,36,3,454,133,15,592
POA6078,81,116,26,5,226,34,12,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,122,26,7,234,35,12,279
POA6079,6,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,16
POA6081,532,717,146,9,1402,244,28,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,532,723,146,9,1400,250,28,1677
POA6082,369,431,132,4,942,200,23,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,373,437,136,4,946,200,23,1170
POA6083,460,444,82,10,991,160,20,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,5,3,0,0,5,4,0,11,0,0,0,0,3,0,0,0,466,455,82,10,1002,171,20,1188
