POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,3,3,0,0,0,0,0,12,0,0,6,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,9,7,5,10,9,9,5,0,0,50
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,0,12,5,8,3,7,5,7,0,0,33
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,4,8,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,4,0,18,8,8,9,7,5,4,4,0,44
POA6359,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,13,10,4,0,0,0,0,34,0,3,5,5,0,6,4,0,26,6,3,17,0,3,5,0,0,46,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,9,6,11,22,6,3,5,0,0,53,0,0,0,0,0,0,0,0,0,0,5,10,12,17,5,6,3,66,11,27,58,22,28,17,12,3,181
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,0,3,0,0,0,6,0,0,12,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,5,3,0,3,7,5,0,0,21,3,6,10,16,15,9,0,0,57
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,7,11,0,0,0,0,22
POA6365,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,7,3,13,16,3,3,3,0,0,44,0,4,3,6,5,6,0,0,29,3,12,11,16,11,7,0,0,72,3,3,0,0,0,0,0,0,9,0,0,3,0,5,4,0,0,9,11,18,11,18,21,10,0,0,91,0,0,0,0,0,0,0,0,0,0,10,10,0,11,9,5,6,49,13,40,55,32,40,29,7,3,226
POA6367,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,10,4,4,0,0,22,0,7,5,0,4,3,0,0,17,0,11,6,12,11,3,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,11,12,13,3,4,0,58,0,0,0,0,0,0,0,0,0,9,7,3,0,6,4,4,0,26,11,25,16,24,25,15,10,0,123
POA6368,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,13,0,13,8,3,0,3,9,0,40
POA6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,8,8,6,3,3,0,41,0,5,0,4,11,4,0,3,26,6,10,16,13,10,7,3,0,60,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,8,12,16,10,9,7,9,0,64,0,0,0,0,0,0,0,0,5,7,13,12,14,26,13,19,10,113,18,46,36,40,50,23,29,20,268
POA6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,6,3,0,3,0,0,32,0,0,0,3,9,0,0,0,18,3,12,7,7,14,6,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,12,9,7,17,8,6,0,61,0,0,0,0,0,0,0,0,0,0,5,5,12,15,6,8,7,61,9,41,23,27,44,17,14,7,181
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,5,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,7,4,3,3,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,16,5,7,5,3,11,11,5,0,39
POA6373,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,9,3,5,0,0,32
POA6375,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,15,10,5,11,9,4,0,63,0,5,7,6,15,5,4,0,55,11,27,36,22,16,16,0,0,123,11,0,7,3,0,0,0,0,22,0,3,6,0,0,3,5,0,13,19,29,45,22,18,17,8,0,159,0,0,0,0,0,5,0,0,7,5,3,3,9,10,15,9,8,61,26,63,69,51,56,56,27,16,360
POA6383,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,7,15,4,11,7,3,0,49,0,3,5,14,10,6,3,0,41,5,15,8,15,22,22,4,7,110,0,3,0,5,6,0,0,0,12,0,0,0,0,3,3,3,0,14,8,17,8,18,32,27,10,7,129,0,0,0,0,0,0,0,0,0,14,23,16,41,45,56,22,11,228,25,59,48,84,99,103,39,19,470
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,9
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,6,3,8,5,0,0,20,0,0,0,0,0,0,0,0,0,8,4,8,0,8,8,0,0,40,13,7,13,5,19,9,0,0,68
POA6390,7,4,4,3,0,0,20,0,0,3,4,0,3,0,0,14,8,25,37,14,15,14,0,0,111,3,7,16,13,21,19,6,0,86,14,67,47,58,67,28,9,0,282,10,9,5,3,0,3,0,0,33,0,3,5,5,0,4,5,0,27,27,73,54,65,76,38,14,3,339,0,0,0,3,4,0,0,0,11,13,24,16,38,34,23,15,5,169,47,132,130,136,148,100,34,7,748
POA6391,7,4,0,0,0,0,12,0,0,0,6,4,0,0,0,13,4,25,31,20,15,3,0,0,95,0,9,21,12,17,13,7,0,72,15,26,38,23,26,8,3,0,141,4,0,3,4,0,0,0,0,14,0,0,3,0,0,4,0,0,11,17,33,44,27,21,17,8,0,163,0,0,0,0,0,0,0,0,5,10,16,21,15,19,21,18,3,127,31,76,114,83,72,51,30,7,470
POA6392,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,6,5,6,4,5,0,4,0,0,30,0,3,8,5,11,4,6,0,26,6,5,13,11,20,9,0,0,58,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,7,7,12,17,18,4,0,0,69,0,0,0,0,0,0,0,0,4,0,8,11,4,10,4,0,3,39,10,25,36,36,43,21,8,7,177
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,14,0,8,10,6,13,5,0,0,42
POA6394,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,13,12,13,5,3,0,0,46,0,0,6,7,11,8,4,0,32,8,5,13,21,11,3,9,0,71,0,0,0,4,0,5,0,0,9,0,0,0,3,0,3,0,0,10,12,4,14,22,9,14,9,5,89,0,0,0,0,0,5,0,0,4,5,5,4,14,9,9,9,0,62,24,26,32,62,42,36,18,5,240
POA6395,0,6,0,0,4,0,13,0,0,0,0,4,0,0,0,6,8,26,53,25,21,13,9,3,164,0,12,27,12,16,19,7,0,90,19,39,40,22,22,11,3,0,158,9,3,3,0,0,0,0,0,23,0,0,0,0,7,4,0,0,14,27,45,43,22,31,16,3,0,195,0,0,0,0,3,0,5,7,16,5,16,18,18,34,15,28,21,154,46,107,145,86,113,70,50,27,639
POA6396,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,9,0,7,10,10,0,0,0,0,32,0,6,0,5,9,7,0,0,26,7,11,10,4,13,6,5,0,56,3,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,10,6,14,16,8,10,4,5,0,68,0,0,0,0,0,0,0,0,3,0,3,0,11,14,3,5,0,36,11,28,33,33,41,16,9,3,178
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,4,0,0,3,0,3,0,0,4,0,0,0,15,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,8,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,4,5,14,8,7,6,0,40
POA6398,0,5,4,4,0,0,13,0,0,3,0,0,4,0,0,7,0,0,6,5,9,11,17,0,54,0,3,6,5,11,8,10,0,41,0,5,8,26,27,21,11,0,102,0,4,0,4,0,0,0,0,8,0,0,0,4,0,5,0,0,9,0,11,8,28,32,24,11,0,116,0,0,0,0,0,0,0,0,5,0,9,4,4,10,14,7,7,52,3,28,26,56,68,72,44,7,291
POA6401,36,14,29,13,0,0,117,0,12,22,13,20,19,3,0,89,27,76,98,88,86,58,27,4,470,10,44,68,72,107,63,28,0,398,115,206,199,226,216,155,38,13,1160,54,30,23,14,14,16,0,0,151,5,11,16,22,24,21,7,0,106,175,244,232,270,253,186,49,13,1416,3,10,4,0,10,7,7,0,45,135,216,204,184,146,126,98,57,1179,358,613,664,652,651,480,217,81,3714
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,4,5,3,5,10,7,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,5,8,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,12,5,0,11,15,28,15,3,0,78
POA6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,3,0,0,0,0,14,0,0,3,0,4,3,0,0,13,0,9,15,6,9,4,0,0,43,0,0,0,3,0,0,0,0,6,0,0,0,0,0,5,0,0,4,5,9,17,8,9,6,3,0,57,0,0,0,0,0,0,0,0,0,9,0,10,5,6,9,0,0,40,10,19,36,18,18,23,8,0,129
POA6407,0,3,3,0,0,0,9,0,7,0,3,0,0,0,0,9,3,15,12,16,3,4,0,0,49,5,8,0,5,5,10,0,0,33,18,45,24,18,26,12,11,3,156,11,0,0,4,4,0,0,0,21,0,3,5,0,5,0,0,0,15,29,44,27,25,30,13,11,3,186,0,0,0,0,3,0,0,0,5,8,6,14,12,6,14,3,4,70,41,81,57,57,50,37,21,10,358
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,8,6,0,0,34,0,3,5,4,3,0,0,0,19,3,8,7,12,7,4,6,0,48,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,8,11,16,7,9,6,0,57,0,0,0,0,0,0,0,0,0,3,8,0,12,12,6,6,0,48,19,23,21,40,36,15,7,3,162
POA6410,3,0,3,0,0,0,11,0,3,0,0,0,0,0,0,8,0,13,10,6,11,3,0,0,45,0,5,5,9,9,9,4,0,34,9,18,22,18,34,12,8,0,124,0,0,0,0,0,0,0,0,5,0,0,0,3,3,5,0,0,15,15,21,25,25,37,21,11,0,144,0,0,4,0,0,0,5,0,10,13,6,10,19,15,12,23,10,116,31,50,53,57,78,43,40,14,365
POA6411,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,6,8,6,0,0,0,0,15,0,0,0,3,3,3,0,0,10,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,5,0,22,12,5,13,10,19,10,6,0,73
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,4,0,4,3,5,0,0,18,6,4,7,4,11,5,0,0,38
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,9,8,6,8,4,0,29
POA6414,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,4,0,20,0,10,4,10,10,10,4,0,40
POA6415,6,9,5,3,0,0,41,0,7,4,6,0,3,0,0,26,7,36,40,28,27,12,0,0,166,5,17,23,15,25,14,9,5,115,52,90,85,64,78,41,11,0,414,18,17,10,12,9,3,0,0,62,0,5,7,6,12,3,0,0,38,76,108,96,78,93,46,11,4,514,0,0,0,4,3,4,0,0,10,43,49,56,41,48,45,35,15,329,131,236,223,186,202,133,58,23,1197
POA6418,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,13,4,14,19,10,4,0,0,0,51,0,0,6,12,6,9,0,5,39,8,20,23,10,20,16,7,0,96,4,5,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,9,8,26,25,12,20,15,10,0,113,0,0,0,0,5,0,0,0,7,8,8,9,12,14,26,18,9,89,20,42,59,45,54,51,30,9,311
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,13,0,0,0,0,26
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,3,0,0,0,0,27
POA6421,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,6,4,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,4,0,3,0,0,20,0,0,0,0,0,0,0,0,4,5,4,6,3,3,0,0,0,28,8,13,21,14,6,9,0,3,78
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,14,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,4,7,9,4,3,0,0,0,31
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,14,0,0,6,4,9,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,7,5,4,0,27,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,20,4,11,7,8,18,13,4,0,65
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,6,0,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,11,6,6,0,8,11,3,0,0,32
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,12,11,3,7,0,0,0,40
POA6426,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3,17,13,7,5,3,0,0,44,0,6,10,17,9,4,7,0,50,8,26,38,25,25,10,4,0,127,5,4,3,4,0,0,0,0,15,0,0,3,3,0,0,0,0,13,7,23,46,34,24,12,4,0,154,0,0,0,4,0,0,0,0,4,7,31,36,30,28,12,9,3,152,16,82,99,98,66,32,15,6,420
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,10,0,0,4,4,0,0,0,0,7,0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,10,3,10,6,4,0,0,48,6,29,11,21,8,3,0,0,78
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9,3,5,0,10,8,0,0,0,25
POA6429,0,3,3,0,0,0,5,0,3,0,0,5,0,0,0,7,0,10,3,11,3,9,0,0,28,0,5,8,6,12,8,0,0,32,5,26,30,30,26,14,0,3,131,10,0,0,5,0,0,0,0,17,3,6,3,0,0,3,0,0,11,16,32,30,30,32,22,0,3,157,0,0,0,4,0,0,0,0,4,24,37,39,48,45,23,4,0,222,40,76,83,98,99,53,14,4,466
POA6430,193,101,53,17,5,0,582,12,62,67,57,51,14,3,0,268,160,648,542,315,187,77,25,5,1957,46,236,312,254,207,81,17,3,1146,405,1060,898,751,532,218,66,10,3945,165,75,55,39,16,6,0,0,356,20,52,53,64,43,25,7,0,269,594,1193,1006,853,601,246,69,10,4570,9,23,15,14,9,10,4,0,89,242,353,300,287,260,198,98,68,1801,1070,2709,2432,1897,1369,638,227,86,10424
POA6431,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,5,5,12,10,6,9,0,0,0,41,3,5,8,3,8,3,0,0,21,9,32,36,19,11,3,0,0,118,3,3,0,0,0,0,0,0,11,0,0,4,0,4,0,0,0,11,11,33,36,24,18,4,0,0,129,0,0,0,0,0,0,0,0,0,40,49,33,27,14,4,3,0,174,60,102,101,61,47,14,3,0,377
POA6432,9,7,6,0,0,0,47,0,6,13,8,3,3,0,0,35,6,59,61,39,40,13,5,0,230,9,47,68,56,54,15,0,0,250,116,277,266,256,211,77,21,6,1236,57,29,11,12,3,3,0,0,116,10,10,10,15,14,11,0,0,75,187,315,287,283,225,94,22,6,1425,0,6,4,10,5,0,0,0,26,155,196,181,156,165,93,28,0,979,368,639,629,558,506,228,62,8,2994
POA6434,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,3,6,0,0,0,0,0,7,0,3,5,0,0,0,0,0,5,0,10,15,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,9,28,22,9,5,0,0,0,74,12,50,41,14,9,0,0,0,129
POA6436,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,6,0,3,0,8,0,0,0,0,15,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,6,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,9,11,9,11,7,4,0,49,12,9,13,13,22,11,5,0,86
POA6437,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,4,0,8,6,3,0,4,0,0,25,0,15,12,10,3,0,0,0,36,15,42,42,17,14,3,0,0,127,10,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,24,44,44,22,15,3,0,0,145,0,0,0,4,0,0,0,0,3,43,49,45,30,21,3,0,0,190,72,126,111,65,39,9,0,0,417
POA6438,0,6,4,0,0,0,11,0,4,0,0,0,0,0,0,4,4,16,8,3,5,0,0,0,32,0,10,7,12,7,3,6,0,46,7,25,17,18,20,10,0,0,100,5,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,7,7,25,23,16,23,10,0,0,108,0,0,0,0,0,0,0,0,0,39,95,54,44,37,12,8,0,290,52,151,91,82,70,29,12,0,493
POA6440,5,4,0,0,0,0,8,0,3,0,0,5,0,0,0,3,0,23,16,13,11,0,0,0,59,0,10,15,7,7,0,0,0,49,14,53,42,21,34,10,0,0,170,3,4,0,4,3,0,0,0,14,0,3,3,0,3,0,0,0,6,16,58,44,25,37,10,0,0,187,0,0,0,0,0,0,0,0,0,47,140,96,94,72,17,0,0,470,71,234,172,143,134,29,4,0,794
POA6442,3,0,5,0,0,0,18,0,0,6,0,0,0,0,0,13,7,21,14,11,15,0,0,0,74,4,12,17,17,10,4,0,0,62,37,90,65,78,75,27,6,0,386,12,8,8,9,6,0,0,0,37,0,0,7,3,3,7,0,0,20,56,100,81,89,83,31,6,0,443,0,0,4,3,0,4,0,0,8,80,88,97,90,60,41,15,5,483,147,229,222,214,172,85,29,4,1105
POA6443,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,12,8,0,8,4,0,0,32,0,9,7,0,11,5,0,0,24,4,14,9,15,17,15,5,0,80,4,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,4,8,12,9,15,21,19,5,0,92,0,0,0,3,0,0,0,0,3,19,26,14,33,35,16,12,0,157,27,64,36,60,68,44,16,0,322
POA6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,8,0,3,5,5,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,7,8,17,19,8,0,0,57
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,7,0,5,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,11,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,6,0,13,11,6,10,3,4,0,49
