POA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA6070,34,33,67,133,117,254,11,0,13,48,55,104,188,178,371,49,37,85,23,18,43,89,78,166,164,138,298,10,3,13,0,0,4,6,10,18,7,16,23,0,0,0,23,33,55,34,35,70,11,9,14,3,3,10,16,42,61,0,0,0,64,91,156,90,127,216,8,9,13,3,17,22,0,0,0,10,21,39,66,67,128,558,562,1117
POA6071,29,32,54,88,71,155,9,6,20,36,49,82,130,129,262,48,35,78,10,18,27,80,74,151,141,124,263,5,3,8,3,11,15,18,7,28,13,11,23,0,0,0,46,33,76,31,46,77,6,9,12,5,5,12,17,29,43,0,0,0,56,90,145,100,126,219,6,7,11,4,17,24,0,0,0,13,22,35,105,68,178,520,497,1014
POA6072,5,7,9,23,20,37,3,0,4,6,0,12,30,26,57,11,12,24,9,4,18,14,18,32,37,37,67,0,3,0,0,0,6,4,0,5,4,5,6,0,0,0,7,8,19,0,10,14,0,3,3,4,3,10,0,6,12,0,0,0,6,25,30,15,32,46,0,3,3,0,3,3,0,0,0,0,7,7,27,15,36,117,113,230
POA6073,18,15,38,59,87,145,19,20,36,24,20,45,98,127,223,40,44,87,22,19,40,52,39,88,113,99,217,5,0,5,0,0,5,13,14,23,11,14,31,0,0,0,34,30,70,19,19,36,5,14,16,4,3,5,16,15,30,0,0,0,39,50,89,72,82,153,0,0,6,3,9,14,0,0,0,7,17,17,66,54,125,377,402,779
POA6074,4,9,11,27,28,54,0,5,11,5,11,17,42,37,81,17,22,40,3,0,3,11,8,20,29,34,68,4,0,10,0,4,4,9,0,9,4,4,5,0,0,0,13,14,28,5,4,7,0,4,3,0,3,5,5,4,8,0,0,0,6,11,20,20,26,47,0,0,0,3,0,5,0,0,0,3,8,14,18,19,39,126,130,255
POA6076,148,160,305,670,615,1279,151,163,319,162,157,322,985,938,1921,414,420,831,421,299,722,132,153,281,962,872,1831,34,34,75,20,27,45,93,29,122,74,93,168,0,0,0,218,189,411,198,239,436,44,59,103,46,53,95,73,162,231,0,0,0,363,515,873,576,701,1285,15,17,31,34,62,100,4,0,4,55,85,136,442,366,810,3175,3125,6298
POA6077,8,10,16,22,13,39,18,9,23,9,8,21,50,30,82,26,18,46,10,3,15,22,18,45,56,46,103,6,3,11,3,5,3,10,3,13,5,6,7,0,0,0,26,12,33,13,21,34,0,0,0,0,7,7,0,9,9,0,0,0,15,35,54,38,49,87,3,0,4,0,8,6,0,0,0,8,7,9,33,35,70,186,180,371
POA6078,4,0,10,35,24,60,9,6,11,10,7,13,52,37,91,19,16,33,6,3,16,13,10,23,36,33,72,3,0,9,3,3,9,8,3,9,0,4,3,0,0,0,16,10,25,10,8,17,0,3,5,0,0,3,0,3,3,0,0,0,12,15,27,27,29,58,0,0,0,0,5,0,0,0,0,0,5,0,27,26,52,155,129,278
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,42,39,88,131,121,249,16,19,40,57,44,103,201,187,384,85,101,187,21,29,45,118,103,221,220,230,452,12,14,21,3,8,8,23,5,30,16,31,44,0,0,0,47,51,99,28,38,72,3,15,22,6,7,16,11,29,43,0,0,0,58,99,149,105,145,249,9,3,12,15,19,37,0,0,0,19,23,48,112,74,183,700,706,1408
POA6082,34,27,58,124,99,220,6,22,30,23,17,43,159,141,296,84,95,179,19,14,32,39,27,69,138,136,269,4,3,11,3,17,20,17,6,23,5,23,29,0,0,0,36,48,88,20,23,40,9,5,16,0,7,8,11,26,40,0,0,0,42,58,101,76,113,185,3,3,9,9,6,22,0,0,0,12,16,26,125,84,208,540,507,1041
POA6083,19,17,40,85,82,166,4,10,15,26,39,63,120,131,248,63,61,125,13,18,31,70,63,131,139,138,279,6,9,11,0,9,6,11,4,17,5,11,22,0,0,0,27,28,55,19,34,59,7,11,14,6,3,7,8,24,37,0,0,0,42,76,115,66,106,173,0,0,3,5,3,14,0,0,0,5,9,14,127,78,208,480,483,959
POA6084,63,62,130,265,234,494,97,99,198,64,57,120,422,396,814,213,152,365,69,72,142,61,87,148,348,312,657,19,15,36,0,11,13,41,21,61,18,40,56,0,0,0,81,83,166,25,54,77,8,16,23,3,21,29,10,46,59,0,0,0,50,144,194,127,227,357,12,13,28,18,41,58,0,0,0,33,54,87,367,273,642,1365,1323,2689
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,9
POA6100,95,116,216,321,295,617,79,77,155,51,58,108,450,433,878,123,122,250,107,105,214,53,53,105,286,287,570,48,47,96,70,81,148,48,31,75,68,121,189,6,0,6,236,274,509,242,328,572,155,189,349,41,44,84,114,199,315,4,0,3,551,763,1319,795,1040,1830,25,35,63,66,78,143,4,0,4,98,111,210,520,370,891,2237,2355,4593
POA6101,147,140,289,378,328,705,117,118,233,68,61,126,563,513,1070,194,169,363,144,138,282,51,61,111,389,369,759,53,44,108,62,85,143,48,26,72,72,111,175,0,0,4,237,263,497,237,308,539,175,186,361,36,54,87,133,181,312,0,0,3,579,726,1305,815,986,1804,50,41,86,52,69,120,0,0,6,96,112,209,586,465,1053,2594,2585,5172
POA6102,74,82,160,216,196,415,78,67,144,51,48,102,347,314,658,143,143,282,62,58,119,33,43,74,242,241,479,111,58,169,95,80,182,38,22,60,65,74,142,0,3,8,315,238,558,583,536,1126,357,240,595,62,60,123,86,87,170,4,0,4,1092,928,2025,1411,1165,2580,60,49,107,34,56,85,0,3,5,97,104,200,627,802,1421,2788,2703,5494
POA6103,74,57,133,163,150,313,106,100,211,30,30,65,302,284,584,91,85,177,76,61,138,26,23,43,191,173,358,29,24,60,42,82,127,25,17,39,65,91,157,0,0,0,166,218,379,126,152,279,90,96,191,28,33,60,80,100,174,0,0,0,327,380,707,491,600,1090,26,31,58,42,45,89,0,0,5,74,71,147,356,273,629,1484,1458,2948
POA6104,106,106,213,254,229,481,164,173,336,59,72,130,478,468,945,182,168,346,150,110,259,47,41,90,377,319,697,50,37,89,47,66,109,35,16,49,65,113,172,3,0,3,190,232,420,104,166,275,75,99,165,30,31,59,69,104,177,0,0,0,276,403,678,466,638,1104,37,30,69,40,60,98,0,0,6,79,86,168,677,569,1245,2183,2178,4367
POA6105,146,110,258,339,329,664,153,150,300,127,138,271,624,615,1235,245,247,496,101,108,212,107,92,202,459,448,908,55,54,110,53,91,146,37,21,62,70,128,195,0,0,5,218,296,516,155,187,341,106,124,229,24,42,63,60,78,140,4,0,4,350,430,778,576,726,1300,50,46,87,46,65,104,0,0,0,91,111,196,567,506,1071,2461,2518,4974
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0
POA6107,500,455,954,1367,1264,2634,327,321,649,348,352,701,2050,1938,3993,832,752,1581,327,286,612,220,271,495,1384,1303,2686,253,184,437,254,337,591,135,80,212,214,347,564,3,0,6,862,950,1812,692,816,1505,428,528,960,94,118,205,177,278,457,0,4,4,1395,1735,3131,2274,2687,4958,184,182,365,139,216,350,11,4,14,336,397,731,1486,1266,2755,8025,8061,16081
POA6108,207,195,401,668,694,1361,140,138,276,209,205,409,1017,1035,2054,513,511,1021,127,102,231,150,176,325,791,797,1583,81,67,153,63,108,169,95,47,141,82,156,237,0,0,0,316,385,697,218,287,502,86,113,202,44,48,92,67,116,181,0,0,4,414,560,982,732,950,1680,46,46,90,78,95,171,0,0,4,127,141,263,577,493,1070,3443,3608,7055
POA6109,107,117,229,451,423,876,54,49,97,78,82,157,577,549,1127,317,297,614,98,88,186,64,65,129,482,454,933,39,64,104,40,77,120,35,26,58,53,90,145,0,5,7,168,264,430,84,133,219,42,65,108,16,20,35,30,43,78,0,3,3,172,261,434,341,529,871,25,26,53,25,53,83,0,0,0,57,80,138,493,421,915,2059,2152,4203
POA6110,406,426,834,1660,1490,3147,276,297,571,380,377,758,2328,2160,4486,1073,984,2053,264,264,534,347,333,672,1686,1579,3271,104,115,217,75,176,252,148,95,241,164,286,453,4,4,9,499,671,1174,359,498,856,115,159,280,67,101,169,126,212,338,0,0,0,670,969,1639,1171,1649,2818,94,95,191,129,172,305,7,3,10,228,275,503,1224,1190,2412,7047,7282,14324
POA6111,185,160,348,685,677,1365,110,74,185,172,185,356,963,945,1905,545,550,1093,81,95,181,151,141,297,783,791,1575,49,45,94,37,58,100,86,63,152,80,122,209,0,0,0,259,299,556,135,170,305,53,98,148,29,52,79,61,132,188,5,0,5,273,447,722,529,747,1282,32,34,62,44,93,136,0,0,5,79,132,207,742,666,1413,3277,3443,6721
POA6112,909,792,1700,2903,2710,5609,492,462,951,642,624,1266,4043,3805,7846,1687,1554,3244,246,283,530,507,574,1084,2446,2408,4855,153,161,315,126,213,341,203,151,356,260,454,717,0,8,8,745,985,1736,431,621,1052,184,313,500,74,112,189,242,422,663,0,7,9,933,1475,2407,1682,2465,4150,128,143,275,186,329,511,0,3,12,319,477,795,1951,1647,3601,11351,11600,22948
POA6121,24,26,57,71,62,132,32,19,49,36,35,72,137,117,252,74,66,143,8,23,39,51,50,104,142,143,278,7,3,10,3,4,7,19,6,27,9,17,31,0,0,0,39,33,75,19,29,52,3,9,13,3,6,18,9,13,19,0,0,0,44,55,102,80,95,169,7,0,8,5,12,17,0,0,0,14,13,23,76,38,117,474,428,898
POA6122,278,272,551,958,919,1871,191,184,373,224,212,437,1371,1315,2681,590,541,1131,79,67,147,175,177,350,847,787,1630,30,44,75,21,59,84,81,51,135,87,158,244,0,0,0,217,316,535,64,155,220,27,83,121,23,28,53,62,115,173,0,0,0,185,382,571,405,703,1110,29,26,62,59,95,154,0,0,0,94,125,216,479,387,861,3471,3581,7048
POA6123,30,20,55,73,72,148,21,16,37,15,31,47,114,110,229,35,50,88,6,0,11,11,20,34,59,68,128,8,5,11,4,7,11,10,6,7,12,12,22,0,0,0,25,32,59,10,9,18,0,0,5,0,0,3,5,16,19,0,0,0,14,31,42,43,65,106,0,0,0,0,9,7,0,0,0,0,10,10,82,62,153,334,343,670
POA6124,9,12,20,27,24,50,6,12,16,18,29,47,54,62,115,20,20,37,8,0,6,15,8,27,43,30,70,0,0,0,0,0,0,3,0,6,0,0,7,0,0,0,6,7,14,3,8,15,5,6,8,0,4,4,0,3,11,0,0,0,5,26,37,14,36,50,9,0,7,0,0,5,0,0,0,5,6,10,39,40,83,173,180,350
POA6125,24,27,52,72,70,141,20,17,36,23,34,58,118,117,231,67,69,136,9,8,16,49,40,88,125,112,242,9,8,10,0,0,6,23,11,34,4,12,14,0,0,0,31,32,68,15,20,38,6,13,13,9,0,10,0,9,13,0,0,0,24,41,69,56,77,134,3,6,12,3,8,11,0,0,0,5,18,22,470,93,562,803,441,1246
POA6126,0,0,0,5,3,7,4,6,0,4,0,4,10,9,19,0,4,0,0,0,0,6,3,11,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,7,0,0,0,0,0,0,0,0,0,0,0,6,18,8,23,38,28,69
POA6147,135,116,245,422,420,841,90,81,169,105,114,223,620,613,1230,373,320,690,50,33,78,66,65,134,481,412,899,62,30,96,54,78,128,53,20,69,64,110,178,0,0,0,226,238,472,199,190,390,80,97,178,21,26,48,67,72,133,0,0,0,371,380,754,600,626,1224,35,32,69,38,79,113,0,0,0,69,110,181,354,321,675,2257,2195,4450
POA6148,165,158,322,745,662,1407,73,79,151,69,62,131,891,799,1689,686,685,1368,67,49,114,84,78,164,838,816,1649,35,30,69,25,48,67,43,14,59,37,108,150,0,0,0,141,202,340,354,389,746,93,104,199,31,46,79,63,122,184,0,0,0,544,666,1205,683,869,1555,22,28,55,44,57,99,0,0,0,63,77,148,314,306,623,2960,3019,5982
POA6149,175,152,324,723,740,1462,70,65,137,63,48,111,857,851,1704,579,493,1070,79,73,150,129,115,243,786,682,1461,32,33,61,24,34,55,41,15,60,47,79,130,0,0,0,141,165,307,287,323,612,68,93,158,53,39,91,85,119,205,0,0,0,490,580,1071,634,743,1380,9,26,43,42,66,106,0,5,5,55,93,147,263,236,496,2764,2757,5515
POA6150,105,91,196,346,345,690,77,87,160,44,55,100,468,482,957,268,258,530,130,124,248,90,78,169,486,459,949,28,11,36,21,28,50,38,7,49,30,39,65,0,0,0,116,90,208,350,521,868,112,91,199,35,45,82,64,74,145,0,4,4,563,725,1284,676,815,1495,17,19,42,27,37,59,0,0,0,48,54,102,263,298,562,2049,2209,4250
POA6151,151,113,261,311,267,575,106,97,207,110,107,219,530,470,1000,145,108,254,144,138,275,345,215,560,635,460,1091,33,31,66,21,33,60,38,23,63,47,73,120,0,0,0,142,163,303,340,381,718,135,131,273,38,65,103,133,175,306,0,0,0,650,754,1403,791,917,1709,13,15,30,39,60,96,0,0,0,56,79,131,428,434,862,2588,2465,5053
POA6152,210,201,407,499,445,940,228,178,405,136,119,255,858,734,1595,243,232,476,489,189,679,177,295,481,910,719,1633,88,48,136,47,69,119,48,35,84,79,133,213,0,0,3,264,295,557,615,682,1300,227,230,461,96,76,174,168,218,387,0,7,8,1118,1215,2330,1379,1511,2891,46,29,82,57,94,147,0,0,0,107,124,230,630,653,1279,4088,3949,8042
POA6153,198,163,360,694,618,1314,148,161,306,91,112,205,933,889,1827,426,398,827,183,161,343,176,191,363,785,750,1535,29,34,58,24,39,60,49,25,78,50,95,142,0,0,0,155,186,335,375,424,799,93,101,191,57,49,109,119,159,274,0,0,6,649,724,1372,799,915,1714,8,25,33,37,58,90,0,0,0,43,82,127,351,307,659,3116,3116,6225
POA6154,93,92,183,349,347,697,74,91,170,19,15,41,448,460,901,304,261,569,115,113,226,63,46,114,480,421,904,19,11,26,18,20,41,29,15,46,23,57,86,0,0,0,90,106,193,180,165,350,29,42,75,36,32,64,43,71,114,0,0,0,299,308,603,390,416,800,6,7,10,24,43,63,0,0,0,29,45,77,146,144,293,1588,1573,3165
POA6155,424,449,871,2308,2281,4592,220,224,451,235,233,477,2771,2743,5519,2004,1818,3827,232,259,493,307,329,636,2547,2407,4957,144,91,232,94,153,252,150,72,223,170,297,463,5,0,3,564,613,1178,957,1117,2075,211,266,478,120,131,252,207,294,502,0,5,5,1496,1814,3311,2056,2435,4496,95,87,181,133,162,295,0,3,5,232,253,482,1785,779,2562,9818,9068,18891
POA6156,153,157,308,539,517,1054,216,221,433,36,42,78,789,776,1568,336,273,610,281,448,724,114,115,229,731,828,1566,34,36,69,17,24,39,73,28,96,42,75,113,0,0,3,159,165,324,219,303,522,72,78,148,49,48,99,82,148,230,0,0,0,424,575,1004,585,743,1330,10,17,28,46,58,106,0,8,8,57,78,138,398,346,743,2712,2933,5648
POA6157,136,116,251,399,368,767,146,131,270,31,38,63,570,532,1104,168,164,334,202,205,410,72,76,143,442,447,889,17,26,42,20,24,42,37,15,53,44,75,116,0,0,0,123,135,255,164,242,408,54,72,131,40,41,80,83,144,226,0,5,8,341,501,848,463,643,1106,7,11,23,25,48,70,0,0,0,36,61,91,318,291,609,1966,2090,4051
POA6158,64,62,121,240,259,493,33,49,82,32,20,47,297,327,624,125,130,261,110,136,247,77,69,149,313,341,654,12,10,22,13,10,30,12,13,27,6,31,39,0,0,0,47,67,116,115,124,235,35,47,83,25,30,56,31,79,111,0,0,0,205,274,483,252,349,599,4,13,15,13,24,32,0,0,0,15,32,49,170,160,329,1115,1265,2378
POA6159,16,21,34,72,66,137,3,6,7,20,20,35,91,91,186,45,37,89,15,19,32,26,30,56,92,85,176,5,4,7,3,3,12,3,0,4,11,16,28,0,0,0,23,25,50,45,64,108,15,34,50,8,14,14,30,39,65,0,0,0,88,151,241,118,178,292,0,4,9,0,13,14,0,0,0,10,18,24,121,126,243,442,519,960
POA6160,52,56,102,162,148,310,14,23,39,15,18,32,193,193,387,97,113,211,44,49,87,31,42,72,170,201,371,9,11,13,10,18,37,17,8,20,33,42,77,0,0,0,66,79,145,109,169,275,65,101,163,29,18,48,65,129,194,0,0,0,265,411,681,336,493,827,7,13,18,29,40,67,0,0,0,34,56,91,440,311,749,1228,1302,2531
POA6161,3,0,3,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,6,0,4,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,13,6,21,27,14,40
POA6162,111,100,216,271,269,539,67,77,139,52,41,95,391,392,778,156,157,318,136,126,263,57,53,107,353,340,689,11,6,15,13,30,45,23,23,41,37,56,94,0,0,0,81,118,197,99,174,274,57,100,155,20,25,48,71,122,196,3,0,3,258,422,677,341,544,879,8,5,13,32,61,97,0,0,0,44,64,109,318,260,581,1555,1703,3255
POA6163,455,374,833,1215,1190,2404,315,348,664,167,201,371,1702,1741,3439,732,747,1480,494,518,1007,264,244,510,1489,1514,3006,115,97,213,96,133,232,175,82,254,177,298,469,3,3,9,573,612,1178,526,760,1279,279,396,678,119,130,250,243,510,752,0,0,0,1161,1797,2954,1733,2411,4145,65,52,110,137,222,355,3,0,3,200,270,468,1497,1318,2818,7080,7629,14701
POA6164,752,684,1432,2548,2461,5011,568,599,1171,227,212,441,3353,3285,6629,1356,1214,2575,741,722,1465,363,321,683,2468,2263,4726,125,139,260,99,185,286,222,134,358,240,431,667,0,0,4,696,886,1579,585,851,1438,209,351,562,110,174,291,315,513,826,5,0,7,1217,1897,3115,1917,2786,4702,72,76,151,181,248,427,0,5,5,262,325,585,1335,1032,2372,10089,10367,20454
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,9
POA6166,107,98,206,236,255,488,164,147,314,30,34,68,428,437,868,99,101,201,185,180,368,53,53,105,337,338,674,8,12,23,10,11,21,48,21,68,31,43,70,0,0,0,89,91,183,82,127,214,22,33,59,24,35,58,41,65,109,0,0,0,173,265,432,265,353,617,4,6,13,28,39,65,0,0,0,34,44,81,305,246,550,1483,1517,2994
POA6167,260,276,533,1046,883,1925,142,143,282,134,145,283,1321,1174,2494,570,514,1081,154,137,288,219,190,406,941,845,1781,64,60,127,55,94,144,101,70,170,90,186,270,0,3,5,307,410,718,138,211,342,60,124,180,36,30,64,72,136,209,0,0,0,299,496,801,611,907,1525,54,65,117,77,124,207,0,0,0,131,189,326,2039,686,2718,5301,4072,9374
POA6168,149,127,275,570,512,1082,138,125,268,63,82,142,769,716,1491,416,403,818,112,132,249,93,68,159,623,605,1225,49,55,100,26,77,104,69,58,135,82,143,224,3,0,7,233,336,566,63,146,209,44,78,129,19,33,55,64,104,169,0,0,0,197,361,557,427,697,1127,27,24,53,50,84,134,0,0,0,85,109,190,1273,908,2179,3330,3155,6490
POA6169,243,247,493,1099,1005,2108,221,211,429,225,234,454,1542,1456,2996,759,743,1502,205,206,412,248,206,456,1213,1157,2366,73,83,164,36,96,128,126,76,201,104,218,318,5,0,6,339,478,816,159,216,379,62,125,181,26,65,91,88,189,279,0,0,0,338,596,935,683,1075,1757,37,49,87,90,125,216,0,0,0,128,179,309,1168,974,2139,4982,5079,10059
POA6170,230,237,459,627,582,1211,145,154,302,184,216,400,961,951,1915,329,282,608,96,97,199,172,149,317,594,533,1124,44,47,96,40,77,120,57,47,104,71,139,217,3,5,6,227,318,540,111,162,274,61,109,168,29,32,63,84,136,222,0,0,0,293,434,728,514,757,1268,36,30,61,39,75,117,0,4,4,79,105,186,473,336,816,2853,2914,5767
POA6171,494,424,926,1798,1729,3527,265,244,506,247,260,502,2309,2236,4543,1019,1042,2059,243,285,527,250,257,510,1519,1585,3105,81,75,158,45,92,137,135,95,227,137,284,420,0,0,0,400,548,942,187,263,450,58,189,250,31,60,94,133,257,393,0,0,0,412,776,1186,808,1327,2133,72,72,143,93,165,261,3,0,4,168,238,411,1073,793,1862,6373,6608,12977
POA6172,125,108,234,451,429,882,96,96,195,79,87,168,631,620,1247,398,336,736,73,98,171,123,159,278,601,591,1190,45,37,82,12,36,46,57,43,100,39,80,116,0,0,0,155,196,349,68,117,185,24,40,61,8,27,34,31,64,95,0,0,0,126,249,379,284,445,730,22,24,48,27,53,77,0,4,4,50,76,126,457,324,782,2144,2163,4310
POA6173,120,114,238,629,564,1192,51,55,106,122,106,237,806,726,1538,476,416,885,71,75,143,127,167,289,669,659,1328,32,30,64,7,31,37,87,35,118,44,65,108,0,0,0,175,157,332,87,151,240,19,51,69,23,29,51,40,96,130,0,4,4,168,327,488,337,481,816,13,16,30,32,51,83,0,0,0,51,64,112,284,166,454,2275,2212,4490
POA6174,62,56,117,243,221,469,32,26,59,62,40,106,339,289,631,189,166,357,14,19,36,42,56,95,247,246,487,11,20,28,6,16,23,34,16,50,26,41,70,0,0,0,76,87,167,27,39,66,13,29,40,11,12,17,21,39,59,0,0,0,66,118,188,148,206,351,4,11,13,14,25,41,0,0,0,16,36,57,176,133,313,989,968,1957
POA6175,43,30,70,159,167,325,14,17,32,57,47,103,228,231,463,94,93,185,22,12,28,75,62,132,183,166,341,4,7,16,0,8,9,26,13,44,12,22,33,0,0,0,49,53,101,25,38,63,5,11,19,3,9,13,14,34,47,0,0,0,51,93,141,102,142,244,0,4,6,17,24,36,0,0,0,17,23,40,101,62,160,673,650,1323
POA6176,24,26,47,76,94,169,10,19,31,13,17,31,101,137,233,55,56,107,8,8,18,19,15,32,79,83,162,5,7,12,5,10,7,12,3,17,5,11,21,0,0,0,22,26,50,7,4,13,4,11,8,0,9,7,6,13,19,0,0,0,17,37,51,39,59,100,3,4,4,10,11,17,0,0,0,6,15,21,60,45,106,307,361,663
POA6180,64,71,135,285,294,579,37,41,84,62,73,140,389,414,803,186,140,323,15,30,51,98,74,172,301,248,548,9,14,27,3,17,16,25,19,47,24,60,79,0,0,0,63,107,167,33,53,90,12,24,33,6,10,17,19,49,72,0,0,0,74,143,215,132,251,380,7,11,20,26,27,50,0,0,3,30,42,72,175,138,308,1094,1160,2254
POA6181,0,4,5,9,19,21,6,5,6,0,3,3,9,22,32,10,17,27,8,6,12,7,5,15,29,29,55,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,3,8,10,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,8,15,23,0,0,0,0,0,0,0,0,0,4,0,4,7,3,10,53,74,127
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,9,12,17,40,39,79,0,3,9,23,10,28,69,50,119,15,27,42,0,0,6,13,11,22,35,36,73,4,0,4,0,0,0,4,6,10,0,6,6,0,0,0,9,10,21,5,8,12,0,6,6,0,3,3,0,4,7,0,0,0,5,27,32,17,36,52,0,0,0,4,6,9,0,0,0,4,6,9,71,64,134,197,210,407
POA6208,96,85,182,308,277,588,106,110,219,135,146,278,552,532,1085,246,277,523,28,57,92,97,118,214,376,448,824,27,27,53,4,28,34,48,29,81,28,74,101,0,0,0,115,160,274,18,57,68,6,45,47,8,11,19,16,60,76,0,0,0,43,168,211,161,325,490,6,8,18,12,30,46,0,0,0,23,41,63,497,409,909,1703,1851,3550
POA6209,13,9,19,37,31,73,9,5,8,15,16,25,63,53,110,24,30,62,8,19,25,18,14,37,53,65,121,5,3,5,0,5,9,11,10,23,3,10,11,0,0,0,21,20,40,11,9,23,0,3,3,3,6,7,0,5,5,0,0,0,9,25,33,37,45,84,6,0,7,3,4,5,0,0,0,5,10,11,116,78,191,285,249,534
