POA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6480,..,0,0,0,5,4,0,0,0,5,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,5,0,0,0,14,..,0,0,0,6,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6484,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,6,5,0,12,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6485,..,0,9,8,10,12,12,20,0,69,..,0,8,3,3,3,0,0,0,17,..,0,0,3,0,4,0,0,0,7,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,7,..,0,3,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,3,0,3,0,8,..,7,4,5,7,13,19,10,0,60,0,0,0,0,0,4,0,0,0,4,25,12,14,19,23,33,34,29,0,201,..,0,9,3,9,14,10,16,0,64,..,0,6,0,0,9,0,0,0,19,..,0,0,5,0,0,0,0,0,10,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
POA6487,..,0,0,0,6,5,0,0,0,8,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,4,3,0,19,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6488,..,0,0,4,0,3,5,3,0,24,..,0,0,0,0,0,4,0,0,6,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,7,4,0,0,25,0,0,0,0,0,0,0,0,0,0,10,6,6,7,4,17,17,3,0,70,..,0,4,5,6,4,8,0,0,24,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,4,0,0,0,3,6,..,..,..,..,..,..,..,..,6,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0
POA6489,..,0,4,0,3,4,6,0,0,14,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,8,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,8,8,0,0,37,..,0,0,0,3,0,3,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6490,..,0,0,4,3,7,12,3,0,29,..,3,0,0,6,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,6,4,0,0,18,0,0,0,0,0,0,0,0,3,3,19,17,3,9,13,20,18,0,5,100,..,0,6,3,6,12,7,0,0,36,..,3,3,3,3,0,0,0,0,18,..,0,0,5,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6501,..,0,8,26,47,43,30,13,7,184,..,8,13,7,3,12,4,0,0,44,..,0,0,0,3,5,0,0,0,7,70,..,..,..,..,..,..,..,..,70,..,13,..,..,..,..,..,..,..,13,..,29,9,3,5,3,0,0,0,53,..,0,0,0,0,0,0,0,0,8,..,0,3,3,0,0,0,0,0,7,..,0,0,0,0,5,0,0,0,6,..,0,0,4,5,5,8,0,0,30,5,0,4,0,0,0,0,0,0,7,73,51,34,45,71,74,51,15,7,426,..,0,20,34,46,46,31,13,0,187,..,5,12,5,3,11,5,0,0,46,..,0,4,0,12,0,4,3,0,32,62,..,..,..,..,..,..,..,..,62,..,18,..,..,..,..,..,..,..,18,..,10,4,0,4,0,0,0,0,21,..,0,0,0,0,0,0,3,3,11,..,0,0,0,0,0,0,0,0,0
POA6502,..,0,10,22,31,67,54,35,3,222,..,0,9,7,9,8,0,3,0,42,..,0,0,0,3,0,0,0,0,12,73,..,..,..,..,..,..,..,..,73,..,14,..,..,..,..,..,..,..,14,..,20,11,3,3,0,0,0,0,39,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,3,3,6,9,6,12,9,0,51,0,0,0,0,0,0,5,0,0,15,79,40,34,42,55,87,79,48,4,478,..,3,15,34,51,57,60,23,8,236,..,0,3,10,13,8,5,5,0,42,..,0,10,3,6,0,0,0,0,28,86,..,..,..,..,..,..,..,..,86,..,15,..,..,..,..,..,..,..,15,..,9,7,0,0,0,0,0,0,18,..,0,0,0,4,5,0,0,4,17,..,0,0,0,0,0,0,0,0,0
POA6503,..,4,14,62,72,102,78,69,5,404,..,9,24,14,14,12,10,0,0,83,..,0,0,3,0,6,0,0,0,17,203,..,..,..,..,..,..,..,..,203,..,33,..,..,..,..,..,..,..,33,..,26,13,10,9,3,0,0,0,64,..,0,5,0,0,0,4,4,0,23,..,0,4,4,0,0,0,0,0,19,..,4,14,5,3,6,7,3,0,47,..,3,8,9,23,26,35,12,4,118,0,7,3,4,0,0,7,4,0,33,207,93,93,116,128,162,144,97,12,1045,..,3,39,79,80,106,81,40,4,433,..,12,26,22,8,19,5,0,0,95,..,0,3,16,13,0,7,3,0,39,165,..,..,..,..,..,..,..,..,165,..,35,..,..,..,..,..,..,..,35,..,26,6,0,7,4,0,0,0,42,..,0,0,4,0,0,6,4,0,16,..,4,3,3,0,5,0,0,0,15
POA6504,..,0,5,3,9,15,9,10,3,44,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,0,0,4,0,8,0,0,0,0,5,0,0,0,0,5,14,0,14,5,15,12,10,10,3,84,..,0,5,0,7,19,10,6,0,43,..,0,0,0,0,0,0,0,0,8,..,0,0,4,0,0,0,0,0,4,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6505,..,0,0,3,0,9,0,7,0,23,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,5,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,16,4,5,16,6,13,0,6,0,69,..,0,5,7,3,5,5,0,0,27,..,0,5,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6506,..,0,0,0,0,4,3,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,4,0,0,29,..,0,0,0,4,3,0,3,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6507,..,0,12,17,9,20,25,11,0,94,..,7,6,4,3,4,0,0,0,26,..,0,0,0,0,0,0,0,0,0,40,..,..,..,..,..,..,..,..,40,..,0,..,..,..,..,..,..,..,0,..,6,4,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,3,3,0,8,9,3,0,28,0,0,0,0,4,0,4,0,0,10,43,14,22,23,22,36,37,15,0,213,..,0,11,14,19,19,15,13,0,93,..,3,8,8,5,4,0,0,0,26,..,0,0,0,0,0,0,0,0,6,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6
POA6509,..,0,0,3,9,8,3,0,0,21,..,0,6,7,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,8,6,3,7,6,11,3,3,0,55,..,0,0,3,6,3,0,5,0,23,..,0,3,3,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6510,..,0,16,39,43,74,67,28,4,275,..,7,20,16,14,7,5,0,0,84,..,0,3,6,5,4,0,0,0,17,157,..,..,..,..,..,..,..,..,157,..,14,..,..,..,..,..,..,..,14,..,24,16,0,0,0,0,0,0,44,..,10,0,0,0,0,0,4,0,20,..,0,0,0,0,0,0,0,0,7,..,4,5,0,0,0,0,0,0,21,..,8,12,11,18,20,19,20,7,120,3,3,3,7,0,9,4,0,5,31,156,84,87,78,100,122,103,53,13,788,..,0,22,43,57,79,55,22,5,280,..,18,27,16,16,13,3,0,0,89,..,3,15,15,13,4,6,0,6,63,156,..,..,..,..,..,..,..,..,156,..,22,..,..,..,..,..,..,..,22,..,16,3,0,0,0,0,0,0,24,..,6,4,6,6,0,7,0,0,27,..,3,0,0,0,0,0,0,0,8
POA6511,..,0,5,6,10,13,23,11,7,76,..,0,11,4,0,3,0,0,0,23,..,0,0,0,0,0,0,0,0,3,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,0,0,8,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,9,3,0,0,8,..,0,0,0,4,13,6,12,0,38,0,5,3,0,0,0,7,3,0,18,38,11,20,19,16,38,47,22,8,213,..,0,6,11,15,20,15,15,4,79,..,0,4,4,6,5,5,0,0,22,..,0,3,0,0,0,0,0,0,13,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
POA6512,..,0,0,3,12,3,4,3,0,22,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,9,6,3,0,38,..,0,0,3,6,3,5,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6513,..,0,4,7,10,6,7,0,0,31,..,0,0,0,5,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,3,0,0,0,13,0,0,0,0,4,0,0,0,0,11,13,5,8,16,15,15,11,6,0,79,..,0,3,4,13,8,3,0,0,29,..,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,4,..,..,..,..,..,..,..,4,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
POA6514,..,0,0,9,7,29,42,26,0,113,..,0,7,8,5,6,8,0,0,36,..,0,0,0,0,0,0,0,0,0,31,..,..,..,..,..,..,..,..,31,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,4,0,0,0,5,..,0,3,3,4,13,20,9,3,63,5,0,0,0,3,3,6,5,0,18,33,14,18,17,26,65,81,41,3,296,..,0,9,3,15,19,48,17,0,122,..,0,9,5,5,11,4,0,0,34,..,0,5,5,0,0,0,0,0,13,22,..,..,..,..,..,..,..,..,22,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6515,..,0,6,12,9,12,11,6,4,54,..,0,5,4,6,6,4,0,0,23,..,0,0,0,0,0,0,0,0,0,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,6,15,3,0,0,30,0,0,0,0,0,0,0,0,0,8,27,8,16,20,19,33,16,8,3,143,..,0,5,10,4,10,13,4,0,56,..,0,8,5,4,3,0,0,0,20,..,0,3,0,0,0,0,0,0,4,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6516,..,0,17,32,44,84,100,41,10,327,..,5,20,20,24,18,17,0,0,105,..,0,0,4,9,4,0,0,0,14,133,..,..,..,..,..,..,..,..,133,..,10,..,..,..,..,..,..,..,10,..,25,10,8,6,0,0,0,0,52,..,0,3,0,0,0,0,0,0,13,..,0,0,3,0,0,0,0,0,8,..,0,8,0,0,0,0,0,0,17,..,4,8,6,22,22,46,17,0,121,6,4,0,0,9,4,8,0,0,43,137,62,71,76,116,135,167,68,13,850,..,0,18,57,54,103,99,23,5,365,..,7,35,19,22,22,7,0,0,109,..,0,13,17,10,8,0,0,0,41,113,..,..,..,..,..,..,..,..,113,..,28,..,..,..,..,..,..,..,28,..,12,6,0,0,0,0,0,0,10,..,0,0,0,0,4,0,0,4,20,..,3,5,0,0,4,0,0,0,6
POA6517,..,0,4,11,12,20,15,6,0,72,..,6,7,4,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,23,..,..,..,..,..,..,..,..,23,..,5,..,..,..,..,..,..,..,5,..,0,0,0,5,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,6,0,4,5,10,17,5,0,45,4,0,3,0,0,0,0,0,0,9,25,14,19,26,22,28,29,12,3,179,..,0,8,13,7,17,16,0,0,70,..,8,7,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6518,..,0,0,0,6,4,3,6,0,31,..,0,0,4,0,0,3,0,0,9,..,0,0,0,0,0,4,0,0,4,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,0,0,13,0,6,0,0,6,0,0,0,0,9,4,8,4,11,12,16,18,8,0,77,..,0,3,3,0,9,4,4,0,31,..,0,0,5,0,0,0,0,0,9,..,0,0,0,4,0,0,0,0,8,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6519,..,0,13,14,16,16,17,15,0,91,..,0,9,9,7,5,3,0,0,31,..,0,0,4,0,0,0,0,0,3,42,..,..,..,..,..,..,..,..,42,..,5,..,..,..,..,..,..,..,5,..,8,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,4,3,9,17,14,4,0,51,4,0,0,0,0,0,0,0,0,5,45,18,21,36,36,31,39,20,3,242,..,0,12,15,18,12,21,5,0,90,..,3,7,10,6,0,0,0,0,32,..,0,4,3,3,5,0,0,0,16,43,..,..,..,..,..,..,..,..,43,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,3,..,0,0,0,0,0,0,0,0,0
POA6521,..,0,3,6,14,16,7,12,0,65,..,4,0,0,0,5,0,0,0,14,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,..,0,5,0,0,4,3,0,0,19,0,0,0,0,0,0,0,0,0,5,26,11,13,12,17,24,18,13,3,144,..,0,7,11,9,16,14,8,0,67,..,0,0,0,0,5,4,0,0,14,..,0,0,4,3,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,5,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
POA6522,..,0,7,11,15,15,10,10,0,70,..,0,7,0,3,0,4,0,0,26,..,0,0,0,0,0,0,0,0,6,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,13,9,3,0,32,0,0,0,0,0,0,0,0,4,4,33,9,14,17,25,28,26,12,4,184,..,0,9,14,16,15,9,8,0,70,..,0,3,7,8,0,0,0,0,22,..,0,0,0,0,0,0,0,0,5,38,..,..,..,..,..,..,..,..,38,..,5,..,..,..,..,..,..,..,5,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6525,..,0,21,67,104,138,167,100,12,608,..,9,23,21,29,38,24,8,0,160,..,0,0,5,7,6,3,0,0,22,242,..,..,..,..,..,..,..,..,242,..,57,..,..,..,..,..,..,..,57,..,57,23,9,6,7,0,0,0,104,..,5,5,0,0,0,3,4,3,22,..,0,4,5,0,0,0,0,0,12,..,3,0,0,5,7,11,3,0,31,..,11,12,12,36,48,67,21,13,220,4,7,4,5,4,0,11,8,0,44,245,147,84,120,186,249,295,153,35,1505,..,0,29,96,123,169,153,81,8,655,..,14,26,31,36,33,29,7,0,175,..,0,19,29,25,14,8,5,8,110,247,..,..,..,..,..,..,..,..,247,..,38,..,..,..,..,..,..,..,38,..,41,12,0,0,0,0,0,0,56,..,8,3,0,3,4,5,7,0,31,..,5,0,0,0,0,0,0,0,5
