POA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6083,..,0,27,90,201,210,125,66,20,737,..,11,18,23,42,37,18,3,0,157,..,0,4,0,5,3,4,0,0,14,247,..,..,..,..,..,..,..,..,247,..,101,..,..,..,..,..,..,..,101,..,75,39,12,14,0,0,0,0,135,..,6,0,0,0,5,4,3,0,20,..,3,0,0,5,0,3,0,0,12,..,0,0,3,6,8,4,0,0,23,..,0,9,7,17,25,17,10,7,97,3,6,4,6,4,8,7,0,0,36,250,210,98,139,292,293,183,86,23,1579,..,4,39,132,211,220,116,52,3,781,..,13,28,31,57,35,22,0,0,187,..,4,10,11,21,21,5,3,0,68,273,..,..,..,..,..,..,..,..,273,..,99,..,..,..,..,..,..,..,99,..,54,21,3,4,0,0,0,0,87,..,3,0,0,0,6,7,12,4,31,..,6,0,0,7,4,3,0,0,22
POA6084,..,0,120,262,381,391,278,113,16,1565,..,28,106,90,96,50,23,6,0,394,..,0,14,15,29,10,4,6,0,78,892,..,..,..,..,..,..,..,..,892,..,205,..,..,..,..,..,..,..,205,..,243,74,32,17,4,0,0,0,371,..,28,10,0,0,7,14,11,0,85,..,13,16,0,9,7,9,4,5,56,..,8,15,13,12,9,12,7,0,74,..,4,36,28,35,61,55,24,0,245,12,20,14,11,5,8,11,0,0,83,902,553,404,441,587,556,403,169,21,4035,..,6,202,340,431,409,246,78,5,1719,..,45,136,97,100,56,12,0,0,449,..,8,35,69,67,41,15,11,3,240,786,..,..,..,..,..,..,..,..,786,..,200,..,..,..,..,..,..,..,200,..,173,44,7,11,7,0,0,0,238,..,12,3,0,8,18,26,15,11,94,..,10,11,4,4,0,3,0,4,39
POA6090,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6100,..,18,398,671,441,418,346,103,36,2426,..,85,378,202,105,63,43,9,0,881,..,0,11,27,36,32,5,6,0,118,1005,..,..,..,..,..,..,..,..,1005,..,202,..,..,..,..,..,..,..,202,..,142,103,21,15,6,3,0,0,292,..,83,59,15,5,13,6,7,4,184,..,51,49,26,3,4,0,0,0,136,..,195,295,72,38,38,30,7,0,683,..,81,262,232,200,235,160,91,25,1278,7,22,30,19,10,19,10,0,0,122,1010,879,1581,1283,859,822,606,215,71,7316,..,31,560,675,457,402,281,72,16,2497,..,125,432,168,79,62,35,8,0,904,..,3,23,93,92,66,21,16,14,334,993,..,..,..,..,..,..,..,..,993,..,224,..,..,..,..,..,..,..,224,..,90,66,13,4,8,4,0,0,182,..,91,59,20,11,20,35,12,3,248,..,37,43,8,9,0,0,0,0,94
POA6101,..,12,438,704,518,381,284,116,42,2487,..,66,467,226,130,68,27,9,0,993,..,0,5,12,34,29,16,3,3,104,1286,..,..,..,..,..,..,..,..,1286,..,290,..,..,..,..,..,..,..,290,..,158,128,54,32,16,0,0,0,385,..,66,58,24,12,21,11,7,6,195,..,39,72,16,11,5,4,3,0,145,..,219,346,96,63,46,25,11,0,812,..,58,167,186,164,206,194,83,16,1069,21,26,24,18,6,10,3,0,5,115,1312,924,1702,1342,974,773,555,231,68,7887,..,31,569,773,525,347,218,85,20,2572,..,116,477,218,130,54,16,4,0,1024,..,8,42,100,133,91,50,23,20,472,1254,..,..,..,..,..,..,..,..,1254,..,280,..,..,..,..,..,..,..,280,..,116,74,27,19,6,0,0,0,241,..,84,61,16,12,25,27,12,5,256,..,54,47,10,4,0,0,0,0,119
POA6102,..,12,366,413,234,193,146,136,46,1552,..,82,235,84,60,31,8,8,0,504,..,0,8,13,25,22,12,3,5,84,793,..,..,..,..,..,..,..,..,793,..,159,..,..,..,..,..,..,..,159,..,96,78,32,21,12,0,0,0,242,..,99,88,21,5,10,13,3,4,238,..,88,151,33,11,5,0,0,0,286,..,605,623,103,67,34,10,4,0,1446,..,69,136,111,100,107,107,90,59,773,6,37,32,11,5,3,9,0,0,100,801,1251,1717,822,529,408,308,246,114,6187,..,30,479,413,227,170,151,104,31,1594,..,112,235,106,44,25,6,5,0,528,..,13,49,90,76,55,22,16,7,330,740,..,..,..,..,..,..,..,..,740,..,193,..,..,..,..,..,..,..,193,..,73,50,23,3,6,3,0,0,152,..,110,48,14,24,16,16,6,6,239,..,60,76,12,3,3,0,0,0,159
POA6103,..,16,304,396,266,237,160,80,20,1485,..,67,308,126,61,44,17,3,0,627,..,0,10,12,24,14,12,0,4,76,708,..,..,..,..,..,..,..,..,708,..,124,..,..,..,..,..,..,..,124,..,100,69,22,17,15,0,0,0,230,..,51,58,14,12,15,13,3,0,170,..,30,42,16,3,0,0,0,0,100,..,117,260,64,27,26,10,3,0,520,..,63,252,173,128,160,116,54,23,970,10,8,20,21,4,10,5,0,0,81,717,571,1330,853,544,531,336,149,46,5079,..,17,422,406,246,227,132,56,4,1511,..,125,311,117,45,36,12,0,0,640,..,5,39,73,72,46,24,20,16,293,664,..,..,..,..,..,..,..,..,664,..,130,..,..,..,..,..,..,..,130,..,70,46,15,7,12,0,0,0,147,..,33,50,10,11,21,33,11,6,161,..,17,31,6,4,0,0,0,0,61
POA6104,..,4,261,498,441,381,328,178,50,2140,..,62,254,152,125,81,43,17,0,725,..,5,6,31,34,30,20,10,4,143,1099,..,..,..,..,..,..,..,..,1099,..,257,..,..,..,..,..,..,..,257,..,221,158,45,36,21,5,0,0,488,..,68,66,21,25,17,14,6,4,216,..,37,71,24,13,5,3,0,0,158,..,116,201,74,56,43,21,5,0,516,..,43,149,149,149,192,144,73,25,923,7,17,30,12,13,16,11,8,6,113,1108,816,1206,1008,886,789,581,291,92,6765,..,22,389,590,425,366,289,112,24,2212,..,103,294,134,109,88,22,4,0,766,..,10,60,112,120,81,29,21,18,462,1061,..,..,..,..,..,..,..,..,1061,..,242,..,..,..,..,..,..,..,242,..,124,75,17,12,14,6,0,0,248,..,65,59,7,19,42,32,16,4,252,..,26,30,7,4,3,0,0,0,76
POA6105,..,10,360,680,471,345,276,193,60,2403,..,75,268,134,83,74,29,10,3,682,..,3,11,25,44,35,16,6,7,151,1381,..,..,..,..,..,..,..,..,1381,..,343,..,..,..,..,..,..,..,343,..,220,160,54,56,36,7,0,0,533,..,71,66,21,21,23,18,8,3,247,..,40,78,27,18,12,8,0,0,178,..,102,213,89,50,51,10,7,0,524,..,43,178,136,116,160,122,60,41,861,23,19,21,23,12,9,3,6,0,118,1401,927,1364,1188,874,758,498,295,115,7421,..,23,560,673,461,308,284,138,27,2490,..,108,324,126,88,46,23,8,3,726,..,18,75,138,159,72,52,40,34,592,1360,..,..,..,..,..,..,..,..,1360,..,344,..,..,..,..,..,..,..,344,..,170,82,21,15,27,6,0,0,327,..,68,43,15,11,40,47,24,20,266,..,25,33,9,6,9,0,0,0,86
POA6106,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6107,..,62,1582,2495,1514,1106,828,460,115,8165,..,171,601,322,199,111,52,18,0,1481,..,4,23,67,94,76,37,24,11,331,4713,..,..,..,..,..,..,..,..,4713,..,1059,..,..,..,..,..,..,..,1059,..,715,531,153,93,39,10,0,0,1543,..,281,298,88,60,60,42,19,8,856,..,199,376,106,47,28,10,3,0,766,..,520,742,212,133,89,46,9,4,1763,..,111,376,374,286,327,279,135,43,1932,32,55,75,63,32,22,13,3,4,293,4745,3175,4609,3880,2463,1871,1316,672,187,22916,..,161,2263,2438,1426,1065,738,309,57,8454,..,270,616,340,187,105,34,13,0,1577,..,40,189,330,350,240,113,61,37,1360,4417,..,..,..,..,..,..,..,..,4417,..,1034,..,..,..,..,..,..,..,1034,..,483,323,89,33,26,4,0,0,960,..,215,185,56,46,157,135,69,35,885,..,187,248,55,16,18,6,0,0,526
POA6108,..,14,379,892,869,836,830,439,86,4345,..,53,234,197,132,93,52,8,0,770,..,0,12,43,56,50,30,10,5,201,2213,..,..,..,..,..,..,..,..,2213,..,604,..,..,..,..,..,..,..,604,..,510,370,144,77,26,4,0,0,1130,..,84,59,38,29,37,27,14,10,297,..,38,56,35,21,13,10,0,0,175,..,58,121,55,47,35,24,7,0,350,..,20,102,149,147,154,125,79,38,820,24,31,27,26,18,14,16,6,0,164,2232,1416,1366,1579,1390,1260,1119,572,136,11067,..,39,611,1019,884,893,738,288,36,4514,..,80,303,170,131,80,40,10,0,812,..,29,134,186,228,144,80,48,31,889,2145,..,..,..,..,..,..,..,..,2145,..,631,..,..,..,..,..,..,..,631,..,351,211,61,41,14,0,4,0,687,..,71,44,21,39,60,65,41,22,361,..,43,35,10,10,11,0,4,0,100
POA6109,..,3,285,557,419,305,300,156,33,2059,..,32,104,95,73,43,21,8,0,378,..,3,10,29,30,26,12,4,0,117,1300,..,..,..,..,..,..,..,..,1300,..,306,..,..,..,..,..,..,..,306,..,273,176,67,34,11,0,0,0,562,..,46,53,28,19,17,19,10,0,188,..,23,41,26,19,5,3,0,0,126,..,58,89,54,43,38,16,13,0,307,..,20,85,138,116,140,92,59,27,675,17,12,26,9,7,7,10,8,0,92,1314,785,862,1010,765,587,466,253,64,6118,..,27,456,580,372,298,260,116,12,2128,..,54,126,100,50,49,17,9,0,403,..,22,94,115,111,69,39,22,13,481,1249,..,..,..,..,..,..,..,..,1249,..,360,..,..,..,..,..,..,..,360,..,167,92,21,13,14,0,0,0,312,..,31,36,10,16,48,35,11,5,203,..,26,17,3,10,9,3,0,0,66
POA6110,..,26,853,1994,1619,1299,1035,495,115,7438,..,158,475,350,251,148,75,21,3,1477,..,8,31,92,114,72,43,18,8,391,4919,..,..,..,..,..,..,..,..,4919,..,1115,..,..,..,..,..,..,..,1115,..,1002,587,208,94,24,6,0,0,1923,..,166,139,59,54,53,40,10,11,537,..,82,87,62,42,21,15,0,0,310,..,104,189,94,107,71,41,23,0,617,..,60,228,253,311,336,265,162,66,1686,64,60,62,53,33,19,20,6,0,321,4989,2771,2649,3172,2611,2049,1543,740,205,20732,..,90,1320,2200,1614,1245,847,364,65,7748,..,237,539,347,278,132,46,10,0,1592,..,70,316,493,424,203,106,63,22,1698,4530,..,..,..,..,..,..,..,..,4530,..,1225,..,..,..,..,..,..,..,1225,..,682,327,78,54,17,9,0,0,1172,..,134,84,31,49,133,141,84,33,677,..,58,48,26,11,9,5,0,0,164
POA6111,..,10,333,684,757,872,860,392,82,3984,..,68,298,211,180,133,63,16,5,977,..,7,25,59,79,48,26,19,11,264,2097,..,..,..,..,..,..,..,..,2097,..,497,..,..,..,..,..,..,..,497,..,528,290,125,81,25,0,0,0,1052,..,65,49,18,26,36,24,17,8,252,..,32,49,27,23,14,9,0,0,165,..,37,64,51,47,62,38,5,4,309,..,31,138,165,203,215,188,105,29,1074,23,48,30,31,31,13,12,5,3,193,2122,1334,1276,1380,1424,1418,1223,556,140,10866,..,32,483,799,850,855,791,269,41,4122,..,103,323,235,179,125,52,9,0,1027,..,27,160,255,220,131,75,49,13,932,1968,..,..,..,..,..,..,..,..,1968,..,526,..,..,..,..,..,..,..,526,..,354,142,28,28,25,6,0,0,580,..,75,30,19,22,36,54,37,18,295,..,40,23,13,11,8,3,0,0,95
POA6112,..,58,1735,3970,2257,1728,1263,640,115,11768,..,312,1145,593,408,238,84,23,9,2813,..,8,58,141,156,113,41,16,7,544,8613,..,..,..,..,..,..,..,..,8613,..,1499,..,..,..,..,..,..,..,1499,..,1212,695,204,121,49,7,0,0,2289,..,238,275,102,61,86,70,38,14,880,..,127,159,83,32,25,16,6,0,446,..,110,264,111,101,98,57,18,5,751,..,92,436,402,426,387,329,174,65,2296,125,80,99,75,49,28,23,21,5,497,8739,3730,4862,5675,3612,2749,1886,923,219,32385,..,123,2740,4111,2136,1644,1137,437,51,12367,..,494,1233,622,394,217,77,15,0,3056,..,99,561,707,571,339,164,78,59,2576,8223,..,..,..,..,..,..,..,..,8223,..,1616,..,..,..,..,..,..,..,1616,..,880,409,98,66,45,10,0,0,1515,..,173,145,59,83,173,219,79,32,959,..,94,83,31,14,14,12,0,0,251
POA6121,..,3,28,107,149,184,112,51,3,642,..,9,19,14,24,30,10,3,0,108,..,0,0,6,10,9,0,4,4,30,299,..,..,..,..,..,..,..,..,299,..,75,..,..,..,..,..,..,..,75,..,103,41,7,0,6,0,0,0,159,..,8,4,0,5,6,3,4,0,29,..,8,6,4,6,0,0,0,0,23,..,0,0,3,7,3,4,0,0,20,..,0,0,7,8,18,10,8,0,55,3,9,0,3,3,0,0,0,0,24,305,213,99,150,206,260,151,71,9,1464,..,0,47,143,184,166,105,22,4,681,..,12,31,19,38,24,6,0,0,125,..,3,4,16,17,9,0,4,0,49,259,..,..,..,..,..,..,..,..,259,..,90,..,..,..,..,..,..,..,90,..,80,29,5,0,6,0,0,0,122,..,0,4,0,0,5,11,10,0,38,..,6,10,5,4,0,0,0,0,21
POA6122,..,24,613,1022,692,568,386,170,20,3500,..,94,437,277,149,85,30,0,0,1075,..,4,24,41,59,18,8,0,0,149,2971,..,..,..,..,..,..,..,..,2971,..,394,..,..,..,..,..,..,..,394,..,437,162,47,25,12,0,0,0,681,..,54,53,23,17,19,23,9,6,199,..,21,41,18,17,3,0,3,0,106,..,33,38,25,19,22,10,5,0,154,..,26,138,122,76,52,50,33,10,506,28,31,24,18,13,3,8,5,0,135,3002,1120,1535,1594,1066,781,511,224,42,9864,..,51,940,1057,705,542,344,118,9,3762,..,160,533,281,163,63,21,3,0,1215,..,27,184,223,164,70,29,11,9,708,2839,..,..,..,..,..,..,..,..,2839,..,495,..,..,..,..,..,..,..,495,..,334,104,23,14,13,0,0,0,493,..,55,31,8,21,60,42,28,12,261,..,19,16,6,6,6,0,0,0,64
POA6123,..,7,67,68,61,67,49,20,7,346,..,16,55,21,18,12,9,0,0,122,..,0,7,4,3,0,0,0,0,18,259,..,..,..,..,..,..,..,..,259,..,34,..,..,..,..,..,..,..,34,..,57,24,8,4,0,0,0,0,84,..,12,3,0,0,3,4,0,0,24,..,6,3,0,0,4,0,0,0,13,..,3,0,4,6,0,3,0,0,17,..,8,16,14,13,7,9,0,3,72,5,7,4,0,3,0,0,0,0,20,265,130,173,113,110,98,81,26,9,1008,..,12,86,74,69,68,42,12,4,381,..,19,63,22,17,9,3,0,0,134,..,6,15,19,24,10,6,3,0,84,252,..,..,..,..,..,..,..,..,252,..,48,..,..,..,..,..,..,..,48,..,29,11,0,4,0,0,0,0,47,..,8,0,0,0,0,3,0,0,18,..,0,0,0,0,0,0,0,0,8
POA6124,..,0,16,38,47,48,30,24,5,215,..,6,4,8,9,22,0,0,0,63,..,0,0,0,0,0,0,0,0,7,135,..,..,..,..,..,..,..,..,135,..,16,..,..,..,..,..,..,..,16,..,16,10,0,5,0,0,0,0,33,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,4,4,0,0,9,..,0,4,4,11,13,5,11,0,49,0,0,0,0,3,0,0,0,0,6,136,41,46,55,85,91,45,35,7,545,..,0,32,48,60,51,32,16,3,236,..,6,17,11,17,14,0,5,0,61,..,0,3,16,8,9,0,0,0,35,107,..,..,..,..,..,..,..,..,107,..,27,..,..,..,..,..,..,..,27,..,17,3,3,0,0,0,0,0,25,..,0,0,0,0,6,0,5,0,14,..,0,0,0,0,0,3,0,0,0
POA6125,..,5,43,87,159,152,111,74,7,634,..,6,26,19,43,23,10,4,0,139,..,0,0,0,4,4,4,0,0,22,283,..,..,..,..,..,..,..,..,283,..,82,..,..,..,..,..,..,..,82,..,92,34,7,12,3,0,0,0,149,..,0,0,4,0,0,9,4,0,24,..,4,5,3,0,0,0,0,0,15,..,0,0,0,3,0,5,0,0,13,..,0,3,8,22,24,14,13,3,89,0,8,5,3,4,0,4,0,0,22,283,205,116,134,255,211,161,96,18,1474,..,5,62,109,166,170,103,54,10,678,..,11,32,33,36,23,10,0,0,144,..,0,11,17,24,6,12,7,3,77,251,..,..,..,..,..,..,..,..,251,..,86,..,..,..,..,..,..,..,86,..,56,16,6,5,0,4,0,0,92,..,5,0,0,4,5,0,4,3,22,..,6,6,0,3,3,0,0,0,22
POA6126,..,0,0,7,7,13,11,4,0,47,..,0,4,3,3,6,0,0,0,9,..,0,0,0,0,0,0,0,0,0,22,..,..,..,..,..,..,..,..,22,..,5,..,..,..,..,..,..,..,5,..,7,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,22,6,3,10,15,16,21,6,0,105,..,0,3,7,15,13,11,8,0,46,..,0,0,0,4,0,0,0,0,13,..,0,0,0,0,0,4,0,0,4,12,..,..,..,..,..,..,..,..,12,..,4,..,..,..,..,..,..,..,4,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6147,..,10,299,612,494,458,497,247,48,2659,..,48,139,95,78,46,20,5,0,433,..,5,15,30,27,27,22,8,7,135,1334,..,..,..,..,..,..,..,..,1334,..,406,..,..,..,..,..,..,..,406,..,239,246,91,53,23,0,0,0,644,..,64,60,32,25,23,32,15,0,252,..,44,57,33,12,6,6,0,0,164,..,59,139,66,33,38,20,11,0,367,..,21,79,111,107,140,109,59,27,654,14,15,17,17,9,4,8,3,4,98,1346,907,1047,1079,852,761,710,361,87,7142,..,22,435,655,507,509,416,168,19,2732,..,65,161,109,61,57,17,6,0,468,..,13,78,145,131,105,62,47,23,599,1290,..,..,..,..,..,..,..,..,1290,..,323,..,..,..,..,..,..,..,323,..,178,133,45,28,22,0,0,0,403,..,45,36,11,21,34,45,31,12,235,..,15,34,5,3,3,0,0,0,66
POA6148,..,7,241,855,886,754,642,403,111,3899,..,36,123,84,65,50,41,20,0,421,..,0,3,22,53,36,11,7,0,144,1783,..,..,..,..,..,..,..,..,1783,..,731,..,..,..,..,..,..,..,731,..,295,203,59,39,25,0,0,0,618,..,43,36,14,8,12,19,8,3,140,..,18,22,18,7,5,11,0,0,74,..,44,63,25,21,21,8,0,0,184,..,17,60,67,84,102,124,85,38,590,9,17,16,13,10,11,11,8,0,92,1796,1209,770,1158,1169,1009,867,530,161,8677,..,14,373,996,928,713,606,316,45,4001,..,45,156,81,66,59,40,13,0,459,..,10,27,141,173,86,51,24,22,533,1632,..,..,..,..,..,..,..,..,1632,..,727,..,..,..,..,..,..,..,727,..,218,138,26,30,5,0,0,0,419,..,54,32,0,11,32,54,48,20,258,..,14,23,7,0,0,0,0,0,46
POA6149,..,3,233,823,849,831,1000,408,81,4236,..,18,126,114,79,63,44,17,4,456,..,0,3,20,40,30,20,5,5,127,1735,..,..,..,..,..,..,..,..,1735,..,617,..,..,..,..,..,..,..,617,..,330,254,86,28,20,4,0,0,731,..,29,42,11,12,9,10,4,4,118,..,19,32,14,4,4,0,0,0,69,..,40,58,15,11,7,14,0,3,152,..,7,34,37,53,62,124,86,56,457,8,14,11,12,3,18,7,3,3,72,1746,1086,792,1130,1078,1041,1222,527,153,8764,..,6,353,965,900,944,877,283,39,4364,..,34,137,105,79,61,35,4,0,461,..,0,15,103,145,107,60,22,13,469,1641,..,..,..,..,..,..,..,..,1641,..,627,..,..,..,..,..,..,..,627,..,229,183,54,27,12,4,0,0,511,..,29,20,7,5,25,48,30,18,189,..,20,10,6,3,9,3,0,0,59
POA6150,..,4,126,449,557,597,670,364,110,2876,..,11,63,52,21,29,16,8,0,212,..,0,0,13,25,19,10,5,0,70,975,..,..,..,..,..,..,..,..,975,..,460,..,..,..,..,..,..,..,460,..,238,215,70,38,12,0,0,0,565,..,42,32,7,6,11,7,7,3,104,..,28,40,12,3,3,0,4,0,89,..,50,98,27,16,4,8,0,0,199,..,7,26,22,28,32,45,41,31,236,18,26,21,11,7,0,5,3,0,83,990,862,620,657,693,709,766,436,149,5874,..,3,199,532,637,646,611,276,47,2951,..,18,76,61,30,28,18,4,0,230,..,0,19,50,94,75,28,17,7,289,975,..,..,..,..,..,..,..,..,975,..,455,..,..,..,..,..,..,..,455,..,149,125,33,27,13,0,0,0,352,..,29,21,9,4,22,37,27,15,166,..,11,27,10,5,0,0,0,0,58
POA6151,..,6,214,599,635,606,604,271,63,2997,..,49,284,141,103,70,57,10,0,727,..,0,6,16,30,25,16,5,10,102,1204,..,..,..,..,..,..,..,..,1204,..,456,..,..,..,..,..,..,..,456,..,171,140,47,20,12,4,0,0,386,..,69,44,5,10,9,7,3,0,147,..,21,28,3,8,5,0,0,0,64,..,142,193,29,14,18,20,13,3,432,..,65,204,177,178,190,178,93,26,1114,12,20,39,17,19,17,9,0,5,133,1217,1003,1149,1034,1018,954,892,402,104,7773,..,8,330,646,702,631,538,194,22,3067,..,79,315,146,100,72,40,13,0,764,..,0,29,87,123,83,40,14,10,386,1024,..,..,..,..,..,..,..,..,1024,..,415,..,..,..,..,..,..,..,415,..,143,75,12,12,4,0,0,0,241,..,72,41,3,13,22,19,12,12,189,..,13,9,6,0,0,0,0,0,38
