POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA6511,108,0,0,4,0,107,41,0,0,0,0,41,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,0,28,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,3,179,0,0,6,0,195
POA6512,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,34,0,0,0,0,34
POA6513,26,0,0,0,3,30,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,55,0,0,0,0,62
POA6514,148,4,0,4,0,151,56,0,0,0,0,55,16,0,0,0,0,16,0,6,0,0,0,5,0,0,0,0,0,0,22,4,0,0,0,24,3,0,0,0,0,10,0,0,0,0,0,0,45,5,0,0,0,48,9,0,0,0,0,11,0,0,0,0,0,0,250,11,0,6,0,268
POA6515,50,0,0,0,5,53,28,0,0,0,0,28,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,16,11,0,0,0,0,11,0,0,0,0,0,3,111,0,0,0,6,117
POA6516,319,7,0,20,0,350,196,0,0,4,3,204,86,11,4,0,0,98,22,0,0,0,0,22,0,0,0,0,0,0,40,8,0,0,0,47,17,0,0,0,0,22,0,0,0,0,0,0,168,19,4,5,0,192,21,0,0,0,0,24,9,0,0,0,0,9,711,25,4,30,5,779
POA6517,72,0,0,0,0,72,23,0,0,0,0,23,3,0,0,0,0,3,4,3,0,0,0,4,0,0,5,0,0,3,12,0,0,0,0,12,17,0,0,0,0,17,0,0,0,0,0,0,41,3,5,0,0,46,15,0,0,0,0,19,0,0,0,4,0,4,152,3,5,4,0,161
POA6518,38,0,0,0,0,36,13,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,17,7,0,0,0,0,13,0,0,0,0,0,0,73,5,0,0,0,78
POA6519,87,0,0,0,3,85,34,0,0,0,0,34,4,0,0,0,0,4,4,4,0,0,0,9,0,0,0,0,0,0,17,3,0,0,0,20,22,0,0,0,0,19,0,0,0,0,0,0,43,7,0,0,0,55,28,0,0,0,0,30,0,0,0,0,0,5,191,11,0,0,7,205
POA6521,43,0,0,0,0,44,24,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,18,18,0,0,0,0,14,0,0,0,4,0,4,100,0,0,8,4,112
POA6522,75,0,0,0,0,73,25,0,0,3,0,30,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,17,26,0,0,0,0,26,3,0,0,0,0,3,132,3,0,7,3,147
POA6525,592,36,4,14,0,650,338,11,5,5,0,355,124,16,0,0,0,139,16,20,6,0,0,46,3,14,5,0,0,25,94,12,0,3,0,116,13,0,0,4,0,17,5,0,0,0,0,5,253,67,17,8,0,345,27,12,0,3,0,41,33,5,0,0,0,38,1238,130,23,31,11,1437
POA6528,50,0,0,13,0,65,40,0,0,0,0,47,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29,4,0,0,0,0,4,3,0,0,3,0,5,124,0,0,13,0,142
POA6530,3462,298,18,63,5,3849,3930,180,20,4,0,4137,1267,447,103,4,9,1828,276,184,41,0,0,503,60,44,0,0,0,107,945,157,21,3,0,1124,142,48,0,13,3,209,20,7,0,0,0,26,2701,890,169,21,12,3790,144,85,4,3,0,239,148,46,14,3,5,213,10390,1499,225,91,25,12227
POA6532,704,3,0,48,18,783,1001,0,0,11,7,1019,214,0,0,0,0,217,23,0,0,0,0,23,4,0,0,0,0,4,140,5,0,0,0,143,36,0,0,11,3,47,0,0,0,0,0,0,409,4,0,8,7,437,57,0,0,4,8,71,25,0,0,3,3,33,2207,13,0,73,44,2335
POA6535,302,0,0,8,6,320,125,3,0,0,4,128,5,0,0,0,0,9,12,0,0,0,0,12,0,0,0,0,0,0,49,0,0,0,0,52,13,0,0,0,0,12,0,0,0,0,0,0,81,0,0,0,0,84,26,0,0,5,0,31,13,0,15,0,0,31,547,7,15,20,11,598
POA6536,199,25,0,17,0,246,113,8,0,7,0,127,36,15,0,0,0,55,6,3,0,0,0,9,11,0,0,0,0,11,50,5,0,0,5,61,7,4,0,4,0,14,5,0,0,0,0,3,112,31,0,3,5,150,10,5,0,0,5,17,5,6,0,0,0,16,441,72,0,33,12,557
POA6537,88,0,0,39,0,123,37,7,0,5,0,47,26,0,3,0,0,28,21,0,0,0,0,25,6,4,0,3,0,10,19,4,0,4,0,23,31,0,0,6,0,36,0,3,0,0,0,3,95,15,4,14,0,130,36,0,0,3,0,40,11,0,0,3,0,16,264,20,9,66,3,358
POA6556,220,0,0,0,0,227,395,0,0,0,0,395,30,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,0,31,4,0,0,0,0,4,0,0,0,0,0,0,69,0,0,0,0,69,5,0,0,0,0,5,16,0,0,0,0,16,703,0,0,0,0,704
POA6558,96,0,0,0,0,95,150,0,0,0,0,150,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,9,0,0,0,0,9,3,0,0,0,0,3,275,3,0,0,0,277
POA6560,174,0,0,0,0,176,230,0,0,0,0,234,23,0,0,0,0,23,8,5,0,0,0,15,0,3,0,0,0,3,30,0,0,0,0,29,7,0,0,0,0,7,0,0,0,0,0,0,74,11,0,0,0,78,3,0,0,0,0,3,10,0,0,0,0,10,497,11,0,0,0,509
POA6562,170,0,0,0,0,170,239,0,0,0,0,245,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,45,0,0,0,0,45,4,0,0,0,0,10,10,0,0,0,0,13,475,0,0,0,0,477
POA6564,52,0,0,0,0,52,65,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,6,0,0,0,0,6,3,0,0,0,0,3,132,0,0,0,0,134
POA6566,550,0,0,5,3,561,466,3,0,0,4,475,67,0,0,0,0,67,8,0,0,0,0,12,0,0,0,0,0,0,68,0,0,0,0,77,6,0,0,0,0,10,3,0,0,0,0,3,150,4,0,0,0,164,28,0,0,0,0,28,55,0,0,8,0,64,1254,10,0,18,4,1291
POA6567,75,0,0,0,0,80,72,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,3,170,0,0,0,0,170
POA6568,38,0,0,0,0,38,15,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,8,6,0,0,0,0,6,72,0,0,0,0,74
POA6569,42,0,0,0,0,40,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,12,0,0,0,0,11,0,0,0,0,0,0,23,0,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,95,0,0,0,0,98
POA6571,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,27
POA6572,7,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,15
POA6574,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,27
POA6575,23,0,0,0,0,23,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,35
POA6603,170,5,0,6,0,175,98,0,0,0,0,98,5,0,0,0,0,11,17,7,0,0,0,30,7,5,0,0,0,13,57,6,0,0,0,60,23,3,0,0,0,30,0,0,0,0,0,0,120,23,0,0,0,136,23,0,0,0,0,18,0,0,0,0,0,5,409,26,0,0,0,440
POA6605,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
POA6606,39,0,0,0,0,39,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,63,0,0,4,0,59
POA6608,31,0,0,0,0,30,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,38
POA6609,78,0,0,5,0,83,76,0,0,5,0,86,0,0,0,0,0,0,14,3,0,0,0,20,6,4,0,0,0,3,30,3,0,0,0,31,21,0,0,0,0,22,0,0,0,0,0,0,66,11,0,5,0,84,17,0,0,0,0,18,0,0,0,0,0,8,246,11,0,13,0,266
POA6612,24,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,0,0,0,0,3,6,3,0,0,0,0,3,43,0,0,0,6,47
POA6613,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,16
POA6614,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA6616,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
POA6620,34,0,0,0,0,36,21,0,0,0,4,22,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,24,0,0,0,0,24,12,0,0,0,0,12,0,0,0,0,3,9,98,0,0,4,3,103
POA6623,86,0,0,4,4,95,32,0,0,0,6,33,4,0,0,0,0,4,9,0,0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,22,8,0,0,0,0,12,0,0,0,0,0,0,42,5,0,0,0,48,10,0,0,0,0,10,4,0,0,0,0,4,175,3,0,3,5,192
POA6625,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
POA6627,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,18
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6630,66,0,0,4,0,69,14,0,0,0,0,20,0,0,0,0,0,0,16,0,5,0,0,20,0,0,3,0,0,3,9,0,0,0,0,9,8,0,0,5,0,9,0,0,0,0,0,0,32,3,8,5,0,41,20,0,0,0,3,29,10,0,0,0,0,10,137,6,8,12,3,162
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA6632,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,26
POA6635,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,3,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,26,3,0,0,3,34,0,0,0,0,4,9,0,0,0,0,3,3,36,3,0,7,11,57
POA6638,52,0,0,0,0,53,17,0,0,3,0,16,0,0,0,0,0,0,9,0,0,0,0,12,3,0,0,0,0,3,11,0,0,0,0,11,11,0,0,0,0,12,0,0,0,0,0,0,34,6,0,0,0,39,15,0,0,0,0,15,3,0,0,0,3,3,115,6,0,5,0,128
POA6639,16,0,0,4,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,3,10,0,0,0,0,0,3,34,0,0,7,3,43
POA6640,26,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,14,6,0,0,0,0,6,5,0,0,9,0,12,55,0,0,10,3,70
POA6642,55,4,0,4,8,71,15,0,0,0,3,14,0,0,0,0,0,0,53,9,5,0,0,71,6,0,0,0,0,6,17,0,0,0,0,19,22,7,4,4,0,37,0,0,0,0,0,0,107,15,14,5,4,137,29,0,0,0,0,32,15,0,0,0,4,23,217,18,11,10,14,276
POA6646,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,14,5,0,0,0,0,5,12,0,0,0,0,11,0,0,0,0,0,0,42,0,0,0,0,41,26,3,0,0,0,27,7,0,0,0,0,5,80,9,0,0,0,84
POA6701,417,30,0,91,9,554,359,6,0,7,6,373,76,31,6,3,0,120,127,56,9,0,0,190,36,15,25,0,0,74,121,41,0,6,3,178,110,26,7,28,11,178,3,0,4,5,0,12,474,166,49,41,12,739,51,7,0,8,4,65,26,8,5,3,0,40,1320,215,48,151,29,1774
POA6705,3,0,0,3,3,9,4,0,0,0,0,6,0,0,0,0,0,0,14,4,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,21,4,0,0,0,26,11,0,0,5,7,19,0,0,0,0,0,0,35,3,0,10,11,57
POA6707,174,0,0,70,5,247,311,0,0,29,0,346,116,8,10,5,0,137,83,6,7,0,0,95,11,0,26,0,0,42,71,3,0,9,3,83,53,0,5,17,6,76,0,0,0,0,0,0,332,22,51,33,7,444,18,0,0,7,0,35,23,0,0,5,0,30,856,25,50,147,9,1093
POA6710,31,0,0,10,0,47,16,0,0,0,0,19,19,4,8,0,0,29,7,0,0,0,0,11,17,0,0,0,0,23,14,0,0,0,0,17,57,0,0,0,0,64,0,0,0,0,0,0,117,8,10,0,0,136,57,7,6,0,0,72,4,0,0,0,0,4,229,14,16,15,4,282
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,59,0,0,0,4,68,150,10,0,0,0,161,39,4,22,0,0,70,5,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,25,40,0,0,0,0,47,0,0,0,0,0,0,108,3,26,0,0,143,10,0,0,0,0,7,3,0,0,0,0,4,328,15,25,3,3,388
POA6714,264,32,0,23,6,329,1154,119,5,4,0,1285,726,221,151,0,0,1095,312,77,37,0,0,422,16,5,0,0,0,18,116,46,8,0,0,177,1111,119,56,27,3,1319,4,4,0,0,0,5,2277,467,257,29,9,3038,261,31,26,9,10,334,62,26,3,5,3,103,4017,676,298,73,22,5089
POA6716,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,21,13,0,5,0,33,5,0,0,0,0,0,27,17,0,5,0,52,9,0,0,4,5,5,0,0,0,3,0,9,36,17,0,5,6,66
POA6718,21,0,0,0,5,29,25,6,0,0,0,23,10,4,0,0,0,12,49,30,0,0,0,80,20,5,4,0,0,32,9,9,0,0,0,19,9,0,0,0,0,6,0,0,0,0,0,0,93,50,4,0,0,145,16,11,0,0,0,32,3,0,0,0,0,3,151,68,4,0,5,224
POA6720,21,4,0,8,0,35,41,4,0,7,0,48,21,11,0,0,0,31,16,16,0,0,0,30,0,3,0,0,0,6,19,0,0,0,0,19,302,96,0,4,0,407,0,0,0,0,0,5,367,125,0,5,0,501,14,0,0,5,0,16,11,5,0,0,0,11,458,139,0,14,0,605
POA6721,76,8,13,22,0,128,160,6,7,7,0,182,151,68,81,5,0,300,46,18,8,0,0,72,4,0,0,0,0,10,31,9,6,0,0,46,353,32,109,7,4,502,0,0,0,0,0,0,581,130,201,11,6,936,109,17,16,8,0,157,11,5,0,5,0,14,944,165,246,51,10,1417
POA6722,173,45,4,12,0,237,581,74,3,4,0,670,398,185,104,3,3,695,373,96,17,0,0,495,69,8,3,0,0,83,75,19,5,0,4,108,608,234,58,5,0,907,9,6,0,0,0,12,1532,556,189,12,12,2297,121,32,5,5,9,171,52,18,5,3,0,77,2462,720,204,30,24,3445
POA6725,325,18,5,81,17,445,797,43,6,19,0,870,282,128,35,3,8,458,504,155,0,4,5,667,146,27,0,0,8,186,160,32,11,4,4,213,181,41,4,16,10,261,8,3,0,0,0,9,1274,385,63,34,31,1787,103,10,0,13,15,141,88,18,0,8,9,127,2593,473,67,159,81,3376
POA6726,242,20,3,59,6,329,435,32,9,6,0,479,232,79,22,4,6,342,197,65,5,0,0,267,13,6,0,0,0,21,119,16,7,3,0,146,91,7,5,20,8,119,14,0,0,0,0,12,661,165,37,32,13,903,25,4,0,0,0,32,34,11,0,4,4,55,1393,231,58,99,22,1794
POA6728,126,0,0,26,10,166,127,0,0,4,0,127,53,33,0,0,0,85,417,26,0,0,5,447,204,3,0,5,0,219,55,0,0,0,6,67,97,9,0,0,5,118,7,0,0,0,0,7,843,72,0,6,14,938,59,0,0,11,6,80,33,5,0,17,3,58,1186,78,0,64,33,1369
POA6740,63,0,0,8,0,68,21,0,0,0,0,20,3,0,0,0,0,5,65,0,0,0,0,71,99,3,0,0,0,106,37,0,0,0,0,37,29,0,0,0,0,31,0,0,0,0,0,0,240,3,0,0,0,248,25,0,0,0,5,31,8,0,0,8,0,23,349,6,0,21,8,389
POA6743,142,10,9,79,10,253,235,25,7,14,15,287,110,42,37,0,0,198,204,63,30,0,0,297,154,11,11,5,0,181,122,27,7,13,8,171,135,32,19,50,10,240,8,0,0,0,0,9,729,180,97,64,24,1100,50,13,0,18,12,93,22,9,4,44,17,93,1182,229,117,218,72,1817
POA6751,39,0,0,18,3,56,21,0,0,3,4,30,28,0,3,3,0,33,58,8,0,0,0,61,20,0,3,0,0,23,3,0,0,6,0,7,548,20,8,3,10,582,4,0,4,0,0,3,655,25,12,9,11,718,56,8,6,6,4,78,8,0,0,0,0,15,778,38,15,37,27,895
POA6753,77,0,0,0,0,81,74,0,0,0,0,75,173,13,22,0,0,206,89,8,0,0,0,95,36,0,0,0,0,36,33,0,0,0,0,38,660,27,0,0,8,697,0,0,0,0,0,0,989,50,18,0,4,1067,120,0,6,0,0,127,26,0,0,0,3,34,1283,52,28,3,12,1382
POA6754,6,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,8,10,0,0,0,0,14,4,0,0,0,0,4,3,0,0,0,0,3,254,7,0,0,0,258,0,0,0,0,0,0,279,8,0,0,3,292,24,0,0,0,0,26,3,0,0,0,0,3,324,11,0,0,3,335
POA6758,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,19,5,0,0,0,0,5,3,0,0,0,0,3,35,0,0,4,0,42
POA6760,10,0,0,7,7,26,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,24,32,0,3,0,0,32,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,59,0,3,0,7,68,14,0,0,0,0,19,4,0,0,0,0,8,88,3,3,9,15,121
POA6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,45,0,0,0,0,44,7,0,0,0,0,7,0,0,0,0,0,0,49,0,0,0,0,52
POA6765,7,0,0,0,0,9,0,0,0,0,0,0,3,5,0,0,0,5,141,7,0,0,0,154,137,3,0,0,0,139,8,0,0,0,0,8,54,24,0,0,0,83,3,0,0,0,0,5,344,41,0,0,3,395,40,11,0,4,0,54,6,0,0,0,3,11,397,56,0,10,4,469
POA6770,34,0,0,23,0,64,5,0,0,3,0,8,0,0,0,0,0,0,350,39,12,0,7,395,95,8,0,0,0,107,5,0,0,3,0,7,53,7,0,0,0,67,3,0,0,0,0,6,513,46,8,9,12,582,74,16,0,5,6,107,39,5,0,11,3,53,669,73,15,50,19,817
