POA_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA6100,0,4,5,0,6,0,4,0,0,17,3,28,178,153,104,70,15,4,0,547,4,15,47,57,37,30,18,0,0,210,0,3,23,12,18,13,0,0,0,62,18,55,143,127,105,66,21,0,0,531,0,10,42,35,34,32,3,0,0,168,25,51,124,51,25,26,10,0,0,313,39,79,131,71,23,16,7,3,0,369,6,24,79,57,48,51,21,0,0,286,0,10,17,23,8,4,0,0,0,65,0,10,38,38,34,16,0,0,0,135,0,11,21,16,13,11,7,0,0,80,6,42,168,216,101,61,18,3,0,618,3,20,52,39,18,19,6,0,0,173,0,19,79,74,67,51,7,0,0,304,8,24,68,63,33,45,18,0,0,255,4,22,106,67,48,47,21,0,0,315,6,21,35,32,13,18,0,0,0,129,0,24,37,43,11,25,9,0,0,148,6,22,86,55,50,18,15,0,0,254
POA6101,6,6,5,3,0,5,0,0,0,17,0,19,158,149,102,48,3,0,0,487,8,22,68,61,49,33,12,0,0,253,0,5,15,23,14,13,3,0,0,65,3,52,185,146,98,71,19,0,0,572,0,10,30,35,25,18,0,0,0,125,30,65,116,54,29,29,11,0,0,333,69,69,114,60,26,10,4,0,0,355,0,23,93,90,59,49,12,0,0,330,0,10,20,17,13,4,0,0,0,61,0,7,37,30,28,10,0,0,0,119,0,3,13,17,22,6,5,0,0,72,0,40,233,198,98,41,12,0,0,625,3,15,54,28,28,16,9,0,0,163,0,22,83,79,62,48,17,0,0,309,10,14,82,60,60,43,12,4,0,281,3,29,103,63,55,49,11,0,0,312,14,12,45,25,13,6,3,0,0,124,5,22,49,31,29,16,7,0,0,153,0,19,67,63,55,24,6,0,0,242
POA6102,0,3,16,9,3,0,3,0,0,28,3,20,92,51,35,15,0,0,0,221,3,28,78,30,26,23,9,0,0,200,0,4,13,11,6,6,0,0,0,39,7,44,137,78,42,29,3,0,0,340,10,7,40,22,24,14,3,0,0,113,29,118,143,34,16,7,8,0,0,355,62,152,130,53,10,10,0,0,0,415,7,72,152,47,37,33,12,0,0,365,0,4,15,10,5,4,0,0,0,40,0,3,9,14,7,4,3,0,0,48,0,9,3,13,3,4,0,5,0,40,0,35,146,81,36,26,8,0,0,333,3,29,80,52,22,15,3,0,0,200,0,37,85,47,28,23,9,0,0,235,9,31,73,37,29,27,5,0,0,210,3,34,84,47,27,27,4,0,0,233,4,8,26,12,7,4,3,0,0,63,7,31,34,19,12,4,0,0,0,112,8,46,101,44,25,14,4,0,4,242
POA6103,6,0,4,0,0,3,0,0,0,14,0,23,133,99,59,53,8,0,0,379,6,16,64,42,22,30,4,0,0,189,0,0,4,5,7,3,0,0,0,26,5,35,132,93,53,43,8,0,0,373,5,15,43,28,23,20,8,0,0,141,13,48,74,44,21,24,7,0,0,224,19,46,97,52,17,18,0,0,0,250,0,20,88,57,47,45,13,0,0,268,0,0,18,11,3,0,0,0,0,45,0,3,36,17,14,7,3,0,0,84,0,4,14,15,7,3,0,0,0,47,0,27,142,98,50,31,10,0,0,359,0,9,52,22,13,22,0,0,0,123,0,15,60,40,37,40,10,0,0,196,5,12,38,27,24,20,3,0,0,128,0,17,63,41,18,21,11,0,0,177,5,9,41,22,9,9,4,0,0,94,6,13,32,23,13,21,8,0,0,114,0,18,70,62,23,10,9,0,0,189
POA6104,0,6,4,5,0,0,3,0,0,13,4,28,121,133,101,65,17,0,0,470,6,15,46,57,59,48,15,6,0,247,0,3,13,11,13,9,0,0,0,49,14,31,153,107,88,59,14,3,0,465,3,13,43,32,33,33,9,0,0,166,33,59,94,42,39,20,9,0,0,304,56,54,92,51,26,18,12,0,0,310,3,20,95,79,85,80,22,3,0,392,3,4,9,11,8,5,0,0,0,45,0,5,19,12,16,8,4,0,0,65,0,0,7,19,14,12,7,0,0,65,0,21,75,95,52,31,6,4,0,300,0,12,47,27,24,31,6,0,0,146,3,6,48,40,55,29,9,0,0,200,0,3,32,28,36,29,7,0,0,135,0,21,61,47,49,27,12,0,0,217,7,15,25,19,20,20,14,5,0,113,4,19,35,33,21,21,4,5,0,142,0,32,65,46,62,30,7,0,0,253
POA6105,0,0,6,3,3,0,0,0,0,15,0,24,134,102,72,46,12,0,0,392,9,27,83,71,65,39,12,0,0,311,0,0,16,10,19,9,0,0,0,51,16,41,175,151,92,78,19,4,0,570,3,9,52,26,21,37,5,3,0,164,36,70,77,56,31,29,3,0,0,315,60,59,97,58,26,21,3,0,0,323,3,29,112,108,98,80,17,0,0,464,0,5,16,13,5,0,0,0,0,47,0,3,11,17,13,3,0,0,0,55,0,6,16,9,15,9,3,0,0,57,3,12,102,108,49,27,6,0,0,313,4,16,43,35,24,20,9,0,0,150,3,24,43,63,45,32,14,0,0,226,4,12,45,34,38,16,4,0,0,153,4,16,57,41,28,24,11,0,0,179,9,4,23,27,10,11,8,0,0,90,11,15,45,52,33,20,12,0,0,188,7,25,91,65,32,36,17,0,0,273
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,0,3,14,23,9,9,11,7,0,75,8,54,246,297,164,89,13,0,0,881,34,70,270,276,199,137,25,4,0,1010,0,11,34,47,42,28,8,0,0,173,29,160,442,391,279,185,46,3,0,1530,0,33,129,147,88,65,12,0,0,481,97,213,300,201,122,80,27,0,0,1051,165,256,372,199,72,48,13,0,0,1114,19,156,553,391,233,190,38,3,0,1586,0,13,30,51,30,6,5,0,0,142,0,4,66,85,44,12,8,4,0,217,0,18,42,38,24,27,9,0,0,156,8,69,293,297,153,56,28,0,0,901,11,78,169,137,55,45,17,0,0,511,9,53,180,203,109,102,29,0,0,679,15,33,109,113,70,50,17,0,0,413,0,81,212,240,137,82,22,3,0,775,13,30,63,44,21,23,6,0,0,195,20,86,169,128,100,57,17,4,0,581,34,107,360,236,156,76,25,5,0,1005
POA6108,3,9,8,5,5,8,3,0,0,36,0,18,79,127,109,67,12,0,0,411,20,40,96,140,124,111,37,0,0,568,4,6,14,24,18,15,7,0,0,87,30,83,184,204,158,124,40,0,0,820,7,25,59,67,53,41,8,0,0,258,61,77,83,74,60,48,25,4,0,425,102,62,70,41,34,21,4,0,0,338,7,46,120,126,128,137,41,0,0,603,3,4,16,20,9,9,0,0,0,60,0,0,20,21,14,12,3,0,0,76,5,3,11,9,8,10,4,5,0,55,6,20,69,101,78,37,7,0,0,317,11,25,29,43,51,34,21,0,0,216,4,17,45,82,79,85,20,5,0,339,11,11,39,56,46,46,24,3,0,233,9,19,69,63,61,43,18,0,0,280,16,15,13,27,7,9,7,4,0,89,12,29,61,53,65,45,11,6,0,286,18,36,91,94,78,66,18,0,0,395
POA6109,0,3,3,6,5,3,0,0,4,35,0,12,42,73,56,24,0,0,0,209,8,26,70,101,106,49,7,0,0,370,0,4,12,8,10,0,0,0,0,40,9,53,135,117,99,54,9,0,0,476,5,8,29,45,36,20,3,0,0,144,30,44,66,65,14,20,4,0,0,237,64,26,32,27,22,9,0,0,0,183,8,27,88,111,71,74,30,0,0,402,0,4,12,9,5,0,0,0,0,28,0,0,9,4,7,3,0,0,0,23,0,0,5,7,3,6,3,0,0,23,0,8,22,50,22,17,6,0,0,133,3,13,22,24,21,14,10,0,0,97,0,9,26,41,30,23,4,0,0,127,4,9,16,23,20,11,8,0,0,82,0,14,33,42,25,20,9,0,0,138,0,0,9,8,5,6,0,0,0,26,5,23,26,31,34,22,7,0,0,149,7,22,60,78,55,23,7,0,0,258
POA6110,8,6,14,15,16,16,10,0,0,87,7,47,199,280,233,120,17,0,0,909,38,72,192,297,255,169,37,0,0,1068,0,5,36,46,53,31,5,0,0,175,65,161,417,423,320,180,51,0,0,1611,17,38,98,125,129,62,23,0,0,492,121,160,171,178,124,70,38,5,0,872,177,107,90,83,54,29,6,3,0,553,21,79,229,294,245,229,53,5,0,1149,7,3,13,21,9,10,5,0,0,73,0,10,22,39,29,12,3,0,0,119,4,3,23,35,18,24,3,0,0,107,3,50,118,204,141,76,20,4,0,613,10,37,66,70,61,44,23,0,0,318,5,31,93,135,160,129,29,3,0,590,7,31,58,66,89,65,25,0,0,337,10,56,104,145,114,91,32,3,0,557,16,19,21,30,16,17,6,0,0,121,26,58,113,141,102,82,35,0,0,554,36,83,194,205,152,116,26,0,0,812
POA6111,5,7,10,16,22,24,18,7,0,103,10,19,111,141,130,92,17,0,0,518,27,47,86,119,96,119,29,0,0,522,5,0,20,20,29,19,5,0,0,94,43,88,194,213,181,174,45,9,0,952,3,21,57,64,56,49,12,0,0,251,69,82,98,69,57,54,18,9,0,459,88,27,38,30,21,10,6,0,0,223,10,36,72,111,105,135,34,0,0,509,6,3,12,8,17,13,4,0,0,51,0,0,4,8,7,5,0,0,0,35,0,3,12,14,18,13,17,3,0,74,0,17,48,85,74,51,17,3,0,298,9,11,32,31,34,38,13,0,0,174,6,15,44,63,82,97,20,4,0,326,4,19,34,33,55,62,24,4,0,231,6,21,52,44,60,58,22,0,0,253,4,14,12,8,14,5,7,0,0,71,17,34,58,58,50,45,13,0,0,279,24,34,99,78,93,65,24,4,3,422
POA6112,11,14,35,29,16,18,11,10,0,128,10,72,393,546,330,168,17,0,0,1545,51,145,376,547,348,216,38,6,0,1738,4,11,55,112,63,51,3,0,0,308,94,226,720,704,417,275,68,4,0,2518,18,55,204,253,173,108,19,3,0,828,142,218,373,301,162,89,27,0,0,1321,295,129,171,158,56,29,10,0,0,848,23,90,412,548,305,275,66,0,0,1721,8,10,41,59,31,15,4,0,0,166,0,6,57,116,47,29,3,0,0,261,0,12,52,54,35,30,18,0,0,200,4,66,245,406,178,106,25,4,0,1044,21,44,107,123,97,72,16,5,0,480,6,53,212,303,219,157,42,7,0,992,13,31,133,149,105,95,34,3,0,565,8,82,191,339,214,133,21,4,0,994,17,25,30,50,32,28,5,0,0,187,30,71,180,189,144,90,24,3,0,728,47,103,321,326,225,120,18,6,0,1179
POA6121,0,4,0,0,11,16,0,0,0,39,0,14,14,23,19,12,0,0,0,83,7,10,9,8,28,22,5,0,0,84,0,0,0,0,4,3,0,0,0,13,11,10,24,33,34,45,11,0,0,168,0,5,4,5,5,6,4,0,0,28,8,14,3,4,6,10,0,0,0,48,10,0,3,0,0,0,0,0,0,17,0,3,10,7,24,24,13,0,0,81,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,4,0,0,0,9,0,0,0,0,5,0,0,0,0,9,0,0,6,8,12,17,0,0,0,49,0,0,4,9,10,5,0,0,0,31,0,0,5,4,9,19,3,0,0,43,0,6,6,5,3,8,0,0,0,25,0,0,4,4,3,3,0,0,0,19,0,4,0,3,0,6,0,0,0,15,3,11,3,4,14,10,3,0,0,50,3,6,5,7,3,9,0,5,0,45
POA6122,3,0,6,4,8,11,4,0,0,34,10,43,213,206,163,66,8,0,0,714,20,42,163,173,113,86,23,0,0,616,0,3,25,22,23,16,5,0,0,90,47,102,307,261,178,111,28,0,0,1024,4,6,77,82,52,30,3,0,0,262,42,50,94,107,50,36,7,0,0,385,103,33,24,33,24,3,0,0,0,226,9,24,120,164,116,80,16,3,0,534,0,3,3,3,0,0,0,0,0,17,0,0,9,18,5,4,5,0,0,42,5,3,14,20,13,8,0,0,0,61,5,9,41,64,43,28,8,0,0,205,6,15,42,37,23,18,6,0,0,147,4,12,76,81,69,46,10,0,0,299,4,8,37,44,16,32,3,0,0,154,3,10,39,57,34,24,8,0,0,180,14,6,16,9,9,5,0,3,0,50,17,31,84,60,42,46,8,0,0,292,19,33,90,108,53,36,6,4,0,354
POA6123,0,0,0,3,5,3,3,0,0,19,0,0,18,18,18,18,0,0,0,72,0,13,15,13,10,9,4,0,0,57,0,0,3,0,0,4,0,0,0,12,4,17,47,24,22,10,9,0,0,131,0,3,5,5,0,0,0,0,0,22,0,3,5,3,7,0,0,0,0,21,4,3,0,0,0,0,0,0,0,13,4,5,9,8,16,11,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,4,5,5,4,0,0,0,0,25,0,0,4,4,3,0,0,0,0,15,0,0,8,9,8,12,3,0,0,38,0,0,6,0,0,0,0,0,0,13,0,0,5,4,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,8,6,12,0,6,0,0,0,0,30,3,0,16,5,5,6,0,0,0,44
POA6124,0,0,4,0,3,5,0,0,0,13,0,0,4,7,10,5,0,0,0,36,0,0,0,3,5,9,0,0,0,20,0,0,0,0,3,4,0,0,0,13,5,5,9,13,16,14,0,0,0,58,0,0,0,0,0,4,0,0,0,7,0,0,4,0,0,0,6,0,0,10,5,0,0,0,0,0,0,0,0,11,0,0,0,0,4,8,6,0,0,17,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,20,0,0,0,0,3,5,0,0,0,12,0,0,0,4,8,0,0,0,0,21,0,0,0,0,4,4,0,0,0,5,0,0,0,0,4,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,16,0,0,0,3,3,4,0,0,0,22
POA6125,0,8,5,8,13,15,14,4,0,72,5,4,20,26,40,25,3,0,0,118,3,5,14,16,15,24,0,0,0,83,0,0,0,0,6,4,0,0,0,16,15,15,32,30,55,21,0,0,0,171,0,7,0,3,4,4,0,0,0,19,8,4,3,7,6,10,0,0,0,40,9,4,0,0,3,3,0,0,0,21,4,0,4,3,27,19,7,0,0,67,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,3,0,0,0,4,4,0,0,0,11,0,5,6,0,4,9,3,0,0,35,0,0,5,3,6,6,0,0,0,24,0,0,0,8,13,12,0,0,0,44,0,0,0,3,3,6,4,0,0,12,0,0,0,3,3,3,0,0,0,12,0,0,3,5,7,3,0,0,0,18,3,12,7,10,13,10,0,0,0,43,11,10,5,10,21,17,7,0,0,66
POA6126,0,0,0,0,4,3,0,0,0,16,0,0,0,4,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6147,0,0,3,9,3,4,3,0,0,25,0,15,51,82,53,32,7,0,0,243,3,31,73,95,84,61,18,0,0,365,0,0,19,22,8,4,0,0,0,57,20,43,103,122,59,58,27,0,0,431,3,11,38,33,25,20,13,0,0,139,32,58,66,53,42,22,15,4,0,290,50,57,60,44,35,33,4,0,0,277,3,17,78,73,82,72,30,4,0,364,0,3,5,10,8,4,0,0,0,35,0,0,17,11,14,4,3,0,0,46,0,0,10,10,6,0,0,4,0,33,0,11,67,90,41,28,14,0,0,261,0,8,33,35,20,22,7,0,0,128,0,20,39,56,41,48,11,0,0,223,14,13,31,39,32,33,12,0,0,168,0,25,52,43,38,20,14,0,0,195,3,19,26,17,10,15,0,0,0,90,8,22,48,41,33,15,3,0,0,175,16,28,51,60,59,40,8,0,0,269
POA6148,3,5,6,0,0,8,6,0,0,28,0,14,73,112,109,66,13,4,0,402,8,18,40,78,78,68,22,0,0,308,0,8,10,21,20,19,0,0,0,79,11,50,90,112,110,76,22,3,0,475,4,9,21,46,43,40,12,0,0,181,54,69,50,52,50,37,15,0,0,328,95,52,35,31,25,25,12,0,0,270,12,16,34,66,76,75,15,4,0,297,0,3,3,9,14,6,0,0,0,44,0,7,8,35,14,24,7,3,0,101,3,6,10,11,17,10,8,4,0,72,8,36,73,158,146,69,29,5,0,522,4,11,12,15,29,12,10,0,0,105,0,15,40,66,58,46,7,3,0,236,21,17,40,56,73,57,24,0,0,294,3,20,62,89,95,43,22,0,0,340,10,21,13,12,4,3,6,0,0,66,11,13,30,17,32,30,8,7,0,150,14,26,46,61,71,49,13,4,0,288
POA6149,0,3,5,5,3,6,0,4,0,28,0,16,67,132,122,72,20,4,0,429,18,22,38,54,78,79,21,4,0,305,0,0,12,27,23,18,4,0,0,82,18,42,89,128,106,89,30,0,0,500,3,13,25,34,37,31,16,3,0,167,52,65,50,47,32,35,19,6,0,297,74,51,29,28,26,23,3,0,0,231,9,15,25,55,66,51,28,4,0,243,0,4,5,10,12,9,5,0,0,43,0,6,18,41,30,32,13,0,0,139,0,0,11,16,16,4,4,0,0,57,3,36,91,181,145,86,50,9,0,605,5,15,17,23,23,15,17,0,0,123,10,13,37,69,83,61,22,3,0,297,19,20,47,55,74,80,48,9,0,347,3,22,72,93,62,57,29,5,0,346,28,14,14,16,18,13,7,0,0,117,10,9,23,29,23,32,11,0,0,136,12,21,34,58,51,30,31,4,0,240
POA6150,0,3,5,0,3,3,0,0,0,17,0,9,50,69,80,46,14,0,0,269,9,14,19,35,54,38,20,0,0,189,0,0,13,9,14,18,6,0,0,57,17,27,50,54,52,54,24,4,0,283,4,7,16,24,19,19,6,0,0,103,61,62,56,30,26,26,8,0,0,279,84,48,29,28,14,15,8,0,0,226,3,11,34,19,35,40,24,0,0,166,0,7,6,9,12,0,0,0,0,44,0,9,18,17,33,20,5,4,0,101,0,7,10,10,6,17,10,0,0,61,4,35,67,111,97,49,31,0,0,392,0,13,21,10,11,11,3,0,0,65,0,12,18,39,46,51,15,0,0,177,8,25,26,21,36,58,22,4,0,219,0,17,49,52,44,46,12,4,0,228,10,10,12,15,9,6,4,3,0,60,8,13,13,19,25,8,14,0,0,100,10,25,28,32,24,33,14,8,0,161
POA6151,0,6,0,4,8,0,3,9,0,31,0,14,108,135,125,91,19,0,0,487,7,19,36,41,30,46,21,5,0,212,0,3,13,14,23,6,4,0,0,61,12,38,117,111,86,76,26,3,0,458,5,6,25,28,23,27,9,4,0,125,60,81,67,48,43,33,18,4,0,348,55,46,50,43,18,22,6,0,0,245,5,13,51,48,41,46,14,0,0,222,3,7,18,8,18,3,6,0,0,63,0,6,31,38,50,28,29,4,0,184,4,6,17,13,29,29,13,0,0,123,0,49,169,152,160,128,73,14,0,754,0,13,32,25,25,22,11,4,0,132,4,21,49,52,69,49,18,0,0,262,16,33,69,48,53,47,30,9,0,306,4,29,97,99,75,62,21,7,0,379,14,26,19,17,13,8,3,0,0,102,3,9,35,20,21,16,13,5,0,126,7,18,48,52,53,32,17,4,0,228
POA6152,3,8,10,8,7,17,8,9,0,62,6,45,171,165,158,105,20,0,0,666,8,28,70,72,58,59,20,0,0,313,3,0,22,30,10,19,3,0,0,88,22,83,177,150,109,93,33,4,0,670,6,26,34,39,36,40,8,0,0,189,67,109,113,54,47,37,29,3,0,460,99,128,92,45,31,37,16,5,0,450,11,41,82,61,61,62,27,5,0,358,4,6,21,14,6,11,0,0,0,75,0,9,61,71,61,34,19,0,0,261,0,13,21,37,31,22,17,3,0,144,7,72,239,254,185,155,59,10,0,972,3,27,55,32,26,37,11,3,0,191,7,36,61,75,80,77,19,0,0,355,24,63,118,113,77,68,35,0,0,504,6,42,151,104,75,43,34,8,0,467,19,38,33,23,20,13,10,0,0,160,6,24,44,30,41,22,16,4,0,191,18,37,90,76,46,40,29,6,0,348
POA6153,0,3,5,4,14,8,3,0,0,33,0,16,78,160,134,92,30,4,0,521,16,18,45,59,68,78,24,8,0,311,0,0,14,16,17,12,9,0,0,60,21,54,109,127,130,99,44,12,0,592,3,14,16,37,50,43,10,8,0,182,69,80,60,52,71,53,23,7,0,400,97,68,47,27,27,26,14,0,0,304,4,19,33,65,51,44,18,0,0,234,0,4,20,10,14,5,0,0,0,51,0,6,39,36,41,44,17,11,0,188,0,15,13,36,37,34,23,5,0,169,3,54,130,209,204,131,65,8,0,804,8,19,13,30,21,20,9,6,0,125,0,13,43,66,71,68,20,3,0,286,18,19,46,45,45,60,36,8,0,264,5,24,92,119,115,79,41,4,0,475,12,18,23,19,9,8,3,0,0,93,5,10,21,13,18,28,13,4,0,123,10,22,58,75,56,56,24,12,0,308
POA6154,0,4,0,8,0,4,0,0,0,14,3,13,39,61,76,35,5,0,0,239,8,13,20,37,38,37,5,0,0,154,0,0,9,15,9,4,0,0,0,35,12,31,52,96,84,41,15,0,0,328,0,6,9,18,19,23,10,0,0,86,39,62,38,24,24,21,6,0,0,206,71,34,25,16,25,11,0,0,0,177,0,13,23,30,24,31,9,0,0,128,0,3,0,3,3,3,0,0,0,24,0,3,16,25,36,18,9,0,0,96,0,5,7,17,16,5,8,0,0,52,5,20,41,81,82,61,21,4,0,310,4,5,14,18,12,13,3,0,0,70,0,6,26,36,46,25,10,0,0,147,3,18,32,35,34,40,6,7,0,169,0,16,41,43,38,24,12,3,0,173,13,7,8,0,10,8,0,0,0,40,9,8,11,14,16,14,6,3,0,75,3,21,20,27,35,21,11,3,0,142
