POA_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA6023,0,3,6,0,8,3,0,0,0,23,6,11,58,150,114,49,11,0,0,403,14,9,23,41,65,39,23,0,0,218,0,0,7,20,19,14,8,0,0,60,27,41,108,152,169,99,26,0,0,620,5,7,10,22,39,19,8,0,0,113,59,50,32,40,31,24,19,5,0,263,84,30,20,18,22,7,12,0,0,188,0,4,13,32,44,33,16,3,0,147,0,7,5,14,13,0,3,0,0,46,0,4,15,28,40,26,8,0,0,122,0,0,4,19,14,14,6,3,0,58,9,22,63,158,171,88,39,12,0,562,9,12,10,26,22,14,6,0,0,103,3,10,28,66,91,57,11,0,0,267,0,19,24,54,57,42,37,3,0,240,0,9,31,46,50,48,18,4,0,201,22,10,7,14,12,15,5,0,0,75,11,19,12,22,23,23,11,6,0,122,12,7,25,38,44,36,7,0,0,165
POA6024,0,0,3,4,5,0,9,0,0,16,3,0,62,118,83,35,13,0,0,315,9,7,34,49,41,42,14,0,0,191,0,3,12,13,15,13,3,0,0,55,37,52,184,206,143,87,29,0,0,740,5,6,20,29,24,19,6,0,0,114,40,49,31,47,39,28,15,3,0,260,55,29,24,9,21,18,0,0,0,155,8,8,21,44,49,34,11,5,0,171,3,0,7,12,7,5,0,0,0,44,0,11,18,23,25,6,3,0,0,92,0,0,9,5,9,3,7,4,0,32,7,25,59,95,66,41,15,5,0,305,5,7,10,20,16,13,11,0,0,84,0,8,38,56,71,46,6,0,0,242,6,15,16,45,54,32,19,0,0,193,3,8,29,26,39,39,19,0,0,168,13,7,18,7,6,9,4,0,0,65,4,18,22,31,30,19,12,0,0,137,11,4,29,42,28,28,10,5,0,156
POA6025,0,0,5,6,7,9,3,0,0,26,6,27,177,244,218,125,24,0,0,814,19,28,81,95,100,106,38,0,0,469,0,4,18,36,39,24,3,0,0,122,82,127,379,457,342,209,47,0,0,1651,4,13,53,53,75,64,27,0,0,279,91,122,68,68,70,65,28,0,0,514,139,72,56,44,37,25,15,0,0,382,9,14,50,73,82,73,29,6,0,338,3,9,10,22,27,19,8,0,0,95,0,14,40,65,55,61,19,0,0,254,0,4,20,23,19,27,11,3,0,118,3,47,138,201,220,146,51,8,0,816,9,21,29,41,52,45,17,3,0,224,3,27,100,123,114,133,42,0,0,534,19,28,86,78,106,96,28,3,0,438,3,37,68,100,90,87,40,4,0,433,24,26,26,26,31,11,5,3,0,158,9,26,49,74,64,48,20,0,0,293,24,38,97,92,72,82,25,4,0,431
POA6026,0,0,0,8,0,0,0,0,0,10,0,19,74,148,129,90,22,0,0,485,19,31,37,57,71,88,27,4,0,336,4,4,5,23,45,37,6,0,0,128,40,89,185,274,209,208,55,0,0,1057,6,17,21,58,67,51,7,0,0,229,83,106,64,34,54,53,30,3,0,428,119,45,27,31,34,17,9,0,0,285,6,11,28,55,56,78,35,0,0,276,9,8,4,21,18,19,3,0,0,78,0,8,15,61,58,43,9,0,0,197,0,4,11,9,14,15,9,0,0,66,5,37,80,152,156,106,45,4,4,583,8,22,17,32,33,45,19,3,0,172,5,19,54,112,104,121,31,0,0,445,15,24,40,66,62,91,42,0,0,336,8,22,37,48,64,48,23,5,0,261,28,18,9,21,16,15,4,0,0,122,15,18,29,46,30,51,24,0,0,217,13,18,37,40,60,62,23,0,0,251
POA6027,0,7,15,12,17,7,5,0,0,72,3,49,255,297,276,192,31,0,0,1108,30,42,96,132,144,171,36,3,0,651,4,13,32,55,54,51,4,0,0,212,111,224,486,600,498,380,96,7,0,2395,4,33,60,80,71,74,18,0,0,341,118,177,159,124,100,114,38,0,0,833,201,126,98,52,39,35,8,0,0,562,8,26,87,96,126,148,50,0,0,545,5,15,19,29,27,28,7,0,0,137,4,13,48,58,65,51,16,0,0,264,5,6,18,36,32,29,14,0,0,141,9,72,166,217,233,149,52,8,0,898,13,58,62,60,88,85,27,3,0,391,10,42,111,183,202,185,50,10,0,792,13,35,101,130,126,151,51,0,0,612,8,57,108,111,119,98,40,3,0,544,35,35,32,32,25,15,11,0,0,183,29,53,93,78,77,95,33,3,0,464,28,53,130,118,118,96,36,0,0,590
POA6028,3,3,8,0,11,7,0,0,0,32,9,27,91,156,224,121,22,0,0,651,15,23,54,60,127,108,21,4,0,414,5,4,15,19,40,33,4,0,0,113,68,117,217,257,348,265,39,3,0,1309,3,16,31,41,69,63,13,0,0,237,119,121,66,36,94,57,13,5,0,505,136,70,35,28,23,28,10,0,0,317,9,27,28,37,75,98,29,0,0,310,9,4,10,11,18,14,5,0,0,72,0,7,22,49,73,51,8,0,0,216,0,0,15,13,23,19,7,0,0,84,9,49,80,140,204,146,27,0,0,661,8,16,22,32,47,48,9,0,0,184,6,17,59,90,159,132,21,0,0,482,8,25,40,40,72,77,17,3,0,283,8,27,56,65,74,93,21,0,0,345,23,30,19,8,13,13,4,0,0,108,15,30,32,42,51,67,12,0,0,250,21,37,46,58,84,76,23,0,0,337
POA6029,0,0,0,0,0,3,0,0,0,5,4,5,17,23,25,5,0,0,0,75,0,3,0,3,9,9,0,4,0,31,0,0,6,0,9,0,0,0,0,13,6,11,19,33,28,20,7,4,0,124,0,0,4,4,5,4,3,0,0,13,8,7,0,13,8,10,0,3,0,50,23,10,3,0,9,4,4,0,0,45,5,0,0,0,3,3,6,0,0,17,0,0,0,0,0,0,0,0,0,11,0,3,5,6,10,8,0,0,0,33,0,5,4,5,5,0,4,0,0,24,3,8,5,20,35,21,14,3,0,110,0,0,3,5,4,0,0,0,0,19,0,0,3,3,16,9,0,0,0,35,0,5,0,8,10,8,4,0,0,38,0,0,8,10,16,8,6,0,0,47,7,4,0,5,0,0,0,0,0,13,0,3,4,0,4,4,0,0,0,18,3,6,3,3,8,7,0,0,0,32
POA6030,4,11,13,28,29,17,6,4,0,106,5,58,240,292,304,184,20,0,0,1113,30,50,126,152,177,114,32,0,0,684,6,12,22,32,55,22,5,0,0,159,103,221,507,439,504,363,54,3,0,2196,15,24,62,77,71,55,4,0,0,305,126,145,166,111,123,86,31,4,0,780,223,113,84,74,42,42,8,0,0,587,17,37,84,115,139,143,50,0,0,587,4,12,17,28,24,13,4,0,0,99,0,8,34,44,55,31,10,0,0,184,3,3,16,15,23,20,12,0,0,97,7,36,130,165,165,103,27,0,0,630,17,41,69,57,73,69,14,0,0,340,12,29,103,132,184,115,32,4,0,604,12,32,60,81,81,94,17,3,0,382,18,49,88,90,104,102,22,3,0,466,28,30,33,24,23,11,8,3,0,164,25,48,89,81,80,65,15,0,0,410,39,73,115,111,133,99,18,3,0,596
POA6031,0,3,20,12,8,4,4,0,0,61,4,23,158,153,134,62,4,0,0,535,13,23,69,108,101,41,7,0,0,358,0,5,18,15,15,18,0,0,0,69,46,85,243,256,182,111,16,0,0,940,0,9,45,51,29,20,5,0,0,166,61,66,97,70,50,35,18,0,0,393,109,48,38,34,18,15,0,0,0,270,11,21,60,80,75,71,9,0,0,322,0,9,16,10,12,3,0,0,0,53,0,5,21,23,23,4,7,0,0,83,0,5,3,11,15,9,0,0,0,36,5,21,68,85,69,27,9,0,0,288,9,13,29,34,33,15,9,0,0,136,0,8,63,78,86,41,13,0,0,303,5,7,35,49,49,27,3,0,0,174,6,17,56,58,49,39,10,0,0,240,11,7,20,14,8,0,0,0,0,66,11,34,62,52,44,30,3,0,0,242,21,37,75,85,66,28,3,0,0,324
POA6032,0,0,6,0,5,3,0,0,0,15,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5
POA6033,0,0,3,7,3,6,9,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,5,9,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,5
POA6034,0,0,4,3,0,0,0,0,0,8,0,8,68,44,18,9,0,0,0,152,0,0,17,9,9,6,4,0,0,53,0,0,3,4,0,3,0,0,0,11,9,15,94,50,31,11,0,0,0,212,5,0,17,5,5,5,0,0,0,33,6,10,29,19,3,3,0,0,0,81,12,4,12,6,4,0,3,0,0,44,3,5,16,12,12,5,4,0,0,46,0,0,8,8,3,0,0,0,0,18,0,0,0,0,4,0,0,0,0,9,0,3,3,0,0,0,0,0,0,3,0,0,10,12,8,5,5,0,0,40,0,5,10,12,6,0,0,0,0,35,0,3,8,16,14,0,0,0,0,50,0,0,5,6,3,3,3,0,0,23,0,3,9,14,8,4,0,0,0,34,0,0,0,3,3,0,0,0,0,6,0,7,16,12,6,3,0,0,0,34,0,8,24,17,8,0,0,0,0,51
POA6035,3,6,28,7,8,13,0,0,0,67,3,22,107,143,102,54,0,0,0,432,8,12,23,32,42,13,5,4,0,139,0,5,3,5,11,7,0,0,0,26,21,51,146,134,103,79,12,0,0,546,4,5,18,16,18,10,0,0,0,74,18,26,35,26,32,14,3,3,0,155,38,16,25,19,12,9,3,0,0,120,4,0,21,18,33,28,5,0,0,107,0,3,5,5,0,4,0,0,0,19,0,0,6,9,7,6,0,0,0,30,0,0,5,4,9,4,3,0,0,30,0,6,19,19,24,14,5,0,0,95,3,5,16,11,18,20,3,0,0,73,0,3,31,35,55,12,7,0,0,140,6,4,6,16,25,22,0,0,0,80,8,5,9,31,27,28,8,0,0,102,7,4,3,7,4,7,0,0,0,32,0,6,24,17,12,19,4,0,0,81,7,17,33,21,31,10,5,0,0,130
POA6036,3,3,3,12,11,8,4,0,0,39,9,39,130,154,177,81,8,0,0,592,6,18,36,69,92,38,6,0,0,273,3,3,8,13,22,10,0,0,0,65,41,97,219,208,201,117,12,0,0,887,0,9,33,28,28,17,0,0,0,116,61,81,96,71,53,22,7,0,0,398,136,58,46,25,29,11,6,0,0,312,6,15,23,66,72,49,16,0,0,247,0,3,11,9,8,3,0,0,0,44,0,5,16,20,21,13,0,0,0,74,0,0,4,14,6,8,4,0,0,43,4,20,51,68,65,34,8,0,0,252,8,25,34,30,31,21,3,0,0,151,6,16,49,53,79,42,11,0,0,250,5,12,35,37,39,18,5,0,0,146,0,14,36,55,43,24,15,0,0,183,8,15,4,7,12,0,0,0,0,46,12,24,47,31,50,29,3,0,0,194,14,36,56,62,49,28,3,4,0,252
POA6037,0,3,11,6,6,5,0,0,0,41,0,6,43,49,65,28,0,0,0,193,0,5,5,5,11,12,3,0,0,42,0,0,0,0,9,8,0,0,0,18,14,19,36,36,51,39,12,0,0,201,0,0,8,12,3,0,0,0,0,24,3,9,16,6,6,4,0,0,0,45,7,0,0,4,0,4,0,0,0,21,0,0,5,4,9,12,0,0,0,32,0,0,0,0,6,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,10,8,3,5,0,4,0,22,0,3,4,3,10,9,4,0,0,27,0,3,3,6,15,8,7,0,0,38,0,3,4,9,9,11,6,0,0,32,0,0,3,3,10,4,0,0,0,26,0,0,0,0,3,0,0,0,0,10,0,3,6,5,7,6,0,0,0,31,0,6,7,5,9,3,0,0,0,39
POA6038,3,0,6,9,4,4,0,0,0,25,0,23,125,125,80,42,4,0,0,394,3,8,37,38,38,19,6,0,0,149,0,6,11,20,12,5,0,0,0,47,15,42,202,143,86,37,8,0,0,524,0,8,28,20,25,9,3,0,0,87,22,40,66,42,21,5,5,0,0,204,33,22,24,31,8,5,0,0,0,124,0,6,30,36,23,21,0,3,0,113,0,0,8,8,7,3,3,0,0,27,0,3,13,21,10,4,3,0,0,52,0,0,4,5,5,3,0,0,0,18,0,6,43,51,30,5,4,0,0,143,3,8,28,22,15,6,4,0,0,87,0,13,52,56,48,19,10,0,0,190,0,7,26,21,18,8,0,0,0,83,0,16,35,39,23,17,9,0,0,130,5,10,10,14,13,3,3,0,0,47,9,7,40,26,22,9,0,0,0,109,9,21,30,40,15,15,6,0,0,130
POA6041,9,5,7,6,8,7,0,0,0,41,3,0,4,25,25,27,0,0,0,86,0,0,0,0,9,3,0,5,0,16,0,0,0,0,0,4,0,0,0,8,3,3,11,11,19,17,3,0,0,63,0,0,0,0,5,3,0,0,0,9,8,0,0,0,3,0,3,0,0,17,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,18,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,9,5,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,4,0,8,3,3,0,0,22
POA6042,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,3,0,4,4,0,0,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3
POA6044,0,13,30,20,13,9,8,0,0,99,0,0,4,6,15,11,0,0,0,37,0,0,0,5,0,3,4,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,3,0,9,14,6,0,0,41,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,4,0,0,0,15,0,3,0,5,4,3,0,0,0,15,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,0,0,0,3,3,0,0,0,0,3,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,0,3,0,4,0,0,0,0,14
POA6050,0,0,6,0,9,8,0,3,0,19,4,16,98,115,91,70,6,0,0,399,5,19,27,38,27,27,7,5,0,152,0,3,8,15,15,13,0,0,0,55,8,30,83,78,88,70,27,4,0,392,0,5,14,22,30,16,5,3,0,103,42,64,71,45,45,34,22,6,0,332,47,70,88,39,28,26,6,0,0,299,3,10,33,32,41,26,8,0,0,155,0,7,21,17,17,6,4,0,0,68,0,10,34,36,42,26,17,3,0,161,6,0,14,16,18,16,11,0,0,86,0,42,168,181,162,137,40,3,6,740,0,10,23,23,18,23,5,0,0,102,0,15,52,57,64,62,14,3,0,272,6,27,50,41,50,53,27,0,0,256,0,16,86,79,78,61,31,4,0,369,17,18,35,14,13,3,3,3,0,118,6,8,25,18,15,25,7,0,0,103,8,12,46,42,31,19,16,0,0,182
POA6051,0,4,0,7,4,0,0,0,0,10,0,19,136,110,66,42,7,0,0,381,0,16,57,61,33,35,6,0,0,210,0,0,13,27,8,10,4,0,0,60,8,25,124,105,46,39,9,0,0,355,0,8,29,32,16,8,8,0,0,97,15,57,89,54,34,29,8,0,0,285,30,39,108,62,21,8,3,0,0,284,0,27,81,66,35,30,14,0,0,252,0,0,17,20,18,9,0,0,0,68,0,6,22,32,19,9,0,0,0,89,0,6,19,8,13,7,6,0,0,53,0,27,171,162,92,36,12,9,0,499,0,0,55,42,18,17,3,0,0,140,0,22,70,75,58,35,14,0,0,281,3,13,69,54,39,29,11,0,0,214,0,23,105,79,42,47,11,0,0,306,4,20,36,26,16,4,6,0,0,112,0,14,36,27,24,11,6,0,0,120,5,16,78,56,24,23,9,3,0,219
POA6052,0,0,4,4,3,5,3,0,0,21,0,5,59,110,65,43,3,0,0,277,0,5,28,36,37,26,5,0,0,141,0,0,11,6,7,5,5,0,0,34,12,22,85,100,67,65,18,0,0,369,0,0,14,21,28,16,6,0,0,79,34,49,44,36,29,9,14,0,0,218,39,38,41,21,21,15,5,0,0,176,0,6,20,31,31,35,13,0,0,150,0,6,13,12,14,7,0,0,0,53,0,5,23,36,36,22,6,0,0,117,0,3,7,12,6,15,9,0,0,44,3,22,107,142,100,46,16,0,0,439,4,4,21,26,14,16,9,3,0,95,0,8,39,54,65,65,8,0,0,244,5,18,39,47,32,37,15,0,0,185,3,12,42,42,45,32,8,0,0,173,19,12,19,10,14,10,3,0,0,84,8,8,13,17,34,24,5,0,0,115,8,12,30,25,24,16,6,0,0,125
POA6053,0,0,6,0,0,0,4,0,0,15,0,19,100,130,98,52,5,0,0,406,4,17,36,52,54,39,13,0,0,207,0,4,12,17,14,10,0,0,0,70,9,36,115,136,86,67,24,0,0,472,4,7,28,26,24,22,9,0,0,118,43,40,59,49,36,38,15,0,0,275,62,52,59,35,22,18,7,0,0,246,5,18,60,55,63,48,19,0,0,268,5,5,8,21,18,11,0,0,0,60,0,4,32,35,31,12,4,0,0,118,0,7,13,10,8,10,6,0,0,62,3,20,128,169,103,59,26,3,0,509,4,11,26,32,14,18,0,0,0,105,4,15,50,90,97,64,17,0,0,352,0,10,41,64,61,56,14,5,0,264,0,13,70,65,48,40,17,0,0,253,18,19,27,16,11,4,5,0,0,106,5,8,31,28,26,23,6,0,0,129,4,18,55,50,35,33,9,4,0,209
POA6054,0,5,7,4,7,5,3,0,0,25,0,24,126,120,91,57,6,0,0,434,17,25,70,83,101,85,14,0,0,397,3,4,9,10,19,12,0,0,0,62,37,57,190,193,165,109,17,0,0,776,3,11,43,54,40,28,9,0,0,180,46,80,94,58,58,38,15,0,0,389,67,42,49,41,23,32,4,0,0,256,3,13,53,77,94,74,31,3,0,353,0,6,9,20,16,8,5,0,0,64,0,8,26,26,30,18,0,0,0,117,4,9,13,12,19,21,0,6,0,71,4,24,117,114,84,58,18,5,0,418,4,14,27,32,24,36,17,0,0,147,5,13,68,94,105,86,16,3,0,386,3,16,44,66,61,62,17,0,0,269,4,30,77,62,69,72,12,0,0,324,10,24,30,26,13,12,8,0,0,124,11,21,49,31,36,20,13,0,0,183,7,24,71,84,76,58,21,0,0,337
POA6055,4,9,23,13,13,16,11,5,0,93,11,37,320,290,191,90,19,0,0,952,18,58,197,238,172,96,21,0,0,805,6,0,39,41,23,13,0,0,0,133,46,96,414,333,175,109,18,4,0,1192,5,11,108,107,78,34,6,0,0,362,87,108,193,160,80,60,12,0,0,697,125,64,99,91,42,23,10,0,0,458,14,43,267,352,132,118,46,4,0,973,0,6,25,30,16,14,5,0,0,93,0,7,58,33,18,10,7,0,0,138,4,9,34,34,18,12,8,0,0,114,6,24,152,192,95,54,14,0,0,542,7,17,54,58,37,21,11,3,0,208,3,27,146,165,98,59,17,3,0,506,17,21,96,68,42,36,13,0,0,303,4,28,147,146,101,47,19,3,0,493,4,16,32,40,14,16,0,7,0,121,15,46,127,85,53,43,22,0,0,390,5,42,130,155,95,44,15,0,0,490
POA6056,0,9,26,12,21,27,15,10,0,119,12,69,274,279,241,192,26,0,0,1091,41,82,178,184,209,171,39,10,0,917,0,11,16,31,34,34,3,0,0,128,65,171,352,305,286,235,61,4,0,1467,17,40,103,92,121,109,23,5,0,502,117,156,183,89,94,100,31,4,0,782,167,91,85,60,48,40,6,0,0,498,16,66,175,172,217,244,82,7,0,974,5,7,20,17,13,15,7,0,0,78,0,6,21,23,32,22,0,0,0,102,0,5,28,27,22,26,11,5,0,121,3,30,117,124,99,73,32,5,0,490,13,42,64,50,51,56,14,6,0,287,3,27,116,131,168,171,51,4,0,669,9,21,67,59,76,56,31,5,0,323,6,27,96,95,82,87,29,4,0,427,16,18,26,21,13,17,14,4,0,130,18,64,122,89,94,91,32,3,0,503,32,73,145,148,138,104,31,12,5,687
