POA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6027,0,4,6,40,0,0,3,0,0,62,0,0,6,6,13,7,4,0,0,35,0,13,21,78,33,30,19,6,0,208,0,0,3,30,23,32,74,5,9,182,0,0,0,0,0,0,0,0,0,7,0,42,78,155,141,188,175,74,15,870,0,13,17,37,30,37,43,9,3,202,5,80,214,437,318,206,103,34,16,1413,0,7,13,53,4,0,11,7,0,101,0,0,0,30,5,0,6,0,0,42,0,13,24,56,34,18,9,0,0,149,0,0,0,6,0,7,4,0,0,15,3,25,16,49,32,25,19,10,3,186,0,9,8,29,28,21,16,3,0,115,0,6,20,48,59,46,55,15,6,262,0,0,39,92,89,98,57,11,3,389,5,66,124,454,207,240,209,102,26,1429,40,128,178,481,223,223,173,116,60,1629,2281,5238,5362,11066,5796,5972,4563,1861,695,42828
POA6028,0,4,0,18,0,0,0,0,0,30,0,0,0,3,7,7,0,0,0,11,0,10,12,47,27,28,20,8,0,154,0,3,3,19,20,21,23,5,0,100,0,0,0,0,0,3,0,0,0,3,0,43,79,135,162,204,90,37,9,764,0,16,10,43,27,44,27,0,5,175,7,124,260,410,409,253,81,29,6,1580,0,0,5,8,7,0,7,4,0,24,0,0,0,5,8,6,0,0,0,15,0,9,3,18,14,4,4,0,0,53,0,0,0,4,0,0,0,0,0,3,6,13,25,18,19,16,8,5,0,105,0,3,4,15,11,10,9,5,0,52,3,12,16,32,46,45,26,15,3,196,0,3,22,49,66,75,12,0,0,223,4,37,71,188,165,172,81,46,9,760,21,56,71,162,125,87,42,26,14,615,1126,3264,3453,5038,4196,3679,1877,718,213,23559
POA6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,4,0,0,28,0,3,0,0,0,0,0,0,0,4,0,3,10,17,11,8,10,5,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,6,12,0,0,34,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,0,3,0,0,3,0,0,12,0,7,0,20,10,7,3,5,3,63,7,5,10,27,11,12,11,5,0,93,145,374,381,568,415,368,328,192,73,2855
POA6030,0,4,10,24,14,5,0,0,0,55,0,3,0,7,7,4,4,0,0,28,4,35,70,150,94,35,28,0,0,413,0,0,3,41,24,31,37,4,0,148,0,0,0,0,3,5,0,0,0,6,4,38,113,201,176,169,105,64,24,886,0,4,9,46,35,32,36,3,0,162,13,134,311,535,444,225,79,39,5,1782,6,0,3,12,3,4,0,0,0,34,0,0,0,29,6,0,0,0,0,35,0,14,25,67,27,18,0,0,0,144,0,0,0,4,4,0,0,0,0,12,5,12,15,52,26,18,13,6,4,153,0,6,11,71,29,21,3,4,0,144,0,5,36,56,54,46,22,9,10,241,0,4,31,101,65,76,32,5,0,322,10,79,160,477,285,257,139,70,23,1504,91,263,250,603,317,219,133,109,46,2035,2416,5626,5689,10674,6004,4806,2902,1935,793,40841
POA6031,0,5,0,16,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,8,3,47,104,172,102,33,9,0,0,475,0,0,0,18,8,3,7,5,0,37,0,0,0,0,0,0,0,0,0,4,0,29,45,139,90,75,34,5,5,419,0,3,7,30,18,4,3,0,0,69,0,46,137,234,163,65,29,3,0,671,0,0,0,18,0,0,3,0,0,28,0,0,0,11,0,0,0,0,0,21,0,9,9,31,13,0,0,0,0,62,0,0,0,0,0,0,0,0,0,9,0,0,12,5,4,9,0,0,0,34,0,4,5,56,17,14,3,0,0,110,0,7,17,29,23,4,4,5,0,93,0,4,37,72,57,38,9,3,0,219,3,41,141,351,155,111,51,22,0,877,23,91,66,223,100,54,39,12,6,619,1527,3174,2526,6047,2498,1638,873,300,58,18645
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,6,0,3,6,4,0,0,22,3,20,28,34,35,39,17,9,0,189
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,9,3,22,9,10,5,0,0,64,12,66,55,99,70,75,48,13,8,444
POA6034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,14,9,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,42,17,5,5,4,0,98,0,3,3,0,0,0,4,4,0,18,0,20,25,83,38,7,12,0,0,180,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,9,0,4,9,12,5,3,0,0,0,29,0,0,8,35,11,7,3,0,0,62,0,9,16,53,13,9,3,3,0,110,15,22,21,90,22,12,3,0,0,189,459,584,431,1445,386,217,137,46,0,3705
POA6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,29,10,6,8,0,0,63,0,0,0,0,7,4,7,4,0,19,0,0,0,0,0,0,0,0,0,0,0,20,21,57,34,34,31,9,4,206,0,0,0,4,3,5,3,0,0,13,7,38,46,124,72,26,22,3,4,347,0,0,0,6,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,6,0,3,0,13,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,11,5,5,6,3,0,38,0,0,4,6,3,0,0,0,0,12,0,0,9,16,6,10,12,4,3,60,0,0,0,36,16,20,3,3,0,80,0,8,20,84,39,34,27,13,3,237,29,70,66,216,80,64,25,29,4,587,892,1867,1186,3049,1413,1117,852,503,151,11022
POA6036,0,0,0,23,3,0,0,0,0,29,0,0,3,0,5,0,0,0,0,10,0,17,58,90,49,26,6,0,0,255,0,0,4,13,7,11,14,0,0,50,0,0,0,0,0,0,4,0,0,3,3,33,73,117,113,65,43,18,9,466,0,0,9,18,11,9,5,0,0,54,6,70,167,260,228,78,41,21,0,861,0,0,0,10,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,10,0,4,6,19,5,5,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,5,11,14,9,7,4,4,0,50,0,4,5,11,7,0,3,0,0,41,0,5,19,24,31,19,13,0,0,110,6,10,20,73,33,32,3,3,0,175,0,27,93,225,108,73,51,17,5,602,47,85,82,242,135,72,26,23,3,723,1272,2732,2690,5018,2702,1634,981,401,81,17514
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,3,0,0,0,0,11,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,5,9,25,20,10,5,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,3,0,3,3,3,6,3,0,21,0,0,5,5,6,0,4,0,0,19,0,0,0,20,12,11,9,11,0,66,18,34,39,86,55,47,20,13,0,316,253,623,372,916,570,522,355,175,35,3822
POA6038,0,0,0,6,0,0,0,0,0,14,0,0,3,3,0,0,0,0,0,7,0,12,27,72,28,10,0,6,0,151,0,4,0,10,5,3,0,0,0,17,0,0,0,0,0,6,0,0,0,3,0,30,31,93,45,27,21,4,0,247,0,3,3,10,10,4,0,0,0,31,4,47,67,205,102,39,16,9,0,489,0,0,0,7,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,9,0,8,4,20,0,3,0,0,0,30,0,3,0,3,4,0,0,0,0,10,0,6,0,13,0,3,4,0,0,22,0,0,0,5,4,5,0,0,0,13,0,6,17,35,13,7,11,0,0,88,0,3,10,58,28,17,6,3,0,132,0,22,38,169,49,31,18,9,7,343,33,52,42,147,61,31,6,10,0,380,1019,1696,1179,3766,1238,704,415,147,35,10203
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,3,0,0,9,0,0,0,0,5,0,0,0,0,9,0,0,0,5,6,0,10,0,0,25,0,3,14,26,27,19,24,18,6,131,73,170,148,272,253,244,277,138,27,1597
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,0,5,0,0,23,3,8,3,16,7,15,44,10,4,107
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,8,3,9,4,0,26,0,8,12,22,47,53,62,26,3,233
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,5,3,7,0,0,65,0,8,11,17,29,23,19,20,6,119,40,86,92,264,176,230,255,123,35,1300
POA6050,0,0,8,14,0,3,0,0,0,28,0,0,0,6,0,0,3,0,0,9,0,0,10,42,10,6,4,3,0,68,0,0,0,9,4,7,11,0,8,51,0,0,0,0,0,0,0,0,0,0,0,0,8,41,35,41,28,28,13,193,0,6,6,36,9,14,8,8,3,96,0,3,17,81,46,40,25,22,13,247,0,0,3,36,0,5,0,0,0,60,0,0,0,13,3,0,0,0,0,20,0,9,7,12,5,5,7,0,0,51,0,0,0,9,0,0,0,0,0,17,0,6,9,33,9,17,7,5,0,90,0,5,6,44,53,22,23,9,0,163,0,0,0,12,9,8,4,7,0,34,0,0,3,23,14,11,6,0,0,48,4,11,36,186,68,64,53,21,29,481,18,28,28,205,65,58,60,99,101,669,673,1541,1947,4499,2018,1860,1520,999,707,15770
POA6051,4,0,11,40,3,0,0,0,0,59,0,0,0,4,0,0,3,0,0,10,0,4,13,68,10,11,7,0,0,114,0,0,0,20,15,12,28,10,4,86,0,0,0,0,0,0,0,0,0,0,0,0,7,53,29,25,23,5,0,145,0,4,8,39,18,17,13,5,0,92,4,0,19,85,19,17,14,5,0,156,0,0,6,44,4,9,4,9,0,79,0,3,0,27,3,0,0,0,0,36,3,3,3,35,6,12,4,0,0,77,0,0,0,12,0,0,0,0,0,11,0,0,8,41,6,8,9,0,0,76,0,10,7,50,36,37,21,8,0,160,0,0,0,14,10,9,5,0,0,35,0,0,4,12,12,4,6,3,0,32,5,39,49,384,79,58,60,31,8,711,26,71,64,350,85,69,54,26,3,742,699,1032,1323,5684,1572,1256,1073,449,114,13199
POA6052,0,4,8,19,0,4,0,0,0,35,0,0,0,0,3,0,0,0,0,3,0,3,9,27,4,7,0,0,0,50,0,0,0,13,5,7,10,8,4,51,0,0,0,0,0,0,0,0,0,0,0,3,3,31,22,19,10,5,5,102,0,4,0,22,11,13,9,4,0,63,0,9,4,39,16,16,10,5,0,97,0,0,5,17,5,5,0,9,0,50,0,0,0,8,4,0,0,0,0,17,0,7,7,14,6,5,0,0,0,44,0,0,0,10,0,0,0,0,0,16,5,0,6,19,9,4,10,0,3,50,0,3,14,45,50,23,25,6,3,179,0,5,0,11,0,4,0,3,0,25,0,0,4,11,0,7,0,0,0,20,0,23,30,166,64,55,41,27,14,411,9,33,50,116,55,54,41,31,20,399,691,1336,1261,3447,1601,1448,1027,498,242,11555
POA6053,0,0,5,16,0,4,0,0,0,32,0,0,0,7,8,0,3,0,0,19,0,5,19,52,24,22,13,0,0,134,0,0,0,25,4,14,15,9,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,41,25,29,22,16,8,133,0,4,0,32,16,11,17,5,3,80,0,0,7,58,22,10,7,0,0,118,0,3,6,30,9,3,5,0,0,59,0,7,3,25,3,0,0,0,0,34,0,5,5,21,8,10,6,0,0,46,0,0,0,5,0,4,0,0,0,3,5,3,4,35,15,6,7,0,0,76,0,4,15,62,34,45,23,10,8,193,0,0,0,15,5,9,4,0,0,36,0,0,0,28,6,5,6,0,0,42,5,16,40,183,85,60,46,35,26,492,18,28,43,193,77,61,63,54,54,590,985,1626,1476,4795,2102,1780,1346,740,428,15288
POA6054,0,3,7,19,4,0,0,0,0,32,0,3,4,4,6,4,0,0,0,27,0,37,37,122,48,34,14,11,0,303,0,0,0,13,11,11,18,5,11,67,0,0,0,3,0,0,0,0,0,3,0,5,3,34,16,43,37,16,4,169,0,4,10,20,17,14,6,8,0,77,0,0,13,64,25,20,16,7,0,142,0,0,4,22,6,4,11,4,0,54,0,0,4,23,6,0,0,0,0,28,0,8,13,34,14,11,8,0,0,84,0,0,0,8,0,0,0,0,0,8,0,0,13,25,14,10,5,6,0,67,3,9,17,93,73,45,41,13,4,296,0,0,0,10,6,7,4,0,0,34,0,0,4,22,9,10,0,0,0,45,4,20,47,195,87,100,71,49,17,586,53,108,109,338,165,123,117,80,29,1130,1293,2442,2235,5995,2859,2647,2060,1096,410,21029
POA6055,6,13,19,73,22,0,5,0,0,137,0,0,7,4,0,0,0,0,0,14,3,162,305,630,325,94,37,9,3,1563,0,0,0,14,3,9,7,4,0,43,0,3,0,5,6,7,0,0,0,19,0,0,7,50,36,38,37,31,13,208,0,9,16,67,27,14,13,8,0,161,0,15,36,179,64,52,26,12,0,373,0,16,14,77,22,11,6,0,0,151,0,0,4,16,0,0,0,0,0,22,0,7,21,75,19,9,0,0,0,130,0,0,0,0,4,0,0,0,0,0,0,4,5,44,11,13,7,6,0,88,0,5,7,129,38,30,18,0,0,222,0,0,0,22,11,11,0,3,0,47,0,18,43,120,50,24,5,0,0,273,3,70,162,750,144,107,54,20,4,1329,57,113,106,438,146,111,72,44,19,1098,3250,4423,3372,12292,3601,2686,1717,749,234,32320
POA6056,0,0,6,26,0,6,0,0,0,46,0,3,8,11,5,6,6,0,0,27,9,104,225,438,218,92,36,16,0,1136,0,0,0,22,11,15,28,8,11,95,0,0,0,3,0,7,0,0,0,8,0,0,9,40,39,80,82,36,10,302,0,5,3,17,14,19,13,5,0,77,4,11,35,99,60,42,22,15,0,285,0,0,6,33,12,14,12,6,0,79,0,3,0,24,0,0,0,0,0,32,3,7,17,59,30,16,5,0,0,136,0,0,0,0,5,3,0,0,0,9,3,10,13,48,19,22,18,3,3,132,0,7,13,48,28,18,9,0,0,128,0,0,0,8,7,22,17,9,3,72,3,5,21,66,30,36,13,4,4,179,6,29,66,271,118,137,114,97,32,863,81,244,234,668,326,293,220,180,176,2432,2270,4686,5003,10773,5479,5320,4228,2436,971,41172
POA6057,0,0,0,5,0,0,0,0,0,12,0,0,3,4,5,5,0,0,0,12,0,25,47,77,64,11,14,3,0,245,0,0,0,5,0,4,4,0,0,17,0,0,0,5,0,0,0,0,0,3,0,4,8,27,28,36,35,24,8,168,0,0,0,22,10,14,4,3,0,60,0,0,15,56,43,14,17,5,0,153,0,0,4,9,8,0,3,0,0,29,0,0,4,13,0,3,0,0,0,14,0,3,8,26,8,5,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,4,0,13,4,5,11,4,0,37,0,0,0,10,5,3,0,0,0,25,0,0,0,3,8,11,4,3,0,27,0,5,14,15,22,16,3,0,0,81,5,6,26,77,51,46,32,21,8,274,28,74,59,224,91,100,54,48,24,714,994,2125,1982,4454,2190,2141,1573,908,318,16697
POA6058,0,7,5,8,4,3,0,0,0,24,0,3,0,5,5,0,0,0,0,20,0,17,40,93,47,23,27,3,0,255,0,0,0,7,4,5,7,0,0,26,0,0,0,4,0,0,0,0,0,3,0,0,3,14,14,12,27,14,4,87,0,7,0,20,12,17,23,0,0,71,0,18,12,60,30,14,12,6,0,155,0,3,0,28,9,4,8,4,0,50,0,0,0,5,0,0,0,0,0,13,0,0,8,26,10,4,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,3,0,0,26,0,0,0,3,8,0,0,0,0,17,0,0,0,12,0,3,6,0,5,27,0,3,18,30,14,13,7,7,0,89,0,11,22,108,35,43,39,28,16,307,13,69,61,208,96,82,52,33,12,625,849,1644,1466,3799,1638,1505,1352,665,267,13181
POA6059,0,19,20,120,15,6,0,7,0,195,0,0,0,4,4,4,0,0,0,8,0,13,15,84,41,25,16,5,4,203,0,3,3,21,14,26,25,12,23,129,0,0,0,0,0,0,0,0,0,0,0,0,11,36,25,26,27,25,12,155,0,6,8,40,21,21,22,14,0,138,3,10,64,168,145,137,104,52,14,686,0,3,11,37,12,14,16,10,9,108,0,0,0,40,5,0,0,0,0,52,7,10,11,33,15,8,8,0,0,81,0,0,9,13,14,12,0,0,0,52,0,10,7,29,14,13,6,5,0,82,5,23,47,184,244,206,128,38,17,883,0,0,3,3,0,3,13,4,0,27,0,0,7,20,17,21,8,3,0,67,10,62,97,338,158,126,139,81,49,1060,25,71,89,239,115,119,102,102,51,909,1206,2512,2777,6085,3322,3065,2532,1847,815,24169
POA6060,0,8,10,61,8,0,0,0,0,90,0,0,0,6,6,0,5,0,0,9,0,14,19,88,26,22,13,3,0,183,0,0,4,32,16,16,24,10,8,118,0,0,0,0,0,0,0,0,0,3,0,0,0,48,27,37,50,14,13,192,5,0,4,71,17,19,23,5,3,153,0,8,39,181,94,79,83,30,26,539,0,3,12,75,14,8,12,0,0,124,0,0,0,61,5,4,0,0,0,67,4,11,12,53,13,8,0,0,0,111,0,0,0,11,0,5,0,0,0,26,0,3,15,33,14,10,7,0,4,78,0,12,34,97,92,86,44,14,8,383,0,0,0,16,3,4,0,6,0,27,0,0,3,55,14,10,3,3,0,97,18,89,130,989,195,126,111,51,31,1736,53,88,107,481,157,116,81,51,43,1173,1479,2068,2369,9852,3039,2637,2028,1228,786,25486
POA6061,3,28,117,338,18,9,7,0,0,516,0,0,0,4,0,0,0,0,0,9,0,73,138,291,185,73,37,13,3,816,0,0,4,48,24,32,59,16,13,187,0,0,0,9,0,0,0,0,0,14,0,0,0,32,20,37,46,35,11,174,0,0,10,76,22,22,31,11,3,171,0,7,45,114,52,26,26,10,0,280,0,7,26,86,31,20,17,9,0,199,5,0,5,96,4,0,0,0,0,106,4,50,74,125,61,17,19,0,0,348,0,6,6,45,10,3,4,0,0,71,0,7,8,40,11,8,8,3,0,92,10,59,119,606,355,322,202,54,32,1754,0,0,5,9,4,4,3,9,0,35,0,0,14,78,10,6,5,6,0,118,49,389,533,2071,519,351,182,93,19,4209,219,388,368,1129,327,259,173,108,50,3032,3196,4896,4865,15377,4405,3935,2908,1561,546,41683
POA6062,0,3,38,91,5,7,3,0,0,150,0,0,0,0,11,0,0,0,0,13,0,59,96,216,119,65,41,3,4,598,0,3,0,37,15,30,47,17,10,161,0,0,3,0,0,0,0,0,0,7,0,0,3,31,22,38,49,35,23,199,0,9,6,49,30,57,55,30,5,248,0,13,34,123,76,75,86,26,3,434,5,12,16,94,25,25,25,21,6,222,0,5,8,71,5,3,0,0,0,100,0,9,28,64,37,17,10,4,0,169,0,7,0,21,15,6,4,0,3,50,0,5,4,26,10,10,8,6,0,70,4,26,75,410,309,346,167,69,36,1435,0,0,0,8,5,13,8,7,0,42,0,0,18,28,19,11,7,3,0,89,6,58,127,553,229,192,152,107,32,1458,61,119,137,419,159,147,105,98,63,1309,1937,3569,3833,9835,4184,4015,3623,2271,876,34144
POA6063,0,11,8,39,5,7,3,0,0,78,0,0,3,0,3,0,0,0,0,12,4,19,37,109,66,49,25,5,0,310,0,0,3,13,8,8,6,8,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,21,24,11,0,93,0,3,3,8,14,21,6,10,6,72,0,4,12,48,30,27,14,7,4,149,0,4,7,32,10,11,17,9,0,83,0,0,0,16,4,0,0,0,0,26,0,15,18,49,12,21,0,0,0,114,0,0,0,3,0,0,0,0,0,8,0,0,0,11,0,6,5,0,0,22,3,35,37,255,153,117,76,18,3,696,0,0,0,0,0,4,3,0,3,18,0,0,8,18,10,8,3,4,0,51,3,21,75,245,122,83,67,23,5,656,49,100,79,214,65,79,39,31,10,668,929,2246,2039,4264,1907,1858,1205,456,138,15045
