POA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6110,10,88,73,303,51,24,12,3,0,567,0,9,18,14,27,4,5,0,0,73,4,133,258,468,258,120,43,10,0,1280,0,0,3,15,8,4,15,0,0,51,0,0,0,8,3,0,5,0,0,22,0,10,7,38,37,57,65,57,10,289,0,21,43,98,82,94,51,13,0,406,0,36,112,170,151,101,38,24,4,631,0,21,49,231,75,43,28,16,0,461,0,4,0,43,6,0,0,0,0,56,0,33,89,87,63,12,7,0,0,295,0,0,0,18,7,0,0,0,0,31,0,4,15,16,22,21,11,3,0,107,0,11,10,66,26,12,6,0,0,130,0,7,0,10,9,13,13,10,0,66,0,13,38,80,50,24,8,4,0,224,15,103,205,568,219,185,104,44,19,1457,124,279,204,646,299,209,213,168,178,2308,3241,6705,5694,12924,5740,4482,3432,1861,790,44873
POA6111,0,12,0,37,3,0,5,0,0,69,0,4,9,7,11,0,0,0,0,33,0,33,35,79,61,22,13,4,0,246,0,0,0,10,3,13,3,0,0,33,0,0,0,5,3,3,0,0,0,12,0,3,7,45,31,65,67,39,6,259,0,0,7,14,19,12,10,4,0,73,0,4,33,69,74,35,27,11,4,259,0,8,12,57,19,10,5,5,0,110,0,0,0,7,0,3,0,0,0,13,0,32,37,42,20,15,0,0,0,147,0,0,0,0,0,0,0,0,0,4,0,4,13,15,15,17,19,3,0,96,0,0,4,15,6,17,0,0,0,46,0,0,0,5,10,26,17,9,0,64,0,0,7,28,28,13,9,5,0,86,4,24,40,182,81,84,73,43,10,540,59,163,156,339,206,177,92,93,62,1339,1275,3047,2772,5857,3188,3166,2707,1242,379,23639
POA6112,6,42,26,181,25,10,4,0,0,295,0,10,16,30,12,5,3,0,0,75,9,213,359,730,349,130,55,10,0,1858,0,5,0,31,7,10,12,3,3,70,0,4,7,11,6,5,4,5,0,38,0,7,24,100,81,99,81,57,21,478,5,68,83,306,89,101,59,13,4,731,9,67,200,480,284,175,69,20,3,1311,3,66,76,335,125,42,31,8,0,687,0,4,0,94,3,4,0,0,0,110,0,47,102,137,39,11,8,5,0,353,0,4,0,13,5,3,3,0,0,29,6,19,10,52,31,20,19,12,0,180,0,3,6,76,16,13,4,0,0,111,0,4,0,22,25,30,26,16,6,136,3,32,98,236,128,32,21,0,0,555,16,206,288,1049,352,270,130,64,19,2395,231,495,394,1170,399,300,202,140,68,3395,6229,11552,7979,23805,7856,6165,4309,2046,626,70564
POA6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,5,5,0,26,0,0,0,4,0,0,0,0,0,8,0,0,7,8,19,7,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,8,0,0,0,6,3,0,3,0,0,10,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,0,0,15,8,9,3,11,0,52,0,6,8,34,22,17,10,5,3,104,128,454,424,630,495,517,307,117,24,3101
POA6122,0,13,3,37,12,0,0,0,0,64,0,0,13,9,7,0,0,0,0,39,0,27,44,125,41,19,6,0,0,263,0,0,0,6,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,15,0,4,7,51,23,40,23,11,0,170,0,8,12,26,26,8,5,3,0,82,0,31,65,178,97,65,16,7,0,459,0,0,0,22,3,0,3,0,0,39,0,0,0,6,0,0,0,0,0,6,0,9,6,22,4,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,4,19,4,11,4,0,0,48,0,0,0,5,4,0,3,0,0,22,0,4,0,12,11,7,11,3,0,45,0,10,40,97,44,9,6,0,0,200,0,30,55,217,69,48,29,8,9,468,34,115,86,304,111,81,40,29,8,800,2184,3867,2453,7262,2424,1854,1149,467,139,21803
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,12,4,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,3,3,0,0,0,19,0,0,10,14,0,5,4,0,0,36,6,24,17,50,20,24,16,7,0,154,216,327,281,673,263,239,157,64,21,2253
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,5,0,22,3,11,12,23,23,16,4,0,0,98,75,186,108,256,205,194,95,68,16,1205
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,9,3,0,29,0,0,0,0,4,0,0,0,0,6,0,0,3,6,13,7,4,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,5,4,3,0,0,8,0,0,3,23,19,13,12,5,0,71,11,21,21,51,42,40,29,21,9,238,172,389,423,807,648,548,380,211,47,3622
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,7,6,6,10,0,0,25,8,26,24,52,38,48,45,19,3,265
POA6147,3,28,23,97,9,10,5,5,0,180,0,0,4,0,4,4,0,0,0,9,0,26,47,111,52,31,12,3,0,288,0,0,0,4,3,3,14,0,3,26,0,0,0,6,0,0,4,0,0,4,0,0,4,15,10,17,27,22,7,105,0,9,31,62,39,60,54,37,3,294,0,5,21,36,29,20,21,10,3,148,0,24,18,80,32,12,6,8,0,186,0,4,4,29,4,0,0,0,0,44,0,13,22,33,19,17,12,5,0,111,0,0,0,7,9,0,0,0,0,17,0,5,0,10,5,7,0,3,0,34,0,9,11,25,22,22,19,8,0,105,0,0,5,3,9,4,3,0,0,17,0,5,4,6,9,13,4,3,0,38,0,62,70,238,75,80,61,52,8,644,39,80,82,202,93,54,57,26,11,645,925,1841,1732,4427,1803,1761,1560,774,216,15038
POA6148,0,13,14,49,17,3,7,0,0,107,0,0,0,0,3,0,0,0,0,10,0,10,28,62,27,16,9,0,0,158,0,5,4,10,9,12,10,3,5,46,0,0,0,0,0,0,0,0,0,3,0,0,6,15,20,37,38,31,16,164,4,50,64,82,71,58,51,13,8,392,0,15,27,67,36,38,34,15,7,232,3,33,87,106,115,65,25,11,5,450,0,0,3,27,7,7,4,4,0,55,0,10,7,26,13,8,0,0,0,65,0,0,0,8,10,4,3,0,0,36,0,19,21,11,14,11,8,9,0,88,0,4,20,34,32,11,7,7,0,115,3,0,0,7,9,8,11,8,0,49,0,0,11,17,13,13,8,3,0,62,6,70,71,189,83,74,65,55,18,624,13,43,45,134,54,76,74,73,47,558,874,2629,2452,4303,2562,2194,2015,1360,583,18974
POA6149,0,14,9,23,9,3,0,0,0,58,0,0,4,4,4,0,0,0,0,10,0,7,6,30,11,4,10,0,0,66,0,0,0,7,0,0,9,3,3,23,0,0,0,0,0,0,0,0,0,0,0,6,12,23,46,55,58,22,12,237,0,30,68,126,70,56,71,22,7,449,0,16,54,64,62,47,53,36,3,317,0,12,16,23,37,37,27,14,0,164,0,5,0,29,7,6,12,0,0,65,0,9,0,19,13,3,3,0,0,46,0,0,0,0,0,0,0,0,0,6,7,11,13,25,6,13,12,3,0,95,0,4,4,17,11,18,13,5,0,69,0,0,0,18,7,8,17,0,0,52,0,0,0,24,18,27,16,3,5,87,10,44,46,122,68,98,82,55,17,528,11,30,40,96,51,63,64,75,48,472,876,2571,2140,4175,2373,2445,2632,1191,512,18905
POA6150,0,0,6,5,0,3,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,13,36,43,16,8,11,0,4,124,0,0,0,3,3,3,6,0,6,18,0,0,0,0,0,0,0,0,0,0,0,3,7,6,10,22,29,20,7,110,0,20,56,106,45,84,83,31,12,446,0,9,31,50,35,34,25,9,4,202,0,0,6,24,17,15,42,3,7,126,3,0,3,24,14,7,9,0,0,59,0,10,14,13,8,4,4,3,0,54,0,0,0,0,0,0,0,0,0,0,4,8,17,19,6,4,4,0,4,63,0,8,3,15,13,13,9,6,0,73,0,0,3,4,0,6,4,7,0,27,0,0,13,14,16,8,8,4,0,60,3,19,56,127,61,84,70,42,19,469,15,25,53,101,53,47,80,48,88,511,514,1477,2032,2756,1601,1641,1705,975,492,13201
POA6151,0,0,5,27,0,0,0,0,0,37,0,0,4,0,0,8,0,0,0,18,6,6,18,53,15,12,5,6,0,113,0,0,0,20,6,0,6,4,0,36,0,0,0,0,0,0,0,0,0,4,0,4,14,24,35,46,43,21,7,186,3,7,15,65,31,25,27,8,4,192,0,8,33,93,64,56,36,15,0,312,0,0,0,28,4,7,3,0,0,49,0,3,0,10,5,0,0,0,0,25,5,10,3,36,16,6,6,0,0,78,0,0,0,7,0,4,5,0,0,8,5,22,6,34,17,12,11,8,0,113,0,0,0,25,34,24,0,0,0,89,0,3,3,10,4,11,7,0,0,33,0,0,5,32,16,17,14,0,0,84,4,32,45,342,102,68,61,30,9,687,33,55,83,256,100,103,109,82,46,873,783,1648,2210,4839,2292,2210,2012,937,290,17226
POA6152,0,0,34,49,5,0,6,0,0,99,0,0,0,8,4,5,0,0,0,23,4,5,27,63,21,20,19,9,0,166,0,4,0,18,9,22,23,3,9,95,0,0,0,0,0,0,0,0,0,0,0,0,7,51,33,39,55,36,18,238,0,9,46,139,53,53,52,19,6,378,0,16,49,137,56,64,36,19,8,393,0,8,6,53,23,12,13,3,0,127,0,0,0,40,0,0,13,0,0,60,0,15,12,44,19,13,4,0,4,112,5,0,0,11,4,3,3,0,4,33,4,17,23,43,10,22,9,6,6,149,0,10,16,50,22,24,16,3,0,139,0,0,3,8,9,9,9,5,3,47,0,5,9,40,14,21,11,5,0,102,8,50,106,434,139,117,99,66,31,1062,36,64,116,324,124,136,128,132,166,1230,1245,2573,3728,7487,2985,2939,2760,1564,942,26227
POA6153,0,6,0,20,7,3,0,3,0,37,0,0,0,3,3,6,0,0,0,14,0,9,9,25,18,14,6,0,0,78,0,0,0,11,3,7,14,0,5,45,0,0,0,0,0,0,0,0,0,0,0,7,17,32,39,77,58,25,13,263,0,38,42,112,76,54,49,21,8,408,0,29,62,95,113,65,58,23,9,459,0,6,10,36,36,26,25,4,0,135,0,8,6,29,8,3,3,0,0,55,0,3,7,32,12,11,7,0,0,85,0,0,0,12,0,5,0,0,0,20,7,24,19,29,14,12,13,5,0,127,0,8,4,28,23,14,7,0,0,74,0,5,0,8,16,13,7,10,4,60,0,0,8,25,26,28,8,7,0,101,3,57,66,219,119,102,100,51,33,751,19,42,69,165,90,98,75,41,19,618,997,2728,2550,5081,2856,2796,2570,1325,510,21419
POA6154,0,0,0,8,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,10,9,30,14,6,0,0,0,81,0,0,0,4,4,4,3,4,5,21,0,0,0,0,0,0,0,0,0,0,0,3,15,16,28,31,21,22,12,153,0,3,17,29,26,13,24,15,6,130,0,9,19,38,53,44,14,12,6,190,0,0,0,8,6,4,0,0,0,21,0,4,0,8,7,0,0,0,0,20,0,0,5,13,6,3,4,0,0,32,0,0,0,0,3,0,0,0,0,5,0,10,4,19,9,8,8,0,0,68,0,5,4,9,11,8,0,0,0,40,0,6,0,5,0,9,5,3,4,32,0,0,4,12,10,13,4,0,0,51,5,23,23,84,42,39,29,28,28,292,12,18,11,84,36,32,41,32,29,289,496,1468,1272,2385,1475,1193,1000,763,568,10621
POA6155,7,70,59,218,55,24,15,0,0,456,0,4,3,8,11,7,0,0,0,32,3,29,66,141,81,58,20,0,0,410,0,0,4,24,13,14,25,3,9,94,0,0,0,3,5,4,0,0,0,13,0,11,34,65,76,111,86,40,22,429,3,123,276,353,273,281,195,50,20,1554,4,54,164,279,224,205,75,33,13,1057,9,80,131,276,181,127,62,26,7,895,3,14,3,136,12,19,13,0,0,205,0,13,13,56,37,17,14,0,0,151,0,7,0,21,9,8,0,0,0,45,9,30,19,34,32,19,14,7,0,156,0,17,19,117,61,48,19,4,0,292,0,3,0,20,7,19,15,15,0,85,0,11,27,54,62,38,14,4,0,216,11,231,259,579,347,242,171,73,22,1928,32,131,158,386,221,143,83,67,30,1241,2672,8235,7631,14194,7887,6065,4522,1913,647,53765
POA6156,0,3,0,16,3,0,0,0,0,21,0,0,0,0,4,0,0,0,0,9,0,12,17,35,16,9,5,0,0,92,0,0,0,17,9,7,17,5,3,54,0,0,0,0,0,0,0,0,0,3,0,3,7,33,38,52,23,24,12,194,0,9,5,28,14,17,18,3,0,97,0,9,27,65,74,35,28,13,8,254,0,3,3,17,12,5,0,3,0,41,0,0,0,14,0,0,0,0,0,17,0,7,6,18,14,0,5,0,0,51,0,0,0,3,0,0,0,0,0,8,0,6,10,29,12,9,11,0,0,83,0,3,0,11,8,4,0,0,0,32,0,0,0,11,12,5,4,11,3,54,0,0,13,19,20,5,5,4,0,62,4,28,25,138,90,64,51,58,20,482,17,88,55,201,122,104,54,60,58,758,954,2532,2305,4311,2713,2158,1546,1071,641,18238
POA6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,5,5,27,4,9,9,0,0,62,0,0,0,6,0,5,10,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,8,31,34,49,38,24,9,196,0,3,4,20,6,3,5,10,3,61,0,0,19,66,30,23,24,12,5,175,0,0,0,0,6,3,0,3,0,13,0,0,0,9,0,0,0,0,0,9,0,7,11,29,11,5,0,0,0,60,0,0,0,4,0,0,0,0,0,6,0,12,3,23,12,10,6,7,0,72,0,0,0,4,4,0,0,0,0,13,0,0,0,10,14,7,6,5,3,42,0,0,0,15,10,15,6,0,0,55,4,25,28,138,49,58,55,27,8,388,13,39,48,167,82,66,81,57,40,586,823,1658,1577,3863,1996,1811,1573,874,439,14603
POA6158,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,4,0,6,4,5,3,0,0,17,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,6,18,12,20,19,9,0,84,0,3,3,0,7,3,0,0,0,21,0,0,5,27,17,7,3,0,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,15,4,14,5,7,10,4,0,66,0,0,0,0,0,0,0,0,0,5,0,8,0,10,0,9,12,0,0,39,0,0,0,4,5,12,0,0,0,21,0,12,11,69,31,28,23,15,16,201,10,32,13,93,32,31,27,35,68,353,368,1006,912,1644,1198,1081,876,471,254,7819
POA6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,16,0,0,0,0,0,3,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,13,3,6,51,0,4,0,5,6,4,6,0,0,20,0,0,8,25,19,17,11,13,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,12,6,0,0,53,0,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,5,0,0,15,0,0,0,5,0,9,4,0,0,21,0,4,11,45,16,13,13,4,0,102,8,21,12,59,25,20,26,10,3,190,167,301,353,1006,471,637,560,338,114,3947
POA6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,3,10,6,8,5,0,0,38,0,0,0,0,7,6,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,34,10,29,28,7,3,111,0,0,5,6,7,6,5,0,0,37,0,3,3,38,12,3,9,0,0,75,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,0,4,0,0,10,0,0,0,11,5,0,3,0,0,29,0,0,0,0,0,0,0,0,0,3,4,8,13,46,16,14,13,4,3,123,0,0,0,0,5,0,0,0,0,11,0,0,0,7,11,6,3,3,0,30,0,0,0,8,4,5,0,0,0,20,0,3,25,131,54,63,40,27,4,342,17,34,86,282,121,90,60,30,11,729,349,637,1004,2988,1293,1278,1040,499,166,9251
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,0,0,0,9,3,4,0,0,0,20,4,6,27,72,23,19,3,0,0,166
POA6162,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,8,8,13,7,3,0,0,0,37,0,0,0,8,0,4,9,4,3,34,0,0,0,0,0,0,0,0,0,0,0,4,7,28,19,29,19,19,4,138,0,0,0,5,8,3,7,0,0,26,0,0,8,31,29,21,6,7,6,104,0,0,0,4,6,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,6,13,4,4,0,0,0,23,0,0,0,4,4,0,0,0,0,10,0,6,9,42,15,19,17,4,0,110,0,0,0,5,3,3,3,0,0,15,0,0,0,13,8,11,5,4,0,41,0,0,0,11,11,10,0,0,0,32,5,12,22,128,78,81,79,62,30,505,15,39,46,160,85,79,58,32,15,536,717,1226,1159,3119,1766,1713,1339,705,330,12074
POA6163,0,0,8,48,0,0,0,0,0,62,0,0,6,12,11,3,3,0,0,26,5,90,151,333,159,89,29,6,0,856,0,0,3,47,22,21,41,7,0,144,0,0,0,3,0,0,0,0,0,11,0,14,19,117,79,105,117,85,24,550,0,18,36,142,55,53,46,15,9,373,0,26,91,241,134,126,56,29,7,706,0,3,8,48,15,16,21,13,0,119,0,0,5,62,3,9,4,0,0,86,7,12,14,64,22,19,12,0,0,149,0,0,0,3,11,0,0,5,0,25,0,20,24,110,34,30,27,9,0,259,0,14,8,70,35,26,18,0,0,176,0,0,6,33,17,33,23,10,7,118,0,3,19,67,28,38,19,5,3,186,17,72,132,715,360,471,431,276,80,2547,111,209,255,837,330,295,265,234,211,2745,3027,5402,6190,15371,7066,7086,5715,3372,1479,54704
POA6164,3,30,12,120,11,11,0,0,0,190,0,0,0,8,12,7,0,0,0,23,10,179,380,717,399,161,40,13,0,1895,0,0,3,55,31,33,45,13,4,184,0,0,3,0,0,6,3,0,0,21,5,38,56,224,130,166,106,52,16,784,8,26,82,266,91,121,75,26,3,690,6,78,159,531,300,178,85,40,4,1383,0,13,20,104,52,28,28,12,3,268,7,3,0,104,5,4,3,3,0,133,3,21,31,98,45,19,12,0,0,235,0,0,0,10,9,4,0,0,0,17,7,27,25,89,29,33,11,5,0,223,0,11,18,54,38,26,7,0,0,142,3,0,9,33,23,17,14,9,3,116,0,18,54,152,76,39,17,0,3,358,7,128,196,1004,475,417,276,117,28,2647,114,229,266,877,308,210,114,89,47,2247,5040,9652,8205,22157,8838,6148,3894,1637,560,66124
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,15,17,11,11,3,0,64
POA6166,0,0,0,10,6,0,0,0,0,16,0,0,0,0,4,0,0,0,0,4,0,21,22,70,42,13,11,0,0,178,0,0,0,8,3,3,10,3,0,29,0,0,0,0,0,3,0,0,0,3,0,4,3,20,19,21,34,14,4,110,0,3,0,6,4,5,3,0,0,29,0,4,7,39,35,21,8,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,7,0,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,6,0,10,5,3,3,3,0,31,0,0,3,5,5,0,0,0,0,20,0,0,6,9,7,5,0,0,0,27,0,0,0,11,7,5,4,0,0,22,0,5,9,118,62,106,87,56,4,448,22,62,40,138,62,75,78,55,11,531,600,1317,1177,2678,1513,1513,1195,619,180,10792
POA6167,0,3,7,32,0,3,3,0,0,52,0,0,0,7,8,0,0,0,0,21,5,183,265,455,266,68,40,10,0,1298,0,0,0,6,4,9,4,0,0,26,0,0,3,9,8,6,0,3,0,21,0,10,6,44,31,59,44,48,19,262,0,9,13,37,26,10,13,4,4,107,0,26,47,172,86,63,34,10,9,444,0,10,11,32,20,3,0,8,0,80,0,0,3,22,0,0,0,0,0,26,0,10,18,48,32,9,6,0,0,127,0,0,0,3,0,0,0,0,0,3,0,8,9,28,9,18,4,4,0,83,0,3,5,30,16,16,0,0,0,70,0,0,4,15,8,21,15,14,9,77,0,5,22,65,28,11,0,0,0,141,0,25,76,301,119,113,95,49,15,787,92,184,162,494,195,148,121,57,22,1480,2077,3827,3453,9153,3668,2837,2039,1043,373,28476
