POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA6226,0,0,0,3,0,0,9,3,0,12,0,0,0,0,0,0,0,0,0,0,4,5,5,11,4,9,5,0,3,40,29,45,82,129,138,148,88,21,3,692
POA6227,0,0,0,0,0,6,0,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,10,4,3,0,33,24,31,69,129,109,101,68,33,9,569
POA6228,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,20,4,6,3,12,25,19,27,12,3,114
POA6229,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,8,3,31,0,0,7,17,26,41,48,17,4,167
POA6230,10,19,35,41,64,102,262,339,213,1087,4,3,17,9,22,34,27,21,21,156,122,150,423,369,394,339,330,220,173,2528,1223,2440,5543,5734,6102,5778,4746,2529,1030,35127
POA6232,5,0,10,14,7,26,65,110,52,294,0,0,3,5,6,5,5,0,0,28,13,22,85,80,74,79,69,90,86,604,294,562,1572,1549,1326,1262,1072,720,301,8664
POA6233,5,0,16,13,22,44,78,107,48,325,0,0,4,0,0,7,0,8,3,28,48,50,140,127,125,159,124,71,30,860,556,904,2340,2809,2607,2622,2107,946,210,15107
POA6236,0,0,0,0,0,0,13,12,11,34,0,0,0,0,0,0,0,0,0,0,6,5,14,10,29,20,26,11,0,119,58,85,188,231,368,391,286,119,32,1751
POA6237,0,0,0,0,0,3,10,18,10,44,0,0,0,0,0,0,0,0,0,6,10,7,17,18,32,34,34,9,7,166,73,107,194,332,379,472,363,126,29,2073
POA6239,3,0,0,8,12,7,35,51,22,141,0,0,4,0,0,6,3,0,4,18,19,6,26,39,39,39,54,43,11,279,126,172,407,529,632,713,675,334,106,3701
POA6240,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,17,3,6,6,23,22,34,30,21,0,144
POA6243,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,5,4,6,3,11,8,13,19,5,4,68
POA6244,0,0,0,0,6,6,8,14,10,38,0,0,0,0,0,0,0,3,0,3,4,0,12,21,26,32,22,24,0,148,24,58,116,186,207,274,208,141,33,1246
POA6251,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,5,0,0,0,13,6,13,18,34,53,56,51,14,0,251
POA6252,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,13,0,3,16,17,19,36,22,16,0,129
POA6253,0,0,0,0,0,4,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,10,16,3,0,49,10,13,41,59,79,122,162,56,16,558
POA6254,0,0,0,0,0,3,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,6,4,10,12,8,7,5,3,55,7,23,46,65,73,108,70,42,12,453
POA6255,0,0,0,0,7,14,24,31,13,91,0,0,0,0,0,0,0,0,0,0,11,19,21,35,50,52,73,46,13,308,96,128,312,445,582,722,812,365,86,3541
POA6256,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,3,4,6,3,39,6,23,31,49,63,78,54,29,4,338
POA6258,0,0,7,7,13,16,58,81,47,222,0,0,12,9,6,3,9,8,6,52,31,18,33,49,91,72,70,51,21,431,203,318,678,691,843,1029,808,431,146,5142
POA6260,0,0,0,0,10,0,4,15,9,41,0,0,0,0,0,0,0,0,0,0,3,9,30,21,25,36,21,11,7,156,43,57,159,153,211,225,179,91,43,1157
POA6262,0,0,0,0,0,0,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,3,9,15,14,20,7,5,0,78,13,10,47,71,118,151,123,55,19,609
POA6271,0,0,0,0,3,8,19,20,8,66,0,0,0,0,0,0,0,0,0,9,18,13,12,27,39,34,35,20,12,204,95,139,312,401,525,511,433,197,49,2661
POA6275,0,0,0,0,0,5,7,15,9,36,0,0,0,0,0,0,0,0,0,4,8,0,11,19,30,32,27,29,4,162,27,16,88,168,182,268,335,152,30,1275
POA6280,6,3,22,24,38,63,162,248,224,788,0,5,31,9,17,20,12,9,13,111,76,57,228,228,234,227,260,226,155,1691,729,1159,2907,3679,4061,4030,4149,2335,925,23970
POA6281,0,4,5,3,4,7,12,23,19,67,0,0,0,0,0,0,0,0,0,5,19,17,81,107,81,80,57,60,7,504,167,209,796,1302,1180,1058,1115,560,112,6505
POA6282,0,0,0,0,0,0,3,0,4,9,0,0,0,0,0,0,0,0,0,0,4,0,13,13,20,19,18,4,0,101,27,28,117,181,256,264,243,64,16,1193
POA6284,0,0,0,0,0,0,3,4,4,16,0,0,0,0,0,0,0,0,0,0,10,7,29,58,56,36,22,11,0,231,49,61,251,549,436,349,233,95,32,2060
POA6285,4,12,27,12,12,9,15,20,17,122,0,0,0,6,3,0,0,0,0,10,41,30,121,142,173,82,89,34,44,760,213,332,1243,1749,1658,1275,1061,357,139,8026
POA6286,6,0,0,0,0,5,0,4,4,14,0,0,0,0,0,0,0,0,0,0,3,0,14,13,10,17,8,0,0,69,21,15,95,149,102,149,97,34,5,667
POA6288,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,7,4,4,6,3,3,0,34,21,19,50,72,106,95,85,37,3,484
POA6290,0,0,0,3,0,7,10,9,14,49,0,0,0,0,0,0,0,5,0,4,0,6,10,16,24,24,28,21,16,144,16,35,94,148,210,353,442,235,106,1632
POA6302,0,0,0,7,0,10,26,48,24,112,0,0,0,0,0,3,0,0,0,5,10,8,30,18,53,61,55,60,21,331,65,92,250,330,391,634,686,371,108,2930
POA6304,0,4,0,0,0,4,19,27,6,64,0,0,0,0,0,0,0,0,0,0,8,11,18,19,24,24,39,22,10,181,44,44,117,161,212,290,348,168,58,1436
POA6306,0,7,0,0,4,3,12,11,12,43,0,0,0,0,0,0,0,0,0,4,8,5,4,18,10,15,11,6,3,79,20,35,76,109,139,142,135,93,41,796
POA6308,4,0,3,3,0,3,20,21,4,57,0,0,0,0,0,0,0,0,0,5,12,8,11,17,34,28,28,27,13,175,37,69,134,154,218,266,240,153,37,1299
POA6309,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,6,0,4,3,10,4,4,4,0,28,8,16,19,24,57,46,50,21,7,252
POA6311,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,9,7,8,3,47,12,27,57,51,89,114,98,39,10,494
POA6312,5,0,3,8,6,13,28,59,35,151,0,4,0,8,0,3,4,7,4,24,25,29,71,59,59,67,70,42,26,451,133,254,519,501,552,617,545,311,154,3588
POA6313,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,21,3,9,23,31,42,48,25,18,0,197
POA6315,0,0,3,0,3,6,14,17,12,59,0,0,0,0,0,4,0,0,0,3,10,10,26,22,23,25,33,21,4,178,50,67,181,204,226,308,297,153,47,1538
POA6316,0,0,0,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,6,8,6,0,35,7,12,37,42,43,68,53,22,3,305
POA6317,0,3,19,24,24,26,37,49,29,216,0,4,7,11,22,18,33,15,5,121,33,23,61,72,44,55,57,38,19,402,136,247,531,483,485,524,430,232,91,3169
POA6318,0,0,3,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,10,5,5,15,11,6,0,48,12,13,53,65,64,80,64,26,0,374
POA6320,0,0,4,0,0,0,4,3,4,19,0,0,0,0,0,0,0,0,0,6,8,4,10,8,12,9,0,0,0,58,24,33,56,57,67,102,46,34,8,422
POA6321,0,0,0,0,0,0,8,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,12,3,3,5,53,12,18,40,63,62,72,62,44,4,381
POA6322,0,0,0,0,0,0,4,5,0,13,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,3,3,6,0,27,10,11,14,25,34,30,41,23,7,190
POA6323,0,0,0,0,3,9,7,10,0,26,0,0,0,0,0,0,0,0,0,0,4,0,4,16,14,18,16,14,0,89,36,23,60,87,142,203,205,98,7,863
POA6324,0,0,4,10,6,6,34,27,15,102,0,0,11,10,15,4,0,0,0,47,19,16,28,50,64,65,64,47,32,380,109,141,339,432,525,586,521,223,106,2990
POA6326,0,0,0,0,0,0,0,6,0,8,3,0,0,0,0,0,0,0,0,5,4,0,7,8,12,12,5,3,0,53,14,26,53,52,74,106,75,24,8,424
POA6327,0,0,0,0,0,0,8,4,0,10,0,0,0,0,0,0,0,0,0,0,3,0,4,7,14,9,0,0,0,30,6,8,28,32,51,31,35,17,5,209
POA6328,0,0,0,0,0,3,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,7,8,5,0,33,7,22,71,50,37,86,44,20,0,336
POA6330,9,11,42,44,55,107,225,352,230,1068,0,5,18,27,36,19,18,10,17,148,97,97,270,234,270,306,318,291,190,2078,1082,1699,4054,4148,4883,5320,4911,2852,1153,30091
POA6333,0,0,4,4,5,9,22,31,15,95,0,0,0,0,0,0,5,4,0,7,32,16,47,62,88,95,93,54,22,517,142,126,393,691,828,1055,1042,542,151,4966
POA6335,0,0,3,0,0,3,9,4,0,17,0,0,0,0,0,0,0,0,0,4,0,4,7,11,8,14,12,0,3,57,15,33,110,97,81,109,87,25,12,572
POA6336,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,7,3,0,0,30,6,18,53,39,48,61,35,7,0,271
POA6337,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,7,11,9,8,11,0,3,60,9,28,77,81,71,82,32,10,0,406
POA6338,0,0,0,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,10,0,0,33,6,24,67,89,93,114,119,39,6,566
POA6341,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,14,5,19,23,42,40,25,18,10,0,187
POA6343,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,3,4,0,0,32,0,5,31,35,43,24,15,7,0,173
POA6346,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,0,0,0,5,0,15,11,16,16,18,10,0,0,83,20,52,126,109,133,121,67,27,15,666
POA6348,0,0,0,0,3,0,11,14,5,33,0,0,0,0,0,0,0,0,0,0,4,4,18,13,17,24,16,8,0,99,10,30,146,134,140,172,153,84,16,894
POA6350,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,6,14,10,0,58,5,8,35,34,48,45,55,34,0,274
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,7,10,9,0,0,41
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,11,4,0,0,34,0,0,19,27,16,26,17,7,0,129
POA6353,0,0,0,0,0,0,0,9,3,14,0,0,0,0,0,0,0,0,0,3,5,5,3,4,9,16,6,4,0,44,23,48,98,90,100,116,74,52,9,613
POA6355,0,0,0,0,0,0,5,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,5,11,3,6,0,0,34,5,12,47,75,69,72,49,15,4,348
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12,4,3,5,24,26,16,8,0,0,87
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,10,0,5,7,8,9,4,10,0,0,47
POA6358,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,3,4,0,16,3,4,12,10,21,13,9,11,5,80
POA6359,0,0,0,0,4,0,6,5,0,13,0,0,0,0,0,0,0,0,0,4,0,4,5,10,6,11,7,6,5,58,3,18,37,82,62,56,50,27,14,353
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,5,0,0,22,0,13,11,13,16,21,9,6,0,84
POA6363,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,7,11,21,7,6,5,0,70
POA6365,0,0,0,0,0,0,3,9,0,11,0,0,0,0,0,0,0,3,0,3,0,0,6,13,5,11,9,0,0,42,3,19,57,75,64,85,73,35,8,420
POA6367,0,0,0,0,0,0,9,3,5,13,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,6,4,3,0,26,10,9,31,33,49,66,50,18,6,283
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,3,0,9,0,3,12,12,4,11,11,8,0,64
POA6369,0,0,0,0,0,0,6,9,8,25,0,0,0,0,0,0,0,0,0,0,4,4,14,11,14,26,12,17,13,107,9,23,81,55,89,99,78,61,37,536
POA6370,0,0,0,0,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,15,6,9,4,57,7,11,54,39,50,84,49,38,6,351
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14,3,0,7,11,13,19,16,13,7,90
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,17,11,10,0,0,68
POA6375,0,0,0,0,0,0,7,9,15,32,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,9,8,3,10,55,18,40,87,101,95,114,142,66,42,717
POA6383,0,0,0,0,0,0,13,16,7,37,0,0,0,0,0,0,0,0,0,0,8,8,23,18,40,39,52,17,11,210,19,17,83,79,108,160,189,81,39,782
POA6384,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,17
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,8,8,0,0,40,0,12,8,16,15,20,12,0,0,92
POA6390,0,0,0,0,0,3,3,9,9,28,0,0,0,4,0,0,0,0,0,4,9,3,20,16,32,37,20,16,3,156,30,54,185,208,232,261,191,86,20,1270
POA6391,0,0,0,0,0,0,4,5,3,15,0,0,0,0,0,0,0,0,0,4,5,4,10,15,11,9,17,12,4,97,15,34,107,151,129,151,119,72,17,803
POA6392,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,4,0,0,8,11,4,12,0,0,3,34,5,12,32,51,59,79,55,35,15,352
POA6393,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0,3,8,9,15,21,19,6,0,85
POA6394,0,0,0,0,0,3,5,11,5,26,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,8,10,6,0,50,7,19,29,49,87,83,75,42,8,397
POA6395,0,3,0,0,3,8,7,12,12,43,0,0,0,0,0,0,0,0,0,0,3,0,12,18,19,27,12,18,16,130,33,57,154,214,168,249,172,107,53,1207
POA6396,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,12,8,4,0,29,5,17,32,52,59,69,35,19,3,296
POA6397,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,3,4,7,24,11,17,4,0,76
POA6398,0,0,0,0,0,0,4,10,3,19,0,0,0,0,0,0,0,0,0,4,0,0,5,5,7,3,6,9,7,33,3,8,29,38,80,121,115,76,13,484
POA6401,3,0,13,5,21,32,75,73,47,277,0,3,0,5,5,6,9,5,4,28,53,73,205,191,167,139,92,86,56,1066,258,434,932,966,1042,1185,1000,506,203,6524
POA6403,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,15,7,10,11,21,18,36,23,17,0,135
POA6405,0,0,0,0,0,3,7,0,5,12,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,4,9,0,0,32,5,10,32,56,27,52,51,17,5,253
POA6407,0,0,5,0,0,6,4,8,9,28,0,0,0,0,0,0,0,0,0,0,6,5,6,15,13,7,6,0,3,61,37,47,120,98,111,106,101,44,26,692
POA6409,0,0,0,0,0,0,3,9,5,18,0,0,0,0,0,0,0,0,0,0,0,4,8,0,11,12,3,5,0,47,12,12,45,37,64,69,40,25,6,305
POA6410,0,0,0,0,0,13,11,14,12,49,0,0,0,0,0,0,0,0,0,5,8,4,12,6,23,18,16,29,11,119,38,24,79,103,121,161,125,101,46,798
POA6411,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,5,0,19,0,8,15,11,24,27,20,11,0,115
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,5,0,0,18,4,4,3,7,9,13,4,0,0,50
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,6,0,7,12,10,14,13,4,0,57
POA6414,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,4,0,16,0,0,13,4,9,14,14,3,0,59
POA6415,3,0,0,3,12,21,19,24,18,98,0,0,0,0,0,0,0,0,0,4,21,14,50,47,35,48,32,24,8,269,75,153,348,327,334,394,307,146,69,2149
POA6418,0,0,0,0,4,0,10,8,6,27,0,0,0,0,0,0,0,0,0,0,5,4,4,9,11,14,20,21,9,87,11,29,65,85,79,93,130,69,24,584
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,15,11,0,5,0,46
POA6420,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,16,8,12,12,9,6,3,67
POA6421,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,4,6,3,0,0,0,0,23,5,7,14,26,25,20,25,4,3,126
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,7,9,10,9,0,5,0,45
POA6423,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,15,0,0,13,12,14,36,29,18,8,132
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,10,0,6,8,8,11,22,7,0,0,59
POA6425,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,18,9,11,20,8,3,0,70
POA6426,0,0,0,4,3,8,8,12,5,42,0,0,0,0,0,0,0,0,0,0,0,3,28,33,30,29,12,6,7,144,7,42,125,139,174,155,105,45,15,797
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,10,6,4,0,0,49,0,6,32,7,32,14,6,0,0,93
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9,3,3,6,6,19,9,3,0,0,45
POA6429,0,0,0,0,0,5,19,4,3,40,0,0,0,0,0,0,0,3,0,7,10,12,31,35,41,40,21,7,0,206,34,42,109,111,167,174,122,34,4,801
POA6430,0,7,12,38,32,76,85,83,42,379,4,4,9,16,6,16,12,3,7,67,72,136,328,279,250,221,167,103,70,1619,624,1473,3641,3307,2901,2473,1270,525,173,16383
POA6431,5,6,15,11,7,14,0,3,0,61,0,0,0,0,5,6,3,0,0,17,3,24,42,35,19,15,4,0,0,154,41,108,193,183,133,90,32,12,0,797
POA6432,10,6,10,20,28,23,39,20,9,161,0,0,3,11,14,4,0,0,0,44,69,80,182,164,142,159,88,24,0,918,259,488,1105,1033,986,922,493,151,26,5457
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,22,12,10,0,0,0,72,3,23,61,49,19,13,3,0,0,171
POA6436,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,9,11,7,9,7,5,0,48,0,17,17,29,20,29,25,3,0,133
POA6437,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,39,50,41,30,24,3,0,0,188,14,99,155,135,90,65,18,0,0,579
POA6438,0,0,0,0,8,3,8,4,0,27,0,0,0,0,0,0,0,0,0,7,5,32,94,54,43,37,9,9,0,284,24,55,193,125,120,117,65,26,3,724
POA6440,0,0,0,0,3,9,7,3,0,33,0,0,0,0,0,0,0,0,0,6,12,37,132,94,94,74,16,0,0,453,31,94,323,235,223,207,56,7,5,1178
POA6442,0,0,3,11,3,12,14,3,0,50,0,0,0,0,0,0,0,0,0,9,38,41,84,96,79,57,37,16,5,456,94,166,338,352,361,328,173,52,12,1867
POA6443,0,0,0,0,0,13,9,7,0,32,0,0,0,0,0,0,0,0,0,0,4,11,29,14,37,34,19,5,0,148,22,43,103,62,119,147,99,45,3,633
POA6445,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,10,21,31,30,22,12,0,120
POA6446,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,13,16,21,15,7,8,0,91
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,12,0,10,33,25,26,26,15,0,0,137
POA6448,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,0,3,3,4,47,16,22,47,42,62,51,49,12,6,301
POA6450,6,0,10,9,24,46,81,125,65,361,0,0,0,3,0,7,7,0,5,31,75,80,151,175,220,173,171,147,36,1236,386,634,1472,1555,1780,1804,1394,897,278,10198
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,0,0,0,0,0,6,8,4,3,26,0,0,0,0,0,0,0,0,0,0,4,7,8,7,8,17,19,8,4,86,18,30,52,82,77,104,126,52,26,562
POA6461,0,0,0,0,0,3,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,8,6,0,39,3,32,26,63,64,60,96,37,6,388
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,7,23,18,22,22,17,3,0,112
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,4,0,0,16
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,8,0,0,0,4,12,5,13,3,0,40
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,3,8,11,11,0,0,50
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,8,0,0,28
POA6468,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,11,7,6,4,0,0,31,9,9,17,34,36,41,10,9,0,164
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6
POA6472,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,11,0,6,14,25,31,29,15,5,3,127
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,11,3,8,0,0,36
POA6475,0,0,0,0,0,0,7,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,0,20,7,7,28,33,53,63,61,27,6,290
POA6476,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,14,9,3,5,39
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,10,0,3,0,24,6,12,30,24,32,58,18,8,7,199
POA6479,0,0,3,0,0,0,4,10,0,14,0,0,0,0,0,0,0,0,0,0,6,0,7,9,5,11,7,10,0,48,15,17,60,61,73,85,67,46,11,427
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,11,8,8,0,0,33
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,9,8,9,5,0,28
POA6485,0,0,0,0,0,4,4,10,0,17,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,0,16,15,4,56,9,16,47,42,54,73,75,65,9,389
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,5,0,4,10,4,0,0,35
POA6488,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,18,7,5,26,12,17,37,28,14,0,145
POA6489,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,16,0,0,5,5,13,17,22,9,0,79
POA6490,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,3,6,15,7,12,7,0,57,9,19,17,20,37,46,44,14,4,211
