POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA6042,0,0,4,18,11,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,5,7,18,11,0,0,0,42
POA6043,0,0,7,45,34,7,0,0,95,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,7,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,17,48,37,7,0,0,115
POA6044,4,18,58,216,140,27,10,5,468,0,0,13,8,3,0,0,0,28,0,0,0,0,0,0,0,0,4,0,0,16,13,3,0,0,0,28,0,6,8,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,4,0,0,0,16,0,8,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,26,83,223,144,27,10,5,523
POA6050,0,27,387,1338,1312,434,62,12,3569,0,51,351,151,12,3,0,11,583,0,11,209,318,46,0,0,3,589,0,62,560,467,57,3,0,8,1171,8,187,398,19,0,0,0,18,624,4,195,268,9,0,0,0,8,483,20,131,200,31,0,0,0,7,389,0,16,78,0,0,0,0,0,94,0,0,0,0,0,0,0,0,3,27,526,945,66,3,0,0,30,1597,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,28,619,1899,1879,1379,435,61,56,6358
POA6051,0,30,274,1021,519,89,15,13,1967,0,25,229,239,14,5,0,3,515,0,150,688,651,74,3,0,24,1597,0,172,916,898,88,3,0,26,2110,9,189,715,217,3,0,0,14,1144,3,113,312,36,0,0,0,8,470,3,179,187,0,0,0,0,3,377,0,137,111,19,0,0,0,0,269,0,0,0,0,0,0,0,0,0,11,613,1328,271,3,0,0,30,2268,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,6,11,825,2519,2190,614,102,13,69,6351
POA6052,3,36,444,1691,1079,119,20,33,3422,5,17,192,187,26,3,0,5,432,0,8,38,126,32,0,0,0,208,5,31,229,308,52,5,0,5,635,0,94,171,18,3,0,0,4,288,4,86,123,3,0,0,0,4,219,3,70,0,0,0,0,0,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,247,300,19,3,0,3,17,593,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,315,973,2024,1142,125,24,53,4660
POA6053,6,46,653,2520,1419,188,22,37,4892,0,130,334,286,46,0,0,25,824,0,0,60,60,24,0,0,0,154,0,133,396,346,71,3,0,25,980,0,21,108,0,0,0,0,0,128,0,5,78,0,0,0,0,0,86,0,0,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26,197,3,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,212,1252,2869,1494,196,19,70,6111
POA6054,7,53,554,3308,2225,308,59,73,6587,0,111,351,648,32,6,0,21,1170,0,19,52,125,21,0,0,7,220,9,123,406,772,51,10,0,26,1394,0,18,110,94,0,0,0,3,225,0,12,16,0,0,0,0,0,32,0,15,34,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,11,0,46,170,94,0,0,0,5,321,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,12,8,228,1128,4190,2282,321,65,107,8317
POA6055,18,37,379,3714,5399,433,99,84,10164,0,12,85,177,20,0,0,4,304,0,7,15,46,0,0,0,0,70,0,24,99,218,26,0,0,3,375,0,0,10,9,0,0,0,0,21,0,0,19,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,4,41,13,0,0,0,0,61,12,46,79,6,3,0,0,8,151,4,0,0,5,10,0,0,0,26,31,115,595,3963,5441,433,101,100,10778
POA6056,16,105,832,5283,5522,756,159,166,12837,0,247,622,1111,33,0,4,54,2076,0,41,224,151,15,0,0,5,440,0,287,847,1264,49,0,4,58,2514,0,74,134,29,0,0,0,4,242,0,46,134,13,0,0,0,5,202,0,24,64,8,0,0,0,0,100,0,14,33,3,0,0,0,0,53,0,8,7,4,0,3,0,0,24,0,164,373,63,9,3,0,17,622,13,41,5,10,0,0,0,5,75,0,0,5,8,0,4,3,3,22,30,598,2063,6627,5575,762,170,249,16072
POA6057,7,34,297,2229,2873,409,74,71,5991,0,0,27,126,19,5,0,5,172,0,0,5,0,4,0,0,0,16,0,0,33,128,23,5,0,9,187,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,7,3,0,0,0,0,10,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,41,334,2355,2901,418,71,80,6204
POA6058,5,21,124,2047,1983,241,36,59,4511,3,59,141,209,9,0,0,12,431,0,12,0,14,0,0,0,0,22,3,66,141,223,9,0,0,13,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,3,0,0,3,0,0,0,9,7,16,78,11,0,0,0,0,111,0,0,0,0,0,0,0,0,5,16,104,338,2276,1999,246,36,77,5096
POA6059,0,29,281,2720,3008,621,116,69,6847,0,87,721,1172,102,9,5,32,2127,0,16,62,94,29,0,0,0,208,7,100,785,1267,132,13,8,33,2334,0,101,218,54,0,0,0,11,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,218,54,0,0,0,11,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,237,1286,4038,3148,633,120,114,9579
POA6060,0,47,398,2425,1184,162,31,36,4291,4,114,1724,2185,131,7,0,41,4212,3,38,345,579,229,10,0,8,1210,5,156,2070,2764,361,20,5,47,5422,5,283,1113,211,15,0,0,18,1633,0,43,92,12,0,0,0,0,146,0,14,17,8,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,338,1220,220,15,0,0,17,1814,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,9,544,3682,5418,1556,182,34,111,11535
POA6061,4,88,613,7138,1653,230,47,207,9980,9,436,922,3446,117,6,4,96,5031,0,72,216,310,54,0,0,13,669,10,510,1135,3760,162,12,0,114,5697,0,28,148,48,0,0,0,3,235,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,30,167,49,3,0,0,3,259,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,3,17,10,626,1917,10956,1821,240,52,326,15948
POA6062,7,45,411,4940,4608,688,106,127,10918,0,21,549,998,158,11,6,25,1766,0,15,76,123,25,3,0,4,252,0,39,634,1113,185,11,6,34,2016,0,6,47,11,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,12,52,11,0,0,0,0,65,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,7,15,9,90,1099,6067,4795,699,109,168,13028
POA6063,6,11,83,1711,2397,267,43,63,4585,0,18,64,176,14,0,0,9,281,0,6,7,5,0,0,0,5,18,0,24,70,184,12,0,0,7,304,0,16,11,0,0,0,0,5,33,0,6,19,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,8,0,31,31,0,0,0,0,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,189,1894,2414,267,43,80,4956
POA6064,10,30,170,4199,4128,487,95,123,9250,0,191,266,684,58,11,3,41,1244,0,0,19,197,3,0,0,3,223,0,187,284,883,60,11,3,41,1473,0,0,22,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,15,0,3,21,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,228,485,5088,4194,498,103,165,10758
POA6065,10,106,671,4751,13860,1365,182,196,21140,3,65,277,940,90,8,0,24,1409,0,4,9,75,22,0,0,0,112,3,68,288,1011,116,8,0,25,1521,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,17,0,23,20,4,0,0,0,0,51,20,65,51,4,3,0,0,15,166,0,0,0,4,6,0,0,3,9,34,264,1039,5774,13982,1372,186,239,22888
POA6066,0,11,63,1807,3343,466,71,67,5830,0,44,88,135,0,0,0,0,272,0,14,10,38,0,0,0,0,68,0,60,98,176,0,0,3,6,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,10,0,4,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,78,159,1981,3345,466,73,71,6177
POA6067,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,8
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0
POA6069,3,45,376,4261,8115,844,133,157,13935,0,22,324,428,118,3,0,12,917,0,12,97,96,27,0,0,0,223,0,32,417,521,143,4,0,16,1138,0,0,27,12,3,0,0,5,44,0,4,90,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,15,0,9,125,12,3,0,0,3,154,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,10,4,84,921,4798,8269,846,136,179,15238
POA6070,0,6,80,436,577,154,15,8,1280,0,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,90,445,577,156,15,15,1305
POA6071,0,8,66,434,557,114,32,15,1222,0,0,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,73,441,557,114,32,15,1236
POA6072,0,0,8,107,140,29,5,0,293,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,112,140,29,5,0,295
POA6073,0,17,75,389,495,95,23,8,1098,0,27,40,11,0,0,0,7,82,0,0,0,0,0,0,0,0,0,0,27,40,11,0,0,0,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,9,50,109,400,495,95,23,16,1191
POA6074,0,6,23,126,156,34,12,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,126,159,34,12,0,354
POA6076,5,51,399,2475,3399,919,203,64,7515,0,77,150,114,7,0,0,7,368,0,0,24,16,0,0,0,0,41,0,79,178,127,10,0,0,7,406,0,3,30,0,0,0,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,3,4,0,23,0,10,32,8,4,3,4,7,61,0,0,3,13,13,11,5,0,42,0,0,4,0,4,0,0,0,11,11,150,615,2625,3423,929,203,73,8039
POA6077,0,4,24,104,210,79,44,3,463,0,4,71,22,0,0,0,3,100,0,0,18,5,0,0,0,0,26,0,4,84,24,0,0,0,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,115,134,210,79,47,8,592
POA6078,0,0,13,36,159,39,19,5,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,159,37,24,5,279
POA6079,0,0,0,4,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,16
POA6081,4,15,93,482,860,154,49,12,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,96,483,860,162,49,12,1677
POA6082,3,12,86,357,556,107,31,8,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,91,362,557,107,31,8,1170
POA6083,10,26,86,317,531,132,53,8,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,18,37,92,317,537,131,48,12,1188
POA6084,9,38,161,744,1547,282,88,33,2906,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,15,40,168,749,1554,282,94,32,2925
POA6090,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
POA6100,4,33,389,1598,762,139,32,29,2976,0,31,185,503,36,0,0,6,771,19,97,280,625,79,3,0,24,1130,19,130,467,1131,117,4,0,26,1903,0,84,80,17,0,0,0,0,178,10,124,169,21,0,0,0,6,324,0,406,419,73,5,0,0,11,922,0,76,400,118,17,0,3,0,612,0,0,0,0,0,0,0,0,0,10,686,1065,225,27,0,6,22,2030,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,4,23,852,1923,2961,906,145,38,77,6920
POA6101,6,67,601,2574,1156,168,50,37,4669,3,134,370,769,65,3,3,21,1366,0,0,28,103,15,0,0,0,156,3,139,399,876,81,3,3,26,1525,3,120,113,172,57,9,0,5,479,4,71,215,13,0,0,0,3,299,0,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,239,328,185,57,9,0,5,825,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,18,443,1330,3634,1295,184,59,71,7034
POA6102,8,65,332,1141,727,187,83,34,2568,24,135,332,849,205,39,54,43,1678,3,58,66,127,63,24,53,10,400,24,189,401,979,267,67,100,53,2076,5,142,161,20,0,0,0,5,335,0,34,36,25,0,0,0,0,92,12,36,55,0,0,0,0,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,213,252,44,0,0,0,10,536,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,51,468,988,2159,991,250,187,103,5195
POA6103,0,79,269,1013,612,69,10,23,2075,0,102,191,251,25,0,0,15,589,0,37,84,214,95,3,0,3,444,0,144,278,466,123,3,0,21,1034,0,63,145,34,0,0,0,5,249,3,130,288,65,0,0,0,5,489,0,133,160,21,0,0,0,3,324,0,215,327,148,0,0,0,8,696,0,0,0,0,0,0,0,0,4,0,542,928,267,3,0,0,16,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,765,1475,1744,743,71,10,69,4873
POA6104,5,56,483,2076,1571,158,25,57,4434,0,127,157,274,35,4,0,9,605,4,24,171,216,35,3,0,9,461,4,147,325,482,66,10,0,27,1064,3,59,64,58,0,0,0,0,180,0,5,12,0,0,0,0,0,19,0,33,25,26,0,0,0,0,83,0,14,27,27,0,0,0,0,67,0,5,0,0,0,0,0,0,7,3,109,129,115,5,0,0,0,362,5,5,3,0,0,0,0,0,8,0,0,0,6,0,0,0,4,8,13,319,941,2677,1639,168,31,86,5881
POA6105,0,50,399,2518,1331,174,34,58,4559,6,30,220,467,78,4,0,14,819,0,75,275,136,40,0,0,7,532,4,103,494,603,117,4,0,24,1348,0,30,101,4,0,0,0,30,173,0,20,53,0,0,0,0,0,77,0,18,46,6,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,73,215,9,0,0,0,35,328,0,5,0,0,0,0,0,6,11,0,0,0,4,0,0,0,4,10,5,218,1106,3137,1448,175,34,136,6262
POA6106,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6
POA6107,13,130,717,5853,5733,725,157,214,13539,4,99,406,1269,161,10,0,45,1996,0,61,175,142,24,3,0,8,418,5,156,579,1411,183,12,0,57,2411,0,48,168,99,0,0,0,5,324,0,40,116,28,0,0,0,3,191,0,18,110,0,0,0,0,0,122,0,41,61,0,0,0,0,0,102,0,6,8,3,0,0,0,0,22,0,155,459,131,3,0,0,9,763,4,8,17,4,3,0,0,4,43,0,12,13,9,9,0,0,0,45,15,465,1784,7416,5930,737,162,285,16801
POA6108,6,21,171,2997,3788,519,51,91,7654,0,22,233,317,21,0,0,11,596,0,0,42,4,0,0,0,0,42,0,22,269,319,21,0,0,13,642,0,0,19,0,0,0,0,0,20,0,8,29,27,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,10,0,8,57,26,0,0,5,3,104,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,56,499,3347,3810,518,56,105,8401
POA6109,0,14,169,1954,1372,168,47,50,3781,0,14,142,234,12,3,0,3,411,0,4,48,12,0,0,0,0,64,0,23,186,240,12,3,0,7,476,0,16,37,73,8,0,0,3,137,0,16,12,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,11,0,28,54,79,6,0,0,3,181,17,89,10,6,12,4,4,10,144,0,0,0,0,5,0,0,0,3,25,149,433,2282,1406,175,55,67,4583
