POA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6336,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,13,3,10,44,31,40,34,23,0,0,195
POA6337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,21,51,60,46,65,15,4,0,271
POA6338,0,0,0,0,5,3,0,0,0,7,0,0,4,3,0,4,0,0,0,7,7,24,58,79,81,76,44,4,0,370
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,12,18,38,36,23,7,0,0,137
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,28,30,21,11,8,0,122
POA6346,0,0,0,3,5,5,0,0,0,13,3,0,5,0,4,0,5,4,0,21,19,36,102,83,103,82,26,7,6,462
POA6348,0,5,5,0,0,10,0,0,0,12,0,0,3,0,0,4,0,0,0,17,8,22,100,106,90,103,21,7,0,459
POA6350,0,5,0,0,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,8,0,11,28,25,26,32,6,3,0,133
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,7,0,0,0,33
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,13,13,3,0,0,70
POA6353,0,0,4,7,3,3,0,0,0,17,0,3,3,0,3,4,3,0,0,18,17,38,85,77,91,95,39,18,0,460
POA6355,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,3,12,35,62,54,58,33,10,0,270
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,19,24,17,4,0,0,73
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,4,7,0,0,36
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,12,6,18,7,4,0,0,60
POA6359,0,0,0,3,0,0,0,0,0,8,0,0,0,5,0,0,0,0,4,7,8,14,33,61,51,36,26,13,5,242
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,10,10,10,3,4,0,51
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,16,7,3,5,0,59
POA6365,0,0,0,4,3,0,4,0,0,7,0,0,0,0,3,0,0,0,0,4,5,15,37,61,51,62,24,10,0,263
POA6367,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,13,23,18,38,50,30,3,0,171
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,12,4,11,4,0,0,44
POA6369,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,3,3,0,9,7,20,58,38,61,71,30,7,0,287
POA6370,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,4,6,9,33,33,32,59,17,10,0,207
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,12,12,3,3,0,50
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,12,11,4,0,0,54
POA6375,4,3,4,7,4,0,4,0,0,21,0,0,0,0,3,4,6,0,0,16,17,32,79,91,72,80,51,3,3,442
POA6383,0,0,0,0,6,6,0,0,0,7,0,0,0,0,0,0,0,0,0,4,6,9,50,44,47,82,31,9,0,288
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,12
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,12,11,6,0,0,39
POA6390,0,0,5,6,0,4,0,0,0,25,0,0,5,0,3,3,0,3,0,21,21,45,113,156,171,179,48,13,0,745
POA6391,0,0,4,0,0,3,0,0,0,4,0,0,5,3,0,7,5,0,0,18,20,33,84,118,109,119,60,18,0,550
POA6392,5,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,4,9,9,24,35,45,59,30,8,0,218
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,7,4,3,0,46
POA6394,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,11,17,20,45,69,57,37,12,0,261
POA6395,0,0,9,3,0,4,4,0,0,21,3,6,3,5,6,11,13,0,0,47,25,50,130,166,130,174,79,10,0,760
POA6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,29,43,51,38,22,3,0,205
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,6,6,0,36
POA6398,0,0,0,0,0,0,4,0,0,5,0,0,3,0,0,4,0,0,0,12,6,5,23,26,54,73,26,4,0,221
POA6401,8,14,21,27,20,26,13,0,0,145,9,9,26,28,32,24,7,3,0,124,215,279,511,594,691,725,245,22,0,3280
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,8,16,11,26,4,0,0,73
POA6405,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,6,8,9,21,37,23,30,12,6,0,147
POA6407,0,0,0,0,3,5,3,0,0,8,3,4,5,0,3,3,0,0,0,26,33,36,93,80,78,70,42,3,0,437
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,34,23,39,37,11,4,0,161
POA6410,0,0,0,0,0,5,0,0,0,6,5,0,0,0,0,4,6,3,0,19,28,14,58,66,81,96,19,7,0,372
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,5,9,14,20,10,5,0,72
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,23
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,0,7,9,4,0,0,23
POA6414,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,7,4,5,5,4,0,0,34
POA6415,5,12,12,15,12,3,3,0,0,67,0,4,6,0,10,15,3,3,0,46,81,111,242,233,236,250,85,17,3,1253
POA6418,0,0,0,5,0,7,0,0,0,9,0,0,3,6,0,0,0,0,0,8,9,21,45,73,60,59,29,10,0,298
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,0,9,8,0,0,0,31
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,8,12,7,0,0,0,50
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,20,15,5,0,0,66
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,8,0,0,0,31
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,14,26,7,0,0,66
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,16,4,0,0,44
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,19,0,0,0,44
POA6426,0,0,0,0,0,0,0,0,0,11,0,3,6,0,6,5,4,0,0,22,4,29,80,101,118,94,35,3,0,472
POA6427,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,16,6,19,0,0,0,0,46
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,13,3,3,0,0,25
POA6429,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,9,0,0,0,18,8,18,59,53,102,96,31,3,0,359
POA6430,44,71,120,118,117,62,15,0,0,547,35,50,107,108,79,62,24,3,0,471,698,1121,2882,2634,2343,1817,437,37,0,11967
POA6431,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,6,11,39,72,81,60,39,12,0,0,304
POA6432,15,27,45,25,20,21,6,0,0,150,12,13,36,37,53,24,10,0,0,188,189,290,653,649,669,588,151,12,0,3202
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,30,26,12,5,4,0,0,94
POA6436,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,8,13,9,8,3,0,57
POA6437,0,4,7,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,7,52,102,87,59,38,8,0,0,364
POA6438,0,0,0,0,3,0,0,0,0,10,0,0,3,0,0,0,0,3,0,8,10,17,82,52,61,63,13,4,0,307
POA6440,0,0,0,0,3,0,0,0,0,8,3,0,6,7,4,0,0,0,0,15,9,40,144,104,99,99,13,0,0,518
POA6442,0,0,6,3,3,5,0,0,0,16,4,3,9,0,15,8,0,0,0,39,55,84,191,198,225,178,40,3,0,978
POA6443,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,7,0,0,19,15,21,55,41,54,66,25,7,0,287
POA6445,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,14,26,16,4,4,0,88
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,11,21,15,6,7,0,72
POA6447,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,13,28,22,24,22,11,0,0,109
POA6448,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,10,16,15,34,30,38,37,17,0,0,185
POA6450,25,34,69,50,69,42,10,0,0,305,20,33,40,43,43,51,19,8,0,258,394,482,1100,1195,1375,1179,332,61,5,6133
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,4,3,0,0,9,12,20,38,63,58,67,34,7,4,298
POA6461,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,7,3,19,21,52,44,30,33,3,0,212
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,18,23,21,4,0,0,83
POA6463,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,3,0,0,14
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,9,3,0,24
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,5,3,13,4,0,0,33
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,22
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,5,14,24,24,28,8,5,0,107
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11
POA6472,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,8,14,24,23,15,0,0,91
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,0,0,0,0,24
POA6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,28,29,45,44,22,3,0,183
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,5,0,0,25
POA6477,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,13,22,21,23,35,7,3,0,123
POA6479,0,0,3,6,0,0,6,3,0,14,0,0,0,5,0,4,3,0,0,9,9,8,42,46,55,57,42,11,0,270
POA6480,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,7,6,0,0,0,20
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,17
POA6485,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,0,0,12,4,10,32,21,39,51,20,10,0,193
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,9,10,0,3,0,28
POA6488,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,15,4,15,13,10,6,0,73
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,7,3,0,0,28
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,12,9,19,29,8,0,0,98
POA6501,4,0,4,3,0,4,4,0,0,16,5,3,3,3,11,5,4,4,0,40,27,30,71,80,130,105,22,5,6,467
POA6502,0,0,5,4,0,0,0,0,0,14,0,0,3,9,4,5,0,0,0,17,20,18,62,85,126,126,44,9,0,497
POA6503,0,0,7,6,3,3,3,0,0,32,0,7,11,11,5,20,4,7,0,57,40,76,230,233,246,252,96,27,5,1208
POA6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,16,13,23,25,9,0,0,93
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,13,9,22,9,7,0,78
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,10,8,4,0,36
POA6507,0,3,5,0,3,0,0,0,0,5,0,0,6,0,0,3,0,0,0,6,7,18,42,51,52,68,40,5,0,286
POA6509,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,8,14,11,19,17,3,9,0,85
POA6510,9,5,13,8,9,3,4,0,0,49,6,6,4,3,8,9,0,0,0,23,44,68,136,144,170,214,85,20,0,878
POA6511,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,3,6,0,0,16,3,7,44,30,31,58,21,7,0,196
POA6512,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,3,8,17,13,6,5,0,55
POA6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,17,30,17,11,3,0,89
POA6514,0,0,0,0,3,5,0,0,0,6,0,0,0,0,7,8,4,0,0,14,0,12,24,21,50,75,37,5,0,220
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,26,38,27,33,21,7,0,163
POA6516,0,7,9,5,9,3,0,0,0,31,0,3,10,4,9,7,4,0,0,41,43,39,142,157,205,205,72,13,0,874
POA6517,0,6,0,0,0,3,0,0,0,17,0,0,0,0,4,0,0,0,0,5,0,17,38,46,30,45,20,0,0,186
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,16,18,17,22,7,7,0,87
POA6519,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,13,33,60,49,55,18,8,0,242
POA6521,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,5,15,40,32,37,46,25,10,0,211
POA6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,27,38,42,37,17,3,0,184
POA6525,3,5,4,9,3,3,0,0,0,35,6,5,3,10,19,20,9,6,0,82,94,86,143,259,351,354,137,35,0,1465
POA6528,0,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,8,12,5,29,27,32,46,21,3,0,182
POA6530,48,77,140,124,114,93,35,12,0,639,46,58,103,97,110,85,34,9,4,549,1100,1247,2732,2918,3290,2727,777,97,14,14898
POA6532,28,20,31,34,33,25,0,0,0,168,6,10,29,22,32,25,10,0,0,129,258,201,623,680,840,658,207,29,0,3507
POA6535,0,0,0,0,0,5,0,0,0,6,0,0,0,3,6,4,4,0,0,22,20,20,63,121,117,173,79,15,0,608
POA6536,3,4,0,7,3,0,4,0,0,21,0,0,9,4,4,7,3,0,0,33,34,36,79,101,144,170,58,4,0,627
POA6537,0,0,10,0,0,3,0,0,0,8,0,0,4,0,7,3,0,0,0,10,10,30,113,92,88,95,25,10,0,456
POA6556,10,9,10,10,13,9,0,0,0,55,7,3,0,12,11,12,3,0,0,50,78,66,139,189,257,236,65,7,0,1037
POA6558,0,0,0,4,5,4,0,0,0,9,0,0,4,3,4,11,6,0,0,35,35,26,42,56,85,110,30,3,0,393
POA6560,0,5,0,0,9,4,0,0,0,20,6,0,6,0,6,7,0,0,0,31,28,51,96,86,131,143,30,3,0,569
POA6562,5,5,5,14,15,0,3,0,0,42,3,5,6,9,3,9,0,0,0,32,33,40,89,117,161,107,52,7,3,614
POA6564,0,0,0,0,0,5,0,0,0,8,0,4,0,3,0,3,0,0,0,11,16,6,28,25,33,27,12,0,0,148
POA6566,3,5,7,3,8,7,5,0,0,42,9,10,11,5,12,24,3,0,0,73,71,62,150,195,283,411,122,13,3,1310
POA6567,0,0,0,4,3,3,0,0,0,5,0,0,0,0,5,4,0,0,0,13,8,12,16,28,53,51,25,5,0,191
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,12,23,38,13,0,0,118
POA6569,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,3,9,10,24,19,22,24,10,0,0,120
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,8,11,0,0,0,35
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,7,0,0,0,27
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,6,7,3,0,0,39
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,18,12,12,3,0,57
POA6603,3,6,3,10,6,4,0,0,0,23,7,5,6,3,4,8,3,0,0,31,24,40,93,112,104,106,55,10,0,546
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,6,0,0,0,21
POA6606,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,14,12,14,8,5,0,66
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,17,17,11,0,0,71
POA6609,0,3,4,6,0,5,0,0,0,25,3,4,6,3,0,4,4,0,0,20,20,29,89,94,54,77,28,4,4,398
POA6612,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,18,7,18,10,0,0,71
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,10,3,0,0,25
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,16
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,21
POA6620,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,23,46,43,55,56,18,4,0,248
POA6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,38,46,36,55,19,3,0,204
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,12,4,4,0,0,37
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,24
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5
POA6630,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,0,0,3,12,21,36,40,48,17,0,0,179
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,9,0,4,3,0,39
POA6635,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,0,0,0,0,3,0,18,43,19,32,15,12,0,0,129
POA6638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,15,25,34,45,42,14,6,0,179
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,18,5,3,0,44
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,16,31,15,19,18,12,0,0,111
POA6642,0,0,0,0,0,4,5,0,0,10,4,4,0,4,0,0,0,0,0,19,3,41,149,81,73,83,37,6,0,483
POA6646,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,4,18,54,42,46,21,0,5,0,196
POA6701,9,7,6,14,15,16,5,0,0,72,6,7,22,19,22,17,12,0,0,100,98,162,445,418,505,459,177,15,0,2285
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,15,7,0,0,56
POA6707,7,4,13,9,15,4,0,0,0,58,4,13,36,20,11,18,3,0,0,106,103,140,437,397,346,247,52,9,0,1727
POA6710,0,0,5,0,3,0,0,0,0,11,0,0,3,9,9,7,3,0,0,39,4,22,118,117,87,85,24,0,0,447
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
POA6713,4,0,7,5,0,0,0,0,0,19,0,0,7,11,9,0,0,0,0,25,37,36,116,188,188,112,16,0,0,692
POA6714,28,34,96,92,62,26,0,0,0,344,20,45,131,135,82,53,8,0,0,481,490,632,2378,2609,1848,974,169,4,0,9105
POA6716,0,0,0,0,0,0,0,0,0,9,0,6,6,4,4,0,0,0,0,20,8,53,191,157,99,66,11,0,0,574
POA6718,0,0,0,0,3,3,0,0,0,17,0,0,0,4,0,4,0,0,0,8,17,16,41,41,43,30,20,4,0,201
POA6720,0,0,6,9,4,5,0,0,0,19,3,9,14,11,4,3,5,0,0,39,58,63,294,330,226,128,24,0,0,1132
POA6721,4,10,23,19,15,10,0,0,0,78,10,5,12,27,22,15,3,0,0,95,101,122,640,722,441,306,57,5,0,2387
POA6722,17,17,50,46,40,24,5,0,0,199,19,33,60,56,45,32,9,0,0,251,282,396,1531,1376,977,720,121,3,0,5402
POA6725,6,15,40,59,28,19,6,0,0,185,14,19,58,80,54,28,10,4,0,269,248,320,1220,1274,1000,709,207,21,0,5002
POA6726,4,11,27,29,22,7,6,0,0,110,9,15,26,30,21,16,3,6,0,120,152,182,700,679,604,411,146,13,0,2889
POA6728,0,5,22,8,18,9,3,0,0,69,0,4,13,10,7,6,8,0,0,51,46,116,376,283,275,278,118,9,0,1501
POA6740,0,0,4,0,4,0,0,0,0,6,0,4,4,4,7,0,0,0,0,16,17,29,83,87,98,64,27,3,0,406
POA6743,7,7,28,33,26,17,0,0,0,113,13,7,47,27,34,30,6,3,0,165,115,202,773,619,565,474,138,15,0,2895
POA6751,3,3,9,14,8,3,0,0,0,45,8,11,16,13,18,0,3,0,0,74,79,123,568,623,407,273,51,9,0,2130
POA6753,4,5,41,30,16,10,0,0,0,102,5,7,25,22,10,10,0,0,0,75,111,279,1052,903,678,434,69,0,0,3523
POA6754,0,3,4,4,0,3,0,0,0,14,4,0,4,3,5,0,0,0,0,14,20,37,158,200,139,108,13,0,0,669
POA6758,0,0,5,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,41,163,144,123,78,6,0,0,570
POA6760,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,11,14,19,107,91,74,64,9,4,0,394
POA6762,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,4,36,101,87,44,39,3,0,0,320
POA6765,0,0,5,3,10,0,0,0,0,17,0,6,12,5,3,5,0,0,0,32,17,42,159,97,88,67,22,3,0,498
POA6770,0,0,5,5,0,5,0,0,0,15,0,0,8,6,8,8,3,0,0,38,20,70,173,145,135,114,29,0,0,681
