POA_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6147,184,337,790,789,652,579,143,10,0,3477,151,74,216,275,198,345,637,383,119,2397,19,24,51,48,45,25,22,15,6,250,354,430,1064,1110,891,945,808,410,128,6127,48,294,1029,1068,829,649,148,7,0,4063,233,363,486,522,409,389,171,18,3,2594,6,13,75,46,52,40,14,0,0,244,3,22,33,35,26,18,0,0,0,137,297,688,1626,1670,1314,1088,338,28,3,7035,16,30,64,52,43,54,12,0,0,274,72,26,36,38,19,28,7,0,0,235,83,58,104,93,68,82,19,0,0,514,378,748,1732,1759,1383,1166,349,28,4,7550,356,156,313,383,333,543,1155,720,202,4160,43,53,116,120,89,55,50,33,12,556,773,957,2161,2263,1803,1761,1560,774,216,12268
POA6148,315,437,704,1089,1041,697,213,29,0,4529,335,95,135,268,255,373,835,693,287,3279,12,8,24,37,22,34,37,59,61,287,659,545,870,1388,1320,1103,1084,778,348,8092,51,347,877,1419,1387,868,176,10,0,5138,446,446,408,615,631,499,257,53,8,3354,8,23,63,68,49,61,33,5,0,307,6,18,20,15,21,24,6,0,0,103,518,827,1371,2113,2077,1448,468,69,8,8893,13,22,49,46,53,33,6,0,0,223,99,40,26,33,27,24,9,0,0,255,113,63,76,82,75,55,15,4,0,479,628,891,1442,2194,2155,1508,480,73,8,9372,690,200,185,332,353,610,1468,1207,492,5533,16,26,61,80,60,76,67,93,88,563,1328,1117,1694,2609,2562,2194,2015,1360,583,15469
POA6149,328,397,693,1067,1028,863,276,16,0,4670,210,70,106,216,185,430,1047,567,282,3116,6,19,17,19,13,27,28,36,40,195,541,486,819,1304,1230,1320,1352,611,320,7982,65,295,939,1394,1408,1023,250,14,0,5395,466,430,355,634,559,564,344,52,3,3406,15,19,64,60,50,72,46,3,0,325,3,11,24,20,18,9,3,0,0,91,558,757,1376,2109,2028,1669,651,71,3,9214,10,23,45,35,34,28,3,0,0,186,82,37,26,30,24,23,22,0,0,256,95,65,72,69,64,60,20,0,0,436,646,818,1448,2179,2089,1724,673,71,3,9647,485,144,172,272,232,656,1908,1054,449,5378,13,28,42,63,46,65,57,60,57,440,1149,992,1662,2513,2373,2445,2632,1191,512,15466
POA6150,318,377,471,614,694,502,166,15,4,3147,207,121,120,133,146,356,680,474,239,2463,15,6,22,22,27,25,35,18,50,222,534,500,611,764,863,882,878,506,287,5828,41,249,624,785,858,644,170,10,0,3385,418,410,297,367,399,354,223,26,0,2498,13,25,51,29,31,41,16,0,0,208,13,18,21,9,6,3,3,0,3,79,491,698,992,1194,1298,1047,415,43,3,6175,0,13,37,25,33,20,4,0,0,140,81,45,23,24,16,16,7,0,0,209,88,66,62,51,46,37,7,0,0,347,575,765,1048,1244,1351,1081,420,41,3,6523,417,233,197,167,198,516,1213,893,410,4243,18,25,58,43,60,45,72,38,84,447,1009,1021,1306,1453,1601,1641,1705,975,492,11207
POA6151,264,512,1058,944,943,746,287,25,0,4782,165,96,143,167,187,375,679,411,141,2359,15,36,81,45,42,47,63,40,36,409,443,641,1280,1156,1171,1169,1035,482,172,7549,36,370,1508,1295,1323,928,244,23,0,5720,383,532,479,504,492,482,364,70,5,3307,21,19,72,82,45,59,22,0,0,327,8,8,23,21,11,11,7,0,0,90,444,934,2083,1908,1870,1480,634,98,4,9450,6,22,48,34,35,38,12,0,0,206,60,39,34,27,17,29,19,0,0,215,60,59,85,60,53,71,33,0,0,419,508,992,2167,1964,1925,1546,667,99,4,9871,447,172,223,218,267,572,1236,759,237,4130,24,66,166,99,102,92,111,83,47,794,978,1233,2552,2279,2292,2210,2012,937,290,14794
POA6152,351,899,1719,1408,1256,1042,305,37,7,7026,287,166,231,292,262,496,1090,771,487,4081,15,30,71,71,51,57,71,91,127,595,656,1095,2026,1768,1566,1603,1473,897,615,11702,86,660,2256,1867,1673,1285,287,28,4,8147,513,942,864,804,636,607,382,67,0,4812,34,58,156,114,64,66,27,0,0,518,15,26,54,32,15,14,7,4,3,165,644,1682,3330,2809,2383,1981,707,99,8,13638,13,41,84,62,65,53,17,0,0,333,90,87,43,31,32,39,16,7,0,339,105,120,129,96,99,95,35,7,0,670,747,1808,3455,2899,2478,2070,735,104,8,14305,714,345,398,394,384,738,1898,1318,745,6938,30,79,198,147,119,131,125,145,188,1172,1498,2229,4051,3441,2985,2939,2760,1564,942,22412
POA6153,377,560,954,1200,1166,957,324,36,0,5573,236,82,144,307,289,480,1033,643,287,3495,18,24,39,39,40,50,33,20,12,275,629,662,1132,1551,1495,1487,1390,692,301,9337,53,397,1238,1556,1611,1184,276,32,0,6359,516,577,459,700,616,621,412,86,3,3993,23,28,65,74,65,78,28,3,0,367,12,15,27,34,20,16,20,3,0,134,596,1017,1795,2360,2314,1897,737,126,8,10843,12,27,42,44,46,40,10,3,0,227,86,46,44,18,40,32,11,0,0,277,101,75,85,66,85,72,23,3,0,505,694,1096,1875,2427,2399,1969,753,133,8,11350,523,174,217,387,359,721,1746,1162,485,5760,26,42,76,99,99,102,71,35,24,577,1246,1307,2168,2909,2856,2796,2570,1325,510,17690
POA6154,203,231,409,629,657,424,90,12,0,2654,109,30,49,109,108,176,445,403,364,1785,3,0,10,18,10,14,23,16,24,122,315,259,471,750,781,611,555,432,383,4564,40,186,574,748,882,517,79,5,0,3029,302,298,203,380,334,276,121,24,0,1938,18,8,34,54,24,43,10,0,0,194,5,0,16,15,6,3,0,0,0,52,352,496,825,1194,1257,843,212,33,0,5214,10,6,20,21,25,26,3,0,0,114,59,22,13,14,15,19,10,0,0,154,68,33,31,33,43,46,15,0,0,264,418,525,856,1227,1291,886,236,33,0,5481,246,62,78,137,148,282,735,702,531,2918,7,8,45,41,31,33,32,34,34,256,671,593,979,1412,1475,1193,1000,763,568,8660
POA6155,1068,1295,2133,3307,3145,1974,430,26,0,13378,887,294,578,967,704,1082,1831,907,378,7626,40,37,80,85,101,50,30,44,8,472,1992,1620,2787,4353,3948,3112,2295,977,389,21473,216,1000,2693,4409,4408,2638,461,16,0,15839,1409,1409,1231,1802,1686,1266,591,66,0,9457,46,73,141,185,157,209,47,0,0,864,11,44,108,80,86,35,13,5,0,378,1684,2523,4169,6468,6336,4153,1112,87,3,26536,40,80,139,135,143,96,12,0,0,650,326,157,102,123,93,64,24,0,0,890,367,235,244,258,237,163,34,0,0,1540,2050,2763,4418,6726,6572,4311,1152,87,3,28078,1946,700,1169,1435,1063,1614,3302,1758,619,13602,92,94,197,246,243,145,71,64,26,1174,4085,3550,5786,8409,7887,6065,4522,1913,647,42858
POA6156,381,447,862,1037,1125,749,188,21,3,4809,268,61,141,187,214,347,623,548,348,2732,24,13,46,41,51,43,29,44,57,345,677,521,1046,1264,1382,1139,844,608,408,7883,94,329,1075,1220,1528,904,154,5,3,5318,532,458,425,641,639,486,237,46,3,3464,20,14,92,72,60,70,22,0,0,348,6,16,22,9,17,11,3,0,0,86,658,822,1610,1938,2253,1466,414,52,4,9221,11,19,35,30,34,23,9,0,0,162,85,26,26,24,27,29,8,0,0,226,96,50,59,56,64,53,15,0,0,387,748,870,1672,1996,2311,1517,431,51,4,9606,505,116,195,234,294,531,1062,944,560,4440,40,24,95,109,113,106,57,78,73,700,1291,1005,1963,2345,2713,2158,1546,1071,641,14751
POA6157,261,356,856,873,884,683,192,14,0,4112,140,38,107,174,141,249,627,446,252,2173,12,18,44,34,39,25,33,52,30,281,412,416,1011,1074,1063,957,853,502,281,6566,52,245,1051,1014,1113,749,158,5,0,4392,360,342,394,556,458,461,207,23,0,2805,15,27,98,83,61,69,21,0,0,390,4,3,18,17,11,11,6,0,0,64,434,610,1562,1670,1640,1290,401,30,0,7646,8,17,25,26,39,27,3,4,0,147,68,20,19,24,21,14,4,0,0,167,77,41,41,53,58,41,13,4,0,320,510,657,1604,1723,1701,1333,410,35,0,7969,281,84,150,210,212,419,1087,765,396,3600,24,35,96,77,82,57,73,73,41,562,810,768,1848,2010,1996,1811,1573,874,439,12128
POA6158,169,166,319,418,512,428,113,13,0,2131,104,13,37,70,99,131,312,228,130,1123,7,3,17,30,12,16,10,18,27,136,278,184,369,517,626,573,438,259,149,3394,30,114,376,483,676,501,97,11,0,2282,215,197,161,247,288,275,142,23,0,1548,3,8,38,29,18,36,14,4,0,156,3,0,9,6,10,4,5,0,0,45,250,317,592,763,993,820,255,32,0,4016,4,9,10,12,19,21,3,0,0,75,46,12,12,4,7,16,6,0,0,98,44,20,26,19,24,34,8,0,0,173,296,336,613,775,1022,853,270,36,0,4188,231,34,70,96,143,196,580,402,218,1968,8,9,42,58,34,36,29,30,38,280,534,378,717,925,1198,1081,876,471,254,6439
POA6159,35,96,246,210,202,195,76,5,0,1071,31,13,26,38,38,113,194,163,64,683,3,11,13,15,7,11,10,7,0,83,75,113,291,259,253,320,286,180,63,1837,8,46,281,267,256,261,63,4,0,1193,56,100,106,114,99,149,103,24,0,752,0,4,26,29,14,13,8,5,0,100,0,0,4,4,7,5,3,0,0,25,66,154,424,420,378,427,179,36,0,2073,3,0,9,10,8,14,0,0,0,37,4,14,4,3,0,3,0,0,0,32,5,14,15,10,5,14,5,0,0,74,71,163,439,429,382,441,184,36,0,2140,75,26,36,52,61,169,343,290,110,1167,9,10,28,33,28,28,30,17,0,168,154,200,501,507,471,637,560,338,114,3481
POA6160,124,261,697,486,487,444,138,16,3,2657,64,50,94,81,103,151,384,231,95,1258,9,30,77,33,50,25,24,11,5,274,192,348,871,600,640,623,550,260,102,4185,22,149,883,641,628,489,106,17,0,2950,136,265,343,330,261,319,157,30,5,1834,4,22,64,38,24,39,14,0,0,205,0,6,17,8,15,5,0,0,0,58,161,447,1307,1023,925,847,281,43,6,5050,3,12,30,23,34,34,4,0,0,143,36,17,25,11,18,11,10,0,0,127,42,31,51,38,51,43,14,0,0,277,201,479,1360,1059,980,896,296,43,6,5327,140,90,150,130,178,296,686,428,152,2261,26,65,178,111,135,85,53,21,8,678,367,633,1690,1293,1293,1278,1040,499,166,8265
POA6161,0,11,20,11,8,8,0,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,11,23,11,9,7,0,0,0,68,0,12,27,11,13,14,0,0,0,81,5,8,9,9,5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,19,41,16,17,16,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,20,44,16,17,16,0,0,0,128,0,0,0,0,0,0,0,0,0,6,0,0,11,0,3,4,0,0,0,15,7,18,52,19,23,19,3,0,0,149
POA6162,172,271,618,692,755,606,159,13,0,3296,98,35,87,130,126,244,495,331,189,1731,13,19,40,46,33,25,32,22,13,234,280,326,748,869,909,881,691,369,196,5263,41,159,739,809,903,616,125,10,0,3400,246,277,350,422,447,457,194,32,3,2428,15,17,68,91,43,71,16,3,0,324,0,9,17,18,9,7,3,0,0,63,299,459,1172,1337,1412,1156,340,45,3,6213,3,9,29,26,28,38,8,0,0,146,44,21,28,16,21,31,9,0,0,168,44,34,51,45,54,70,16,0,0,316,344,493,1225,1376,1462,1220,357,50,3,6525,207,65,134,192,206,423,919,620,311,3085,22,31,92,92,101,73,61,40,13,518,573,585,1453,1667,1766,1713,1339,705,330,10137
POA6163,825,1404,3237,2963,2836,2459,581,58,0,14356,492,258,612,642,630,1146,2340,1598,746,8466,44,80,201,145,128,120,120,159,167,1170,1365,1734,4047,3758,3597,3728,3037,1812,912,23993,247,1147,4081,3753,3643,2804,524,20,0,16224,997,1334,1693,1791,1578,1648,688,83,3,9819,31,88,335,286,161,233,69,5,0,1210,24,38,114,81,65,51,9,3,4,386,1302,2611,6222,5912,5449,4736,1297,109,8,27634,51,102,163,142,167,120,21,0,0,769,235,117,121,90,95,102,35,0,0,789,287,224,283,233,260,223,50,0,0,1562,1581,2830,6503,6143,5707,4960,1346,113,8,29199,1011,499,916,941,1033,1851,4126,2980,1217,14575,104,159,471,398,321,275,236,283,250,2495,2700,3489,7888,7481,7066,7086,5715,3372,1479,46271
POA6164,1227,1807,4497,4724,3690,2090,424,16,0,18487,630,288,816,920,642,980,1520,778,331,6893,46,74,197,171,123,90,64,57,35,855,1902,2168,5504,5816,4448,3168,2005,854,371,26241,402,1706,6004,6403,5157,2772,441,21,0,22901,1537,1430,2176,2705,1873,1276,485,39,0,11524,49,91,514,351,252,199,42,7,0,1501,27,68,140,107,75,49,15,3,3,487,2015,3294,8830,9566,7356,4301,981,57,3,36416,66,141,210,172,145,101,12,0,0,848,307,146,115,129,89,75,19,0,0,873,375,281,328,299,227,174,36,0,0,1726,2391,3575,9157,9869,7595,4471,1017,57,3,38141,1416,533,1079,1136,932,1466,2757,1474,502,11296,108,176,458,467,312,209,120,99,50,2002,3917,4283,10692,11468,8838,6148,3894,1637,560,51437
POA6165,0,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,0,24,5,4,4,6,5,3,4,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,6,3,8,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,12,5,0,0,0,34,0,0,0,5,3,0,4,3,0,24,0,0,0,0,0,4,0,0,0,6,4,3,3,10,17,11,11,3,0,61
POA6166,210,246,493,589,629,505,107,8,0,2794,85,24,96,122,116,226,472,261,89,1485,6,14,27,29,30,34,31,25,4,200,300,284,616,741,778,766,609,298,88,4483,59,226,676,780,810,658,131,9,0,3342,262,215,236,355,359,371,129,20,0,1959,15,13,54,50,55,49,21,0,0,261,9,8,14,21,19,20,3,0,0,88,344,466,981,1210,1242,1095,287,32,0,5653,6,16,25,12,13,10,0,0,0,89,43,8,13,16,16,19,0,0,0,116,51,25,38,23,34,28,3,0,0,208,391,493,1021,1228,1276,1128,289,34,0,5858,200,53,124,166,174,321,840,537,162,2559,13,31,70,67,69,71,64,49,18,453,605,568,1215,1462,1513,1513,1195,619,180,8873
POA6167,433,580,1530,1589,1257,800,172,8,0,6378,289,164,480,478,370,559,834,507,198,3875,45,46,113,98,76,72,50,35,19,559,771,789,2114,2172,1705,1434,1053,557,214,10811,151,588,1849,2111,1723,1013,161,7,0,7605,489,463,821,890,698,515,185,16,4,4075,21,37,172,128,111,66,30,0,0,574,17,28,71,57,40,28,10,0,0,257,680,1110,2925,3190,2574,1623,384,24,4,12506,50,107,156,105,97,70,8,0,0,606,149,59,93,61,52,42,9,0,0,464,196,170,245,168,150,114,18,0,0,1066,877,1282,3174,3352,2718,1740,402,22,4,13574,656,449,1113,1000,754,942,1530,962,338,7747,92,98,268,249,193,155,105,59,31,1251,1630,1825,4549,4603,3668,2837,2039,1043,373,22573
POA6168,342,543,911,950,1122,1046,237,18,0,5166,199,123,347,314,349,696,1379,953,415,4779,55,91,131,83,90,78,99,117,82,819,593,758,1392,1351,1555,1818,1720,1083,501,10760,158,661,1270,1181,1411,1267,215,9,0,6167,374,331,533,537,554,666,248,29,0,3260,11,55,121,85,109,152,33,3,0,580,15,37,44,32,32,25,3,0,0,194,548,1086,1969,1840,2108,2110,497,40,4,10214,48,83,134,101,126,86,13,0,0,592,96,44,59,51,53,49,29,0,0,370,138,131,193,149,183,134,35,3,0,962,688,1219,2159,1986,2290,2245,535,45,3,11175,449,201,490,446,570,1173,2502,1773,668,8288,101,301,370,260,215,198,190,199,153,1982,1236,1720,3019,2696,3077,3622,3229,2022,825,21438
POA6169,598,709,1392,1632,1812,1444,283,24,4,7891,383,169,550,502,513,979,1509,987,330,5918,41,58,121,110,89,85,77,98,107,780,1019,931,2060,2242,2421,2510,1870,1109,443,14591,204,704,1813,2025,2323,1848,259,17,0,9191,666,562,806,921,935,927,300,35,0,5160,19,49,220,137,170,217,54,6,0,874,15,25,71,52,35,23,11,0,3,233,906,1344,2903,3130,3461,3020,624,58,9,15451,96,107,130,101,119,95,9,0,0,657,190,52,77,90,72,69,16,4,0,579,287,168,203,187,198,163,29,3,0,1239,1195,1508,3107,3323,3651,3181,655,62,5,16695,823,301,743,672,787,1581,2775,1852,595,10122,85,95,292,298,259,243,148,182,159,1760,2096,1905,4145,4285,4704,5012,3579,2096,762,28573
POA6170,247,498,1311,1130,783,407,52,3,0,4432,193,99,370,325,181,232,293,115,19,1831,18,21,65,62,36,29,10,9,3,265,460,621,1748,1520,1006,666,356,125,21,6534,91,485,1642,1696,1068,566,70,6,0,5618,319,362,697,610,405,222,51,12,0,2678,15,31,132,83,61,42,3,0,0,371,7,20,60,43,28,7,0,0,0,171,431,897,2532,2429,1562,842,124,19,0,8833,38,53,76,58,32,24,3,0,0,292,56,29,55,41,28,13,6,0,0,230,97,86,136,103,61,42,7,0,0,521,526,981,2668,2531,1624,884,129,14,0,9356,404,167,451,412,274,339,516,231,37,2835,55,47,170,153,94,68,25,13,3,626,982,1194,3297,3100,1990,1283,667,258,49,12824
POA6171,767,914,2558,2412,1778,919,138,7,0,9491,397,181,729,584,332,533,898,507,89,4249,43,54,175,116,82,51,48,41,9,616,1207,1147,3461,3112,2195,1506,1078,549,97,14355,264,939,3240,3280,2520,1290,162,8,0,11703,883,597,1269,1243,864,519,156,9,0,5544,26,52,335,206,147,118,24,3,0,915,17,34,118,81,38,27,4,0,0,319,1193,1621,4960,4805,3576,1956,351,20,0,18478,52,58,116,105,68,55,3,0,0,453,241,56,96,72,32,34,8,3,0,540,292,120,208,177,99,88,14,3,0,992,1487,1739,5169,4983,3670,2040,359,20,0,19473,849,271,857,713,474,767,1529,983,154,6594,93,105,394,339,251,148,96,67,9,1504,2432,2116,6423,6035,4389,2955,1986,1073,169,27574
POA6172,327,308,555,644,804,521,58,0,0,3219,171,80,220,206,193,298,414,239,103,1912,15,10,40,48,38,24,22,21,25,260,510,402,820,898,1039,850,492,258,128,5392,97,324,722,784,1061,668,85,3,0,3745,344,252,289,326,432,329,77,0,0,2056,21,27,93,66,60,80,18,0,0,361,8,18,30,22,19,11,0,0,0,118,474,622,1135,1207,1565,1096,177,8,0,6278,37,38,59,43,36,33,0,0,0,250,102,25,36,26,17,17,9,0,0,232,141,59,100,73,57,51,6,0,0,480,612,684,1228,1279,1628,1141,186,8,0,6755,366,137,290,261,268,438,714,465,176,3121,40,47,106,134,124,67,34,40,33,622,1021,866,1628,1672,2011,1646,944,510,216,10504
POA6173,349,302,504,806,925,384,43,0,0,3328,147,42,158,198,144,168,221,117,25,1219,15,13,23,30,23,17,4,3,0,132,515,357,682,1034,1095,569,276,128,26,4679,148,306,647,1052,1257,602,49,0,0,4058,457,249,276,454,465,227,60,7,0,2190,19,23,64,84,69,48,10,0,0,312,6,15,25,14,24,15,0,0,0,92,633,590,1000,1601,1818,889,116,12,0,6664,30,20,24,31,26,14,0,0,0,154,69,19,30,27,10,8,3,0,0,168,102,46,52,59,38,28,3,0,0,322,737,631,1056,1656,1859,920,121,12,0,6986,367,72,183,240,188,249,391,218,44,1952,24,29,74,108,87,50,12,6,0,399,1127,738,1315,2001,2136,1215,526,231,46,9331
POA6174,127,164,356,360,306,162,28,0,0,1496,72,34,103,68,78,71,101,59,10,597,13,11,24,27,18,0,4,6,0,103,213,203,479,457,400,235,127,67,10,2194,47,189,432,431,383,201,20,0,0,1706,167,109,189,203,152,98,31,5,0,953,6,15,56,36,23,21,0,0,0,155,8,0,23,10,13,0,0,0,0,55,226,322,699,681,565,316,55,5,0,2869,10,20,18,15,10,9,0,0,0,85,25,6,9,11,13,12,9,0,0,81,35,29,23,27,24,13,7,0,0,164,266,350,725,711,589,326,59,5,0,3031,155,45,127,92,103,126,184,111,18,972,27,29,48,56,44,12,4,11,0,237,449,425,899,853,742,473,253,125,15,4240
POA6175,108,98,197,232,252,147,18,3,0,1057,26,16,55,63,46,64,106,53,18,455,0,0,12,4,10,7,0,0,3,40,139,115,265,296,312,220,127,56,18,1557,39,96,215,293,355,186,13,0,0,1192,124,75,116,140,119,100,22,5,0,701,5,11,27,19,27,25,3,0,0,121,4,7,0,7,0,4,0,0,0,31,177,183,360,465,495,317,38,5,0,2038,3,9,10,11,13,9,6,0,0,56,23,3,8,7,11,7,0,0,0,57,29,17,23,16,23,13,3,0,0,115,205,199,378,478,516,328,43,5,0,2153,84,26,77,75,60,98,200,105,31,765,5,6,26,22,25,20,8,0,7,124,288,232,483,579,607,453,248,117,35,3042
POA6176,41,40,167,104,92,58,16,0,0,525,18,15,49,24,21,27,51,16,4,225,9,0,4,5,8,3,0,0,0,32,65,56,221,136,124,95,69,16,4,783,17,43,199,120,129,89,16,0,0,612,40,29,98,62,43,39,15,3,0,336,0,5,20,16,9,12,3,0,0,65,0,0,9,3,4,6,0,0,0,19,55,83,327,205,178,142,28,5,0,1035,0,5,7,5,5,0,0,0,0,25,13,5,3,4,4,0,4,0,0,26,18,3,12,7,5,0,4,0,0,49,78,87,338,211,189,146,33,5,0,1085,48,19,62,28,25,39,97,36,9,371,10,0,12,20,15,5,11,0,0,86,132,111,413,258,233,187,140,48,15,1542
POA6180,137,145,400,401,316,179,43,4,0,1610,70,35,134,101,63,102,253,156,15,932,5,11,23,16,15,12,17,11,0,106,210,193,555,518,390,287,313,166,17,2649,41,155,453,512,411,216,31,4,0,1817,190,97,221,246,159,101,50,6,0,1068,5,14,62,38,25,31,4,0,0,183,3,10,22,8,6,5,5,3,0,52,237,276,755,803,603,358,87,12,0,3127,7,20,28,17,16,13,0,0,0,97,34,5,22,11,10,6,0,0,0,83,42,23,44,27,24,16,4,0,0,181,282,301,801,825,625,377,85,12,0,3308,156,53,163,133,96,143,414,310,40,1502,10,19,57,46,41,31,21,17,4,250,447,371,1019,1005,760,548,523,341,46,5063
POA6181,13,9,10,28,36,34,6,0,0,135,6,0,6,5,10,12,15,4,6,59,0,0,0,0,0,0,0,0,0,3,24,5,14,31,46,44,25,4,6,198,0,7,17,36,62,45,3,0,0,178,18,14,5,13,15,15,6,0,0,81,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,21,19,46,82,60,14,0,0,270,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,9,27,21,19,50,88,62,14,0,0,284,20,0,9,8,13,17,28,6,6,107,0,0,0,0,4,7,0,0,0,6,46,20,28,55,102,83,45,10,6,394
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
