POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA6168,46,9,160,106,33,37,33,37,9,471,0,0,3,4,0,8,0,3,0,19,6,6,16,22,10,6,21,10,0,107,14,22,47,39,20,8,21,32,32,243,613,1066,1456,1205,672,313,433,511,117,6398
POA6169,40,14,203,121,53,59,50,65,17,622,0,0,7,3,0,0,0,4,0,18,13,20,37,22,14,5,23,16,3,152,25,17,82,56,17,32,54,48,46,366,973,2034,2446,1587,1052,533,669,735,169,10197
POA6170,30,9,143,76,37,38,42,50,8,439,0,0,0,0,0,0,7,3,0,7,5,11,22,14,7,7,20,8,0,96,16,9,29,19,16,10,32,21,31,177,527,1392,1269,1017,681,336,483,428,91,6228
POA6171,94,33,264,175,108,75,72,71,7,901,0,0,0,0,0,3,0,3,0,13,17,21,46,32,10,14,26,14,7,189,33,21,51,46,32,19,41,33,54,329,1352,2589,2771,1972,1434,585,803,717,179,12391
POA6172,34,5,77,49,27,39,24,24,4,291,0,0,0,0,0,0,0,0,0,4,7,15,21,16,5,0,3,5,4,78,6,11,28,10,10,8,14,14,20,114,380,658,986,637,394,243,298,281,67,3944
POA6173,38,11,93,61,41,33,10,26,3,316,0,0,0,0,0,0,0,0,0,6,18,9,14,7,4,3,7,6,3,75,10,7,33,10,22,3,14,8,20,117,595,1011,1027,712,456,220,228,236,70,4568
POA6174,26,5,28,22,20,13,12,6,0,136,0,0,0,0,0,0,0,0,0,4,4,7,5,0,0,0,5,0,0,29,9,4,18,10,3,0,6,6,7,65,211,389,459,311,195,106,139,113,32,1949
POA6175,8,7,30,14,11,4,5,8,0,88,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,10,0,0,28,0,0,5,6,0,5,4,6,6,46,153,341,355,206,129,59,83,79,32,1433
POA6176,5,0,19,19,6,4,5,3,0,54,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,9,0,4,4,0,3,3,6,0,4,22,80,106,142,115,73,38,58,53,18,677
POA6180,14,4,58,31,20,15,15,17,0,176,0,0,0,0,0,0,0,0,0,0,3,4,8,4,0,0,9,0,0,29,10,3,9,10,6,0,5,6,10,54,224,419,460,358,219,108,171,140,19,2109
POA6181,0,0,0,6,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,42,26,23,10,10,11,5,192
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,7,5,0,7,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,0,4,0,3,0,0,5,3,17,47,51,119,41,33,15,23,19,5,349
POA6208,15,9,78,38,21,31,18,30,0,236,0,0,0,3,0,4,0,0,0,12,3,10,16,7,0,3,8,4,8,48,5,9,17,14,5,11,20,19,10,112,310,481,773,444,282,159,295,245,47,3031
POA6209,4,0,13,5,6,3,3,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,3,0,12,54,75,127,54,41,20,32,32,5,446
POA6210,159,31,411,241,113,163,115,152,13,1392,5,0,6,7,0,4,0,11,0,30,19,39,47,42,31,9,47,20,11,261,51,36,108,72,47,44,92,76,88,617,2034,3975,4139,2970,1846,1132,1421,1300,313,19138
POA6211,19,3,47,25,23,19,15,16,5,165,0,0,0,0,0,0,0,0,0,3,0,7,6,5,0,0,0,0,0,20,0,3,13,12,3,8,14,7,19,72,241,449,555,312,217,125,192,162,46,2293
POA6213,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,36,33,25,15,0,23,16,4,172
POA6214,6,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,32,20,48,18,21,0,10,13,4,171
POA6215,5,0,19,10,10,9,8,5,3,62,0,0,0,0,0,0,0,5,0,4,0,5,8,0,0,0,3,4,0,16,10,0,10,5,4,0,10,6,14,50,121,137,311,126,89,36,113,81,27,1041
POA6218,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,10,13,33,16,5,8,12,19,7,120
POA6219,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,9,24,26,52,19,11,5,11,12,0,160
POA6220,3,0,23,11,7,3,6,13,0,73,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,3,0,21,5,0,9,6,4,3,3,12,10,61,122,162,273,116,97,41,93,246,34,1196
POA6221,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,9,24,17,9,16,11,7,3,15,0,97
POA6223,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,13,15,6,10,6,3,3,0,70
POA6224,0,0,0,8,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,3,16,33,42,80,55,22,8,26,32,6,308
POA6225,14,3,37,20,15,13,25,18,0,144,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,13,0,0,28,4,3,23,11,4,6,12,9,3,78,161,296,645,300,191,87,265,172,37,2151
POA6226,3,0,4,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,12,0,0,3,0,0,0,0,3,0,8,53,64,103,35,37,3,25,19,3,338
POA6227,0,0,0,3,7,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,5,0,0,0,6,0,0,13,24,55,65,30,33,6,22,18,3,260
POA6228,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,6,0,31
POA6229,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,3,3,4,3,7,0,40
POA6230,72,24,265,132,77,73,65,97,9,815,3,5,0,9,0,0,8,6,0,29,17,42,38,28,19,3,36,24,7,211,26,24,88,40,22,24,56,60,63,399,1385,3532,2857,1871,1395,728,893,1104,191,13963
POA6232,18,7,57,29,20,36,27,36,0,233,0,3,0,3,0,0,0,0,0,7,7,0,10,7,3,3,9,3,3,41,6,13,21,15,11,10,13,16,13,118,270,639,857,482,375,215,284,254,60,3435
POA6233,34,16,108,81,48,55,49,43,0,435,0,0,0,0,0,0,0,0,0,3,9,11,24,10,13,4,30,11,0,123,11,11,38,12,16,9,29,24,28,169,567,1324,1644,855,721,337,522,439,95,6507
POA6236,6,0,7,5,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,0,0,3,0,3,0,8,3,26,145,179,155,74,74,28,64,60,11,795
POA6237,3,0,0,4,6,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,14,4,0,6,4,3,5,7,0,7,33,113,215,199,97,99,33,66,65,12,891
POA6239,6,0,18,3,6,9,7,11,0,68,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,8,0,0,25,0,4,4,6,7,5,8,14,6,57,184,276,283,157,121,55,100,117,27,1318
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,11,4,7,0,0,0,0,56
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,17
POA6244,0,0,4,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,3,0,0,0,6,5,0,17,128,62,62,32,43,22,27,37,0,413
POA6251,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,11,10,9,11,5,8,14,0,91
POA6252,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,10,6,3,6,9,11,3,42
POA6253,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,6,53,40,36,15,13,15,18,14,4,213
POA6254,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,17,21,42,9,7,3,15,14,0,127
POA6255,4,6,25,12,3,9,5,16,0,67,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,19,3,7,10,0,4,0,10,3,6,41,191,273,235,166,102,72,103,98,21,1259
POA6256,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,24,31,16,21,6,9,3,4,165
POA6258,17,0,36,21,16,18,5,16,3,117,0,0,5,0,0,0,0,0,0,5,8,5,4,4,0,0,0,3,0,28,12,0,11,8,3,7,11,14,7,61,308,311,337,226,157,86,102,187,23,1736
POA6260,3,0,9,6,3,3,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,0,0,0,0,7,3,30,106,63,37,44,34,21,20,66,10,400
POA6262,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,49,25,34,24,13,9,11,20,3,186
POA6271,5,0,15,7,3,3,3,12,0,48,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,11,0,7,7,0,4,8,3,4,3,34,106,224,214,143,99,42,65,102,13,1012
POA6275,4,0,3,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,3,0,0,23,78,79,61,37,35,6,24,45,5,379
POA6280,92,12,292,117,53,56,43,81,8,757,0,0,0,3,0,7,0,0,0,12,17,23,21,14,9,11,10,9,8,122,26,14,49,25,25,26,27,34,28,257,1166,2004,1900,1263,909,554,522,771,132,9219
POA6281,43,13,94,41,17,12,10,21,6,251,0,0,0,0,0,0,0,0,0,4,3,5,5,3,0,0,6,3,0,32,18,6,15,13,11,16,4,10,9,104,457,766,641,305,274,197,104,230,45,3017
POA6282,13,0,8,7,8,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,5,3,3,4,0,0,0,0,5,29,128,193,77,45,48,30,13,49,12,602
POA6284,11,0,25,12,5,4,0,11,0,72,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,15,6,0,0,5,4,3,3,6,0,26,170,261,197,118,102,56,41,87,13,1051
POA6285,41,10,142,37,18,25,20,46,4,346,0,0,0,0,0,0,0,0,0,3,12,17,12,11,0,6,0,11,0,66,14,17,30,16,7,9,9,17,10,120,574,980,774,476,266,233,170,368,49,3887
POA6286,0,0,5,0,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,0,0,0,0,0,8,47,66,62,34,21,23,14,28,4,302
POA6288,4,0,5,0,0,5,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,13,53,25,41,22,12,8,11,28,0,194
POA6290,4,0,11,9,4,0,0,3,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,3,0,0,4,0,20,72,76,82,57,37,34,13,39,5,409
POA6302,3,0,16,8,3,9,5,0,0,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,14,10,0,3,7,4,3,4,0,6,44,139,185,154,113,75,47,51,51,12,837
POA6304,7,0,0,6,4,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,14,101,66,55,38,24,11,28,39,10,370
POA6306,3,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,3,9,61,32,25,28,29,13,16,23,4,225
POA6308,4,0,3,7,3,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,15,87,47,51,30,30,9,21,39,12,337
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,28,7,5,13,5,0,4,15,0,82
POA6311,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,23,27,20,15,20,5,8,18,0,142
POA6312,7,0,23,17,0,6,0,7,0,74,0,0,0,0,0,0,0,0,0,4,4,5,4,0,0,0,0,0,0,12,8,0,8,17,0,0,3,13,4,60,184,301,221,184,118,65,65,103,17,1257
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,5,5,5,0,3,8,0,66
POA6315,5,0,9,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,91,70,68,40,45,20,24,49,5,415
POA6316,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,34,15,10,11,10,8,9,4,0,102
POA6317,9,3,17,11,7,0,7,11,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,4,3,9,0,3,0,22,8,58,118,186,178,120,79,49,42,135,21,930
POA6318,0,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,48,22,10,12,14,4,4,17,0,136
POA6320,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,14,12,11,0,8,14,0,112
POA6321,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,35,6,9,13,8,0,10,15,3,105
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,20,7,6,5,6,0,0,6,0,53
POA6323,0,0,3,5,5,5,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,3,0,0,0,6,12,39,41,30,25,27,9,17,29,7,228
POA6324,4,0,14,3,11,16,5,8,0,60,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,6,0,0,15,4,0,3,3,0,0,0,5,6,30,208,174,158,126,99,55,55,109,16,1003
POA6326,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,37,35,19,13,11,5,8,21,4,152
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,26,4,11,6,4,0,3,4,0,70
POA6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,46,15,16,9,14,8,3,24,0,131
POA6330,76,26,240,113,73,68,37,79,10,721,0,0,0,0,0,3,0,5,0,19,20,19,22,27,15,4,7,17,8,140,39,22,60,45,25,29,25,53,27,322,1347,2843,2074,1804,1111,671,552,885,132,11430
POA6333,17,0,28,17,5,5,3,16,0,97,0,0,0,0,0,0,0,0,0,0,8,8,9,8,0,0,0,4,0,36,6,7,9,10,0,4,0,13,6,60,341,510,305,213,165,79,64,161,31,1873
POA6335,4,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,50,19,40,9,12,6,13,21,6,189
POA6336,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,9,6,3,3,9,12,0,87
POA6337,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,50,23,19,3,13,0,15,14,0,142
POA6338,5,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,8,78,19,25,9,16,5,13,33,3,204
POA6341,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,6,0,4,4,5,6,7,0,70
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,8,8,5,4,0,0,11,0,69
POA6346,0,0,3,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,5,0,0,13,76,30,40,22,27,9,34,22,12,264
POA6348,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,16,41,57,78,21,22,10,32,4,6,277
POA6350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,6,10,12,8,0,0,9,0,64
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,0,0,0,19
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,8,5,4,0,9,0,36
POA6353,4,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,11,66,44,38,18,29,5,23,13,3,250
POA6355,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,7,67,13,13,7,4,0,10,21,7,132
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,36
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,18
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,25
POA6359,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,5,37,13,12,6,16,4,14,13,0,112
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,4,0,33
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,4,0,0,0,0,0,0,25
POA6365,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,48,22,18,13,11,7,12,18,5,143
POA6367,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,6,11,15,4,0,4,5,3,81
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,0,0,0,3,0,20
POA6369,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,35,19,22,9,9,8,5,18,5,123
POA6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,13,8,10,9,3,4,8,0,84
POA6372,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,6,0,22
POA6373,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,26
POA6375,7,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,57,36,36,32,26,18,14,17,4,238
POA6383,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,45,26,21,26,9,5,7,7,0,152
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,6,4,6,0,0,27
POA6390,0,0,3,0,7,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,3,0,0,5,0,4,28,54,74,111,34,52,8,68,31,4,430
POA6391,0,0,8,5,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,3,0,0,15,104,56,30,23,20,15,31,37,3,313
POA6392,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,23,18,14,9,0,4,11,0,113
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,5,0,0,3,0,21
POA6394,3,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,11,74,22,9,9,8,4,3,25,0,154
POA6395,6,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,21,119,71,60,37,24,14,28,51,0,404
POA6396,6,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,14,12,9,18,0,8,24,0,115
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,23
POA6398,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,27,35,20,14,11,10,4,12,9,135
POA6401,8,0,35,18,8,12,3,14,0,105,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,4,0,0,19,12,0,13,4,9,5,8,8,12,63,282,391,339,267,186,108,119,149,22,1861
POA6403,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,5,7,0,5,3,9,0,36
POA6405,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,10,15,6,6,0,5,7,0,69
