POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA6511,0,0,0,10,3,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,4,0,0,3,5,5,38
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,9
POA6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,21
POA6514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,0,3,0,0,7,32
POA6515,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,0,3,0,0,0,0,0,29
POA6516,0,0,0,17,6,0,0,4,4,5,3,0,0,0,28,40,0,0,0,0,0,0,0,0,0,0,3,3,26,7,0,46,10,19,0,4,4,0,25,152
POA6517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,4,0,6,0,0,0,6,0,35
POA6518,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,9
POA6519,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,5,7,0,0,0,4,0,57
POA6521,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,9,0,0,0,0,0,28
POA6522,0,0,0,5,5,0,0,4,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,19,3,11,0,0,0,4,3,47
POA6525,0,0,0,43,11,6,0,11,0,3,0,0,0,7,44,83,0,0,0,0,0,0,0,0,0,0,0,8,67,6,3,84,12,44,6,13,9,21,49,316
POA6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,10,0,0,0,4,4,40
POA6530,7,3,0,472,45,9,5,33,7,17,5,10,3,17,372,520,0,0,0,5,0,0,0,0,4,0,11,22,679,143,29,931,98,438,71,150,49,193,386,3168
POA6532,0,0,0,149,11,0,0,18,0,5,0,3,0,11,136,182,0,0,0,0,0,0,0,0,0,0,0,3,215,25,3,238,39,101,23,18,6,32,136,848
POA6535,0,0,0,10,0,0,0,4,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,35,4,24,0,4,5,12,11,114
POA6536,4,0,0,11,4,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0,3,12,6,6,21,3,11,3,14,6,6,20,105
POA6537,0,0,0,3,4,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,27,0,13,4,0,6,6,8,72
POA6556,5,0,0,46,5,0,0,3,0,7,0,0,0,3,29,56,3,0,0,0,0,0,0,0,0,0,0,3,44,7,4,71,9,27,9,10,7,19,29,242
POA6558,0,0,0,11,4,0,0,3,0,6,0,0,5,0,12,25,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,27,3,20,0,4,8,7,12,88
POA6560,0,0,0,23,6,0,0,0,0,3,0,0,0,3,12,28,0,0,0,0,0,0,0,0,0,0,0,0,37,7,0,20,0,19,0,12,6,21,14,136
POA6562,0,0,0,26,3,0,0,0,0,4,0,0,0,5,23,31,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,31,8,28,6,6,3,11,25,152
POA6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,7,0,0,0,3,0,30
POA6566,0,0,0,20,8,0,0,4,0,0,0,0,0,4,42,67,0,0,0,0,0,0,0,0,0,0,0,0,41,10,4,58,9,46,0,9,6,22,42,245
POA6567,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,4,10,44
POA6568,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,4,0,0,0,0,3,23
POA6569,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,0,3,0,3,6,23
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA6572,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,0,6
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,3,13
POA6575,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,11
POA6603,0,0,0,12,3,0,0,3,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,42,4,21,0,3,3,4,11,100
POA6605,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,7
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,3,10
POA6608,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,4,0,0,0,0,0,16
POA6609,0,0,0,12,0,0,0,5,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,36,6,21,0,0,0,0,12,98
POA6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,13
POA6613,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
POA6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,0,0,6,26
POA6623,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,18,0,5,0,0,0,6,4,50
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,10
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6630,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,7,0,0,4,3,3,33
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,8
POA6635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,13
POA6638,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,18
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
POA6642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,3,7,0,0,0,21,7,52
POA6646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9
POA6701,0,0,0,48,15,0,0,5,3,6,0,0,0,5,27,63,5,0,0,0,0,0,0,0,0,0,0,3,114,20,5,84,18,55,7,22,5,48,33,408
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,4,0,3,0,18
POA6707,0,0,0,41,11,0,0,7,0,0,0,0,0,0,41,69,0,0,0,0,0,0,0,0,0,0,0,0,66,15,9,99,10,44,5,3,9,5,46,308
POA6710,0,0,0,31,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,19,3,20,4,0,0,3,3,86
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,0,0,0,94,9,0,0,0,0,0,0,0,0,0,17,33,0,0,0,0,0,0,0,0,0,0,0,0,56,8,8,51,8,30,6,0,7,3,20,193
POA6714,26,4,0,897,36,0,0,14,3,8,0,0,0,6,173,263,0,0,0,0,0,0,0,0,0,0,10,13,579,52,26,653,122,390,40,35,44,29,187,2169
POA6716,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,8,0,0,3,0,6,24
POA6718,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,7,0,5,5,23,0,49
POA6720,0,0,0,124,3,0,0,0,0,3,0,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0,0,0,83,6,8,79,22,49,3,3,5,9,18,285
POA6721,7,0,0,245,5,0,0,3,0,0,0,0,0,0,43,55,0,0,3,0,0,0,0,0,0,0,0,3,159,6,10,131,31,100,4,5,13,6,47,512
POA6722,3,0,0,390,23,0,0,8,5,9,0,4,0,6,99,152,0,0,0,3,5,0,0,0,0,0,11,21,374,35,14,277,71,198,24,36,28,50,118,1234
POA6725,0,3,0,196,20,5,0,16,3,9,3,6,6,20,97,177,0,0,3,0,0,0,0,0,0,4,6,11,288,31,17,271,56,125,23,45,19,109,108,1100
POA6726,0,0,0,141,9,3,0,10,0,5,0,0,0,4,48,83,0,0,3,0,0,0,0,0,0,0,3,14,160,16,3,150,29,48,8,11,5,37,62,531
POA6728,0,0,0,20,5,0,0,5,0,7,0,6,0,3,28,59,0,0,0,0,0,0,0,0,0,11,5,25,66,14,3,40,7,40,0,15,9,142,42,380
POA6740,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,3,7,13,0,4,3,0,10,0,8,0,47,19,107
POA6743,0,0,0,85,17,3,3,4,0,5,0,3,0,4,52,93,0,0,0,0,0,0,0,0,0,0,0,9,144,15,12,129,25,57,3,24,5,72,59,538
POA6751,4,0,0,119,5,0,0,4,0,4,0,0,0,0,29,46,0,0,0,0,0,0,0,0,0,0,0,4,95,15,19,120,19,68,12,11,9,9,32,402
POA6753,0,0,0,182,15,0,0,4,0,0,0,0,0,0,49,73,0,0,0,0,0,0,0,0,0,0,0,0,187,13,11,126,28,93,16,14,12,23,49,562
POA6754,0,0,0,40,4,0,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5,20,11,26,8,0,4,0,17,116
POA6758,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7
POA6760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,13,4,26
POA6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,14,0,22
POA6765,0,0,0,6,3,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,23,9,3,8,3,12,0,11,6,70,4,148
POA6770,0,0,0,3,0,0,0,0,0,3,0,0,0,11,5,26,0,0,0,0,0,0,0,0,0,0,13,16,18,15,0,5,4,18,0,12,5,148,28,262
