POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6304,13,6,29,41,46,57,24,4,0,234,3,0,4,7,11,20,22,4,0,75,0,6,0,5,3,4,4,0,0,22,0,0,0,0,5,0,3,0,0,10,17,11,39,52,68,85,56,8,0,339,0,4,4,0,0,0,0,0,0,14,0,0,5,4,0,0,0,0,0,9,0,4,5,0,0,3,0,0,0,24,17,15,45,55,73,84,60,8,0,366,19,8,7,8,13,39,105,69,21,289,11,3,12,10,15,14,19,15,9,102,39,22,66,80,103,137,181,94,31,751,5,5,16,21,29,29,10,0,0,115,0,4,16,29,34,37,21,8,0,146,0,0,3,4,7,5,6,3,0,28,0,0,0,0,3,0,0,0,0,4,9,15,41,54,70,76,40,11,0,301,0,0,0,3,4,0,0,0,0,6,5,0,0,5,0,3,0,0,0,14,4,0,0,7,4,3,0,0,0,24
POA6306,4,8,24,29,50,46,10,3,0,175,0,3,6,0,4,0,12,6,0,36,0,0,0,0,0,6,0,0,0,14,0,0,0,3,0,0,0,4,0,6,5,15,27,36,52,58,31,9,0,228,0,3,0,5,0,4,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,3,0,5,0,8,0,0,0,16,5,15,29,40,55,65,31,9,0,243,5,0,6,10,9,10,43,30,18,126,4,0,0,9,11,11,9,0,0,45,15,21,32,51,75,82,81,40,19,407,0,7,11,15,26,23,0,0,0,81,3,3,9,19,18,20,11,0,0,93,0,0,5,0,8,3,3,0,0,19,0,0,3,0,0,0,0,0,0,4,7,9,26,41,46,40,21,0,0,191,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,8
POA6308,14,20,34,51,59,58,31,5,0,275,6,6,6,7,3,16,8,9,0,57,0,0,5,0,6,5,5,0,0,20,0,0,0,0,0,3,0,0,0,7,19,27,41,57,77,85,44,10,0,359,4,0,7,3,4,4,0,0,0,22,0,0,0,0,4,0,0,0,0,3,4,3,3,3,3,12,0,0,0,32,18,31,48,64,74,96,45,10,0,388,10,11,9,15,14,28,75,54,13,226,3,9,4,8,15,18,9,12,3,71,38,42,64,85,108,143,127,72,15,689,0,5,20,17,30,28,7,0,0,112,7,9,21,26,25,33,11,3,0,136,0,0,3,0,6,3,3,0,0,14,0,0,0,0,0,0,0,0,0,5,13,15,43,40,65,67,25,4,0,267,0,0,0,0,4,0,0,0,0,8,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,11
POA6309,5,8,3,6,16,12,9,0,0,55,3,0,0,0,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,7,22,18,14,0,0,69,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,8,7,18,18,14,0,0,79,6,0,3,0,11,6,19,5,5,51,0,0,0,0,0,3,0,6,0,13,10,9,12,10,30,25,31,12,5,138,0,4,3,4,9,3,3,0,0,26,3,0,4,5,10,11,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,19,15,7,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6311,0,9,15,17,35,21,8,0,0,110,3,0,3,0,0,5,6,3,0,31,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,7,8,11,20,22,36,41,12,6,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,12,24,22,36,42,12,6,0,157,5,0,6,11,7,14,36,14,3,83,0,0,0,8,3,7,0,6,0,26,6,10,25,32,50,55,54,29,7,267,0,3,9,10,16,14,5,0,0,58,0,12,10,0,14,18,9,4,0,62,0,0,0,0,0,0,5,0,0,10,0,0,0,0,3,0,0,0,0,5,3,12,13,17,34,38,11,5,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6312,30,68,155,125,163,163,55,11,0,758,26,16,31,30,32,30,32,9,5,216,3,5,6,3,3,11,7,0,0,41,5,3,5,5,3,0,0,0,0,19,61,84,203,163,205,206,97,14,5,1039,0,17,11,12,8,4,0,0,0,51,7,0,3,0,0,0,0,0,0,16,7,17,17,12,10,10,0,0,0,66,69,98,217,177,216,214,97,14,5,1101,84,15,28,20,37,49,174,105,40,543,15,14,26,32,33,31,26,19,12,212,163,126,265,227,287,294,289,147,59,1858,16,50,93,86,114,92,18,5,0,469,31,33,63,96,78,102,36,5,0,439,7,7,11,11,5,15,0,0,0,48,7,0,3,7,0,0,0,0,0,22,55,87,171,198,194,204,58,11,0,979,4,0,4,4,4,3,0,0,0,26,9,0,5,4,0,4,3,0,0,24,8,4,12,7,5,13,3,0,0,53
POA6313,0,0,5,11,16,13,6,0,0,50,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,11,17,17,5,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,11,17,17,5,0,0,59,0,0,0,0,0,7,13,8,0,30,0,0,0,0,6,0,0,0,0,8,6,3,8,11,22,22,15,12,0,94,0,4,5,4,5,10,0,0,0,26,4,0,3,5,11,9,0,0,0,29,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,7,13,17,16,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6315,8,14,56,67,61,71,19,0,0,304,5,4,11,3,13,14,15,0,0,74,6,0,0,4,4,11,7,0,0,29,0,0,0,3,0,0,0,0,0,13,16,25,72,79,82,103,46,5,0,418,0,0,0,4,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,7,0,4,0,5,3,11,0,0,0,25,24,29,75,82,80,109,47,5,0,439,17,0,0,14,20,29,89,68,16,257,8,8,13,13,10,9,15,9,0,79,43,34,93,108,108,150,150,78,14,780,0,11,20,25,39,28,10,0,0,137,18,9,28,39,41,48,24,4,0,210,4,0,8,6,7,16,0,0,0,35,0,0,6,0,0,4,0,0,0,9,19,23,61,72,86,91,37,3,0,387,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,10,0,0,0,0,4,3,0,0,0,19
POA6316,0,8,11,8,15,27,7,4,0,78,3,0,0,5,4,8,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,3,8,14,12,17,29,9,3,0,100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,16,13,17,34,9,3,0,107,6,4,3,0,3,9,11,10,4,42,0,0,4,5,0,0,3,0,0,14,4,9,18,14,23,40,24,15,4,157,0,0,3,7,5,6,6,0,0,39,0,0,7,7,6,10,5,0,0,38,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,16,12,17,20,9,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6
POA6317,25,68,165,146,148,153,44,4,0,748,26,18,34,26,26,38,26,10,0,198,0,6,12,0,10,8,0,0,0,39,4,3,14,9,4,7,0,0,0,34,54,93,215,184,186,202,72,15,0,1018,3,4,8,13,4,12,0,0,0,40,0,0,3,4,0,3,0,0,0,11,4,4,6,16,9,13,0,0,0,54,59,98,224,202,197,211,76,15,0,1071,55,19,26,26,31,49,124,93,31,441,18,12,29,39,27,21,16,10,6,176,128,126,279,259,250,281,213,111,32,1684,13,49,76,64,79,85,17,5,0,380,38,33,54,76,66,69,43,4,0,371,0,4,13,7,15,4,6,4,0,53,0,0,0,0,7,4,0,0,0,10,56,84,140,148,161,159,59,8,0,817,0,0,4,0,6,0,0,0,0,19,5,0,7,8,4,5,0,0,0,24,5,0,9,10,15,8,0,0,0,41
POA6318,3,7,18,23,23,17,15,3,0,106,0,0,3,4,6,5,3,0,0,14,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,23,26,28,29,15,3,0,128,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,3,0,0,0,8,3,5,24,26,30,28,16,3,0,138,6,0,0,4,4,9,11,10,0,39,0,0,4,3,3,0,3,3,0,19,8,8,27,30,36,39,31,13,0,192,0,3,5,11,12,11,0,0,0,38,0,0,10,23,9,10,10,0,0,63,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,15,28,26,17,10,0,0,104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6320,3,4,19,17,19,29,14,0,0,112,0,3,6,0,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,24,17,25,35,16,4,0,132,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,5,11,24,21,25,42,16,4,0,140,9,4,0,9,3,13,12,9,4,59,3,0,3,3,9,3,3,0,0,24,17,13,27,28,35,53,29,16,4,225,0,3,10,7,9,13,3,0,0,39,0,6,6,12,9,11,0,0,0,49,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,11,17,17,21,33,3,0,0,102,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,5
POA6321,4,6,14,18,25,27,12,6,0,99,0,0,0,0,3,3,8,0,0,15,0,0,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,16,15,33,28,17,3,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,17,16,33,30,17,9,0,129,8,0,3,0,4,8,11,18,0,50,0,0,0,3,0,5,0,0,0,25,12,3,23,23,35,43,32,19,0,196,0,4,5,4,8,4,7,0,0,38,5,3,3,15,10,15,10,0,0,55,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,5,9,21,20,25,11,4,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7
POA6322,0,5,0,6,7,9,8,0,0,31,0,0,0,0,0,4,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,4,6,13,8,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,6,13,8,0,0,48,5,0,0,3,9,0,14,10,0,34,0,0,0,0,0,0,3,3,0,11,8,5,7,9,15,14,28,9,3,92,0,0,4,3,8,5,0,0,0,23,3,0,5,6,4,5,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,10,6,7,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6323,13,4,21,20,35,32,16,0,0,137,6,6,5,4,4,19,9,5,0,57,0,0,0,0,9,7,0,0,0,14,0,0,0,0,0,0,0,0,0,7,19,4,25,27,43,59,27,5,0,213,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,19,4,25,27,53,62,32,5,0,223,13,0,5,7,11,40,78,39,4,203,3,0,0,8,6,12,4,3,0,41,38,12,33,39,76,110,114,49,4,469,4,3,8,9,24,18,5,6,0,72,4,0,5,12,27,30,9,5,0,92,0,0,0,0,4,7,0,0,0,14,0,0,4,0,0,0,0,0,0,4,8,4,15,27,52,52,17,8,0,179,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,0,4,0,0,0,0,0,0,0,14
POA6324,24,43,98,110,152,123,46,6,0,601,22,17,15,22,24,35,35,10,0,185,3,0,5,9,17,8,5,0,0,53,0,0,5,8,0,9,0,0,0,26,53,57,121,149,194,178,87,21,0,866,0,3,0,3,7,10,0,0,0,20,4,0,0,0,0,3,0,0,0,11,5,3,0,5,7,13,0,0,0,34,56,64,123,156,203,186,91,21,0,896,49,8,34,52,32,71,143,82,31,504,17,14,6,25,29,26,25,21,14,172,122,77,169,232,261,284,262,123,48,1568,8,17,35,63,73,74,19,0,0,290,23,18,65,67,90,81,32,5,0,377,0,5,9,6,14,18,3,0,0,50,3,3,3,0,3,6,5,0,0,19,38,42,118,141,171,175,54,5,0,736,0,4,0,0,4,0,0,0,0,13,0,6,0,3,5,3,0,0,0,15,7,4,3,3,11,7,0,0,0,34
POA6326,0,7,15,16,19,28,22,0,0,114,4,6,5,4,4,4,6,0,0,26,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,10,19,18,29,35,30,5,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,18,29,37,30,5,0,155,3,0,0,4,4,5,10,10,0,39,0,0,0,3,4,7,5,0,0,21,13,10,28,23,39,45,42,13,0,224,0,6,9,12,10,15,4,5,0,54,3,3,5,10,14,17,5,0,0,60,3,0,0,3,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,4,10,8,17,21,25,32,12,5,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6327,0,0,8,6,14,9,5,4,0,43,0,0,0,3,4,0,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,23,9,3,3,0,59,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,8,0,0,7,11,23,13,5,3,0,70,0,3,0,0,0,0,8,3,0,25,3,0,0,0,3,4,0,5,0,27,10,8,11,16,29,21,18,11,3,121,0,0,4,4,4,3,0,0,0,21,4,0,8,3,3,4,7,3,0,27,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,13,9,8,9,3,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6328,7,6,29,23,11,21,11,0,0,92,0,0,5,0,0,4,0,4,0,20,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,10,7,3,33,26,12,32,11,7,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,31,26,12,33,11,7,0,127,6,0,3,0,0,6,9,8,0,38,0,0,4,3,0,3,3,3,0,19,15,11,38,29,14,44,23,16,0,184,0,9,5,9,11,9,0,0,0,41,0,0,9,14,8,19,3,0,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,18,17,19,27,7,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9
POA6330,244,440,1167,1212,1426,1158,280,26,3,5949,378,177,257,265,273,432,298,64,11,2159,14,15,69,63,101,131,46,11,4,452,15,22,30,26,36,27,15,9,0,171,659,661,1516,1561,1836,1738,635,106,22,8730,31,27,57,31,41,38,6,0,0,232,56,15,31,10,15,21,20,0,0,173,91,48,88,46,55,57,29,0,0,399,744,705,1600,1606,1889,1795,662,106,22,9134,444,148,358,274,279,566,1591,1129,429,5206,56,49,148,121,128,142,137,82,48,908,1245,903,2106,2003,2295,2503,2386,1312,500,15249,107,298,579,645,979,682,123,3,0,3423,503,243,628,930,930,921,312,36,5,4512,14,20,123,60,84,120,36,12,0,469,18,12,22,15,24,18,12,3,0,121,635,579,1353,1655,2021,1736,479,56,5,8522,12,23,18,16,18,12,0,0,0,101,59,18,27,22,23,40,4,0,0,190,68,37,42,36,38,57,10,0,0,291
POA6333,17,38,98,157,188,181,64,10,0,752,67,5,21,67,85,112,71,24,4,444,6,5,7,15,16,30,3,3,0,84,0,0,0,3,0,3,3,0,0,20,94,45,131,239,290,328,144,37,5,1306,0,6,5,6,8,11,6,0,0,35,6,0,3,0,0,6,3,0,0,18,11,7,6,3,11,17,5,0,0,58,104,52,140,246,298,340,150,37,5,1370,90,5,10,36,49,132,331,219,55,920,20,9,19,28,43,50,37,26,12,239,212,61,169,308,390,520,512,277,67,2529,7,15,44,105,135,105,19,5,0,437,52,21,86,160,167,168,67,10,0,731,9,4,14,10,20,19,9,0,0,84,4,0,4,3,4,5,4,0,0,31,67,43,148,280,324,294,100,15,0,1284,0,0,3,0,3,4,0,0,0,16,9,0,0,8,3,4,0,0,0,29,5,3,7,13,5,8,0,0,0,39
POA6335,5,14,36,29,33,31,23,0,0,167,0,0,0,9,3,10,7,5,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,15,42,38,35,40,33,5,0,208,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,10,12,15,38,40,40,42,34,5,0,212,9,0,6,0,5,21,20,6,3,64,0,0,0,7,6,4,4,3,0,26,12,14,47,48,41,67,48,13,4,305,4,6,16,11,13,11,12,0,0,68,0,5,22,16,13,13,4,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,11,37,25,22,25,15,0,0,146,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9
POA6336,3,0,23,16,22,13,9,0,0,89,5,0,0,9,3,4,0,0,0,16,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,9,25,21,23,22,12,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,26,21,23,26,12,0,0,117,0,0,0,0,0,7,9,5,0,18,0,0,0,0,3,6,5,0,0,16,9,9,29,22,29,31,26,4,0,159,0,0,4,4,9,3,0,0,0,29,0,3,17,5,4,12,7,0,0,40,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,18,12,18,15,9,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6337,0,8,30,31,26,28,6,0,0,133,0,0,4,5,0,9,0,0,0,21,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,11,29,36,28,42,10,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,31,36,28,42,10,0,0,162,4,0,0,3,3,5,4,7,6,26,3,0,7,7,0,10,6,0,0,29,13,14,37,42,35,51,14,5,0,224,0,9,10,15,9,15,3,0,0,53,0,0,10,9,13,15,5,0,0,44,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,21,24,22,27,4,0,0,111,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0,3
POA6338,0,12,30,33,38,27,18,0,0,155,0,8,0,0,4,11,6,0,0,32,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20,30,36,41,43,27,4,0,200,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,3,20,30,36,41,47,27,4,0,203,14,0,0,3,0,12,36,24,3,101,0,0,0,0,3,0,4,0,0,13,13,20,32,42,42,63,69,28,3,306,0,7,16,19,21,16,9,0,0,81,4,0,11,20,19,14,6,0,0,81,0,0,3,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,6,34,43,42,34,15,0,0,169,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3
POA6341,3,7,8,23,11,14,0,0,0,68,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,6,7,11,23,17,14,6,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,23,17,14,6,0,0,80,5,0,0,0,3,3,5,3,0,22,0,3,0,6,0,0,0,0,0,8,11,10,10,27,20,18,8,3,0,108,0,0,4,10,10,4,0,0,0,27,0,0,4,8,6,3,3,0,0,23,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,16,15,7,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6343,0,0,10,18,18,9,5,4,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,10,14,18,14,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,18,14,3,0,0,72,6,0,0,0,5,0,4,4,0,11,0,0,0,6,4,0,0,0,0,16,5,0,18,20,26,11,9,6,0,102,0,0,9,7,4,9,0,0,0,25,0,0,4,8,4,4,0,0,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,15,8,7,9,0,0,50,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
