POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,0,0,16
POA6107,0,10,8,0,4,0,0,0,22,7,9,0,5,5,0,0,0,23,3,25,50,68,82,112,67,37,443,14,39,62,72,86,112,67,37,492,3144,4580,3885,2477,1837,1232,625,169,17949,219,393,283,172,129,54,41,17,1303,3373,5019,4230,2713,2055,1399,740,223,19743,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,11,13,20,7,13,5,78,7,8,12,13,20,7,13,5,87,2877,4520,3626,2397,2044,1499,745,332,18043,206,300,206,119,99,46,55,29,1065,3086,4827,3850,2530,2167,1556,815,361,19194,5,12,5,0,4,0,0,0,23,7,9,6,5,5,0,0,0,25,12,36,57,79,101,120,76,46,524,17,50,76,84,105,120,76,46,575,6021,9098,7513,4871,3884,2735,1376,502,35995,419,695,486,288,228,103,103,46,2373,6461,9845,8073,5248,4220,2958,1557,583,38939
POA6108,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,10,12,14,43,75,118,60,26,349,10,12,21,46,74,118,60,26,361,1403,1365,1576,1385,1213,1029,514,109,8595,64,90,97,82,53,40,13,8,444,1479,1467,1703,1505,1337,1183,584,138,9399,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,5,13,18,16,7,0,57,4,8,5,16,18,16,7,0,66,1343,1465,1553,1460,1408,1221,613,174,9227,70,67,77,47,41,34,19,16,375,1409,1531,1641,1520,1463,1273,635,190,9663,4,0,0,0,0,0,0,0,8,0,0,5,3,0,0,0,0,10,10,12,21,54,88,133,63,26,411,6,14,26,60,91,133,63,26,423,2738,2826,3133,2838,2619,2247,1128,280,17823,136,154,177,126,97,71,32,17,815,2883,2998,3341,3022,2806,2454,1222,329,19062
POA6109,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,14,22,40,55,35,5,182,0,3,16,23,40,55,35,5,187,771,868,1000,758,562,421,217,64,4655,62,73,86,81,65,40,17,11,434,833,941,1102,869,665,516,265,78,5279,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,5,8,3,0,24,0,4,0,0,5,8,3,0,27,755,923,900,672,615,513,287,107,4771,46,74,60,42,42,29,28,29,346,806,1003,957,714,663,551,311,137,5144,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,3,16,25,48,68,36,5,205,9,7,18,25,48,68,36,5,216,1527,1789,1904,1429,1177,935,504,171,9427,106,147,145,130,106,69,42,39,779,1637,1948,2061,1585,1332,1069,582,215,10422
POA6110,5,3,4,0,5,0,0,0,12,5,8,0,3,0,0,0,0,16,10,30,40,92,131,174,109,56,631,12,37,47,100,136,174,109,56,660,2754,2653,3180,2605,1967,1397,631,164,15357,120,186,202,190,108,80,73,79,1032,2888,2872,3426,2892,2207,1652,814,291,17047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,29,18,19,16,9,105,0,6,11,27,18,19,16,9,110,2688,2900,3381,2708,2176,1657,914,354,16767,113,185,157,110,80,112,112,133,998,2803,3084,3547,2846,2271,1784,1047,499,17881,5,5,4,0,5,0,0,0,15,5,8,0,4,0,0,0,0,21,10,29,51,119,154,192,121,63,735,16,41,55,121,156,192,121,63,768,5446,5545,6559,5313,4139,3054,1548,524,32128,229,364,360,303,189,187,187,208,2027,5694,5950,6977,5740,4482,3432,1861,790,34927
POA6111,3,0,6,0,0,0,0,0,7,0,6,0,3,0,0,0,0,10,6,13,42,78,128,179,71,31,545,12,17,47,77,134,179,71,31,558,1329,1288,1379,1389,1350,1075,496,108,8416,90,103,94,119,99,39,41,33,623,1434,1411,1517,1585,1582,1295,599,172,9600,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,11,18,17,24,9,6,83,0,4,11,18,19,24,9,6,87,1271,1302,1454,1485,1492,1342,585,169,9098,76,75,90,90,71,48,49,31,531,1346,1377,1554,1600,1584,1409,640,206,9718,3,0,9,0,0,0,0,0,4,0,4,0,3,4,0,0,0,11,9,15,52,93,145,199,79,30,626,12,16,59,97,152,199,79,30,645,2599,2588,2825,2875,2845,2422,1077,283,17517,164,174,189,213,177,86,83,63,1150,2772,2785,3073,3188,3166,2707,1242,379,19320
POA6112,4,10,7,4,0,0,0,0,22,0,13,14,0,7,0,0,0,38,4,51,95,159,172,257,99,38,872,14,79,119,167,176,257,99,38,937,3707,4875,5722,3574,2631,1669,832,186,23193,238,350,358,251,188,85,57,32,1546,3959,5301,6188,3981,2995,2008,984,258,25672,6,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,5,8,23,32,35,21,14,4,133,9,7,27,32,41,21,14,4,149,3790,5747,5986,3702,3028,2178,970,319,25719,218,300,249,153,109,99,77,52,1247,4018,6054,6262,3875,3172,2300,1062,370,27112,6,12,9,4,0,0,0,0,29,3,16,14,0,5,0,0,0,42,9,60,117,189,209,272,109,40,1013,23,87,142,196,216,272,109,40,1084,7496,10621,11707,7271,5650,3856,1806,504,48910,457,649,604,398,295,186,131,79,2787,7979,11350,12452,7856,6165,4309,2046,626,52786
POA6121,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,17,24,25,5,3,80,5,0,5,17,22,25,5,3,81,208,107,154,200,242,125,65,9,1120,7,6,21,15,6,6,0,6,65,224,120,178,230,273,155,71,20,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,0,0,0,12,0,0,0,8,5,0,0,0,19,193,134,185,249,232,153,43,8,1200,6,0,10,11,5,3,0,0,31,198,133,197,271,243,153,48,8,1245,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,19,28,25,9,3,89,5,0,5,19,28,25,9,3,98,402,238,341,453,476,278,106,19,2319,15,12,30,19,13,8,7,6,99,424,251,375,495,517,307,117,24,2514
POA6122,3,6,0,6,0,0,0,0,17,0,5,0,0,3,0,0,0,16,0,35,45,40,62,71,27,7,288,9,44,49,44,67,71,27,7,320,1127,1568,1616,1087,769,461,202,42,6860,53,94,96,77,45,25,13,4,402,1185,1706,1754,1206,879,555,237,57,7580,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,3,3,14,24,11,9,5,0,71,3,8,17,25,15,9,5,0,76,1228,1966,1680,1148,921,567,212,77,7800,45,74,54,48,39,21,10,9,297,1271,2046,1751,1219,969,593,227,91,8173,4,6,0,0,0,0,0,0,20,0,5,8,0,4,0,0,0,17,4,36,56,68,74,75,30,4,356,13,53,67,74,81,75,30,4,396,2353,3527,3290,2234,1688,1032,413,117,14662,96,173,147,119,83,41,23,14,698,2453,3754,3508,2424,1854,1149,467,139,15756
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,13,4,0,34,0,0,3,8,7,13,4,0,37,130,176,118,112,99,66,25,15,749,9,20,13,9,9,8,4,0,67,142,193,126,132,122,90,34,9,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,0,0,3,5,0,0,10,135,201,127,122,111,61,29,7,790,6,16,5,9,8,4,5,0,52,146,220,132,133,124,69,30,11,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,11,10,9,3,45,0,6,5,8,14,10,9,3,46,266,378,239,238,211,131,52,19,1537,15,34,17,20,17,12,7,0,120,281,412,259,263,239,157,64,21,1703
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,6,0,0,36,0,0,9,12,11,6,0,0,40,46,46,52,80,88,42,34,5,383,7,3,4,8,11,3,0,0,28,46,46,66,101,106,45,35,7,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,14,0,0,0,7,3,0,0,0,14,63,59,76,92,82,43,36,9,447,6,0,10,7,6,3,4,0,31,62,59,92,103,87,47,38,9,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,13,12,4,0,48,0,0,9,15,13,12,4,0,49,99,98,134,173,170,82,64,16,830,8,4,16,18,14,7,4,0,67,108,106,154,205,194,95,68,16,941
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,32,25,20,0,97,0,0,7,22,32,25,20,0,102,197,122,127,251,192,146,79,12,1125,32,83,118,114,58,34,13,0,465,228,212,257,385,283,202,107,18,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,8,0,5,0,0,23,0,4,3,12,3,5,0,0,24,186,141,174,244,245,156,92,19,1262,14,9,15,13,14,15,5,3,82,198,150,193,262,263,177,104,25,1373,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,7,25,32,28,18,0,117,0,4,10,26,34,28,18,0,127,377,269,301,490,438,302,171,36,2387,47,89,140,124,74,50,19,7,550,423,366,445,648,548,380,211,47,3062
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,17,0,0,0,0,5,4,0,0,15,7,7,17,15,22,18,12,0,101,3,0,5,3,3,3,0,0,11,13,7,20,18,34,25,13,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10,19,13,16,4,0,89,4,0,4,0,3,0,0,0,9,12,6,11,21,22,18,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,15,0,0,0,0,4,4,0,0,17,19,11,28,35,40,39,19,3,193,5,0,7,6,6,6,0,0,19,24,11,33,38,48,45,19,3,229
POA6147,0,0,3,0,0,0,0,0,9,0,3,0,0,6,0,0,0,7,0,13,22,18,32,52,35,9,187,4,17,26,22,38,52,35,9,204,897,1024,1059,835,747,677,320,76,5638,53,60,73,56,31,21,13,6,307,950,1100,1155,911,820,750,366,89,6146,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,5,11,3,11,0,36,0,0,3,5,9,3,11,0,38,739,995,1054,845,908,775,380,122,5818,37,65,53,38,24,25,20,9,269,780,1064,1110,891,945,808,410,128,6127,0,0,3,0,3,0,0,0,11,0,3,0,0,6,0,0,0,11,0,10,23,24,47,58,47,9,221,4,19,29,28,50,58,47,9,237,1636,2019,2118,1679,1661,1452,702,193,11462,93,122,121,95,55,44,30,12,573,1732,2161,2263,1803,1761,1560,774,216,12268
POA6148,0,0,3,0,0,0,0,0,4,0,6,0,5,4,0,0,0,10,5,14,18,51,57,96,91,61,383,7,20,28,51,58,96,91,61,395,1212,775,1155,1157,983,805,462,144,6696,27,36,43,33,46,30,30,33,285,1246,828,1222,1238,1087,936,586,234,7379,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,11,7,18,12,6,58,0,5,6,11,7,18,12,6,62,1172,844,1349,1284,1066,1030,702,281,7732,29,23,31,22,32,34,69,64,298,1201,870,1388,1320,1103,1084,778,348,8092,0,0,4,0,0,0,0,0,8,0,0,4,5,4,0,0,0,11,5,13,25,60,64,107,96,67,440,7,20,36,64,69,107,96,67,458,2390,1618,2504,2442,2054,1843,1164,421,14430,56,61,74,56,77,69,100,93,583,2452,1694,2609,2562,2194,2015,1360,583,15469
POA6149,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,3,11,20,37,59,126,86,46,385,3,9,27,42,65,126,86,46,399,1092,806,1141,1069,1018,1127,455,122,6836,26,27,40,32,44,27,29,21,250,1114,841,1210,1140,1127,1281,574,190,7489,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,10,0,0,8,8,14,12,19,11,70,0,3,9,8,16,12,19,11,76,1004,795,1276,1204,1283,1307,554,270,7696,18,13,20,16,23,39,43,35,210,1024,819,1304,1230,1320,1352,611,320,7982,0,0,0,0,0,0,0,0,4,0,5,3,0,5,0,0,0,13,3,12,26,51,70,139,103,58,457,4,15,35,51,78,139,103,58,472,2091,1603,2415,2273,2299,2432,1012,396,14533,47,42,64,42,74,63,73,57,459,2140,1662,2513,2373,2445,2632,1191,512,15466
POA6150,0,0,0,6,0,0,0,0,12,4,0,0,6,0,0,0,0,7,4,3,13,29,31,69,47,48,253,4,6,16,38,34,69,47,48,265,963,644,648,665,706,724,398,121,4866,24,40,27,32,21,38,25,35,243,993,691,689,739,761,827,474,208,5382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,6,5,0,26,4,0,7,6,3,6,5,0,30,1002,560,725,823,859,837,479,230,5513,38,47,34,33,22,30,18,55,284,1035,611,764,863,882,878,506,287,5828,0,0,4,6,0,0,0,0,12,4,0,0,6,0,0,0,0,12,4,6,14,40,37,73,57,51,277,6,6,19,45,41,73,57,51,299,1961,1201,1371,1490,1562,1563,877,354,10383,63,93,60,63,43,66,47,93,527,2032,1306,1453,1601,1641,1705,975,492,11207
POA6151,0,6,6,0,4,0,0,0,13,7,3,5,5,3,0,0,0,19,4,15,17,41,31,72,60,20,268,8,18,29,47,30,72,60,20,297,1076,1172,1049,1012,963,855,357,79,6564,34,85,53,60,44,49,40,18,386,1124,1280,1126,1118,1043,975,458,121,7238,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,14,9,12,4,3,46,0,5,6,14,9,12,4,3,47,1038,1192,1104,1123,1112,963,441,139,7108,51,79,47,41,49,58,33,34,396,1088,1280,1156,1171,1169,1035,482,172,7549,0,0,6,0,4,0,0,0,13,7,3,5,5,3,0,0,0,19,4,15,19,54,38,89,63,24,309,7,21,28,56,44,89,63,24,340,2115,2363,2149,2131,2074,1818,800,218,13668,88,166,101,104,97,110,74,47,781,2210,2552,2279,2292,2210,2012,937,290,14794
POA6152,5,0,0,4,0,0,0,0,9,9,10,0,5,0,0,0,0,29,5,17,26,49,54,100,67,74,394,15,25,30,62,58,100,67,74,428,1887,1873,1560,1287,1216,1126,547,197,9694,77,129,84,70,73,55,52,57,593,1976,2032,1670,1418,1338,1289,665,323,10710,0,0,0,6,0,0,0,0,5,3,0,0,0,0,0,0,0,8,4,6,6,10,11,16,15,22,82,6,7,11,19,11,16,15,22,98,1691,1938,1684,1501,1528,1390,798,471,11005,52,83,76,51,57,65,86,124,599,1749,2026,1768,1566,1603,1473,897,615,11702,3,4,0,9,0,0,0,0,12,11,13,5,8,0,0,0,0,34,11,18,33,63,69,118,78,86,476,23,30,37,77,67,118,78,86,525,3579,3807,3247,2789,2739,2521,1347,668,20697,126,212,152,121,130,124,144,184,1193,3728,4051,3441,2985,2939,2760,1564,942,22412
POA6153,4,3,4,4,0,0,0,0,15,0,3,7,4,0,0,0,0,24,4,11,25,53,54,102,73,57,374,4,18,41,64,58,102,73,57,405,1217,980,1255,1240,1199,1043,544,151,7636,41,37,68,47,56,35,13,5,304,1268,1035,1362,1351,1306,1183,628,209,8352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,8,16,11,7,10,55,0,6,7,14,20,11,7,10,64,1241,1094,1511,1441,1419,1344,663,288,9003,41,39,39,47,49,32,26,7,270,1291,1132,1551,1495,1487,1390,692,301,9337,5,3,8,4,0,0,0,0,16,0,3,5,4,0,0,0,0,24,4,16,28,60,67,112,81,62,429,3,20,44,75,73,112,81,62,467,2461,2073,2766,2688,2621,2391,1209,436,16641,86,79,102,91,107,70,32,13,577,2550,2168,2909,2856,2796,2570,1325,510,17690
POA6154,0,0,8,0,0,0,0,0,4,0,0,0,4,4,0,0,0,10,0,9,18,34,28,34,41,47,200,0,6,19,40,30,34,41,47,213,684,463,617,632,532,400,274,118,3716,7,31,23,23,20,14,18,17,157,694,503,657,693,587,446,331,177,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,7,12,43,0,0,0,11,12,0,7,12,42,570,461,733,755,590,527,402,331,4373,11,10,18,12,14,24,17,47,153,574,471,750,781,611,555,432,383,4564,0,0,8,6,0,0,0,0,7,0,0,0,3,4,0,0,0,11,0,9,18,44,40,35,50,54,240,0,6,19,51,45,35,50,54,256,1247,925,1348,1387,1118,928,677,450,8093,20,42,38,39,39,32,40,60,311,1272,979,1412,1475,1193,1000,763,568,8660
POA6155,3,7,0,3,4,0,0,0,23,3,4,0,10,3,0,0,0,19,7,21,29,96,106,180,122,39,593,13,29,32,108,107,180,122,39,635,3775,2452,3561,3562,2713,2005,786,205,19067,232,514,457,271,136,42,26,15,1691,4017,2994,4057,3936,2954,2228,937,262,21387,6,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,5,3,0,8,14,25,19,12,9,95,0,0,8,22,29,19,12,9,99,3493,2614,4209,3812,3036,2244,919,365,20689,122,170,139,119,52,32,43,15,684,3614,2787,4353,3948,3112,2295,977,389,21473,3,7,0,7,4,0,0,0,23,3,7,0,9,3,0,0,0,21,4,19,40,112,129,198,136,45,682,19,32,50,128,133,198,136,45,733,7267,5070,7769,7378,5749,4248,1706,574,39752,351,682,595,385,186,73,71,33,2373,7631,5786,8409,7887,6065,4522,1913,647,42858
POA6156,4,6,4,3,0,0,0,0,18,0,4,5,0,6,0,0,0,15,0,17,24,66,55,77,74,51,359,7,22,37,77,57,77,74,51,396,1055,842,977,1185,906,607,344,151,6077,43,52,68,73,65,27,38,32,390,1108,914,1083,1331,1024,706,460,234,6865,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,20,11,8,17,7,63,3,3,7,20,11,8,17,7,73,1158,996,1212,1314,1088,806,544,337,7468,34,46,41,48,39,25,52,63,351,1197,1046,1264,1382,1139,844,608,408,7883,10,6,4,3,0,0,0,0,20,0,4,5,3,6,0,0,0,21,0,14,32,88,62,81,93,53,428,8,26,43,96,62,81,93,53,465,2217,1842,2194,2498,1994,1413,895,486,13541,81,100,112,123,106,49,87,96,744,2305,1963,2345,2713,2158,1546,1071,641,14751
POA6157,0,10,3,0,0,0,0,0,17,3,0,0,3,0,0,0,0,15,3,19,24,32,44,77,48,42,297,6,29,32,37,47,77,48,42,322,722,766,860,845,760,595,298,104,4950,27,48,44,46,42,44,17,15,284,752,839,934,933,849,715,368,157,5557,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,7,0,3,10,9,14,12,7,9,67,3,11,10,9,14,12,7,9,71,787,953,1042,1015,915,813,452,242,6219,39,51,24,36,23,29,41,28,277,825,1011,1074,1063,957,853,502,281,6566,0,7,3,0,0,0,0,0,15,3,6,0,3,0,0,0,0,17,3,23,37,47,60,86,57,51,360,9,40,39,55,60,86,57,51,394,1508,1712,1896,1856,1679,1407,755,349,11167,64,100,75,85,61,73,59,39,561,1577,1848,2010,1996,1811,1573,874,439,12128
POA6158,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3,4,11,29,17,43,32,28,162,6,7,12,26,17,43,32,28,174,436,323,368,516,474,379,159,57,2712,10,21,34,24,19,16,15,19,154,443,347,408,576,506,438,216,103,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,13,8,5,3,3,37,0,0,8,16,8,5,3,3,41,460,349,482,599,544,418,228,117,3204,6,22,27,14,15,15,23,29,146,464,369,517,626,573,438,259,149,3394,3,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,8,3,4,18,38,26,47,42,33,201,5,11,21,42,26,47,42,33,215,887,667,851,1117,1019,803,391,175,5914,12,41,55,41,33,34,39,50,304,912,717,925,1198,1081,876,471,254,6439
POA6159,0,5,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,4,0,0,8,6,11,23,27,13,89,0,7,11,6,16,23,27,13,97,159,188,223,196,291,226,129,41,1450,5,12,16,19,9,12,6,4,88,161,207,246,223,319,266,158,51,1642,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,3,21,0,0,3,5,3,3,0,3,23,177,276,244,240,307,269,164,55,1736,14,14,14,7,8,15,12,0,82,186,291,259,253,320,286,180,63,1837,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,4,0,4,11,10,14,27,27,13,109,0,7,15,10,18,27,27,13,123,341,461,466,433,595,495,292,94,3183,12,24,29,27,24,29,16,4,168,353,501,507,471,637,560,338,114,3481
POA6160,8,34,10,7,5,0,0,0,62,0,4,0,0,0,0,0,0,9,0,3,10,21,21,36,34,19,144,11,45,20,24,23,36,34,19,216,396,683,607,551,574,425,193,41,3462,51,102,72,75,61,29,12,3,407,464,823,698,653,654,489,241,61,4079,11,7,0,4,0,0,0,0,22,0,3,0,0,0,0,0,0,5,0,0,0,10,7,0,3,0,19,13,10,3,7,6,0,3,0,46,486,781,562,579,592,517,242,97,3859,46,75,37,54,27,31,16,9,278,543,871,600,640,623,550,260,102,4185,18,41,9,4,5,0,0,0,82,0,3,6,3,0,0,0,0,13,4,7,14,26,22,42,37,19,167,27,49,25,34,27,42,37,19,264,888,1467,1160,1135,1163,943,434,135,7319,90,175,108,130,88,57,27,9,683,1004,1690,1293,1293,1278,1040,499,166,8265
