POA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6050,7639,8134,15770,341,335,673,782,758,1541,368,479,844,522,583,1107,1171,1198,2369,1055,1073,2126,1019,998,2018,947,917,1860,723,791,1520,443,554,999,269,447,707,7231,7805,15029,411,327,736,55,58,117,0,0,6,0,0,0,58,56,117,4980,5384,10363,2301,2439,4741,6138,6494,12639,1131,1304,2439,6604,7066,13674,119,95,217,753,736,1490,327,434,760,277,361,640,356,490,851,4743,4995,9738,388,443,831,665,791,1457,175,208,383,119,197,308,26,39,62,6827,7284,14110,635,803,1438
POA6051,6642,6557,13199,350,350,699,556,479,1032,197,195,391,436,493,931,1548,1670,3215,1294,1170,2464,803,769,1572,646,608,1256,529,542,1073,240,213,449,46,69,114,6224,6185,12408,420,374,793,93,74,168,3,0,3,0,5,5,97,81,174,3797,3635,7426,2446,2585,5026,4721,4534,9254,1507,1666,3179,5243,5136,10384,98,97,197,511,441,953,145,170,313,184,186,368,410,603,1006,4058,4190,8245,393,345,736,648,599,1249,134,114,245,100,107,209,15,33,49,6067,6065,12130,367,288,656
POA6052,5612,5947,11555,340,345,691,725,607,1336,281,282,564,323,375,697,788,822,1603,902,941,1844,767,830,1601,693,761,1448,498,534,1027,204,294,498,90,150,242,5333,5721,11057,274,223,498,49,81,128,4,0,4,0,0,0,57,81,140,3747,3966,7709,1654,1794,3448,4411,4560,8979,973,1183,2152,4961,5272,10235,102,116,218,697,589,1289,237,241,472,157,200,360,205,308,518,3090,3434,6527,331,331,664,601,650,1252,144,144,291,112,147,259,21,44,62,5262,5677,10940,178,158,337
POA6053,7479,7805,15288,540,446,985,813,816,1626,356,342,701,387,386,773,1120,1238,2361,1226,1208,2434,1024,1080,2102,900,877,1780,638,707,1346,335,408,740,148,287,428,7050,7500,14551,422,308,736,95,116,209,0,4,3,15,7,21,113,125,235,4826,5089,9913,2325,2454,4784,5932,6174,12108,1205,1356,2559,6455,6806,13260,157,146,302,787,791,1573,286,299,587,155,176,327,308,444,745,3999,4347,8347,472,479,952,918,943,1861,202,226,432,164,204,364,34,44,80,6906,7279,14183,335,399,732
POA6054,10368,10662,21029,674,617,1293,1297,1143,2442,534,487,1024,650,567,1214,1461,1488,2951,1481,1562,3043,1417,1439,2859,1261,1382,2647,965,1095,2060,480,612,1096,147,262,410,9788,10290,20079,575,371,949,330,319,646,6,11,17,8,13,25,340,345,688,6894,6988,13887,2840,3177,6015,8134,8259,16396,1569,1887,3457,8880,9219,18097,193,162,348,1205,1061,2261,401,366,767,207,208,412,325,523,848,4526,5173,9696,783,727,1515,1754,1714,3465,387,364,755,283,356,633,59,83,135,9543,10046,19584,502,462,964
POA6055,16100,16218,32320,1705,1544,3250,2282,2142,4423,872,755,1626,843,904,1745,3042,3470,6511,2979,2798,5777,1784,1818,3601,1290,1395,2686,851,864,1717,372,379,749,86,149,234,15225,15728,30954,875,493,1366,422,522,940,9,4,13,11,19,31,444,543,982,9531,9530,19061,5915,6235,12157,10621,10430,21054,4763,5006,9768,13615,13343,26962,462,427,887,2189,2031,4216,663,621,1283,275,333,605,534,882,1416,7262,8044,15311,1163,1099,2263,2247,2061,4311,469,430,898,248,282,524,82,133,214,14926,15302,30224,665,799,1465
POA6056,20379,20789,41172,1150,1118,2270,2431,2256,4686,1193,1121,2319,1362,1321,2680,2792,2797,5593,2588,2595,5181,2688,2796,5479,2649,2670,5320,2016,2209,4228,1120,1319,2436,378,593,971,19031,19912,38943,1348,874,2224,944,1004,1951,19,12,30,10,4,21,976,1025,2003,13990,14091,28084,5064,5587,10654,16524,16656,33175,2494,2945,5437,17358,17700,35056,344,307,651,2258,2094,4351,799,767,1562,307,426,739,434,850,1289,7625,8537,16161,1878,1850,3735,4299,4203,8496,908,808,1712,586,658,1250,90,110,206,18540,19337,37873,1488,1516,3003
POA6057,8281,8416,16697,557,446,994,1103,1028,2125,530,499,1032,489,464,951,1105,1156,2253,1089,1109,2201,1064,1128,2190,1056,1086,2141,731,837,1573,414,491,908,151,173,318,7745,8086,15831,539,328,864,244,250,495,6,5,9,9,3,12,255,256,513,6012,5986,11997,1870,2114,3982,7237,7318,14558,649,782,1434,7275,7402,14671,171,114,289,1040,979,2020,365,379,752,124,157,282,157,321,481,2923,3506,6429,828,850,1682,1869,1720,3590,394,324,713,182,169,349,45,30,74,7615,7980,15593,296,274,572
POA6058,6585,6596,13181,446,402,849,856,791,1644,348,345,692,423,349,774,924,933,1856,987,960,1942,839,799,1638,730,774,1505,638,713,1352,286,381,665,109,155,267,6174,6363,12540,407,236,644,227,225,458,0,6,4,9,0,6,233,230,467,4415,4308,8722,1823,2011,3833,5324,5259,10580,891,1024,1916,5545,5582,11128,102,110,211,795,731,1523,230,240,476,104,111,220,142,278,416,2417,2709,5124,672,619,1294,1332,1268,2596,325,292,619,145,160,301,28,52,81,6099,6287,12388,281,283,569
POA6059,11675,12500,24169,619,587,1206,1294,1221,2512,670,627,1304,743,725,1469,1478,1495,2968,1496,1621,3120,1613,1709,3322,1473,1593,3065,1180,1354,2532,775,1073,1847,328,487,815,11236,12102,23340,439,395,832,109,89,197,0,7,10,0,3,3,109,98,205,6695,7034,13726,4498,5030,9532,7580,7856,15439,3613,4188,7798,10087,10852,20932,185,174,357,1227,1169,2395,568,543,1107,333,359,691,372,521,895,6164,6613,12781,742,783,1520,1552,1689,3248,353,430,787,360,550,913,109,138,244,11132,11977,23107,332,342,673
POA6060,12113,13378,25486,764,722,1479,1006,1060,2068,440,436,880,679,811,1490,2623,2879,5500,2186,2170,4356,1515,1525,3039,1240,1394,2637,886,1140,2028,501,722,1228,264,522,786,11524,12889,24411,591,484,1073,103,136,238,3,0,6,4,8,9,112,147,258,6603,7341,13945,4907,5468,10376,7884,8691,16578,3574,4074,7647,9533,10607,20141,199,164,365,946,993,1934,357,369,727,305,388,693,617,917,1538,6997,7857,14853,756,762,1513,1351,1509,2854,267,348,619,288,435,724,78,117,197,11218,12478,23698,541,665,1207
POA6061,20738,20947,41683,1644,1557,3196,2562,2327,4896,1003,913,1915,1479,1474,2949,4244,4303,8542,3461,3368,6827,2205,2191,4405,1887,2048,3935,1324,1584,2908,684,877,1561,238,308,546,19823,20301,40120,909,647,1563,437,523,961,18,12,22,16,12,27,472,547,1018,9272,9128,18397,9884,10376,20258,9288,9394,18685,9706,9917,19625,14800,15083,29886,356,375,729,2276,2070,4342,756,693,1445,575,608,1188,1039,1539,2571,9413,9751,19169,1288,1234,2517,2528,2594,5115,656,682,1338,770,949,1718,423,521,945,19067,19458,38525,1222,1232,2456
POA6062,17023,17125,34144,983,959,1937,1877,1686,3569,921,823,1741,1114,974,2086,2618,2500,5124,2356,2361,4715,2093,2094,4184,1970,2048,4015,1681,1942,3623,1080,1187,2271,326,548,876,16241,16609,32850,780,514,1289,260,269,525,14,11,19,10,10,27,280,285,565,9488,9236,18725,6809,7308,14116,10717,10405,21120,5524,6076,11597,14190,14408,28602,304,245,545,1766,1601,3369,715,678,1393,446,421,870,585,767,1351,8187,8406,16599,1281,1150,2433,2534,2631,5166,622,597,1213,582,801,1381,178,243,420,16050,16362,32410,532,564,1099
POA6063,7595,7454,15045,481,443,929,1194,1049,2246,525,501,1022,546,466,1013,1043,1031,2072,1116,1082,2197,927,983,1907,910,952,1858,616,596,1205,210,249,456,40,99,138,7238,7220,14448,355,235,590,205,235,442,4,7,11,7,6,18,220,250,470,4178,3980,8162,3059,3150,6214,4398,4194,8598,2786,2871,5657,6428,6231,12653,134,109,245,1118,963,2079,390,387,776,179,177,357,208,326,538,3035,3151,6183,641,584,1227,1292,1188,2481,271,290,565,236,296,535,113,142,255,7167,7141,14308,220,229,441
POA6064,15485,15582,31068,944,967,1908,2103,1927,4031,988,969,1953,1155,1042,2203,2093,2059,4155,2061,2093,4149,1977,1992,3971,1869,1956,3822,1394,1512,2904,703,759,1467,193,315,506,14899,15146,30045,585,435,1020,402,489,892,3,6,16,8,13,19,420,511,928,8570,8380,16950,6136,6491,12627,8908,8647,17554,5714,6074,11785,12924,12981,25907,228,229,460,1914,1783,3695,713,760,1472,375,436,813,444,733,1176,6148,6387,12528,1278,1148,2426,2590,2505,5095,628,638,1260,630,784,1414,398,501,892,14661,14778,29434,555,656,1210
POA6065,33674,34763,68443,2505,2350,4852,5393,5213,10609,2282,2154,4439,2139,2014,4159,4236,4770,9009,5377,5654,11029,4692,4723,9414,3299,3370,6672,2272,2517,4788,1123,1433,2558,347,568,915,31933,33867,65799,1744,896,2640,334,358,692,16,15,37,15,8,20,366,381,748,19550,20052,39605,12923,13867,26786,24407,25170,49573,7926,8556,16480,29242,30296,59534,787,720,1502,5199,5031,10231,1773,1787,3559,759,835,1596,766,1469,2237,14803,16777,31584,2732,2622,5351,5161,4830,9990,1093,1026,2119,541,693,1228,211,282,485,31707,33579,65286,731,795,1525
POA6066,9198,9263,18459,530,537,1067,1272,1205,2481,687,623,1307,688,618,1309,1216,1153,2363,1081,1158,2234,1147,1334,2481,1414,1406,2824,773,770,1544,308,351,658,86,109,198,8778,8995,17771,416,265,688,186,197,383,0,4,3,0,8,6,194,202,397,5537,5422,10964,3309,3529,6832,6096,5903,11998,2674,2950,5624,7864,7966,15833,151,139,294,1192,1110,2305,494,488,987,236,246,483,218,401,618,3853,4021,7867,814,791,1610,1660,1573,3231,342,343,682,237,295,533,141,180,322,8709,8925,17637,227,225,456
POA6067,21,28,45,0,0,3,4,0,11,0,3,0,0,0,0,4,9,14,7,0,7,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,21,28,45,0,0,0,7,21,24,0,0,0,0,0,0,10,21,27,13,23,36,0,0,0,18,25,43,0,0,0,18,25,46,0,0,0,5,0,5,0,3,3,0,0,0,0,0,0,5,4,9,3,0,6,4,4,8,0,0,0,0,7,7,0,0,0,6,17,26,33,32,65
POA6068,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
POA6069,22688,23667,46350,1995,1772,3767,4072,3922,7994,1675,1527,3199,1366,1380,2744,3056,3689,6749,3637,3858,7490,2953,3055,6010,1931,2112,4037,1181,1370,2556,628,728,1351,192,265,451,21232,22900,44137,1449,769,2216,703,677,1378,28,25,55,16,15,30,747,716,1462,14239,14831,29070,7338,7983,15321,17427,18140,35562,4064,4593,8663,19025,19907,38931,597,497,1102,3870,3728,7598,1212,1172,2389,368,455,824,515,1042,1564,8795,10374,19174,1997,2019,4015,3670,3577,7244,803,704,1503,288,354,644,74,125,203,20993,22511,43505,702,804,1506
POA6070,1844,1876,3725,97,87,183,304,277,579,128,106,232,82,63,147,115,123,237,229,261,492,272,298,568,257,267,521,217,238,452,124,132,255,29,28,58,1725,1782,3509,116,95,214,19,27,41,0,0,0,0,0,0,19,27,41,1248,1288,2541,534,522,1057,1707,1715,3420,77,96,173,1701,1729,3429,29,27,53,289,268,552,99,90,182,32,30,65,40,81,120,951,1031,1977,130,110,248,241,240,487,48,50,93,11,14,27,0,0,0,1724,1781,3505,39,45,85
POA6071,1731,1770,3502,90,82,168,220,205,427,122,106,228,81,87,169,131,144,282,184,197,384,255,303,558,278,268,543,218,247,463,123,96,220,27,42,64,1555,1669,3225,171,103,279,23,21,40,0,0,0,0,0,0,23,21,42,1204,1239,2447,427,475,902,1542,1590,3130,93,117,206,1528,1612,3140,23,31,55,212,197,409,98,82,183,39,37,77,44,73,114,788,961,1748,137,120,259,313,266,581,60,53,113,17,23,40,0,0,0,1555,1659,3216,37,40,73
POA6072,424,407,829,25,13,36,53,44,97,22,31,56,22,13,43,46,36,80,41,56,95,58,68,125,76,68,144,52,46,104,19,20,42,7,3,10,386,389,777,39,17,58,12,7,20,0,0,0,0,0,0,12,7,20,308,288,597,95,101,196,387,378,765,14,16,30,369,358,726,9,4,8,49,44,92,21,29,50,10,11,17,6,19,26,182,216,395,36,32,75,84,67,149,16,14,34,4,7,7,0,0,0,381,396,779,11,10,22
POA6073,1510,1676,3190,63,61,127,171,199,364,99,81,182,67,66,131,123,124,245,144,174,320,206,243,449,234,240,484,217,238,457,132,158,293,57,89,140,1395,1611,3008,115,67,184,26,18,44,0,0,0,0,0,0,26,21,48,1043,1145,2190,397,469,859,1401,1555,2949,44,68,116,1382,1516,2897,14,15,29,161,186,353,78,63,139,24,20,46,30,58,86,615,786,1400,142,156,298,346,310,655,66,63,128,40,35,76,0,5,3,1374,1579,2953,59,70,130
POA6074,514,489,1001,25,21,45,61,62,124,27,34,61,22,21,37,56,37,92,57,55,109,92,71,162,74,76,149,71,67,142,32,33,58,10,13,17,466,467,931,48,23,70,6,4,11,0,0,0,0,0,0,6,4,11,372,358,735,125,110,230,477,449,930,15,16,32,452,443,898,7,8,14,59,61,117,25,27,50,9,9,8,10,14,23,200,208,407,43,51,94,131,100,233,21,22,41,11,7,17,0,0,0,469,457,922,10,19,32
POA6076,11010,11292,22308,454,444,901,1573,1458,3034,769,698,1465,607,488,1094,751,797,1548,1155,1318,2472,1593,1634,3224,1473,1534,3007,1435,1534,2969,930,989,1914,279,400,676,10312,10837,21142,703,462,1163,124,140,263,4,5,8,0,3,6,130,144,274,7568,7622,15189,3052,3346,6400,9945,10096,20043,644,856,1501,10015,10261,20279,118,148,266,1535,1413,2949,596,568,1161,244,231,480,235,397,631,5122,5769,10892,889,828,1712,1917,1829,3744,411,349,756,212,205,418,19,28,54,10201,10628,20831,374,409,782
POA6077,840,800,1639,36,20,52,80,57,141,60,47,107,62,48,116,50,48,97,58,65,123,81,104,190,160,139,301,143,157,302,83,105,188,19,13,35,784,763,1539,61,38,95,16,12,26,0,0,0,0,0,0,16,12,26,550,492,1049,254,275,526,708,671,1380,93,100,194,766,721,1487,5,7,13,83,57,138,43,40,77,21,17,38,7,24,34,318,355,673,64,73,134,217,182,403,59,34,90,28,32,59,6,6,11,785,757,1545,13,25,44
POA6078,500,439,941,21,16,34,70,60,127,41,31,69,38,25,63,50,34,80,47,58,102,62,58,121,71,87,165,69,54,127,28,14,43,0,5,5,468,422,891,30,24,56,8,9,10,0,0,0,0,0,0,4,9,12,339,269,608,132,142,272,425,367,796,44,42,88,442,386,827,3,0,4,68,54,118,31,22,52,18,6,23,4,16,22,177,187,360,49,44,97,119,85,205,28,14,40,16,12,30,0,4,4,458,412,867,26,26,52
POA6079,16,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,6,4,6,9,4,3,5,0,0,0,16,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,17,9,9,11,16,11,27,5,3,8,17,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,3,8,11,12,0,0,0,0,0,6,0,0,0,16,15,34,0,0,0
POA6081,2457,2465,4919,128,130,258,358,314,666,184,185,375,130,91,217,230,241,470,287,309,597,374,400,776,353,397,752,263,259,519,117,114,232,34,20,55,2271,2360,4633,188,105,283,40,41,75,5,0,5,0,0,0,42,41,78,1813,1819,3633,535,571,1111,2267,2285,4551,88,92,183,2224,2244,4467,33,45,79,333,299,637,141,157,291,41,36,79,42,97,140,949,1178,2128,252,232,482,529,416,945,98,93,191,33,31,58,9,0,11,2262,2345,4607,70,74,139
POA6082,1732,1689,3422,98,87,186,280,213,495,100,121,221,86,73,153,192,179,368,201,231,428,229,244,477,265,262,534,186,179,366,84,80,161,18,17,35,1561,1595,3152,179,91,270,36,31,68,5,0,5,0,0,0,41,31,66,1279,1240,2516,339,371,706,1553,1529,3084,59,73,133,1536,1514,3049,23,19,42,259,210,463,68,96,167,25,23,43,34,81,118,583,732,1306,178,168,345,366,323,692,73,72,145,41,21,60,7,0,7,1540,1603,3145,61,66,125
POA6083,1775,1795,3570,57,77,135,199,204,400,123,134,257,101,78,175,114,125,244,174,198,375,339,340,684,341,330,668,210,191,403,93,88,183,24,20,41,1594,1689,3285,185,104,289,24,37,60,3,0,3,0,0,0,27,37,64,1292,1289,2579,366,423,791,1601,1633,3235,57,81,141,1560,1619,3181,16,21,41,186,197,382,88,97,185,30,27,54,34,59,91,662,817,1480,178,170,346,440,351,801,87,67,149,30,26,53,0,4,6,1559,1646,3203,66,81,150
POA6084,4644,4412,9063,272,235,504,670,597,1266,350,291,642,304,258,562,518,500,1020,512,579,1094,711,730,1447,659,653,1306,444,385,833,181,146,325,25,37,64,4237,4199,8435,411,217,625,99,61,158,4,0,6,3,0,3,106,59,161,3223,3043,6266,1016,1077,2098,4076,3965,8045,210,197,400,4003,3897,7899,55,65,120,625,559,1184,218,206,422,51,70,119,44,148,194,1424,1763,3193,481,429,910,1123,915,2033,216,163,378,92,57,151,9,10,21,4022,4065,8088,352,245,595
POA6090,17,8,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,5,4,3,11,0,12,3,4,3,11,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,4,19
POA6100,8061,7749,15816,386,437,822,664,620,1276,277,319,597,671,678,1348,1756,1734,3495,1434,1282,2715,972,877,1854,929,833,1762,664,617,1280,229,248,482,78,104,182,7553,7388,14940,513,365,877,111,95,205,3,0,4,4,0,7,120,93,214,4412,4156,8568,3146,3249,6393,5547,5080,10621,1989,2288,4277,6065,5702,11762,102,115,219,627,581,1208,216,262,479,309,349,656,467,663,1133,4872,4880,9758,498,401,900,841,751,1590,157,127,283,92,125,218,33,40,76,7311,7219,14533,794,824,1614
POA6101,8729,8576,17301,540,555,1094,833,787,1618,352,338,696,656,682,1335,1906,1814,3727,1491,1414,2908,1098,1097,2198,877,815,1692,610,636,1238,271,302,573,90,143,232,8302,8236,16542,425,342,761,180,182,357,11,5,9,0,0,0,185,187,371,5186,4987,10176,2980,3145,6125,6226,5984,12209,1896,2091,3988,6791,6715,13503,157,138,298,789,737,1526,270,267,535,300,337,640,495,637,1134,4943,5088,10033,493,459,945,924,800,1719,193,188,379,125,169,291,65,59,121,7929,7987,15913,602,455,1051
POA6102,7066,6879,13949,322,308,627,509,478,989,335,360,690,1106,883,1986,1928,1461,3396,909,874,1780,613,541,1158,448,487,929,356,468,828,326,515,837,217,507,718,6725,6645,13363,344,236,582,168,194,361,6,0,6,7,4,9,185,196,379,2974,3095,6063,3549,3215,6761,3661,3628,7292,2793,2516,5310,4230,4357,8588,64,75,138,479,436,916,242,292,527,691,538,1219,692,568,1260,4267,3855,8118,342,315,653,651,714,1366,133,175,310,155,222,376,42,57,103,6199,5841,12037,767,1009,1775
POA6103,5614,5282,10897,316,291,606,448,420,870,158,163,322,453,450,900,1454,1354,2811,963,847,1807,628,528,1160,597,545,1143,375,382,758,165,212,381,53,82,136,5242,5038,10280,372,249,616,113,132,243,0,4,10,3,0,0,120,137,255,3032,2744,5777,2221,2282,4499,3561,3242,6796,1665,1754,3422,4174,3820,7998,73,58,137,418,391,808,112,123,239,182,179,365,335,435,770,3177,3062,6242,402,347,741,653,596,1252,120,135,257,100,125,224,42,35,78,5088,4907,9995,479,306,787
POA6104,7677,7405,15082,413,429,841,766,714,1487,366,293,661,525,475,999,1365,1270,2630,1167,1100,2265,1027,916,1947,908,871,1779,640,690,1331,356,365,721,152,275,432,7195,7095,14294,483,307,787,231,232,461,6,8,12,7,4,8,246,239,484,4174,4052,8227,2839,2792,5631,5084,4849,9934,1929,1977,3903,5783,5628,11409,93,108,199,693,655,1344,253,217,474,181,187,370,290,439,730,3583,3660,7241,587,506,1089,1168,1050,2218,271,212,486,179,209,386,64,69,132,6783,6642,13422,965,782,1744
POA6105,8126,8161,16283,526,516,1043,947,934,1881,439,407,850,564,578,1146,1535,1548,3083,1315,1214,2535,986,927,1916,831,745,1572,539,649,1192,308,417,724,119,212,335,7645,7854,15501,478,309,786,170,199,367,7,6,12,3,5,4,184,206,392,4054,4084,8137,3552,3611,7162,4720,4680,9398,2835,2938,5774,5917,6003,11920,118,103,224,879,859,1748,320,321,642,211,212,426,351,512,862,3759,3940,7698,581,547,1127,1173,1121,2295,282,261,548,221,279,502,83,78,161,7434,7640,15080,389,383,770
POA6106,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,9,7,0,7,0,0,9,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,9,0,9
POA6107,24707,23875,48583,1951,1807,3761,3012,2869,5884,1223,1153,2373,2151,1930,4089,5019,4827,9845,4230,3850,8073,2713,2530,5248,2055,2167,4220,1399,1556,2958,740,815,1557,223,361,583,23636,23179,46814,1071,698,1767,455,523,980,16,9,25,13,23,37,485,557,1041,10999,10611,21608,12325,12073,24395,11475,11059,22533,11628,11424,23047,16983,16423,33401,489,431,913,2811,2668,5481,927,899,1829,1010,984,1994,1286,1798,3087,12445,12334,24782,1427,1307,2727,2883,2725,5606,737,666,1403,595,647,1239,272,327,596,22931,22509,45443,1168,1110,2278
POA6108,11726,11935,23665,741,681,1427,1589,1587,3178,727,703,1434,745,701,1454,1467,1531,2998,1703,1641,3341,1505,1520,3022,1337,1463,2806,1183,1273,2454,584,635,1222,138,190,329,11221,11594,22818,505,344,845,263,289,556,0,4,7,0,0,3,266,293,562,6461,6355,12815,4750,5115,9859,7660,7680,15337,3506,3761,7270,9469,9521,18997,202,189,393,1465,1479,2947,540,553,1100,294,295,591,369,585,955,4976,5232,10204,978,996,1977,2096,2056,4150,461,420,879,304,354,666,100,157,255,11109,11467,22574,350,363,711
POA6109,6668,6475,13143,463,472,940,925,852,1779,405,362,771,431,439,869,941,1003,1948,1102,957,2061,869,714,1585,665,663,1332,516,551,1069,265,311,582,78,137,215,6367,6275,12645,302,198,495,191,223,413,3,7,13,3,6,3,198,234,426,3350,3211,6564,2826,2855,5683,3630,3489,7123,2521,2516,5037,5167,4919,10080,89,119,206,851,782,1628,297,284,583,121,189,310,207,345,555,2464,2545,5013,514,445,962,1182,1110,2291,241,248,492,250,248,503,168,165,332,6124,6073,12200,409,359,766
POA6110,22206,22664,44873,1652,1593,3241,3508,3199,6705,1421,1403,2824,1467,1403,2869,2872,3084,5950,3426,3547,6977,2892,2846,5740,2207,2271,4482,1652,1784,3432,814,1047,1861,291,499,790,21195,22011,43206,1009,660,1669,586,614,1197,10,3,18,11,14,29,613,632,1241,12511,12502,25015,8517,9034,17555,14460,14634,29088,6450,6787,13239,17951,18199,36147,415,446,859,3297,2986,6287,1025,1091,2115,483,551,1033,592,1000,1591,8487,9448,17938,1759,1751,3514,3907,3838,7751,917,837,1751,563,594,1159,261,305,567,20748,21380,42132,888,1058,1948
POA6111,11816,11828,23639,669,608,1275,1546,1503,3047,735,708,1444,696,635,1330,1411,1377,2785,1517,1554,3073,1585,1600,3188,1582,1584,3166,1295,1409,2707,599,640,1242,172,206,379,11146,11381,22532,670,438,1106,328,329,661,7,4,17,12,11,19,352,342,691,7713,7552,15272,3395,3634,7033,9821,9754,19573,1270,1415,2690,10095,10098,20194,177,157,330,1425,1384,2812,486,527,1015,185,212,393,267,488,757,4309,4872,9184,1155,1101,2262,2565,2349,4914,540,477,1017,265,239,506,74,70,144,10860,11037,21902,531,579,1110
