POA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6409,217,172,386,8,10,18,32,23,50,14,4,20,10,4,12,28,15,45,12,23,37,31,33,64,46,24,69,17,21,40,12,10,25,0,5,6,197,159,354,17,17,32,10,17,29,0,0,0,0,0,0,10,17,29,165,122,288,18,28,40,184,142,327,0,0,0,175,136,304,5,0,4,28,16,46,10,0,13,3,0,3,0,8,8,68,66,135,16,15,24,42,29,68,13,0,21,12,10,18,0,0,0,178,135,313,31,26,60
POA6410,488,464,949,25,22,45,48,30,80,30,32,61,15,11,24,43,36,79,52,55,103,55,65,121,87,76,161,70,58,126,43,55,101,12,32,46,442,430,867,44,35,82,52,35,78,0,0,0,0,0,0,50,35,85,372,352,724,58,62,117,421,395,815,21,25,45,419,395,809,5,4,9,43,29,73,13,25,35,0,5,0,3,11,18,120,136,255,36,46,76,119,118,235,39,31,74,37,19,52,3,0,5,400,391,788,65,72,138
POA6411,69,62,133,3,4,4,3,3,5,4,0,9,0,5,8,5,5,15,7,4,11,10,11,24,18,15,27,7,9,20,5,6,11,0,0,0,64,56,126,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,44,43,83,6,9,16,54,50,104,0,4,6,49,48,103,0,0,0,4,3,8,0,0,3,0,0,0,0,6,6,29,27,54,5,4,14,17,16,30,0,0,0,0,3,3,0,0,0,53,52,111,12,7,23
POA6412,33,28,59,0,0,0,5,7,8,4,0,4,0,4,4,3,0,3,6,3,7,6,5,9,7,8,13,3,0,4,0,0,0,0,0,0,28,21,56,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,24,17,42,0,0,0,22,17,42,0,0,0,22,17,42,0,0,0,5,7,8,0,0,0,0,0,0,0,0,0,13,5,20,4,0,3,5,7,10,0,0,0,0,0,0,0,0,0,20,13,35,9,9,19
POA6413,34,22,59,0,0,0,0,3,3,0,4,6,0,0,0,4,0,7,4,4,12,4,0,10,5,5,14,8,0,13,4,0,4,0,0,0,27,23,55,5,3,9,0,0,4,0,0,0,0,0,0,0,0,4,21,15,39,6,0,8,25,22,47,0,0,0,26,22,49,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,12,10,19,0,0,5,11,8,19,3,0,6,0,0,0,0,0,0,31,15,42,3,4,7
POA6414,34,38,75,0,0,0,6,9,13,0,0,3,0,0,0,3,6,13,3,5,4,4,3,9,11,5,14,3,9,14,3,0,3,0,0,0,32,35,73,0,0,4,0,0,6,0,0,0,0,0,0,0,0,6,22,24,49,7,3,13,30,30,58,0,0,0,25,28,53,0,0,0,5,9,13,0,0,0,0,0,0,0,0,0,4,15,18,5,3,4,11,3,13,0,4,0,0,0,4,0,0,0,33,32,61,6,4,17
POA6415,1415,1352,2771,83,90,174,181,181,353,76,82,162,86,64,153,179,165,348,159,171,325,183,152,334,196,196,394,165,147,307,77,69,146,24,40,69,1299,1263,2562,120,87,210,84,76,162,0,0,0,0,0,0,84,76,162,1081,1023,2101,157,169,323,1181,1136,2317,76,71,145,1198,1163,2355,21,14,37,167,154,318,44,54,98,13,12,25,20,35,57,423,446,866,142,138,285,308,269,573,79,59,138,59,36,100,0,4,4,1183,1155,2337,272,191,465
POA6418,388,354,742,21,16,45,54,48,97,21,9,29,18,6,29,33,31,65,48,41,85,36,42,79,50,45,93,67,61,130,27,39,69,8,12,24,351,316,666,39,36,70,14,20,33,0,0,0,0,0,0,14,20,34,308,279,592,31,41,73,322,301,629,22,13,33,332,306,642,5,0,7,47,46,95,14,9,21,5,3,6,4,11,13,110,118,227,29,18,53,87,77,169,18,19,33,17,16,26,0,0,0,313,295,610,93,37,133
POA6419,33,21,51,0,0,0,3,0,6,0,0,0,0,0,4,6,0,9,0,0,0,10,7,15,5,0,11,0,0,0,0,5,5,0,0,0,32,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,39,3,7,9,29,19,50,0,0,0,28,19,47,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,17,11,28,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,27,19,49,0,4,3
POA6420,40,36,77,8,6,4,6,6,9,3,0,4,0,0,0,6,8,16,5,5,8,7,6,12,4,7,12,4,0,9,0,0,6,0,0,3,41,33,72,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,39,29,66,3,10,10,40,31,77,0,3,3,43,29,73,0,4,3,6,6,9,0,0,0,0,0,0,0,0,0,11,8,22,9,0,6,12,10,21,3,0,5,0,4,6,0,0,0,41,32,71,0,0,0
POA6421,84,81,168,4,7,7,10,14,20,3,11,12,3,0,7,7,10,14,12,13,26,12,14,25,13,11,20,9,14,25,0,0,4,3,0,3,73,72,149,16,9,19,3,6,8,0,0,0,0,0,0,3,6,8,63,62,127,3,3,9,64,66,133,0,0,5,70,66,136,0,0,0,13,11,19,0,5,6,0,0,0,0,0,0,20,33,54,11,10,21,20,6,29,0,0,5,4,0,5,0,0,0,57,65,122,11,16,29
POA6422,33,37,64,4,0,7,6,8,12,0,4,4,0,0,0,8,6,7,4,5,9,4,3,10,3,5,9,0,0,0,0,0,5,0,0,0,32,27,59,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,27,29,56,5,5,8,29,25,54,0,6,3,32,33,55,0,0,0,6,8,12,0,0,0,0,0,0,0,0,0,15,14,26,3,5,8,6,3,5,0,0,0,0,0,0,0,0,0,32,32,61,0,0,0
POA6423,74,73,146,4,5,9,5,0,8,0,0,5,0,0,0,8,11,13,5,7,12,8,4,14,20,17,36,14,12,29,11,3,18,4,4,8,66,72,132,9,4,15,0,3,3,0,0,0,0,0,0,0,3,3,54,54,108,11,13,24,70,64,133,0,0,0,65,60,130,0,4,4,5,0,8,0,0,4,0,0,0,0,0,0,27,26,52,12,9,16,19,13,33,6,8,17,0,7,7,0,0,0,62,59,125,148,21,171
POA6424,38,34,72,0,6,7,3,0,3,0,0,0,4,0,6,3,4,8,6,0,8,8,3,11,18,10,22,5,3,7,0,0,0,0,0,0,34,32,62,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,30,27,52,7,4,10,32,27,60,5,0,3,30,25,58,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,12,25,0,0,3,11,3,13,0,0,3,0,0,0,0,0,0,27,22,54,7,4,13
POA6425,42,40,83,4,3,5,3,0,6,3,0,3,0,0,0,9,12,18,5,4,9,0,7,11,9,15,20,4,3,8,0,0,3,0,0,0,38,29,61,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0,43,23,61,4,6,10,42,30,78,0,0,0,46,28,72,0,0,3,0,0,3,3,0,3,0,0,0,0,0,0,23,14,39,3,0,11,6,4,17,0,0,0,3,0,4,0,0,0,40,31,65,4,4,7
POA6426,552,348,894,22,9,29,28,36,61,13,6,11,22,15,42,75,47,125,94,49,139,96,73,174,104,45,155,61,42,105,21,16,45,4,9,15,514,315,824,41,31,69,11,11,20,0,0,0,0,0,0,13,11,27,343,236,578,95,75,170,397,281,677,40,33,73,396,268,668,4,0,7,21,33,58,5,0,5,0,0,5,3,9,13,160,115,274,44,40,83,124,88,216,26,11,41,24,13,42,0,0,0,329,265,595,649,151,806
POA6427,82,16,93,0,0,0,0,0,0,0,0,0,6,0,6,26,3,32,9,4,7,29,3,32,14,0,14,4,0,6,0,0,0,0,0,0,82,16,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,24,14,0,18,32,4,39,12,0,16,35,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,35,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,277,39,319
POA6428,33,28,56,0,3,3,4,5,3,0,3,3,0,0,3,3,3,6,5,4,6,5,6,19,5,4,9,3,0,3,0,0,0,0,0,0,27,25,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,23,41,0,0,0,23,23,41,0,0,0,23,23,41,0,0,3,0,5,7,0,0,0,0,0,0,0,0,0,9,12,17,0,0,4,6,3,9,0,0,0,0,0,0,0,0,0,16,20,41,7,8,19
POA6429,555,409,967,20,24,45,48,56,107,21,31,46,25,18,42,76,43,109,66,48,112,93,72,167,106,71,174,78,46,121,22,14,34,4,0,4,527,387,912,29,26,50,84,103,185,0,0,0,0,0,0,88,101,185,346,252,587,71,65,138,387,282,669,32,39,74,401,285,684,0,7,11,36,38,69,4,5,12,7,0,7,9,13,22,109,98,209,43,47,90,138,72,212,31,21,57,25,6,40,4,0,7,370,310,682,646,169,816
POA6430,11354,10567,21920,907,819,1721,1645,1559,3206,638,579,1215,756,720,1478,1856,1782,3641,1677,1632,3310,1522,1384,2905,1335,1143,2477,697,574,1276,269,252,521,50,119,173,10630,10007,20631,733,559,1288,675,664,1337,20,14,35,18,26,47,715,705,1417,7558,7040,14598,2894,2797,5686,8798,8182,16981,1579,1574,3153,8710,8181,16889,225,220,442,1503,1434,2937,406,353,757,128,110,236,332,497,830,3808,4247,8051,1122,912,2033,2297,1733,4032,455,333,791,203,194,398,37,34,67,10032,9504,19540,1821,1120,2940
POA6431,572,362,935,24,22,44,49,37,87,26,24,54,66,48,108,137,64,193,122,56,183,87,43,133,50,44,90,19,17,32,5,6,12,0,0,0,532,320,852,43,39,84,241,256,498,0,0,0,0,0,0,241,256,498,384,312,693,84,20,102,221,81,303,236,252,486,416,326,743,5,10,13,40,29,73,6,12,12,3,0,4,12,9,15,140,79,215,52,29,86,111,83,200,44,28,69,33,32,61,9,9,17,261,285,549,880,197,1078
POA6432,3910,3242,7150,253,254,509,547,489,1036,210,191,404,291,194,486,575,525,1105,587,453,1035,535,449,986,532,386,922,283,209,493,83,65,151,12,18,26,3682,3093,6780,229,152,371,458,326,779,6,3,12,20,7,24,487,331,814,2637,2124,4758,645,641,1287,2776,2401,5185,275,296,575,2645,2313,4954,51,74,118,423,392,813,89,96,187,17,30,50,58,112,169,867,917,1789,362,308,675,1034,662,1692,179,127,310,100,77,170,32,14,44,2988,2680,5675,1089,615,1701
POA6434,147,38,184,0,0,3,0,3,3,4,0,10,23,0,23,54,11,61,39,8,49,18,0,18,7,3,13,5,0,3,0,0,0,0,0,0,143,31,181,0,0,6,4,0,8,0,0,0,0,0,0,4,0,8,68,18,88,21,3,25,75,21,94,10,0,14,74,16,93,0,0,0,0,6,6,0,0,0,0,0,0,8,0,8,43,8,55,15,3,15,19,0,20,3,0,3,0,0,0,0,0,0,16,9,24,476,106,579
POA6436,97,56,153,3,0,3,3,3,6,4,3,3,4,4,17,6,5,17,24,0,29,14,11,20,20,14,29,20,5,25,5,0,3,0,0,0,90,55,146,8,5,10,23,20,47,0,0,0,0,0,0,23,20,47,50,35,88,8,5,15,49,33,80,12,12,22,56,42,98,0,0,0,3,3,6,0,3,5,0,0,0,0,0,0,23,12,39,8,9,7,21,15,30,5,3,3,3,3,4,0,0,0,55,36,92,231,65,297
POA6437,467,282,747,31,30,62,55,45,105,6,14,20,72,31,99,108,52,155,90,50,135,53,41,90,42,22,65,10,6,18,0,0,0,0,0,0,428,260,695,32,26,58,12,7,21,3,0,9,0,0,0,19,5,28,228,154,374,89,68,157,277,187,470,30,28,61,265,166,431,8,4,16,49,29,83,3,5,8,3,8,7,11,9,19,129,84,215,33,25,58,72,36,105,8,4,11,4,9,6,0,0,0,161,170,332,1160,276,1432
POA6438,516,325,837,18,21,38,39,35,66,16,21,32,33,20,55,137,55,193,79,51,125,78,47,120,65,47,117,38,26,65,11,11,26,4,0,3,479,299,778,36,26,59,50,73,126,0,0,0,0,3,4,52,75,129,219,195,416,75,58,131,243,192,436,58,57,119,268,218,484,3,5,8,23,21,48,3,0,4,0,3,0,9,9,12,108,89,196,37,22,63,60,52,115,28,14,41,7,21,27,3,0,7,223,240,461,1188,309,1502
POA6440,916,419,1333,24,22,47,47,40,90,24,21,46,65,31,94,217,101,323,174,61,236,174,56,223,142,64,207,38,15,56,5,3,11,0,0,5,839,385,1226,71,34,105,163,165,323,0,0,0,0,0,3,166,160,325,400,258,658,152,56,202,433,199,631,118,112,225,483,275,758,0,6,9,41,31,68,14,6,17,4,0,7,22,3,26,216,112,327,85,46,135,137,73,213,20,16,37,17,11,33,5,0,6,239,245,487,2821,601,3426
POA6442,1284,1180,2472,105,90,194,176,167,343,73,80,154,66,95,166,182,153,338,165,190,352,197,163,361,182,140,328,96,80,173,29,20,52,6,5,12,1222,1137,2356,67,46,111,56,69,122,3,0,5,0,5,3,59,71,128,771,704,1473,210,213,429,945,862,1806,50,68,109,859,785,1645,13,17,32,135,129,265,35,39,76,3,15,18,16,27,51,256,288,545,118,108,228,276,249,526,65,46,114,36,18,56,3,3,9,970,919,1894,634,318,950
POA6443,404,315,722,24,9,34,27,20,45,15,9,27,19,17,43,58,42,103,24,36,62,68,47,119,73,66,147,58,42,99,26,17,50,5,0,3,364,283,648,42,34,75,49,37,89,0,0,0,0,4,4,50,44,94,236,192,429,77,68,143,298,228,524,24,26,47,290,215,508,0,0,0,18,18,32,5,3,12,0,0,0,0,5,8,97,78,177,33,32,64,90,86,178,31,18,52,24,15,34,0,0,0,263,224,484,488,216,703
POA6445,81,78,159,9,3,10,11,14,29,6,0,6,0,0,0,7,3,10,9,7,21,15,14,31,12,15,29,6,6,22,5,5,12,0,0,0,70,71,143,5,13,15,0,3,3,0,0,0,0,0,0,0,3,3,69,69,136,8,8,17,69,68,136,5,3,9,66,69,131,4,4,3,11,21,27,7,0,7,0,0,0,0,4,5,18,34,48,13,5,17,15,8,22,5,7,16,5,3,6,0,0,0,64,64,130,9,4,17
POA6446,60,56,113,3,10,11,6,8,16,4,4,6,0,5,0,7,7,13,5,7,16,15,8,21,8,10,15,5,4,7,4,0,8,0,0,0,55,52,109,4,3,6,5,0,5,0,0,0,0,0,0,5,0,5,53,52,107,4,0,6,54,52,107,0,0,3,59,52,111,0,0,0,6,8,16,4,4,5,0,0,0,0,0,0,16,20,42,13,3,19,9,8,16,5,4,13,5,0,5,0,0,0,59,52,110,5,9,10
POA6447,95,79,174,6,14,19,11,6,20,3,0,3,8,4,10,15,12,33,9,16,25,12,19,26,19,11,26,12,6,15,0,0,0,0,0,0,88,69,156,6,11,22,0,4,0,0,0,0,0,0,0,0,4,0,75,66,142,13,12,24,82,69,153,7,7,14,83,73,155,0,0,0,13,6,16,3,0,3,0,0,3,3,4,7,36,39,80,7,3,14,22,13,33,0,0,0,0,0,0,0,0,0,82,70,155,7,8,11
POA6448,213,194,406,11,14,20,40,34,73,12,12,24,9,8,22,24,30,48,22,21,42,29,28,62,28,21,51,32,19,49,5,5,12,3,5,6,194,186,379,14,11,28,14,6,19,0,0,0,0,0,0,14,6,19,160,141,306,17,24,39,171,157,331,5,6,14,180,162,342,4,0,4,31,30,57,7,7,12,0,4,4,0,3,10,43,57,106,37,23,54,49,35,83,7,6,17,5,0,10,0,0,0,160,150,308,68,66,126
POA6450,6624,6540,13159,391,372,768,906,881,1790,434,357,790,329,303,634,712,756,1472,745,805,1555,919,859,1782,929,879,1799,699,697,1397,437,462,897,108,168,278,5964,6030,11997,655,509,1166,288,277,568,5,3,13,3,0,5,298,286,588,5053,4891,9945,786,948,1729,5619,5584,11197,258,322,580,5536,5500,11041,89,102,187,785,769,1557,244,233,478,39,58,96,73,178,247,1937,2384,4323,654,723,1372,1499,1149,2647,330,283,616,203,166,368,10,17,31,5486,5567,11055,1129,939,2070
POA6452,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
POA6460,353,337,688,19,17,37,40,42,83,14,9,28,17,14,30,32,24,52,36,40,82,40,34,77,53,56,104,67,55,126,24,23,52,12,13,26,334,321,654,20,13,34,16,15,29,0,0,0,0,0,0,16,13,29,271,251,518,38,39,78,302,290,592,6,5,10,293,277,574,4,3,11,36,45,80,9,9,17,5,0,6,0,6,8,96,103,196,33,28,61,83,75,165,17,17,38,20,18,32,0,0,0,309,294,599,38,42,85
POA6461,253,238,494,13,14,26,33,35,70,5,5,16,18,12,32,12,18,26,30,40,63,35,23,64,28,27,60,52,47,96,15,21,37,3,9,6,229,215,451,22,21,45,12,17,28,0,0,0,0,0,0,12,17,28,208,198,404,23,24,47,227,221,448,6,0,4,220,221,445,4,0,10,32,31,66,8,6,9,0,4,4,0,7,7,64,77,148,17,21,42,70,56,132,15,10,25,14,3,15,0,0,0,221,214,436,29,14,44
POA6462,90,80,177,13,9,18,18,20,41,4,0,7,6,0,7,12,10,23,11,6,18,9,10,22,14,15,22,6,10,17,0,3,3,0,0,0,86,80,164,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,82,63,147,0,12,13,80,71,156,4,3,8,84,70,158,0,0,6,16,16,34,4,0,7,0,0,0,0,4,4,34,27,63,10,5,14,14,15,29,0,7,0,0,0,0,0,0,0,78,69,149,11,7,17
POA6463,14,6,23,0,0,0,4,0,4,0,0,0,0,0,3,0,0,3,0,3,3,3,0,0,5,0,5,0,0,4,0,0,0,0,0,0,14,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,0,0,0,14,6,23,0,0,0,14,6,23,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,8,9,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,17,12,28,0,0,0
POA6465,23,22,42,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,8,0,12,0,5,5,6,8,13,4,0,3,0,0,0,18,18,39,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,16,36,0,3,4,17,18,35,0,0,0,19,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,20,4,0,7,6,4,6,0,3,4,0,0,0,0,0,0,17,17,31,4,5,3
POA6466,33,26,56,3,0,3,3,0,9,0,0,6,0,0,0,4,3,12,0,4,3,0,8,8,6,6,11,6,4,11,0,0,0,0,0,0,21,21,41,10,4,19,0,0,0,0,0,0,0,0,0,0,0,0,27,14,44,5,7,10,24,22,51,3,4,4,30,22,51,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,21,12,33,0,3,3,6,0,11,0,3,6,0,0,0,0,0,0,21,21,41,0,0,0
POA6467,15,16,30,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,7,13,3,4,8,0,0,0,0,0,0,15,16,28,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,18,34,0,0,0,15,18,31,0,0,0,15,18,31,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,15,16,28,0,0,0
POA6468,106,89,194,6,6,11,11,9,18,0,7,10,6,3,9,11,9,17,19,13,34,22,19,36,21,15,41,6,4,10,5,5,9,0,0,0,95,86,180,8,5,16,4,0,4,0,0,0,0,0,0,4,0,4,62,57,116,23,18,41,79,67,148,7,6,16,72,65,136,0,0,0,8,7,18,0,0,3,0,0,0,0,0,0,42,36,78,7,12,15,15,7,22,7,5,6,6,0,10,0,0,0,85,71,155,14,18,33
POA6470,13,10,20,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,0,4,3,13,10,20,0,0,0,10,6,12,0,0,0,3,3,5,0,0,0,0,0,0,0,4,4,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,20,3,4,3
POA6472,88,64,151,3,10,11,7,0,8,0,0,0,0,5,6,3,5,14,11,9,25,21,16,31,15,11,29,9,11,15,3,0,5,4,0,3,79,62,140,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,73,50,124,7,8,10,77,59,131,0,3,3,74,58,130,0,4,4,8,0,8,0,0,0,0,0,0,0,0,0,26,27,58,6,4,14,22,18,37,0,0,0,8,0,8,0,0,0,76,55,134,5,7,16
POA6473,22,34,53,4,5,7,3,11,13,0,0,0,0,0,0,4,0,0,3,7,10,3,6,11,0,3,3,9,3,8,0,0,0,0,0,0,22,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,52,0,0,0,21,32,47,0,0,0,20,32,52,0,4,0,3,4,7,0,0,0,0,0,0,0,0,0,6,11,17,0,0,3,8,4,12,0,0,0,0,0,0,0,0,0,21,32,47,3,0,3
POA6475,193,153,350,8,11,15,25,12,42,3,9,12,0,3,7,20,12,28,18,20,33,30,26,53,26,31,63,37,23,61,15,6,27,0,7,6,169,137,307,21,15,40,0,10,9,0,0,0,0,0,0,0,10,9,155,129,289,25,14,43,185,153,331,0,0,6,176,140,316,4,4,5,25,12,42,0,0,6,0,0,5,3,3,6,62,61,119,19,14,33,48,35,85,12,8,18,11,3,14,0,0,0,170,140,318,13,0,13
POA6476,21,18,44,4,4,4,0,5,5,0,0,0,0,0,0,0,4,5,0,5,3,9,0,9,3,5,14,3,3,9,3,0,3,0,0,5,21,19,41,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,17,35,0,3,3,21,18,44,0,0,0,21,18,42,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,13,11,22,0,4,4,9,3,7,3,0,3,0,0,5,0,0,0,21,19,41,0,0,0
POA6477,123,117,242,9,11,17,11,10,25,5,7,9,3,8,12,13,14,30,14,11,24,17,17,32,29,23,58,7,6,18,4,6,8,3,9,7,104,102,205,21,15,33,8,6,14,0,0,0,0,0,0,8,6,14,99,92,190,15,10,24,108,103,210,5,0,3,103,103,205,0,4,6,13,11,16,0,0,3,0,4,4,3,0,7,43,39,80,8,11,24,24,27,52,8,9,19,0,0,0,0,3,3,93,90,185,23,19,41
POA6479,304,251,558,23,13,38,45,29,76,21,8,35,8,6,17,30,27,60,31,28,61,43,35,73,40,39,85,34,33,67,20,26,46,6,3,11,279,238,520,29,9,35,12,16,24,0,0,0,0,0,0,12,16,24,245,193,438,24,24,48,264,222,485,5,3,8,257,209,463,3,0,6,38,25,69,14,8,19,3,0,6,0,10,7,79,85,164,27,20,46,83,56,143,14,8,27,7,6,20,0,0,0,260,230,485,51,43,90
POA6480,20,16,39,0,0,0,0,0,5,0,0,0,5,0,0,4,0,3,0,0,0,3,6,11,9,4,8,3,0,8,0,0,0,0,0,0,21,16,37,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,9,9,9,15,16,26,0,0,0,10,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,10,19,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,14,16,31,3,0,3
POA6484,20,14,35,0,3,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,5,9,0,0,8,7,3,9,5,0,5,0,0,0,18,15,33,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28,4,5,4,16,17,27,0,0,0,16,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,3,0,3,5,4,10,0,0,0,0,0,0,13,11,26,11,4,14
POA6485,234,214,447,8,9,17,18,22,40,7,5,9,9,6,16,16,25,47,26,20,42,28,22,54,44,34,73,38,41,75,35,31,65,3,9,9,212,194,405,16,21,45,12,19,29,0,0,0,0,0,0,12,19,29,176,155,332,31,37,69,203,180,385,11,11,20,203,180,389,0,0,0,15,22,37,0,3,3,0,6,3,3,6,4,75,63,143,26,20,49,54,47,102,15,16,31,7,8,17,0,0,0,200,169,372,31,28,61
POA6487,19,21,45,0,0,0,0,0,3,0,5,8,6,0,8,5,4,5,0,0,0,0,3,4,3,8,10,4,0,4,3,0,0,0,0,0,19,17,38,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,20,14,33,3,0,5,24,14,38,0,0,0,18,17,39,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0,8,9,20,4,0,6,5,4,8,0,3,3,0,0,0,0,0,0,19,17,38,0,0,0
