POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6409,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,4,4,5,0,17,0,0,0,0,0,0,0,0,0,0,24,5,10,26,20,18,16,11,5,133,..,0,12,19,33,28,13,12,0,113,..,0,10,6,7,10,0,0,0,30,..,0,0,5,0,0,0,0,0,17,57,..,..,..,..,..,..,..,..,57,..,8,..,..,..,..,..,..,..,8,..,13,7,0,0,3,0,0,0,19,..,0,3,0,0,0,4,0,0,9,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,4,0,0,4,..,6,5,5,7,14,8,9,0,51,0,3,0,0,0,0,0,0,3,9,59,27,37,31,45,50,34,19,6,312
POA6410,..,0,0,0,0,0,0,3,0,3,..,4,5,6,5,15,14,20,9,70,0,0,0,0,0,3,0,0,0,8,51,30,32,49,55,64,49,39,18,384,..,0,20,42,43,64,57,30,9,264,..,3,23,20,17,28,7,4,0,107,..,0,6,5,10,3,9,5,0,36,118,..,..,..,..,..,..,..,..,118,..,26,..,..,..,..,..,..,..,26,..,22,6,9,11,0,0,0,0,46,..,3,4,0,5,3,0,0,3,19,..,0,0,4,0,0,0,0,0,3,..,0,4,0,0,3,0,3,0,16,..,8,6,12,19,24,27,28,13,136,0,3,6,6,0,0,4,4,0,26,118,65,69,91,106,138,111,69,26,794
POA6411,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,6,5,6,12,9,0,0,54,..,0,7,4,8,23,16,9,0,61,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,10,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,5,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,13,9,11,14,22,20,9,0,103
POA6412,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,3,0,0,0,14,..,0,0,0,5,8,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,9,0,0,8,10,4,0,0,37
POA6413,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,..,0,0,0,4,9,12,0,0,25,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,5,4,0,7,4,10,14,13,4,0,48
POA6414,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,3,7,6,0,0,30,..,0,4,4,0,7,8,0,0,28,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,6,..,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,4,5,11,8,0,0,58
POA6415,..,5,8,0,0,0,3,3,0,19,..,6,22,10,14,27,29,25,19,140,8,7,0,0,3,12,9,4,0,36,231,112,139,148,135,168,129,67,29,1156,..,3,110,137,150,207,154,63,15,848,..,52,72,60,39,21,12,3,3,253,..,0,19,24,25,21,0,4,7,102,455,..,..,..,..,..,..,..,..,455,..,54,..,..,..,..,..,..,..,54,..,64,30,8,8,5,0,0,0,116,..,7,3,4,3,9,3,3,0,36,..,12,0,4,0,0,0,0,0,8,..,9,17,4,3,11,6,3,0,59,..,24,38,29,45,60,73,39,26,327,10,9,6,5,13,16,10,10,3,77,464,248,289,283,294,341,265,121,56,2352
POA6418,..,0,0,0,0,0,0,0,0,6,..,0,3,0,3,8,16,14,8,43,0,0,0,0,0,0,0,0,0,8,66,15,27,41,33,35,44,26,10,296,..,0,28,59,36,48,58,25,3,257,..,3,12,10,3,0,3,0,0,39,..,0,0,0,5,3,0,0,0,22,142,..,..,..,..,..,..,..,..,142,..,12,..,..,..,..,..,..,..,12,..,12,6,0,0,0,0,0,0,26,..,0,0,4,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,4,0,0,4,12,..,5,9,4,10,14,31,18,8,88,0,4,4,0,0,0,3,0,0,16,142,43,59,79,65,71,98,47,11,621
POA6419,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,5,0,19,..,0,3,0,8,5,0,5,0,21,..,0,0,0,0,10,0,0,0,9,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,8,9,0,12,8,0,5,0,49
POA6420,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,5,5,6,7,0,0,0,32,..,0,4,4,8,6,0,3,0,29,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,5,..,0,3,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,4,15,3,14,8,12,10,9,6,3,74
POA6421,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,13,10,9,8,8,6,9,0,0,64,..,0,5,17,16,8,13,4,0,65,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,32,..,..,..,..,..,..,..,..,32,..,4,..,..,..,..,..,..,..,4,..,4,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,0,0,11,0,0,0,0,0,0,0,0,0,4,32,9,10,15,22,16,16,4,0,127
POA6422,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,5,3,5,0,0,0,31,..,0,3,6,9,9,0,0,0,25,..,0,6,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,20,0,7,9,10,9,0,5,0,63
POA6423,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,7,0,4,7,4,17,8,3,6,62,..,0,3,6,9,19,13,10,3,62,..,0,3,4,0,4,5,3,0,15,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,6,9,8,5,6,26,0,0,0,0,0,0,4,0,0,3,15,3,6,9,14,31,24,18,8,126
POA6424,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,0,0,0,26,..,0,0,6,4,8,5,0,0,18,..,0,3,0,0,5,0,0,0,7,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,20,3,0,0,46
POA6425,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,4,10,3,0,0,31,..,0,6,8,4,17,3,4,0,37,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,10,9,6,23,3,3,0,67
POA6426,..,0,0,0,5,0,0,0,0,10,..,6,3,3,5,4,11,5,3,44,0,0,0,0,0,0,3,0,0,9,40,16,33,32,58,37,40,16,5,266,..,0,15,26,47,41,56,15,4,209,..,3,19,13,16,6,5,0,0,66,..,0,6,7,8,6,0,0,0,23,84,..,..,..,..,..,..,..,..,84,..,3,..,..,..,..,..,..,..,3,..,8,7,3,0,0,0,0,0,23,..,0,0,0,4,0,0,0,0,0,..,0,3,0,0,0,0,0,0,11,..,4,5,0,9,7,0,0,0,25,..,12,11,11,23,33,25,17,6,138,0,0,0,0,7,6,0,0,0,14,80,36,62,66,108,102,92,35,8,584
POA6427,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,8,3,0,0,0,20,..,0,6,5,9,3,3,0,0,22,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,9,3,3,0,0,41
POA6429,..,0,0,0,0,4,0,0,0,4,..,0,0,0,6,10,5,3,0,27,0,3,0,3,5,6,0,0,0,14,60,30,37,36,57,49,36,10,0,315,..,5,17,19,44,58,50,9,0,210,..,6,20,6,26,16,7,5,0,89,..,0,7,14,10,0,4,0,0,44,114,..,..,..,..,..,..,..,..,114,..,10,..,..,..,..,..,..,..,10,..,19,5,5,5,0,0,0,0,38,..,9,10,4,5,4,0,0,0,27,..,0,0,0,4,0,0,0,0,13,..,0,0,0,3,3,0,0,0,15,..,0,4,3,18,37,31,17,0,108,5,5,0,5,3,6,0,0,0,23,118,63,67,62,111,129,98,32,4,682
POA6430,..,57,77,23,15,20,9,0,0,194,..,89,136,69,146,166,123,72,37,838,44,39,32,27,30,39,22,13,4,250,2234,1165,1607,1491,1272,1019,502,211,59,9556,..,45,1013,1695,1460,1260,606,196,30,6286,..,433,1025,529,406,209,60,15,0,2672,..,39,136,229,174,89,35,23,5,724,4527,..,..,..,..,..,..,..,..,4527,..,610,..,..,..,..,..,..,..,610,..,704,198,68,45,23,0,0,0,1043,..,126,80,53,46,63,53,25,10,446,..,63,68,22,25,13,0,4,0,203,..,150,226,77,57,44,19,9,0,574,..,161,367,265,348,408,284,150,39,2013,81,78,83,51,66,76,49,23,8,508,4608,2410,3192,2985,2611,2182,1094,432,100,19616
POA6431,..,0,0,0,0,0,0,0,0,3,..,3,0,11,5,10,4,0,0,20,0,0,6,3,0,4,0,0,0,14,54,58,44,49,40,39,7,3,0,295,..,30,34,38,30,18,8,0,0,160,..,12,7,3,5,3,0,0,0,42,..,10,11,6,9,6,0,0,0,44,114,..,..,..,..,..,..,..,..,114,..,12,..,..,..,..,..,..,..,12,..,27,11,4,0,0,0,0,0,41,..,16,15,15,16,14,4,3,0,71,..,0,0,0,0,4,0,4,0,5,..,0,0,0,0,0,0,0,0,3,..,6,4,17,3,15,7,0,0,48,3,10,6,4,6,3,0,0,0,38,123,105,94,92,75,61,19,10,0,573
POA6432,..,18,9,9,10,15,6,0,0,66,..,14,33,26,45,48,52,24,8,244,13,8,10,4,5,8,7,0,0,56,613,316,426,366,380,321,179,60,18,2673,..,6,193,337,336,360,159,51,8,1453,..,139,287,174,137,98,26,3,0,859,..,11,80,67,72,40,31,15,4,324,1245,..,..,..,..,..,..,..,..,1245,..,147,..,..,..,..,..,..,..,147,..,206,74,29,27,11,5,0,0,341,..,44,21,10,22,28,28,11,10,169,..,32,13,9,6,6,4,0,0,65,..,53,45,36,40,31,12,0,0,213,..,46,85,100,138,159,125,37,5,698,23,20,25,16,11,20,14,3,0,134,1268,704,818,785,784,740,406,126,27,5657
POA6434,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,6,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,15
POA6436,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,6,6,10,4,0,8,7,5,0,0,40,..,0,0,0,10,0,0,0,0,11,..,0,7,3,3,4,0,0,0,18,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,5,..,..,..,..,..,..,..,5,..,6,0,0,0,0,0,0,0,0,..,0,0,3,0,6,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,10,6,0,21,0,0,0,0,0,0,0,0,0,5,14,15,10,9,16,15,15,3,0,88
POA6437,..,0,0,0,0,0,0,0,0,0,..,0,9,0,3,0,0,0,0,13,0,0,3,0,0,0,0,0,0,10,58,17,40,31,20,14,4,0,0,176,..,0,26,35,24,19,7,0,0,101,..,12,21,14,6,3,0,0,0,61,..,0,0,3,0,0,0,0,0,12,119,..,..,..,..,..,..,..,..,119,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,5,..,0,6,0,3,0,0,0,0,22,0,3,0,5,5,4,5,0,0,18,121,32,66,56,44,25,8,0,0,349
POA6438,..,4,0,0,0,0,0,0,0,7,..,4,3,7,10,8,8,4,0,34,5,0,3,0,0,0,0,0,0,7,44,24,38,28,34,34,22,9,0,227,..,0,17,16,24,28,27,6,0,118,..,7,10,7,13,10,0,0,0,56,..,0,6,5,4,3,0,4,0,22,79,..,..,..,..,..,..,..,..,79,..,4,..,..,..,..,..,..,..,4,..,10,8,7,0,0,0,0,0,26,..,7,6,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,4,..,4,4,0,0,0,0,0,0,14,..,3,10,4,16,21,15,7,0,75,5,0,3,3,6,3,0,0,0,18,85,39,63,46,73,68,51,16,4,444
POA6440,..,0,0,0,0,0,0,0,0,0,..,0,0,4,4,6,4,0,0,27,0,0,0,0,3,4,0,0,0,10,48,32,37,34,32,42,14,3,0,239,..,7,20,11,11,34,6,3,5,86,..,3,17,16,17,12,0,0,0,79,..,0,8,4,5,7,0,0,0,28,102,..,..,..,..,..,..,..,..,102,..,12,..,..,..,..,..,..,..,12,..,10,3,0,0,0,0,0,0,21,..,15,4,14,9,7,8,0,0,56,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,5,8,9,5,22,14,5,0,66,0,4,6,4,3,0,0,0,0,23,102,61,66,64,59,86,30,13,5,478
POA6442,..,0,5,0,7,0,0,0,0,19,..,9,9,13,12,14,18,10,0,79,6,3,0,3,0,5,7,0,0,23,209,131,112,138,136,116,66,11,5,918,..,4,76,117,134,148,68,17,0,575,..,46,98,59,48,27,8,0,0,281,..,6,18,20,31,12,4,0,3,90,415,..,..,..,..,..,..,..,..,415,..,60,..,..,..,..,..,..,..,60,..,54,14,7,5,0,0,0,0,82,..,17,4,0,3,6,4,3,0,40,..,10,0,5,0,0,0,0,0,10,..,9,4,3,6,11,3,0,0,44,..,22,30,33,40,57,40,14,7,243,16,9,5,8,3,3,11,0,0,49,429,237,248,252,278,261,137,41,10,1893
POA6443,..,0,0,0,0,0,0,0,0,0,..,0,5,3,8,14,9,9,0,57,0,0,3,0,3,0,3,0,0,10,21,23,31,21,34,41,34,19,0,225,..,0,11,10,20,33,30,19,0,115,..,9,22,8,9,11,0,0,0,60,..,0,8,4,5,3,11,5,0,32,55,..,..,..,..,..,..,..,..,55,..,4,..,..,..,..,..,..,..,4,..,13,13,4,4,0,0,0,0,34,..,8,0,0,0,4,4,0,0,16,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,4,0,0,0,10,..,3,9,9,24,38,29,16,0,135,0,5,0,3,3,0,4,0,0,23,57,40,66,42,72,89,75,39,5,488
POA6445,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,0,4,9,12,11,6,3,0,64,..,0,3,14,21,15,10,3,0,68,..,0,0,0,6,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,31,..,..,..,..,..,..,..,..,31,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,3,..,0,4,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,31,3,7,15,23,20,15,7,0,127
POA6446,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,7,6,8,5,4,0,0,55,..,0,5,15,17,12,3,7,0,49,..,0,5,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,4,0,0,10,3,0,0,0,4,0,0,0,0,3,20,8,13,11,24,15,7,8,0,108
POA6447,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,5,9,9,18,7,3,0,0,69,..,0,8,9,18,21,6,0,0,62,..,3,12,5,5,0,0,0,0,29,..,0,0,0,0,0,0,0,0,0,30,..,..,..,..,..,..,..,..,30,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,7,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,3,30,16,27,23,21,28,7,0,0,152
POA6448,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,6,0,0,8,0,0,0,3,0,0,0,0,0,7,40,14,19,15,25,16,18,8,4,151,..,4,16,15,24,30,21,12,0,121,..,3,6,3,5,3,0,0,0,27,..,0,4,5,3,0,0,0,0,11,81,..,..,..,..,..,..,..,..,81,..,5,..,..,..,..,..,..,..,5,..,16,0,0,4,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,4,..,0,0,0,7,0,0,0,0,5,..,0,3,0,4,8,12,0,6,25,0,4,0,3,3,0,0,0,0,14,79,31,32,29,50,39,43,8,4,317
POA6450,..,28,31,14,13,15,8,3,0,115,..,27,45,28,66,118,147,173,79,693,14,36,33,8,24,35,22,9,3,186,1089,568,669,699,740,762,588,387,124,5621,..,24,417,710,805,875,699,370,75,3971,..,169,375,268,238,168,60,14,0,1289,..,20,63,133,112,64,30,31,22,472,2184,..,..,..,..,..,..,..,..,2184,..,366,..,..,..,..,..,..,..,366,..,319,107,36,53,22,0,0,0,532,..,63,25,16,20,31,35,19,7,214,..,34,25,8,9,6,0,0,0,94,..,67,73,33,29,33,18,9,0,265,..,88,131,109,178,262,268,277,111,1413,36,62,58,31,45,62,47,19,3,366,2214,1210,1268,1344,1488,1519,1163,740,210,11155
POA6452,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,..,0,0,0,0,5,3,0,0,3,..,0,0,10,0,7,10,7,4,48,0,0,0,0,0,0,0,0,0,5,60,17,18,42,31,47,48,17,6,291,..,0,15,40,42,46,65,23,0,239,..,10,12,8,3,11,4,0,0,47,..,0,3,0,3,8,0,3,0,23,111,..,..,..,..,..,..,..,..,111,..,8,..,..,..,..,..,..,..,8,..,16,9,0,0,0,0,0,0,24,..,3,0,3,0,0,4,0,0,9,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,7,7,0,0,13,..,9,4,12,5,26,32,17,14,106,0,0,0,0,0,0,0,0,0,8,114,41,49,70,60,98,108,42,16,599
