POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6031,..,25,38,12,12,11,0,0,0,96,..,12,83,62,63,101,90,38,11,467,20,30,19,6,14,10,8,4,0,119,2313,1205,1540,1557,1242,820,435,143,30,9282,..,33,1112,1857,1576,1011,546,173,17,6331,..,167,710,412,246,130,27,3,0,1692,..,26,154,274,260,134,38,18,0,918,4538,..,..,..,..,..,..,..,..,4538,..,1102,..,..,..,..,..,..,..,1102,..,831,315,71,30,5,4,0,0,1256,..,92,91,42,27,52,46,22,6,378,..,53,66,21,22,12,0,0,0,172,..,59,120,45,26,20,14,4,0,289,..,36,195,164,140,158,127,59,20,891,51,56,37,26,22,18,14,5,0,230,4594,2450,2808,2906,2350,1552,810,286,54,17807
POA6032,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,8,6,14,8,21,6,0,0,86,..,0,3,14,19,18,13,0,0,67,..,0,0,0,6,4,0,4,0,21,..,0,0,4,0,5,0,0,0,4,26,..,..,..,..,..,..,..,..,26,..,6,..,..,..,..,..,..,..,6,..,8,6,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,5,0,0,0,9,..,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,26,20,15,19,28,35,16,4,0,172
POA6033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,37,28,14,24,38,32,17,7,3,191,..,0,16,21,47,55,33,8,4,175,..,0,8,8,8,4,0,0,0,32,..,0,0,0,9,0,3,0,0,16,69,..,..,..,..,..,..,..,..,69,..,28,..,..,..,..,..,..,..,28,..,20,18,5,0,0,0,0,0,41,..,0,3,3,0,0,0,3,0,15,..,0,0,7,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,4,3,5,0,15,0,0,0,0,3,0,0,0,0,4,69,48,42,44,62,67,41,9,8,402
POA6034,..,0,3,0,0,0,0,0,0,8,..,8,25,19,16,29,15,3,0,113,5,8,5,4,0,0,0,0,0,22,485,219,424,280,193,122,71,25,0,1814,..,20,274,313,215,104,83,29,0,1035,..,94,309,101,32,16,6,0,0,568,..,8,52,49,46,24,4,9,0,184,985,..,..,..,..,..,..,..,..,985,..,127,..,..,..,..,..,..,..,127,..,94,43,14,6,0,0,0,0,152,..,20,19,3,6,13,13,3,0,82,..,13,14,0,0,6,0,0,0,30,..,0,6,6,3,0,0,0,0,22,..,15,53,37,30,33,24,0,0,195,11,13,10,4,5,0,0,0,0,42,995,404,788,516,340,199,134,44,0,3428
POA6035,..,13,13,6,10,18,6,0,0,58,..,11,29,32,53,74,101,67,18,381,20,24,23,3,11,5,5,4,0,94,1290,512,745,784,671,532,428,200,41,5203,..,23,492,772,743,611,541,260,24,3474,..,90,376,273,158,88,28,8,0,1025,..,16,123,162,147,63,25,16,6,568,2605,..,..,..,..,..,..,..,..,2605,..,450,..,..,..,..,..,..,..,450,..,368,128,45,24,13,3,0,0,578,..,42,38,16,23,25,26,15,11,191,..,26,24,5,8,3,3,0,0,76,..,25,31,15,27,35,8,5,0,143,..,24,85,87,138,142,144,96,25,742,36,46,33,20,13,17,9,4,0,187,2644,1102,1327,1398,1276,1008,793,411,72,10026
POA6036,..,36,26,17,8,16,11,6,0,117,..,37,85,69,110,162,123,65,12,665,18,34,19,12,17,12,11,9,0,123,1838,1324,1235,1337,1338,811,520,216,44,8664,..,34,713,1414,1618,944,579,220,34,5542,..,224,694,339,246,103,41,11,0,1660,..,35,175,291,277,135,41,23,7,985,3850,..,..,..,..,..,..,..,..,3850,..,1080,..,..,..,..,..,..,..,1080,..,878,258,60,34,20,4,0,0,1247,..,115,72,38,20,41,54,30,12,383,..,32,42,20,13,10,0,6,0,125,..,71,87,42,22,24,21,8,0,272,..,70,192,173,221,238,184,89,19,1174,32,55,48,24,34,22,21,9,0,231,3881,2588,2275,2403,2482,1521,936,383,77,16544
POA6037,..,3,7,0,3,4,4,0,0,27,..,4,8,6,19,34,25,21,6,124,3,10,9,3,0,10,0,0,0,37,384,152,207,233,246,218,165,80,19,1706,..,11,120,219,274,257,198,106,13,1204,..,23,128,95,82,52,32,7,0,412,..,4,29,31,30,26,10,3,0,139,814,..,..,..,..,..,..,..,..,814,..,123,..,..,..,..,..,..,..,123,..,138,52,11,15,0,0,0,0,213,..,7,6,3,9,3,12,12,10,58,..,4,3,3,3,7,0,0,0,23,..,6,16,5,5,6,11,0,0,51,..,8,36,33,70,74,61,40,12,335,6,17,17,5,3,14,0,3,0,64,819,333,394,407,490,442,332,169,34,3424
POA6038,..,16,14,8,8,8,0,0,0,47,..,20,79,50,62,75,39,21,4,350,15,15,23,6,3,3,9,6,0,67,1351,593,1057,835,628,356,207,62,8,5096,..,21,725,1020,681,389,246,72,4,3144,..,152,625,253,151,43,10,0,0,1229,..,12,126,134,142,61,32,3,0,508,2606,..,..,..,..,..,..,..,..,2606,..,431,..,..,..,..,..,..,..,431,..,343,109,32,5,0,0,0,0,491,..,49,44,8,14,17,24,10,0,168,..,22,34,11,6,9,0,0,0,75,..,29,40,20,19,7,0,0,0,115,..,46,163,125,111,114,61,33,3,647,29,28,37,10,10,8,11,4,0,141,2639,1127,1894,1609,1132,645,386,111,9,9556
POA6041,..,0,4,0,0,0,4,4,0,14,..,0,0,6,0,8,19,10,0,36,8,4,3,4,0,8,3,3,0,30,122,66,65,78,100,103,116,56,6,719,..,0,18,73,127,142,160,76,11,611,..,11,31,29,25,11,14,5,0,127,..,3,12,7,17,7,3,0,0,54,223,..,..,..,..,..,..,..,..,223,..,57,..,..,..,..,..,..,..,57,..,48,15,9,3,3,0,0,0,85,..,9,6,4,6,7,7,8,4,44,..,0,3,0,0,3,0,0,0,9,..,0,4,3,4,0,8,7,0,23,..,0,4,4,15,27,37,23,0,112,13,0,0,6,0,12,5,9,5,53,232,136,105,132,207,213,243,118,19,1400
POA6042,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,9,12,6,0,35,..,0,0,0,0,0,16,0,0,22,..,0,5,4,0,0,4,0,0,11,..,0,0,0,0,0,0,0,0,3,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,8,4,0,0,17,0,0,0,0,0,0,0,0,0,6,12,3,6,4,10,18,31,5,0,82
POA6043,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,3,4,6,0,15,0,0,0,0,0,0,0,0,0,5,6,0,6,3,17,27,21,14,0,93,..,0,0,0,16,23,34,9,0,84,..,0,3,0,10,8,3,0,0,30,..,0,0,0,3,0,0,0,0,5,5,..,..,..,..,..,..,..,..,5,..,4,..,..,..,..,..,..,..,4,..,0,7,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,0,0,4,5,8,15,13,0,45,3,0,0,0,0,6,0,0,0,5,8,5,17,5,38,48,56,24,3,198
POA6044,..,0,19,0,3,4,4,3,0,40,..,0,7,7,0,17,17,15,4,76,0,0,5,0,5,10,0,0,0,23,64,25,70,50,68,94,97,48,13,522,..,0,22,36,69,85,138,56,15,424,..,7,31,25,29,23,12,5,0,125,..,0,0,3,8,7,5,0,0,25,106,..,..,..,..,..,..,..,..,106,..,26,..,..,..,..,..,..,..,26,..,24,3,4,0,3,0,0,0,35,..,5,0,3,5,6,0,4,0,18,..,0,4,4,0,0,0,0,0,12,..,5,35,0,8,8,3,5,0,60,..,0,11,10,15,47,49,32,10,181,4,6,5,6,9,13,13,0,0,51,109,64,114,98,140,189,218,107,29,1066
POA6050,..,122,147,26,15,10,8,3,0,330,..,62,222,148,84,147,228,239,171,1301,17,29,21,14,14,11,13,9,3,130,1036,876,1100,1011,946,883,722,457,252,7282,..,14,444,1085,1207,1128,814,401,118,5221,..,120,568,328,245,152,76,16,0,1503,..,3,24,90,120,81,33,24,24,401,2097,..,..,..,..,..,..,..,..,2097,..,814,..,..,..,..,..,..,..,814,..,279,205,52,45,25,9,0,0,613,..,47,50,13,9,33,29,13,12,213,..,31,55,12,7,5,6,0,0,108,..,212,333,69,37,30,23,6,0,713,..,99,396,290,207,275,368,319,236,2185,34,45,42,28,25,21,19,14,5,237,2131,1660,2124,1972,1901,1740,1379,799,408,14104
POA6051,..,122,176,50,25,24,9,0,0,406,..,90,307,227,172,198,218,114,42,1363,13,19,36,16,10,18,13,7,3,130,777,651,1532,1076,710,572,498,203,65,6089,..,37,768,989,601,444,419,158,41,3456,..,198,828,376,180,120,60,16,0,1774,..,6,40,127,134,65,29,14,13,418,1600,..,..,..,..,..,..,..,..,1600,..,329,..,..,..,..,..,..,..,329,..,122,92,43,20,11,4,0,0,289,..,85,72,20,9,20,20,13,5,245,..,22,78,22,6,6,0,0,0,137,..,257,403,113,71,51,24,9,0,929,..,159,572,522,382,414,414,211,63,2733,24,29,64,37,24,25,23,14,3,245,1627,1235,2920,2249,1438,1153,994,425,112,12157
POA6052,..,78,74,9,13,23,6,0,0,203,..,26,108,67,73,142,167,128,83,790,13,19,7,12,10,10,5,3,3,84,930,628,785,904,803,727,489,270,137,5666,..,5,441,1080,930,778,522,205,68,4033,..,55,414,290,176,122,50,10,0,1121,..,6,22,98,147,98,30,30,22,454,1941,..,..,..,..,..,..,..,..,1941,..,556,..,..,..,..,..,..,..,556,..,265,174,53,37,20,4,0,0,553,..,53,39,20,20,29,32,21,13,226,..,36,37,11,8,7,0,0,0,93,..,132,168,30,23,38,19,3,0,421,..,49,190,166,162,243,276,179,104,1365,19,29,29,19,22,24,11,8,5,165,1967,1199,1521,1753,1517,1364,943,450,210,10922
POA6053,..,39,89,24,23,30,10,4,0,220,..,28,104,94,115,174,218,151,99,986,14,25,24,14,8,15,14,11,5,123,1237,703,1174,1150,1038,843,644,345,171,7295,..,22,724,1339,1107,868,627,324,79,5096,..,100,684,419,303,190,77,19,0,1800,..,8,42,122,168,107,51,17,28,531,2531,..,..,..,..,..,..,..,..,2531,..,661,..,..,..,..,..,..,..,661,..,347,189,63,48,17,9,0,0,673,..,71,56,19,14,35,37,25,19,276,..,31,54,11,9,7,4,3,0,112,..,87,204,66,71,76,35,13,0,546,..,48,208,212,223,340,350,227,128,1734,27,46,39,30,25,27,23,10,5,239,2556,1414,2197,2275,1973,1673,1215,627,267,14199
POA6054,..,56,75,35,38,59,34,10,0,314,..,30,104,114,150,270,337,251,124,1372,29,23,26,16,11,22,9,14,7,153,1684,1004,1389,1490,1342,1304,1033,568,202,10020,..,23,771,1515,1292,1289,1001,485,94,6475,..,174,776,467,348,225,105,24,0,2116,..,17,132,232,328,177,89,58,34,1066,3498,..,..,..,..,..,..,..,..,3498,..,847,..,..,..,..,..,..,..,847,..,645,380,129,86,41,9,0,0,1301,..,126,86,53,48,81,89,43,34,562,..,57,67,23,19,13,7,3,0,194,..,118,200,86,89,107,62,21,8,687,..,60,230,283,365,511,536,340,156,2483,49,42,52,27,38,33,21,25,9,294,3551,2110,2693,2825,2618,2475,1924,1004,331,19522
POA6055,..,55,83,27,26,39,10,4,0,247,..,46,190,118,124,183,177,108,41,976,23,33,37,21,17,18,12,3,0,174,3586,1560,3238,2631,1704,1300,790,334,102,15235,..,91,2821,3698,2082,1476,985,372,73,11591,..,316,1407,689,430,206,58,20,0,3129,..,14,198,290,286,166,55,33,21,1060,7400,..,..,..,..,..,..,..,..,7400,..,1324,..,..,..,..,..,..,..,1324,..,837,426,103,60,28,12,0,0,1453,..,228,240,86,62,119,104,56,16,919,..,83,150,47,30,14,12,4,0,340,..,106,230,93,56,76,32,7,4,596,..,85,445,309,251,339,283,168,57,1934,59,68,79,43,33,34,23,3,4,345,7456,3156,5992,5361,3288,2451,1564,662,168,30094
POA6056,..,94,90,47,78,71,45,17,3,439,..,90,219,180,285,457,587,466,229,2507,60,81,59,21,35,29,42,27,14,366,3202,2281,2587,2438,2621,2513,2065,1197,407,19309,..,66,1502,2306,2472,2641,2176,1152,231,12542,..,518,1307,760,597,443,207,72,6,3917,..,77,310,517,639,381,179,123,59,2286,6502,..,..,..,..,..,..,..,..,6502,..,1597,..,..,..,..,..,..,..,1597,..,1514,744,287,188,81,18,0,0,2836,..,255,184,68,94,157,180,102,42,1072,..,145,111,55,41,23,14,3,0,404,..,196,279,134,166,170,100,36,13,1093,..,173,538,513,708,908,986,690,315,4821,101,153,122,82,70,66,63,34,15,715,6610,4686,5096,4725,4982,4872,3922,2210,684,37784
POA6057,..,10,31,18,15,15,10,3,5,108,..,17,53,47,73,144,197,174,62,756,28,36,18,13,13,18,7,7,4,137,1444,928,1081,1054,1074,1019,796,449,129,7973,..,27,648,1095,1156,1208,957,484,103,5680,..,173,613,339,237,178,64,15,0,1624,..,12,123,233,240,133,52,34,23,848,2979,..,..,..,..,..,..,..,..,2979,..,759,..,..,..,..,..,..,..,759,..,659,310,98,74,31,3,0,0,1176,..,96,59,24,29,49,56,37,16,371,..,46,50,23,18,12,6,0,0,153,..,36,106,38,52,49,18,7,3,309,..,32,134,163,201,273,280,242,94,1416,50,63,41,33,25,25,9,7,4,258,3028,1904,2071,2052,2020,1959,1456,830,240,15569
POA6058,..,20,23,15,20,24,19,4,0,118,..,22,46,41,68,121,186,147,81,703,22,27,11,8,9,11,10,12,0,103,1147,669,886,908,743,742,675,351,132,6248,..,19,552,933,755,788,772,332,88,4233,..,157,521,286,207,101,64,17,0,1352,..,14,92,187,182,109,51,16,9,684,2360,..,..,..,..,..,..,..,..,2360,..,451,..,..,..,..,..,..,..,451,..,463,227,95,36,10,6,0,0,839,..,85,56,28,37,48,50,17,8,344,..,60,36,13,21,4,0,4,0,142,..,70,81,57,44,50,39,4,0,352,..,43,125,156,197,245,285,204,107,1357,50,39,27,25,18,13,18,20,0,224,2406,1402,1717,1792,1501,1385,1282,621,217,12328
POA6059,..,91,95,30,25,28,20,18,0,299,..,15,98,131,139,281,381,416,242,1703,16,26,25,14,17,21,23,6,11,162,1755,1318,1426,1556,1650,1528,1289,1007,432,11965,..,33,912,1787,2057,1827,1488,950,291,9346,..,128,566,349,235,147,76,30,5,1531,..,8,63,199,271,171,95,75,53,940,3587,..,..,..,..,..,..,..,..,3587,..,1370,..,..,..,..,..,..,..,1370,..,721,544,157,130,67,12,0,0,1633,..,112,110,35,44,83,65,67,52,554,..,49,84,27,25,19,3,3,0,207,..,182,260,84,75,75,46,32,4,767,..,40,220,287,292,497,597,567,311,2819,23,37,47,32,41,34,35,13,14,283,3615,2681,2807,2958,3163,2921,2424,1738,729,23036
POA6060,..,150,227,56,42,34,21,7,6,534,..,66,396,366,344,448,465,311,229,2621,10,23,42,25,18,37,23,6,16,200,1702,1187,2686,2051,1449,1308,1081,657,360,12474,..,61,1744,2072,1361,1055,856,564,165,7882,..,243,1370,656,271,164,85,16,3,2810,..,5,82,240,272,202,96,52,42,992,3359,..,..,..,..,..,..,..,..,3359,..,848,..,..,..,..,..,..,..,848,..,405,304,125,67,53,6,0,0,959,..,140,156,54,50,54,47,35,26,559,..,76,131,27,10,6,5,0,0,254,..,292,513,142,92,66,52,12,6,1183,..,124,712,700,675,815,717,418,296,4456,23,47,86,48,35,50,39,14,18,364,3387,2237,5106,4060,2832,2468,1910,1119,553,23668
POA6061,..,175,259,81,73,57,44,18,0,702,..,81,379,360,316,474,542,370,125,2649,47,54,88,41,31,26,38,18,7,339,3610,2213,4020,3134,2052,1912,1487,812,265,19505,..,188,2853,3345,1838,1641,1275,637,161,11948,..,396,1400,664,301,202,100,24,4,3092,..,53,371,562,603,392,173,114,64,2334,7456,..,..,..,..,..,..,..,..,7456,..,1619,..,..,..,..,..,..,..,1619,..,998,801,268,137,91,22,0,0,2320,..,394,384,130,142,188,163,59,37,1489,..,172,291,79,56,34,11,0,0,648,..,436,798,269,203,152,83,36,5,1982,..,167,827,789,699,908,867,541,192,4991,101,96,175,107,69,51,50,32,9,677,7556,4521,7895,6210,4055,3657,2737,1447,478,38560
POA6062,..,102,155,55,50,50,30,22,0,465,..,41,150,109,204,266,420,360,196,1740,35,31,33,27,17,35,31,16,13,239,2564,1729,2400,2271,2019,1969,1875,1097,417,16343,..,39,1498,2555,2228,2318,2235,1249,242,12363,..,215,1151,607,339,218,124,47,11,2712,..,27,140,324,467,258,159,115,92,1586,5268,..,..,..,..,..,..,..,..,5268,..,1630,..,..,..,..,..,..,..,1630,..,1009,789,259,176,135,22,0,0,2386,..,208,203,81,78,137,119,102,70,990,..,127,180,59,42,28,18,3,0,466,..,260,426,175,139,110,73,47,6,1235,..,86,379,342,444,536,674,520,260,3234,67,70,86,64,51,52,47,26,13,474,5336,3671,4842,4459,3963,3799,3470,2110,683,32342
POA6063,..,13,32,11,17,18,16,6,5,116,..,7,37,38,54,122,126,63,33,484,16,25,15,14,9,14,8,5,0,109,1434,927,969,1040,954,912,574,234,92,7126,..,42,682,1258,1146,1116,689,235,29,5190,..,93,316,210,139,133,48,9,0,948,..,23,112,163,201,113,79,28,17,737,2993,..,..,..,..,..,..,..,..,2993,..,877,..,..,..,..,..,..,..,877,..,652,407,151,49,24,13,0,0,1298,..,100,85,32,52,67,77,50,23,487,..,38,52,32,24,16,12,0,3,174,..,43,103,70,50,35,31,12,5,352,..,27,120,126,137,224,216,101,42,991,30,53,36,30,21,17,9,5,0,212,3023,1957,1914,2072,1824,1754,1163,434,121,14269
POA6064,..,51,81,41,40,46,24,8,0,297,..,25,99,92,112,260,327,239,79,1235,40,46,33,29,27,42,26,3,3,252,2770,1954,1960,1991,1921,1886,1447,682,201,14805,..,74,1270,2080,2099,2145,1599,695,110,10080,..,229,693,506,337,225,123,36,0,2150,..,56,210,362,485,323,189,106,43,1773,5610,..,..,..,..,..,..,..,..,5610,..,1731,..,..,..,..,..,..,..,1731,..,1279,900,293,196,73,12,3,0,2760,..,266,174,88,95,169,165,81,57,1097,..,92,119,85,51,41,19,8,0,411,..,116,225,139,107,103,67,21,3,781,..,71,268,297,364,522,542,367,114,2544,72,95,66,61,50,61,47,11,6,477,5685,4004,3927,3916,3785,3668,2762,1324,340,29423
POA6065,..,68,101,34,44,47,31,11,4,326,..,61,216,154,205,385,567,502,213,2297,72,87,56,26,30,31,30,24,3,361,7422,4060,4608,5501,4567,3249,2374,1330,395,33513,..,117,3523,7513,6236,4331,2992,1400,266,26376,..,464,2002,1186,844,427,146,41,3,5119,..,41,346,707,823,406,187,75,34,2626,15022,..,..,..,..,..,..,..,..,15022,..,4069,..,..,..,..,..,..,..,4069,..,2697,1366,321,164,71,7,0,0,4616,..,291,226,103,114,202,222,120,61,1346,..,152,167,65,40,31,17,5,4,477,..,176,287,112,93,82,67,20,3,845,..,140,465,433,519,652,800,671,284,3959,128,159,132,73,75,60,47,48,7,733,15147,8301,8515,10516,8902,6258,4477,2384,666,65178
POA6066,..,28,12,3,20,31,16,5,0,123,..,14,34,25,49,129,165,95,38,555,16,23,21,12,9,16,12,3,0,122,1683,1210,1099,1110,1287,1341,737,341,110,8915,..,32,709,1238,1532,1829,942,355,71,6711,..,112,334,312,228,149,35,18,6,1198,..,23,140,207,259,189,81,37,18,955,3382,..,..,..,..,..,..,..,..,3382,..,1142,..,..,..,..,..,..,..,1142,..,940,632,133,64,28,5,0,0,1807,..,102,91,29,46,88,80,59,32,529,..,48,68,34,21,11,10,4,0,203,..,59,101,41,38,65,31,14,5,349,..,40,105,92,138,270,256,138,59,1099,37,52,52,35,24,22,19,6,0,252,3420,2542,2234,2127,2353,2657,1461,631,191,17620
POA6067,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,9,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,3,0,0,0,26
POA6068,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
POA6069,..,63,85,29,26,36,33,3,0,270,..,81,208,157,178,306,271,173,73,1445,71,74,48,29,24,24,15,9,5,302,5499,2804,3485,3689,2905,2001,1283,645,162,22475,..,106,2569,4469,3681,2415,1577,802,140,15753,..,490,1584,954,541,271,98,30,4,3964,..,55,403,652,604,272,73,53,15,2127,11214,..,..,..,..,..,..,..,..,11214,..,2472,..,..,..,..,..,..,..,2472,..,1800,621,141,72,45,3,0,0,2685,..,250,202,63,86,108,140,79,42,967,..,131,120,55,36,15,16,5,0,372,..,139,191,100,67,77,53,11,3,635,..,139,458,403,386,505,401,248,105,2634,142,137,91,82,56,47,21,15,3,590,11357,5708,6236,6919,5518,3746,2390,1232,310,43412
POA6070,..,0,5,0,8,5,3,0,0,21,..,3,0,3,11,27,36,30,5,119,6,6,7,0,0,4,9,6,0,27,360,162,117,254,283,250,218,115,26,1774,..,0,85,321,382,345,286,157,27,1607,..,4,61,71,73,42,21,6,0,269,..,0,4,25,39,18,12,7,9,107,727,..,..,..,..,..,..,..,..,727,..,210,..,..,..,..,..,..,..,210,..,112,47,15,10,9,6,0,0,200,..,6,3,0,12,10,9,16,5,48,..,9,4,4,8,4,0,0,0,25,..,0,3,3,8,12,11,0,0,39,..,9,4,13,20,45,69,46,12,208,11,7,11,5,0,9,7,6,0,55,739,356,220,460,539,488,415,233,53,3497
POA6071,..,0,0,0,0,0,6,0,0,21,..,0,4,3,9,30,40,24,12,127,5,11,7,3,0,0,9,4,0,30,277,175,134,189,285,246,228,94,34,1665,..,0,102,226,363,328,290,129,25,1468,..,8,49,61,59,55,23,12,0,267,..,0,9,16,34,24,21,5,4,112,564,..,..,..,..,..,..,..,..,564,..,194,..,..,..,..,..,..,..,194,..,132,53,13,12,6,0,0,0,226,..,9,3,5,4,10,6,8,0,44,..,7,3,4,6,4,3,0,0,27,..,5,8,4,4,8,16,0,0,32,..,4,6,14,22,52,65,37,19,220,13,13,6,4,0,6,12,6,0,62,574,366,250,352,507,489,425,199,57,3215
