POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA6228,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,8,5,11,0,31
POA6229,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,26,4,40
POA6230,226,627,188,396,36,1600,257,147,1045,430,847,79,2804,0,5,30,21,72,7,132,39,17,81,77,425,14,647,14,4,61,54,238,76,448,744,550,3247,1998,6919,504,13963
POA6232,32,124,46,117,5,339,27,22,172,113,216,16,564,0,0,0,4,12,3,24,4,4,18,16,130,6,168,6,0,16,8,74,24,123,87,91,581,484,2076,119,3435
POA6233,97,311,100,197,12,757,57,42,289,168,430,30,1020,0,0,10,11,32,0,51,0,0,13,43,190,8,264,3,5,17,19,124,25,192,209,205,1196,951,3744,197,6507
POA6236,8,34,16,14,0,67,3,9,51,20,22,4,110,0,0,5,0,4,0,11,0,0,0,5,22,0,39,0,0,8,12,8,9,30,22,25,201,125,390,30,795
POA6237,12,53,14,25,8,119,8,12,54,22,48,0,143,0,0,0,3,12,0,15,0,0,0,5,23,0,31,0,0,0,9,18,9,38,28,34,192,141,468,32,891
POA6239,23,48,20,33,0,126,11,21,53,31,73,5,199,0,0,5,0,3,0,8,3,0,4,0,42,4,57,5,0,11,7,28,11,58,40,59,265,214,684,58,1318
POA6240,0,3,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,18,15,21,4,56
POA6243,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,17
POA6244,3,19,4,7,0,38,4,0,18,9,16,0,47,0,0,0,0,0,0,0,0,0,4,0,9,0,17,0,0,0,0,9,0,13,9,12,104,68,206,18,413
POA6251,0,0,0,5,0,6,0,0,8,3,9,0,16,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,3,20,14,45,3,91
POA6252,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,34,0,42
POA6253,0,11,4,5,0,29,0,3,8,3,3,0,12,0,0,0,4,3,0,7,0,0,0,0,0,0,3,3,0,4,0,0,0,9,14,13,46,39,93,3,213
POA6254,0,3,0,0,0,11,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,18,19,76,4,127
POA6255,13,80,23,36,3,163,9,11,53,46,56,3,187,0,0,4,9,3,0,17,0,0,4,6,35,0,51,3,0,8,5,18,3,30,49,51,277,214,618,50,1259
POA6256,3,6,0,4,0,10,0,0,4,0,10,0,19,0,0,0,0,0,0,4,0,0,0,0,7,0,9,0,0,0,0,0,0,0,3,8,38,21,90,10,165
POA6258,22,94,21,59,4,213,15,8,70,42,104,7,250,0,0,3,4,6,0,17,0,0,4,8,68,5,89,3,0,7,4,35,13,63,53,45,338,242,978,81,1736
POA6260,8,12,4,6,3,38,3,0,11,7,9,0,32,0,0,0,0,3,0,7,0,0,6,0,3,3,8,0,0,0,3,4,3,12,27,14,94,65,164,37,400
POA6262,0,5,4,4,0,13,0,0,5,8,7,0,28,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3,0,0,0,6,0,10,10,8,39,27,94,5,186
POA6271,14,39,12,32,0,114,15,9,44,39,78,11,190,0,0,0,0,5,0,16,0,0,10,10,37,0,55,0,0,3,0,18,8,34,40,42,199,146,549,45,1012
POA6275,11,9,3,4,0,36,3,7,14,15,11,3,57,0,0,0,0,0,0,6,0,0,3,0,11,0,13,5,0,0,0,9,0,14,21,26,81,72,151,23,379
POA6280,140,419,137,248,9,1032,117,100,529,267,492,50,1548,0,0,14,14,56,4,96,13,11,39,41,297,15,411,6,3,37,37,137,49,272,358,380,1979,1456,4685,354,9219
POA6281,44,123,23,42,6,271,35,27,167,76,53,11,370,5,0,16,20,8,3,54,0,0,16,19,61,3,100,3,0,38,30,44,16,136,160,116,905,566,1153,119,3017
POA6282,11,26,7,4,5,46,5,11,26,10,3,5,64,0,0,5,0,4,0,12,0,0,0,5,9,0,13,0,0,5,0,4,7,20,30,31,224,101,174,35,602
POA6284,15,72,15,25,0,143,8,11,60,26,21,3,126,0,0,3,0,0,0,6,0,0,12,8,19,0,33,0,0,15,5,19,4,33,50,51,351,163,402,39,1051
POA6285,52,203,41,90,6,435,58,40,181,97,80,8,465,0,0,24,16,21,0,64,3,3,19,20,84,6,132,4,5,42,20,55,19,152,233,178,1176,647,1518,131,3887
POA6286,3,13,9,7,0,38,3,7,10,4,4,0,23,0,0,3,0,0,0,9,0,0,0,0,11,0,12,0,0,7,0,6,0,14,12,15,100,49,126,7,302
POA6288,0,7,0,0,0,12,3,0,3,0,7,0,18,0,0,0,0,0,0,3,0,0,0,0,8,0,9,0,0,0,0,4,0,7,12,4,46,26,100,10,194
POA6290,8,9,0,9,0,34,8,3,12,19,22,0,60,0,0,4,0,0,0,10,0,0,0,5,16,0,15,0,0,4,3,8,0,14,25,12,72,74,199,24,409
POA6302,15,45,15,28,4,108,14,7,35,28,46,3,131,0,0,3,5,6,0,14,0,0,0,0,28,0,33,0,0,10,8,17,12,49,42,34,180,144,386,56,837
POA6304,7,18,5,3,0,36,4,0,15,8,19,0,45,0,0,0,4,4,0,11,0,0,0,4,11,0,12,0,0,0,0,10,0,15,12,14,93,69,167,17,370
POA6306,8,7,5,14,0,25,0,0,15,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0,10,6,13,52,28,110,7,225
POA6308,0,13,5,6,0,29,0,0,10,14,14,0,45,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,7,0,14,4,10,66,55,188,12,337
POA6309,0,0,0,6,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,3,5,5,11,14,39,5,82
POA6311,6,4,4,6,0,19,0,4,6,3,7,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,4,3,8,31,24,72,0,142
POA6312,23,72,22,50,7,186,12,10,112,42,86,10,274,0,0,4,0,7,0,12,0,0,5,12,48,0,71,0,0,0,4,19,9,34,40,48,314,194,604,66,1257
POA6313,0,0,0,0,0,6,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,11,35,0,66
POA6315,0,19,3,12,0,40,0,3,24,11,19,3,58,0,0,0,0,5,0,3,0,0,0,0,16,0,22,0,0,3,0,8,3,14,8,12,107,54,208,14,415
POA6316,0,9,0,0,0,16,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,47,3,102
POA6317,14,50,12,35,8,133,6,7,52,32,40,5,147,0,0,0,0,3,0,6,0,0,0,5,40,0,49,0,0,0,0,19,11,38,33,30,177,119,510,63,930
POA6318,0,10,0,3,0,18,0,0,11,3,5,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,3,7,5,51,28,52,10,136
POA6320,0,0,4,6,0,14,0,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,25,20,56,4,112
POA6321,0,4,0,0,0,6,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,6,24,15,62,10,105
POA6322,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,8,6,21,6,53
POA6323,4,12,3,6,0,30,3,0,5,12,12,0,32,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,11,0,15,9,7,37,43,119,16,228
POA6324,4,39,17,40,3,115,5,12,38,35,43,6,135,0,0,4,5,0,0,15,0,0,0,0,27,4,38,0,0,8,4,16,8,36,36,30,217,164,519,49,1003
POA6326,0,7,0,4,0,6,0,0,5,4,5,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,8,3,43,24,64,11,152
POA6327,0,0,0,0,0,4,0,0,0,4,6,0,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,9,10,17,34,0,70
POA6328,0,6,0,6,0,16,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,23,67,8,131
POA6330,181,551,199,326,28,1413,197,125,811,467,742,75,2416,13,3,21,30,65,3,140,14,13,46,80,366,13,528,8,6,44,45,160,47,308,560,451,2498,1915,5596,405,11430
POA6333,38,99,29,53,4,264,44,26,95,54,62,16,289,0,0,5,4,13,0,30,6,0,9,11,30,4,67,10,5,11,7,16,10,64,159,106,518,303,706,78,1873
POA6335,5,4,3,5,0,23,4,0,6,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,3,0,4,8,6,42,24,91,12,189
POA6336,4,11,3,3,0,15,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,3,34,9,37,0,87
POA6337,3,8,4,4,0,19,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,33,24,70,12,142
POA6338,3,9,3,4,0,18,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,4,7,8,59,25,88,12,204
POA6341,0,4,0,3,0,14,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,16,11,30,6,70
POA6343,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,10,23,0,69
POA6346,0,6,0,7,0,23,0,0,10,5,3,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,3,8,11,3,70,37,125,15,264
POA6348,0,13,5,6,0,21,0,0,6,3,0,5,19,0,0,0,0,0,0,5,0,0,0,0,4,0,11,0,0,0,5,7,6,10,15,9,61,51,130,17,277
POA6350,0,0,0,0,0,4,0,0,5,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,13,12,32,5,64
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,19
POA6352,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12,0,36
POA6353,3,19,3,3,0,26,0,0,13,4,7,4,29,0,0,4,0,0,0,4,0,0,0,0,9,0,18,0,0,0,0,3,0,6,3,0,73,32,117,13,250
POA6355,0,5,3,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,39,25,50,15,132
POA6356,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,13,0,36
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,3,18
POA6358,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,0,25
POA6359,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,27,21,47,7,112
POA6361,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,0,33
POA6363,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,25
POA6365,0,16,0,5,5,29,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,7,7,43,22,71,6,143
POA6367,0,4,6,6,0,7,0,0,8,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,17,15,46,4,81
POA6368,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,11,0,20
POA6369,0,9,0,0,0,18,0,0,4,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,8,0,6,31,20,53,13,123
POA6370,7,0,5,0,0,11,0,0,4,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,4,0,4,0,7,29,13,41,0,84
POA6372,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,22
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,0,26
POA6375,3,16,3,5,0,26,0,0,9,10,10,0,23,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,4,5,0,10,6,4,48,44,130,7,238
POA6383,5,7,3,8,0,22,0,0,9,8,12,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,9,36,23,78,4,152
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10
POA6386,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,0,27
POA6390,3,20,3,10,5,43,0,0,11,7,10,5,36,0,0,0,0,0,0,0,0,0,0,6,15,0,20,0,0,0,0,5,4,7,11,10,81,52,255,28,430
POA6391,0,14,7,6,4,36,3,0,17,4,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,10,5,82,63,131,27,313
POA6392,0,9,0,4,0,14,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,6,26,18,54,3,113
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21
POA6394,3,3,0,0,0,10,0,0,5,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,5,6,0,5,39,25,64,18,154
POA6395,0,27,0,5,0,45,3,0,17,11,5,0,36,0,0,0,0,0,0,0,3,0,4,3,5,0,18,0,0,6,0,10,5,19,9,6,142,64,154,24,404
POA6396,3,5,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,23,21,58,9,115
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,6,23
POA6398,0,3,0,4,0,11,0,0,0,5,4,0,17,0,0,3,0,3,0,11,0,0,0,0,3,0,5,5,0,0,0,0,3,4,12,4,29,20,62,7,135
POA6401,35,78,25,53,8,218,36,19,96,68,104,9,324,0,0,5,0,7,0,17,0,0,5,7,78,0,102,0,0,4,3,31,14,58,103,75,357,251,989,99,1861
POA6403,0,0,3,0,0,0,5,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,0,23,4,36
POA6405,0,4,0,8,0,10,0,0,8,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,15,7,35,4,69
POA6407,7,17,0,16,0,41,0,0,10,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,5,9,10,9,43,21,139,14,233
POA6409,0,9,0,3,0,13,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,39,5,87
POA6410,0,10,3,5,0,23,5,0,11,7,14,0,33,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,36,21,101,14,185
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,9,19,0,43
POA6412,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,18
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,11
POA6414,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,8,4,16
POA6415,7,50,5,28,3,102,0,8,27,20,30,3,99,0,0,3,0,4,0,5,3,0,0,0,42,0,46,0,0,0,0,7,7,14,35,24,145,78,399,31,706
POA6418,3,6,5,5,0,22,0,0,6,4,6,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,5,0,4,0,13,43,19,91,12,179
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,21
POA6421,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,15,3,39
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,20
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,18,0,36
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,18
POA6425,0,0,0,0,0,5,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,11,0,29
POA6426,3,8,4,8,0,20,0,0,9,4,8,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,8,4,12,8,9,41,40,133,13,237
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,10,7,17,0,28
POA6428,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,10
POA6429,7,3,0,9,7,27,0,0,10,3,4,3,19,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,5,3,8,3,6,29,22,110,25,193
POA6430,91,357,76,168,14,796,118,61,365,169,200,34,940,0,0,13,20,21,0,56,5,5,24,43,299,7,382,9,3,29,31,136,46,254,522,244,1728,997,3920,288,7697
POA6431,4,5,0,0,0,22,0,0,11,9,4,0,18,0,0,5,0,0,0,5,0,0,0,0,6,0,8,0,0,0,0,0,0,0,5,5,43,20,105,9,192
POA6432,8,29,15,45,0,99,12,5,32,46,58,3,148,0,0,0,0,10,0,12,5,0,4,10,95,0,110,0,0,3,3,60,14,80,41,30,186,203,1139,82,1679
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,28,0,55
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,5,12,0,26
POA6437,5,0,4,4,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,3,0,3,8,4,22,29,140,8,215
POA6438,0,8,5,4,0,18,6,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,3,7,3,32,35,84,11,173
POA6440,0,8,0,0,3,13,0,0,4,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,4,3,12,3,60,48,161,20,295
POA6442,0,19,10,18,0,52,3,0,5,3,7,3,25,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,12,5,21,13,8,60,46,333,32,502
POA6443,0,4,0,3,0,14,0,0,7,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,10,0,11,4,6,26,22,63,19,139
POA6445,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,24,4,44
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,3,39
POA6447,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,10,32,10,68
POA6448,0,4,10,5,0,8,0,0,3,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,4,0,8,0,6,17,13,55,8,95
POA6450,57,195,70,109,5,460,24,22,143,78,160,17,448,0,0,8,0,12,5,29,0,0,4,29,186,3,224,0,0,22,13,71,21,134,106,124,737,547,1987,191,3700
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,8,0,4,0,21,3,0,6,6,4,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,3,0,8,3,0,31,17,69,15,138
POA6461,0,10,0,7,0,19,0,0,9,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,0,24,23,53,5,115
POA6462,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,44
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,3,0,7
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,11
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9
POA6468,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,24,0,56
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6472,0,4,0,0,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,25,0,36
POA6473,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
POA6475,0,3,0,3,0,6,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,10,42,6,83
POA6476,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
POA6477,0,0,0,3,0,6,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,12,13,34,5,64
POA6479,3,10,5,5,0,28,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,3,3,10,29,18,75,7,138
POA6480,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
POA6485,0,9,3,7,0,11,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,5,3,3,22,12,51,5,90
POA6487,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,20,3,34
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,19
POA6490,0,0,0,4,0,3,0,0,7,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,24,5,52
POA6501,6,8,0,9,0,26,0,0,7,11,5,0,25,0,0,0,0,0,0,7,0,0,0,0,8,0,5,0,0,0,4,16,6,24,0,0,36,44,141,20,256
