POA_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA6437,..,21,21,42,0,46,13,0,13,27,0,27,10,0,10,7,0,7,99,21,121
POA6438,..,78,78,52,8,61,27,0,27,9,0,9,12,0,12,13,0,13,110,85,199
POA6440,..,64,64,52,0,53,18,0,18,17,0,17,10,0,10,15,0,15,115,67,183
POA6442,..,242,242,264,22,285,119,4,119,100,0,100,44,0,44,20,0,20,541,265,802
POA6443,..,136,136,80,3,81,21,0,24,19,0,19,3,0,3,3,0,9,127,136,269
POA6445,..,14,14,21,0,19,0,0,0,11,0,11,4,0,4,5,0,5,43,16,53
POA6446,..,13,13,20,0,20,4,0,4,5,0,5,0,0,0,4,0,4,36,17,48
POA6447,..,14,14,24,0,24,7,0,11,9,0,9,6,0,6,0,0,0,46,20,62
POA6448,..,32,32,39,0,39,15,0,15,14,0,14,5,0,5,3,0,3,89,28,119
POA6450,..,1406,1406,1625,117,1735,600,17,612,597,4,602,269,0,273,125,0,125,3213,1544,4757
POA6452,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,..,109,109,102,4,104,18,0,18,33,0,33,20,0,20,3,0,3,172,113,281
POA6461,..,74,74,65,6,74,18,0,18,21,0,21,16,0,16,3,0,3,123,81,204
POA6462,..,15,15,20,0,20,3,0,3,8,0,8,11,0,11,3,0,3,43,15,58
POA6463,..,4,4,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,7,4,11
POA6465,..,10,10,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,12,10,22
POA6466,..,0,0,9,0,9,3,0,3,3,0,3,0,0,0,0,0,0,17,0,18
POA6467,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,6,0,13
POA6468,..,19,19,26,0,21,9,0,9,10,0,10,11,0,11,0,0,0,48,21,63
POA6470,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5
POA6472,..,17,17,18,3,23,7,0,7,6,0,6,3,0,3,0,0,0,40,15,55
POA6473,..,3,3,6,0,6,0,0,0,5,0,5,0,0,0,0,0,0,13,3,16
POA6475,..,60,60,54,4,55,14,0,14,15,0,15,13,0,13,0,0,0,92,57,152
POA6476,..,9,9,4,0,3,3,0,3,3,0,3,0,0,0,0,0,0,14,8,19
POA6477,..,35,35,29,0,29,7,0,7,10,0,10,4,0,4,0,0,0,54,35,89
POA6479,..,62,62,87,0,82,21,0,21,29,0,29,5,0,5,10,0,10,144,67,213
POA6480,..,0,0,6,0,6,0,0,0,8,0,8,0,0,0,0,0,0,10,0,11
POA6484,..,10,10,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12
POA6485,..,92,92,64,9,72,21,0,21,9,0,9,6,0,6,4,0,4,101,97,202
POA6487,..,3,3,5,0,6,3,0,3,0,0,0,0,0,0,4,0,4,12,9,15
POA6488,..,37,37,28,0,28,8,0,8,0,0,0,0,0,0,0,0,0,37,31,74
POA6489,..,22,22,14,0,14,5,0,5,0,0,0,0,0,0,0,0,0,22,22,42
POA6490,..,31,31,36,0,36,13,0,13,5,0,5,0,0,0,4,0,4,61,31,93
POA6501,..,57,57,120,3,129,56,0,56,50,0,45,22,0,22,13,0,13,259,63,323
POA6502,..,102,102,186,5,188,70,0,70,44,0,44,18,0,18,9,0,9,329,104,432
POA6503,..,184,184,295,25,324,106,4,107,89,0,93,44,0,44,40,0,39,582,218,796
POA6504,..,12,12,29,0,29,7,0,7,4,0,4,4,0,4,3,0,3,55,12,70
POA6505,..,12,12,13,0,13,4,0,4,9,0,9,4,0,4,5,0,5,32,12,43
POA6506,..,7,7,15,0,15,0,0,0,6,0,6,0,0,0,0,0,0,22,7,28
POA6507,..,44,44,73,3,70,10,0,10,19,0,19,15,0,15,4,0,4,120,48,163
POA6509,..,14,14,13,0,13,8,0,8,10,0,10,3,0,3,0,0,0,34,14,48
POA6510,..,218,218,245,8,257,80,6,82,92,0,92,36,0,36,16,0,16,461,233,694
POA6511,..,72,72,74,4,77,21,0,21,12,0,12,10,0,10,0,0,0,118,76,195
POA6512,..,10,10,18,0,18,6,0,6,3,0,3,0,0,0,0,0,0,22,10,34
POA6513,..,21,21,18,0,18,9,0,9,8,0,8,10,0,10,0,0,0,41,21,62
POA6514,..,95,95,132,3,137,20,0,20,18,0,18,0,0,0,4,0,4,172,101,268
POA6515,..,35,35,49,0,49,13,0,13,21,0,21,4,0,4,0,0,0,82,35,117
POA6516,..,219,219,338,17,351,77,0,80,83,0,88,35,0,35,10,0,10,542,236,779
POA6517,..,64,64,59,0,64,13,0,13,17,0,17,0,0,0,0,0,0,96,67,161
POA6518,..,24,24,31,0,36,3,0,3,5,0,5,3,0,3,0,0,0,52,27,78
POA6519,..,73,73,71,0,71,21,0,21,31,0,31,8,0,8,8,0,8,136,73,205
POA6521,..,26,26,45,3,49,12,0,12,14,0,14,7,0,7,3,0,3,83,28,112
POA6522,..,42,42,52,0,52,18,0,18,20,0,20,12,0,12,0,0,0,101,42,147
POA6525,..,437,437,571,22,596,170,0,169,139,0,145,69,0,74,20,0,20,973,459,1437
POA6528,..,37,37,51,4,59,19,0,19,19,0,19,9,0,9,0,0,0,97,41,142
POA6530,..,3575,3575,4034,304,4339,1710,47,1753,1527,4,1533,682,0,682,354,0,354,8308,3923,12227
POA6532,..,440,440,842,35,876,374,9,380,384,0,384,175,0,175,80,0,80,1856,484,2335
POA6535,..,183,183,257,9,270,46,0,46,43,0,43,36,0,36,16,0,16,403,195,598
POA6536,..,176,176,244,8,251,58,0,58,51,0,51,15,0,15,9,0,9,371,183,557
POA6537,..,135,135,124,11,139,31,0,33,37,0,37,6,0,6,11,0,11,211,151,358
POA6556,..,137,137,242,21,258,119,0,117,101,0,106,53,0,53,23,0,23,540,159,704
POA6558,..,57,57,111,0,117,41,0,41,39,0,39,24,0,24,4,0,4,217,58,277
POA6560,..,134,134,186,12,196,66,0,66,62,0,62,33,0,33,19,0,19,363,145,509
POA6562,..,83,83,194,8,200,69,0,69,72,0,72,30,0,30,25,0,25,379,97,477
POA6564,..,40,40,47,6,59,24,0,24,12,0,12,3,0,3,4,0,4,88,46,134
POA6566,..,371,371,558,41,593,141,0,145,100,0,102,64,0,64,21,0,21,884,405,1291
POA6567,..,38,38,74,8,78,19,0,19,15,0,15,3,0,3,6,0,6,128,45,170
POA6568,..,19,19,27,0,30,16,0,16,13,0,13,4,0,4,4,0,4,57,20,74
POA6569,..,29,29,41,0,37,5,0,5,14,0,14,4,0,4,5,0,5,67,31,98
POA6571,..,10,10,8,0,8,0,0,0,4,0,4,0,0,0,0,0,0,15,10,27
POA6572,..,5,5,12,0,12,0,0,0,5,0,5,0,0,0,0,0,0,18,5,15
POA6574,..,4,4,7,0,7,6,0,6,5,0,5,4,0,4,0,0,0,19,4,27
POA6575,..,17,17,9,0,12,0,0,0,9,0,9,5,0,5,0,0,0,20,13,35
POA6603,..,143,143,157,10,168,50,0,50,40,0,40,25,0,25,10,0,10,285,155,440
POA6605,..,3,3,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,7,3,16
POA6606,..,25,25,22,0,22,0,0,0,7,0,7,7,0,7,0,0,0,39,25,59
POA6608,..,9,9,10,0,10,0,0,0,9,0,9,6,0,6,0,0,0,25,9,38
POA6609,..,69,69,87,3,90,37,0,37,37,0,37,20,0,19,11,0,11,192,74,266
POA6612,..,14,14,20,0,20,5,0,5,3,0,3,5,0,5,0,0,0,33,14,47
POA6613,..,9,9,10,0,10,3,0,3,0,0,0,3,0,3,0,0,0,12,9,16
POA6614,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
POA6616,..,3,3,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,5,3,13
POA6620,..,33,33,39,3,42,9,0,9,7,0,7,9,0,9,0,0,0,72,38,103
POA6623,..,67,67,64,7,61,22,0,22,14,0,14,10,0,10,12,0,12,117,71,192
POA6625,..,3,3,5,0,5,0,0,0,5,0,5,4,0,4,0,0,0,16,3,22
POA6627,..,7,7,11,0,11,0,0,0,0,0,0,0,0,0,6,0,6,15,7,18
POA6628,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6630,..,56,56,45,10,58,12,0,16,20,0,20,7,0,7,3,0,3,98,63,162
POA6631,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
POA6632,..,3,3,7,0,7,0,0,0,0,0,0,5,0,5,0,0,0,17,3,26
POA6635,..,22,22,9,0,9,7,0,7,4,0,4,0,0,0,7,0,7,37,22,57
POA6638,..,49,49,40,10,49,10,0,10,11,0,11,3,0,3,0,0,0,71,57,128
POA6639,..,22,22,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,27,43
POA6640,..,41,41,19,0,26,0,5,5,0,0,0,0,0,0,0,0,0,20,45,70
POA6642,..,103,103,75,5,79,37,0,41,24,0,22,14,0,14,19,0,19,170,108,276
POA6646,..,36,36,33,3,32,7,0,7,0,0,0,10,0,10,5,0,5,56,34,84
POA6701,..,593,593,563,44,606,207,9,213,213,6,217,80,6,81,65,0,65,1120,655,1774
POA6705,..,19,19,16,6,13,4,0,4,8,0,8,8,0,8,6,0,6,38,20,57
POA6707,..,275,275,350,37,390,138,21,158,167,12,181,67,9,76,16,4,21,743,354,1093
POA6710,..,66,66,110,3,112,44,0,47,41,0,41,12,0,19,4,0,4,209,73,282
POA6712,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,..,61,61,110,4,121,64,0,64,93,0,93,37,0,37,13,0,13,317,67,388
POA6714,..,1113,1113,1303,134,1434,803,35,843,1046,7,1050,469,0,468,175,3,178,3787,1294,5089
POA6716,..,22,22,16,0,16,7,0,7,15,0,15,4,0,4,4,0,4,48,22,66
POA6718,..,47,47,62,8,71,31,0,31,40,0,40,25,0,25,19,0,19,169,56,224
POA6720,..,138,138,155,6,160,99,0,105,114,0,114,77,0,77,23,0,23,459,151,605
POA6721,..,402,402,401,38,440,206,4,209,226,0,220,103,0,103,37,0,37,972,448,1417
POA6722,..,866,866,912,98,1005,553,16,573,535,6,539,281,0,282,185,0,185,2465,983,3445
POA6725,..,828,828,897,98,1002,480,43,518,576,10,585,255,3,262,173,3,175,2388,992,3376
POA6726,..,429,429,522,64,584,264,20,285,280,9,284,145,0,146,74,4,75,1278,518,1794
POA6728,..,412,412,349,28,378,165,4,173,153,0,159,101,0,101,151,0,151,926,446,1369
POA6740,..,117,117,87,9,93,50,0,50,44,0,45,30,0,30,53,0,53,264,129,389
POA6743,..,448,448,514,54,566,281,13,294,235,8,239,140,4,140,124,0,130,1293,525,1817
POA6751,..,199,199,235,13,250,123,6,119,187,0,187,100,0,104,38,0,40,679,219,895
POA6753,..,345,345,342,33,373,218,7,226,242,3,242,124,0,124,78,0,76,997,385,1382
POA6754,..,100,100,103,4,102,50,0,51,49,0,49,23,0,29,7,0,7,235,103,335
POA6758,..,13,13,7,0,7,3,0,3,0,0,0,0,0,0,9,0,9,24,13,42
POA6760,..,51,51,23,4,25,3,0,6,11,0,11,4,0,4,20,0,20,61,61,121
POA6762,..,7,7,6,0,9,10,0,10,3,0,3,0,0,0,19,0,19,44,13,52
POA6765,..,137,137,115,11,120,53,0,53,46,0,46,50,0,50,58,0,58,313,150,469
POA6770,..,225,225,151,16,161,122,0,125,96,3,99,66,0,66,141,0,138,576,245,817
