POA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA6103,12,8,5,0,4,0,24,3,0,0,0,0,0,3,7,7,0,0,3,0,17,0,0,0,0,0,0,4,14,3,0,4,0,0,23,10,8,5,0,0,0,24,22,16,3,3,6,0,43,33,20,9,7,10,5,74,46,25,3,0,3,0,82,46,29,13,0,4,0,89,33,26,11,3,3,0,71,62,52,3,11,11,3,137,20,27,3,0,0,0,58,9,19,0,0,0,0,31,23,44,3,0,0,0,74,26,43,10,0,0,0,92,10,13,0,0,0,0,22,3,7,0,0,3,0,20,24,11,0,3,3,0,48,409,362,78,33,45,14,938
POA6104,17,16,17,3,5,6,57,4,3,0,0,0,0,7,7,3,3,0,5,0,20,7,6,0,0,0,0,13,17,0,4,4,8,3,31,24,13,8,3,3,0,55,24,19,14,5,11,0,69,37,30,16,9,3,0,103,46,47,17,7,3,6,117,54,70,14,4,9,0,155,43,48,12,8,12,6,118,52,87,24,20,5,0,186,32,26,5,0,0,0,68,25,26,10,4,0,0,64,34,48,17,3,4,3,99,40,73,27,3,0,0,145,23,16,10,3,0,0,49,11,17,0,0,3,3,36,21,25,14,7,8,0,68,518,559,211,75,88,25,1468
POA6105,12,12,17,4,6,0,49,4,0,0,0,0,0,11,7,8,0,0,3,0,18,7,0,7,5,0,0,19,10,3,0,0,4,0,29,20,16,4,6,4,3,46,31,32,7,8,6,6,83,45,45,9,10,8,4,118,47,68,6,7,9,0,144,73,81,9,16,4,0,190,38,44,22,4,8,0,117,54,96,30,5,9,0,192,23,41,9,7,0,0,77,16,32,10,0,0,3,65,31,45,11,8,10,0,104,20,60,27,9,9,4,115,9,20,6,0,0,0,40,6,12,3,0,0,0,26,34,30,13,0,4,0,81,493,639,196,84,86,28,1525
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,61,60,16,6,14,5,163,12,9,4,0,3,0,31,29,23,13,5,4,7,79,25,19,14,3,6,0,68,41,42,8,9,12,0,116,60,68,26,5,22,3,183,87,109,45,15,13,3,273,133,203,45,22,35,9,448,157,262,67,27,28,10,556,151,327,62,30,36,10,623,100,238,65,25,26,6,455,141,378,99,29,32,8,678,49,147,43,15,14,5,262,23,101,42,3,6,4,184,55,168,55,4,13,5,302,86,180,66,15,7,5,357,33,75,28,4,0,0,140,25,56,20,0,3,0,100,72,143,53,8,25,4,307,1338,2607,765,222,301,83,5319
POA6108,46,28,19,7,9,0,108,13,6,4,0,5,0,30,19,12,12,0,7,0,53,14,8,14,0,8,0,41,23,18,21,6,3,0,73,41,54,26,4,14,4,143,59,78,27,17,27,5,213,78,128,40,19,29,6,292,90,158,40,20,18,0,329,91,205,68,27,21,5,410,62,142,36,19,13,0,283,98,176,66,16,20,4,377,28,53,25,3,0,0,120,12,38,16,0,3,0,66,38,61,28,7,10,0,148,37,64,45,4,0,0,150,9,28,5,0,4,0,46,9,15,9,3,0,0,35,56,69,33,12,18,5,185,817,1329,535,165,221,38,3107
POA6109,11,17,6,4,5,0,45,4,3,7,0,0,0,6,3,4,5,0,8,0,18,8,5,0,0,0,0,13,16,13,10,6,11,0,58,22,35,20,5,8,0,90,36,53,26,13,12,3,145,41,107,20,12,14,8,200,41,114,26,15,18,0,214,38,95,22,18,15,4,192,20,68,20,10,9,0,123,35,88,31,5,7,0,174,17,31,5,0,0,0,55,8,21,9,0,0,0,35,14,35,24,3,0,0,73,9,31,10,0,5,0,61,5,17,0,0,5,0,29,9,17,10,0,0,0,31,27,38,21,4,5,3,90,370,786,268,106,113,21,1665
POA6110,58,36,25,12,16,9,151,25,11,14,0,0,0,49,26,19,21,3,9,4,82,27,21,18,5,10,0,77,49,43,38,8,18,8,164,56,75,38,16,23,4,215,109,148,64,37,29,5,390,150,257,78,38,43,6,571,153,311,82,53,41,4,644,147,351,118,49,35,6,702,109,271,82,29,32,5,523,166,438,127,48,32,6,814,67,173,54,17,10,0,329,50,143,40,11,8,5,256,95,228,90,22,10,0,452,77,212,88,18,11,0,406,37,70,24,4,6,4,144,24,62,20,0,4,0,113,75,137,72,16,32,4,339,1483,3024,1094,390,378,62,6432
POA6111,49,22,31,6,16,0,117,17,6,7,0,0,0,32,25,11,22,0,3,0,56,21,12,9,6,6,5,47,40,21,20,9,16,3,112,69,39,19,14,22,0,164,61,77,31,18,27,0,211,97,122,49,31,35,3,330,77,131,39,21,23,0,302,83,140,43,27,22,3,311,67,124,44,20,12,0,262,122,140,57,27,22,0,371,45,76,13,9,0,0,147,29,46,18,8,8,0,106,62,92,41,10,10,0,218,75,106,47,6,12,3,248,23,25,27,5,10,0,86,17,18,5,4,0,0,43,47,60,40,7,13,4,173,1020,1269,570,216,256,26,3358
POA6112,82,81,45,4,18,7,236,17,10,11,5,6,0,47,40,25,21,11,12,3,107,36,23,23,13,14,0,105,88,64,26,13,37,9,227,115,129,66,37,40,0,389,170,239,60,44,60,8,581,226,416,88,80,73,18,896,294,620,102,79,73,20,1185,329,757,142,90,75,17,1408,263,687,119,47,29,7,1155,375,889,167,85,44,15,1574,176,440,85,32,21,4,756,110,350,66,17,9,0,557,195,506,128,36,18,3,887,188,413,144,28,15,3,798,66,136,50,12,7,4,269,57,103,27,4,0,0,197,167,249,80,45,29,8,587,2987,6125,1441,674,594,129,11951
POA6121,6,0,4,5,0,0,20,3,0,0,0,0,0,4,0,3,0,0,0,0,3,0,5,3,0,0,0,14,0,0,0,0,0,0,3,11,0,0,0,0,0,15,8,3,7,0,4,0,21,8,0,3,0,0,0,22,0,4,4,0,0,0,8,11,7,9,0,0,0,23,4,7,7,0,0,0,20,12,19,20,0,0,0,54,6,12,5,0,0,0,22,8,11,0,0,0,0,24,9,25,8,0,0,0,44,40,56,20,6,0,0,121,12,24,4,0,0,0,50,12,9,6,0,5,0,28,8,8,9,3,3,0,29,151,188,123,22,21,0,522
POA6122,25,23,10,11,5,0,76,9,3,3,0,0,0,13,10,3,8,0,0,0,28,10,5,3,4,7,0,21,14,8,8,3,4,0,45,21,44,14,8,6,0,94,47,52,13,22,5,3,136,76,131,29,29,19,5,290,113,230,37,36,13,4,427,129,268,42,38,18,9,497,91,255,29,27,16,3,419,172,326,82,29,14,3,628,69,161,41,20,8,0,304,52,123,16,5,4,0,199,92,200,38,18,10,0,353,77,139,51,17,10,0,293,31,47,23,0,0,0,106,16,28,11,0,3,0,55,41,86,33,20,12,0,190,1080,2125,493,297,166,30,4188
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,3,0,0,0,0,0,10,0,3,0,5,0,0,20,8,15,5,0,3,0,25,12,14,4,0,0,0,36,21,23,3,4,0,0,50,8,30,4,0,0,0,44,16,35,7,0,0,0,61,12,16,3,3,0,0,36,8,8,3,3,0,0,21,10,20,5,0,0,0,39,10,12,3,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,4,0,4,5,0,18,126,197,42,29,20,0,410
POA6124,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,5,8,0,0,0,0,13,12,12,4,0,0,0,28,3,6,0,0,0,0,14,5,8,4,0,0,0,14,5,4,0,0,0,0,15,0,7,5,0,0,0,14,4,4,0,0,0,0,13,3,3,0,0,0,0,13,14,10,0,3,3,0,31,5,11,7,0,0,0,25,4,0,0,0,0,0,4,3,0,0,0,0,0,6,0,4,5,0,0,0,10,75,83,28,13,9,0,206
POA6125,7,4,4,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,0,0,4,0,9,7,4,0,0,0,0,14,8,10,7,3,3,0,33,4,3,12,4,4,0,26,15,16,8,0,4,0,39,4,13,5,0,4,0,21,10,19,13,5,0,0,51,18,13,4,0,0,0,27,6,11,5,0,0,0,24,23,31,10,5,0,0,70,31,29,12,5,6,0,78,17,8,12,0,0,0,34,12,3,5,0,0,0,20,7,15,5,6,0,0,28,190,184,93,21,22,4,514
POA6126,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,5,0,0,0,24
POA6147,24,12,15,3,8,0,66,7,9,0,0,0,0,15,8,5,8,0,4,0,27,13,12,0,0,3,0,27,18,15,11,3,4,0,55,24,34,6,3,3,5,82,41,53,11,9,19,0,132,34,77,30,14,11,4,173,44,93,19,11,14,3,184,58,98,32,8,14,0,209,28,74,16,3,11,6,139,40,94,34,14,8,0,187,14,31,17,3,3,0,73,9,25,11,0,0,0,49,20,29,15,8,7,0,77,21,35,23,6,7,0,82,3,8,7,0,0,0,21,6,8,8,4,0,0,25,26,38,22,5,8,6,99,448,744,285,104,123,21,1723
POA6148,26,24,28,0,8,0,88,6,0,9,0,0,0,20,13,11,3,0,6,0,30,9,9,9,3,0,0,28,13,18,11,0,5,0,40,11,24,11,7,10,0,58,30,37,27,8,10,0,113,30,23,24,5,9,3,90,35,48,30,4,3,0,118,46,68,26,5,14,0,154,26,67,23,0,7,0,130,57,135,48,5,5,0,250,9,52,24,0,7,0,93,3,54,14,4,0,0,75,20,76,36,5,5,0,152,41,156,45,10,7,0,260,33,75,31,5,8,0,142,16,69,34,0,4,0,125,27,46,37,7,6,0,122,430,1002,464,84,110,7,2104
POA6149,41,37,27,0,9,3,105,12,4,3,0,3,0,28,12,12,10,4,3,0,35,16,6,14,0,0,0,43,24,12,13,0,4,6,54,25,17,13,0,7,0,65,32,33,29,0,4,0,102,20,47,17,8,10,0,94,26,52,20,6,6,0,96,32,56,35,7,4,0,133,28,55,23,5,4,0,119,51,140,41,8,16,0,252,25,81,16,8,0,0,129,25,87,18,7,3,0,142,38,178,34,5,3,0,261,50,205,55,7,14,0,329,22,59,15,3,0,0,106,12,50,20,6,3,0,92,31,43,32,8,0,0,112,502,1152,448,83,108,10,2293
POA6150,30,26,21,4,4,0,85,4,0,4,0,0,0,11,8,7,3,0,6,0,22,10,10,4,0,0,0,20,10,5,8,0,0,0,27,7,8,8,0,4,0,29,11,19,7,3,3,0,44,6,8,14,0,3,0,39,13,9,16,4,10,0,52,16,24,13,6,0,0,54,17,22,13,0,3,0,57,26,62,25,3,10,4,127,10,21,13,3,7,0,47,7,37,13,3,0,0,62,23,61,14,0,4,0,105,39,149,53,3,3,0,243,8,40,20,0,4,0,73,7,37,10,0,3,0,58,16,20,23,4,5,0,67,262,563,275,37,64,9,1222
POA6151,27,24,19,3,3,6,79,5,3,0,0,0,0,13,8,4,0,0,0,0,18,5,6,5,3,0,0,18,13,5,9,0,3,0,30,9,11,9,0,0,0,28,17,15,14,0,3,0,49,21,7,9,0,4,0,42,23,17,17,7,0,0,67,25,19,11,5,4,0,66,21,10,9,6,4,0,48,41,37,22,3,0,0,110,11,21,5,3,3,0,46,17,31,9,9,0,0,71,43,57,15,0,6,0,124,63,117,29,8,5,3,223,47,100,30,5,3,0,186,47,109,36,6,9,0,202,25,31,11,0,5,5,70,474,623,259,58,57,23,1499
POA6152,35,29,28,6,15,0,117,10,0,0,0,4,0,17,15,4,10,0,3,0,33,6,4,6,0,0,0,23,21,6,15,0,3,0,48,17,14,8,0,8,0,41,30,35,9,5,8,3,92,41,25,16,5,6,3,100,44,39,13,5,10,0,107,54,37,20,6,6,0,114,54,38,16,4,5,3,124,90,91,27,15,15,0,237,29,62,10,6,4,0,116,41,59,12,3,0,0,122,65,108,24,4,4,0,210,109,216,60,11,18,7,412,53,111,50,12,7,0,238,46,110,41,0,8,0,207,56,51,39,8,9,3,159,799,1049,409,89,126,34,2504
POA6153,45,34,26,8,7,0,117,3,5,3,0,0,0,13,7,5,0,0,7,0,18,10,7,9,0,0,0,24,9,9,7,3,4,0,33,13,9,8,3,0,0,39,16,17,25,0,7,0,64,17,23,7,0,0,0,52,19,23,8,7,4,0,68,29,30,11,7,6,0,82,15,27,11,0,7,0,57,43,76,18,7,10,0,158,20,30,9,0,0,0,64,26,47,20,3,5,4,98,43,75,17,3,4,0,148,91,229,62,8,10,0,400,56,126,55,9,9,0,250,78,181,89,10,11,5,376,38,62,32,6,9,0,148,581,1015,416,78,90,18,2197
POA6154,14,17,6,3,0,0,44,0,3,0,0,0,0,8,0,6,6,0,0,0,11,4,7,6,0,0,0,19,3,5,3,0,5,0,12,3,10,3,3,3,0,25,12,12,12,0,9,0,43,7,24,16,0,0,0,56,7,17,6,3,6,0,52,13,20,7,3,6,0,52,14,33,5,0,5,0,59,21,53,19,7,3,0,102,19,33,11,0,0,0,67,8,53,8,7,5,0,70,18,66,13,3,6,0,105,40,166,42,4,12,3,261,17,75,25,3,0,0,126,18,39,7,3,0,0,63,15,37,7,3,0,0,72,252,657,219,53,59,5,1249
POA6155,93,91,80,9,17,3,305,16,17,9,3,0,0,52,30,39,20,0,12,0,93,33,16,33,0,0,0,94,31,43,40,5,5,0,131,56,70,50,10,11,0,204,82,130,91,21,19,3,349,70,169,99,26,20,5,394,64,213,87,26,35,4,432,109,324,110,30,25,6,599,95,275,91,25,22,4,516,150,482,183,38,24,3,896,61,241,84,14,17,0,413,63,246,68,19,11,4,413,118,329,145,25,19,3,646,142,404,177,29,24,3,776,47,155,65,7,7,0,275,45,116,63,3,9,0,241,94,180,114,16,23,11,431,1408,3548,1611,305,324,47,7248
POA6156,25,17,27,0,4,3,82,3,0,4,0,8,0,13,10,6,5,0,0,0,27,12,5,11,0,6,0,30,17,3,7,0,5,0,32,16,15,12,6,6,0,61,31,31,11,0,6,5,79,22,32,18,4,19,0,94,33,51,11,10,13,0,115,37,62,18,10,11,3,147,47,48,15,12,9,0,119,57,103,32,15,10,0,219,31,63,12,4,3,3,117,16,69,9,0,0,0,104,35,142,33,9,4,3,226,67,236,60,9,7,3,389,27,122,36,4,3,0,195,28,88,41,9,6,0,162,17,49,26,9,8,3,115,522,1145,388,99,127,23,2309
POA6157,20,5,9,0,4,0,42,6,0,3,0,3,0,18,7,4,6,0,6,0,24,4,5,3,0,0,0,18,17,11,7,4,8,0,40,14,16,3,5,7,0,40,24,18,3,5,8,0,61,31,24,8,3,4,0,67,42,24,4,10,7,0,82,27,44,9,11,5,0,101,30,41,12,5,3,0,102,61,94,24,14,7,0,195,30,54,13,0,3,0,95,24,48,12,5,8,0,89,41,98,19,13,4,0,174,46,160,36,10,4,0,257,22,75,16,7,4,0,128,24,54,29,0,5,0,113,24,53,26,5,9,3,114,489,828,241,103,104,10,1779
POA6158,12,3,5,0,0,0,22,7,0,0,0,0,0,8,3,0,0,3,0,0,13,0,3,0,0,0,0,7,5,4,6,0,0,0,15,0,0,4,0,4,0,12,11,7,0,0,0,0,23,10,6,6,0,5,0,26,15,9,4,0,4,0,25,8,9,10,0,0,0,30,11,13,4,0,0,0,25,12,27,17,3,4,0,58,11,12,5,3,0,0,31,7,20,9,0,0,0,34,15,31,0,7,5,0,59,27,87,23,3,4,0,145,20,72,23,3,0,0,129,20,72,30,3,4,0,129,17,22,6,9,3,0,53,210,403,165,43,32,3,852
POA6159,7,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,4,0,0,7,5,4,0,0,0,0,7,16,0,0,0,0,0,16,3,4,3,0,0,0,12,10,3,0,0,0,0,16,7,0,0,0,3,0,13,13,10,3,0,0,0,30,3,5,3,0,0,0,15,5,0,0,0,0,0,4,10,18,3,0,3,0,39,16,24,6,0,5,0,54,12,15,8,4,0,0,37,29,19,9,0,0,0,59,10,7,3,4,0,0,23,152,131,48,20,13,0,366
POA6160,15,3,5,0,0,0,35,0,0,0,0,0,0,5,4,5,7,0,0,0,17,0,9,0,0,3,0,10,3,0,0,0,0,0,7,14,0,3,3,3,0,17,17,5,3,0,0,0,25,16,9,4,0,0,0,36,16,8,3,0,0,0,28,15,12,0,7,0,0,35,9,19,6,3,3,0,36,26,28,12,4,3,0,76,18,15,0,4,0,0,40,16,20,3,5,0,0,37,20,36,11,4,5,0,81,42,62,23,8,9,0,137,17,27,6,0,0,0,52,19,12,12,0,0,0,43,15,17,3,8,0,0,40,293,284,103,46,42,6,765
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,21,11,6,0,6,0,47,4,0,0,0,0,0,10,6,4,3,0,4,0,20,8,7,3,0,0,0,16,4,8,5,0,3,0,25,5,13,8,5,6,0,34,13,13,9,0,5,0,43,13,10,8,6,0,0,35,15,25,8,0,8,0,55,21,24,10,4,5,0,65,17,36,11,4,0,0,68,47,66,14,12,4,0,137,26,38,9,0,0,0,77,23,32,0,3,0,0,65,42,70,12,10,5,0,139,63,148,40,11,8,0,270,25,43,11,3,0,0,81,21,40,7,4,0,0,71,25,32,9,5,7,0,77,391,609,182,69,62,11,1329
POA6163,105,47,40,9,33,9,243,28,8,9,4,7,0,58,24,16,17,6,11,0,75,38,19,26,8,20,0,113,47,47,38,11,22,5,162,74,40,43,25,35,0,221,104,86,63,31,32,0,316,123,122,71,48,45,10,415,166,177,60,45,42,3,500,216,244,69,41,42,0,612,143,238,55,38,27,4,508,208,383,126,54,35,0,809,103,183,48,17,22,3,379,71,147,31,6,16,3,273,146,239,75,13,19,0,494,193,320,105,24,34,3,680,69,93,41,7,10,0,224,42,58,35,0,9,0,144,92,106,50,18,39,10,324,1994,2600,995,406,487,69,6550
POA6164,88,96,47,14,27,0,271,29,15,11,0,3,0,56,39,25,12,5,10,0,95,43,31,30,8,12,0,125,65,59,46,11,20,7,195,82,84,53,23,23,5,275,119,145,92,28,28,9,420,178,241,99,56,38,9,622,270,377,99,56,39,6,850,331,535,143,58,50,5,1131,286,507,97,49,37,8,974,382,827,203,69,50,14,1542,189,425,94,24,14,9,751,117,313,69,13,11,5,537,219,538,159,36,38,3,993,207,482,203,47,26,3,967,81,140,63,13,3,0,309,59,123,44,8,5,0,240,123,219,109,21,32,14,514,2911,5179,1661,553,465,93,10863
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
POA6166,14,11,10,3,0,0,36,0,0,0,0,0,0,3,8,0,8,0,0,0,15,4,0,3,0,0,0,9,5,10,7,0,0,0,22,16,8,8,10,10,0,51,14,23,11,3,0,0,56,15,15,8,4,6,0,49,16,34,16,3,6,5,87,21,47,20,3,0,0,97,31,52,18,3,9,0,110,37,75,34,8,9,0,166,21,54,15,0,0,0,88,18,49,10,3,0,0,83,34,95,20,11,3,0,162,50,115,40,3,3,0,213,18,33,21,0,0,0,73,12,30,9,0,3,0,53,35,38,29,5,8,0,111,378,698,275,63,60,10,1491
POA6167,35,27,15,4,16,0,100,12,0,9,6,6,0,27,36,11,8,9,13,3,69,19,14,9,10,6,0,59,30,33,15,12,13,3,102,73,57,42,14,32,0,223,76,113,39,32,40,3,304,117,186,56,46,33,9,452,105,196,56,40,20,0,426,137,241,46,27,32,6,497,97,176,39,16,21,0,345,102,198,56,21,11,0,389,46,93,24,7,9,0,175,24,68,13,5,4,0,111,58,111,30,8,0,7,218,49,97,35,6,9,0,195,21,38,13,0,0,0,72,12,15,12,0,0,0,43,40,76,25,18,25,7,188,1086,1755,533,269,291,37,3982
POA6168,46,12,10,4,14,0,78,19,4,7,0,5,0,30,33,4,6,3,8,0,63,24,4,8,3,14,0,54,31,15,15,9,19,4,92,49,41,12,13,16,3,135,78,53,30,16,20,4,204,104,104,54,31,26,0,319,89,85,35,23,13,3,254,70,100,33,12,25,3,248,54,64,28,9,10,0,175,69,83,35,14,13,4,211,28,25,8,3,5,0,64,14,17,11,4,0,0,47,39,28,17,3,4,0,93,40,49,17,6,0,0,114,19,18,6,0,0,0,42,17,6,12,0,0,0,38,37,43,27,12,18,0,128,856,747,377,168,215,27,2393
POA6169,60,19,31,11,15,0,133,21,6,12,0,3,0,36,28,18,11,10,10,0,81,26,11,13,4,9,0,64,48,35,30,11,20,0,134,54,38,43,28,16,0,180,115,111,53,27,35,3,358,158,193,66,51,43,6,511,170,240,73,36,34,7,556,170,271,72,45,23,3,582,96,169,39,19,11,0,337,125,226,92,28,25,4,505,56,82,26,7,9,0,172,30,52,29,9,6,0,123,73,108,39,10,3,0,241,75,69,50,11,10,0,228,28,40,22,4,0,0,87,13,18,7,0,0,0,44,97,81,36,20,15,3,253,1440,1794,735,332,290,34,4622
POA6170,12,13,8,0,0,0,40,9,0,0,0,0,0,14,9,3,3,5,3,0,26,8,7,0,0,0,0,16,15,16,8,3,5,0,45,23,25,8,3,9,0,62,39,42,10,13,11,0,120,67,112,34,17,19,0,247,81,184,28,23,15,7,325,99,245,41,25,9,4,417,77,197,42,22,13,0,352,100,233,55,23,15,5,437,66,112,26,8,3,0,218,20,68,17,11,5,0,122,41,107,27,11,10,8,205,57,77,26,3,3,0,170,10,24,7,0,4,0,47,7,32,0,0,0,0,48,38,70,17,13,13,0,157,783,1574,368,176,139,26,3065
POA6171,28,29,10,7,7,0,93,6,0,0,0,0,0,15,20,5,6,5,0,0,35,12,9,6,6,4,0,37,29,21,10,7,12,0,80,49,32,10,11,11,3,117,70,98,28,23,21,5,242,111,208,40,28,23,4,414,173,321,43,52,31,5,626,212,484,81,78,42,3,900,159,454,89,58,24,3,777,205,563,136,71,21,10,1011,95,247,53,25,14,7,442,62,156,35,25,4,5,277,122,253,82,19,9,0,484,103,174,80,18,8,0,388,39,65,19,9,3,0,141,35,48,19,4,4,0,109,91,156,42,25,18,4,324,1616,3336,792,456,258,46,6505
POA6172,20,3,13,5,4,0,46,9,0,0,0,4,0,16,10,5,7,4,6,0,32,9,7,5,3,0,0,24,20,16,5,3,4,0,52,27,20,14,6,6,0,77,44,59,24,11,10,5,154,51,66,28,15,18,0,179,69,99,32,17,12,0,231,55,104,45,26,22,6,257,40,88,36,14,10,5,191,63,123,60,18,3,0,272,32,47,17,4,0,0,100,10,20,13,0,3,0,49,33,44,25,11,0,5,114,31,38,23,5,4,0,96,16,19,4,3,0,0,44,8,6,0,0,0,0,16,39,36,26,9,11,7,130,587,805,388,156,114,29,2080
