POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6149,5767,6172,11939,269,286,558,38,58,99,53,43,97,38,37,72,21,11,30,1882,1921,3798,11,10,16,21,13,34,12,9,20,0,0,0,2070,2099,4171,404,431,839,28,23,54,2773,2843,5613,267,216,486,8812,9229,18037
POA6150,3738,3907,7647,212,187,401,46,41,86,39,46,83,16,29,42,11,16,23,1359,1569,2927,7,9,12,10,11,19,7,4,6,0,0,0,1483,1716,3199,395,395,794,36,54,88,2130,2352,4478,257,303,564,6124,6567,12685
POA6151,3935,4067,8004,577,554,1132,93,120,216,99,96,190,76,68,148,25,32,53,2155,2149,4307,11,17,27,6,12,22,10,15,31,7,3,11,2491,2509,5001,662,665,1331,43,38,87,3774,3764,7542,437,458,896,8147,8295,16443
POA6152,5858,6490,12347,669,736,1405,74,74,145,91,103,198,82,73,158,35,34,67,3619,3683,7305,10,10,22,13,21,33,13,10,25,0,7,8,3947,4011,7960,826,836,1665,138,163,293,5579,5747,11325,645,660,1311,12083,12901,24985
POA6153,5049,5604,10648,720,775,1494,86,97,183,75,91,167,38,51,96,19,19,40,2705,2898,5606,6,10,12,8,9,20,10,11,22,3,3,3,2961,3187,6151,639,717,1354,55,46,99,4376,4720,9097,347,331,671,9773,10649,20419
POA6154,2804,3053,5860,319,307,625,39,40,78,26,38,60,18,18,37,11,11,26,1177,1352,2527,6,3,4,4,5,6,6,8,10,0,0,0,1289,1467,2756,234,265,503,27,23,48,1869,2061,3934,159,173,335,4831,5287,10123
POA6155,15302,15978,31274,1072,1104,2172,114,119,227,137,136,269,90,111,198,65,85,145,5125,5265,10394,13,20,30,42,36,79,31,29,59,10,13,29,5619,5808,11429,1670,1815,3488,114,82,198,8483,8805,17287,1772,759,2526,25552,25534,51094
POA6156,4654,5197,9860,464,509,970,50,52,108,58,70,130,60,55,116,12,18,34,2048,2440,4492,4,4,3,10,16,24,0,3,3,0,0,0,2250,2659,4914,248,290,544,64,80,145,3029,3535,6568,432,430,865,8118,9162,17285
POA6157,3647,4118,7761,393,465,862,72,68,144,48,67,114,27,42,68,10,3,14,1614,1910,3520,5,3,8,9,11,24,8,4,12,0,0,0,1793,2115,3909,233,271,504,38,49,84,2453,2901,5359,316,340,655,6420,7362,13783
POA6158,2045,2223,4263,172,217,391,42,50,95,39,54,93,16,16,37,6,7,11,828,944,1771,4,4,8,3,3,11,0,7,7,0,0,0,948,1088,2032,124,142,271,39,56,95,1280,1509,2786,197,197,394,3530,3921,7449
POA6159,832,869,1701,127,152,284,24,24,41,22,38,58,11,11,24,0,0,5,508,591,1105,5,5,7,6,9,15,0,0,0,0,0,0,573,682,1253,111,128,234,26,31,60,842,991,1832,119,127,249,1794,1985,3778
POA6160,1784,1871,3654,303,282,583,80,102,188,81,101,182,52,59,113,28,18,45,1171,1304,2478,10,11,18,10,11,24,3,5,13,0,0,0,1442,1615,3055,346,371,711,61,55,114,2147,2314,4468,460,321,782,4397,4503,8900
POA6161,23,16,38,0,4,4,3,6,3,7,3,13,0,0,0,0,0,0,22,24,44,0,0,0,4,0,4,0,0,0,0,0,0,33,32,69,16,14,29,0,0,0,49,49,97,15,13,23,89,68,158
POA6162,2975,3171,6153,327,355,680,70,82,150,75,83,154,30,38,75,7,8,17,1316,1494,2815,7,4,11,11,17,24,6,6,17,0,3,7,1533,1731,3266,280,277,559,42,50,89,2172,2411,4592,338,279,619,5492,5871,11356
POA6163,13894,14766,28661,989,1074,2057,185,225,408,205,210,413,154,167,321,49,44,93,6657,7319,13974,41,29,69,44,49,94,30,28,58,5,0,3,7365,8063,15426,999,1260,2256,234,190,421,9584,10584,20170,1542,1302,2844,25015,26654,51679
POA6164,16762,17041,33806,1581,1711,3290,225,208,436,176,169,349,160,163,323,75,77,151,8253,8675,16926,17,27,43,65,68,132,23,30,53,3,0,3,8997,9422,18422,1216,1492,2709,233,215,447,12025,12843,24866,1334,1077,2420,30128,30962,61090
POA6165,18,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,23,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21,0,0,0,0,0,0,15,10,23,0,3,3,36,25,64
POA6166,3071,3136,6207,218,235,449,39,38,78,49,46,93,30,39,69,7,13,25,1163,1207,2368,0,0,0,8,7,13,5,3,10,0,0,0,1299,1353,2652,134,135,267,28,26,51,1679,1747,3426,301,250,557,5054,5135,10192
POA6167,7253,6949,14202,568,632,1197,62,70,132,43,78,119,83,65,151,23,27,50,3120,3452,6569,23,26,51,39,32,67,4,6,9,0,5,3,3401,3763,7156,380,505,882,112,95,204,4453,4989,9440,2077,681,2759,13784,12622,26399
POA6168,6185,6354,12540,627,680,1304,213,154,365,153,113,264,194,160,360,38,32,65,2772,2992,5767,26,23,49,35,34,68,27,18,48,0,0,0,3459,3533,6987,244,341,585,108,92,195,4435,4640,9073,1302,910,2214,11919,11907,23827
POA6169,9926,10144,20071,760,816,1572,146,155,299,136,127,262,142,148,291,46,51,92,3517,3889,7404,26,28,58,35,37,73,12,20,31,0,0,0,4069,4449,8511,353,393,745,162,181,344,5339,5840,11180,1150,916,2064,16420,16897,33314
POA6170,3701,3682,7389,449,508,954,87,78,157,44,51,95,47,59,111,31,20,62,2436,2568,5001,7,11,22,27,20,46,5,0,7,0,0,0,2685,2811,5497,384,471,856,72,73,147,3586,3860,7450,437,318,757,7728,7860,15593
POA6171,8542,8939,17486,1277,1436,2712,194,221,417,154,167,323,154,171,324,52,51,101,4362,4979,9341,28,25,55,58,65,121,14,21,33,0,0,0,5013,5697,10710,537,665,1201,146,151,299,6966,7952,14918,1075,811,1887,16587,17704,34293
POA6172,3755,3897,7653,364,383,744,50,51,100,61,62,124,65,60,118,15,14,31,1227,1405,2637,15,21,40,16,17,25,8,5,18,0,0,0,1456,1645,3098,141,140,280,52,53,101,2008,2220,4232,429,288,719,6193,6404,12600
POA6173,3355,3258,6606,627,708,1338,103,101,212,54,81,143,80,93,172,18,15,35,1059,1151,2211,10,19,32,14,13,29,13,11,16,0,4,3,1364,1490,2852,167,173,334,47,32,80,2197,2407,4604,300,156,461,5856,5813,11670
POA6174,1151,1164,2312,299,318,624,38,46,88,31,41,69,24,25,53,13,8,24,698,803,1499,6,8,9,11,17,30,0,3,3,0,0,0,826,947,1773,67,70,139,25,19,47,1221,1366,2591,178,125,308,2548,2660,5209
POA6175,1107,1139,2244,182,203,388,17,13,31,12,12,28,13,17,26,0,4,7,327,371,698,0,3,6,10,6,19,4,9,9,0,0,0,387,438,825,39,41,77,24,18,36,630,701,1330,100,59,162,1834,1904,3738
POA6176,482,486,969,5,4,15,3,9,12,12,7,18,10,7,12,0,0,0,305,391,695,0,0,0,0,0,5,0,0,0,0,0,0,334,412,745,13,13,28,11,9,26,367,446,816,59,42,97,912,973,1880
POA6180,1525,1605,3130,295,317,609,23,23,45,21,29,48,28,32,65,15,18,26,819,939,1753,7,4,5,0,3,3,3,4,6,0,0,5,906,1057,1964,73,103,174,29,29,62,1306,1504,2808,178,122,296,3005,3233,6237
POA6181,162,168,328,9,17,23,0,0,0,0,0,0,0,0,4,0,0,0,40,41,81,0,0,0,0,0,0,0,0,0,0,0,0,42,42,85,0,0,4,0,0,0,57,62,118,11,7,7,220,235,455
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,282,271,550,17,25,39,0,0,3,3,7,6,0,0,0,0,0,0,205,209,410,0,0,0,0,3,0,0,0,0,0,0,0,215,217,431,6,6,15,0,0,4,239,252,490,59,57,112,575,576,1146
POA6208,3249,3381,6639,477,531,1011,47,40,85,18,29,46,38,51,86,7,10,12,1473,1584,3057,12,14,24,15,13,26,6,8,10,0,0,0,1611,1745,3358,63,68,134,55,46,101,2200,2391,4595,546,477,1032,5998,6260,12257
POA6209,618,575,1196,35,27,62,9,6,9,3,0,5,4,6,6,0,0,5,205,218,426,0,0,0,0,0,3,0,0,0,0,0,0,223,233,454,10,11,20,7,10,13,275,283,553,115,78,193,1007,936,1943
POA6210,17861,19352,37210,2525,2881,5402,336,323,659,253,305,556,323,382,707,84,101,183,8572,9941,18512,82,98,179,95,101,197,23,35,54,0,10,11,9768,11293,21058,894,1034,1932,315,367,681,13496,15574,29068,2593,2349,4942,33951,37275,71225
POA6211,2213,2153,4362,243,252,496,39,39,80,33,36,69,35,44,83,7,12,19,1070,1173,2241,12,11,25,16,15,25,0,0,0,0,0,0,1218,1331,2546,67,102,172,38,46,78,1565,1726,3291,250,171,421,4022,4050,8078
POA6213,190,176,371,21,23,39,0,0,0,0,0,4,0,0,0,0,4,4,65,72,135,0,0,0,0,0,4,0,0,0,0,0,0,69,78,148,6,4,8,0,0,0,93,108,193,39,28,67,314,317,633
POA6214,197,181,382,27,27,57,0,0,3,0,0,3,3,0,5,0,0,0,61,63,126,0,0,0,0,0,0,0,0,0,0,0,0,68,68,142,0,0,0,4,0,5,102,96,202,33,23,62,339,305,643
POA6215,1204,1188,2387,138,153,287,6,9,14,10,3,16,12,14,28,8,10,17,382,431,817,4,3,5,7,6,11,0,0,0,0,0,0,433,480,910,29,20,50,7,11,16,605,661,1266,214,170,376,2019,2015,4032
POA6218,130,130,258,45,43,79,0,0,0,0,0,0,0,3,5,0,0,6,65,56,123,0,0,0,0,0,0,0,0,0,0,0,0,71,58,131,3,0,4,0,0,3,118,101,217,17,16,36,265,243,511
POA6219,184,176,361,14,20,29,0,0,0,0,0,3,6,4,8,0,0,0,56,64,121,0,0,5,0,0,0,0,0,0,0,0,0,59,72,127,3,4,0,3,5,10,80,96,168,23,16,36,280,287,571
POA6220,1218,1190,2408,272,270,537,9,3,7,6,7,12,14,11,21,7,3,5,218,239,459,0,3,3,6,4,8,0,0,0,0,0,0,249,271,523,153,143,298,18,14,31,693,699,1391,176,162,338,2091,2043,4133
POA6221,82,89,171,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,30,31,63,0,0,0,0,0,5,0,0,0,0,0,0,33,37,68,4,4,3,0,0,0,40,51,92,17,6,30,146,146,289
POA6223,53,45,101,9,7,11,0,0,0,0,0,3,0,0,0,0,0,0,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,8,20,30,0,0,7,0,0,0,19,26,49,7,0,4,77,72,149
POA6224,347,315,665,53,51,106,0,0,0,3,3,4,4,5,7,0,0,0,117,144,258,0,0,0,0,0,0,0,0,0,0,0,0,121,152,271,0,4,0,5,3,11,185,208,390,75,65,138,609,580,1196
POA6225,2795,2629,5418,550,605,1151,11,17,34,0,10,12,17,14,36,4,6,11,515,551,1063,6,8,17,16,12,23,0,0,0,0,0,0,578,614,1192,34,37,73,40,32,68,1194,1289,2481,394,375,770,4382,4289,8669
POA6226,281,253,537,34,33,61,3,3,9,4,0,6,0,0,0,0,0,0,110,106,216,0,0,0,0,0,0,0,0,0,0,0,0,116,114,232,4,4,6,0,0,0,154,149,300,31,16,47,468,419,887
POA6227,252,258,509,11,3,8,0,0,3,3,5,3,0,0,0,0,0,0,78,81,160,0,0,0,0,0,0,0,0,0,0,0,0,80,92,169,5,3,9,0,0,0,94,97,194,20,12,36,370,369,744
POA6228,52,43,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,26,0,0,0,0,0,0,0,0,0,0,0,0,14,17,26,0,0,9,0,0,0,16,18,31,12,0,14,77,63,137
POA6229,52,41,89,3,4,8,0,0,0,0,0,4,0,0,0,0,0,0,23,16,43,0,0,6,0,0,0,0,0,0,0,0,0,27,19,49,0,0,0,0,0,0,33,20,55,19,15,27,103,78,175
POA6230,10988,11644,22630,1426,1525,2956,102,103,207,114,110,224,128,132,264,55,47,102,5115,5852,10969,38,43,79,87,90,175,9,7,17,0,0,0,5653,6388,12037,588,703,1295,194,183,379,7859,8801,16661,1953,1260,3216,20805,21706,42509
POA6232,3009,3070,6078,416,476,893,28,27,60,32,28,60,39,36,71,8,8,12,1135,1298,2443,0,3,4,19,21,42,0,0,0,0,0,0,1263,1424,2690,91,109,200,47,36,85,1817,2051,3873,371,286,657,5194,5401,10598
POA6233,5441,5579,11020,1045,1106,2153,40,56,92,51,38,87,55,82,139,19,11,37,1915,2141,4057,18,17,31,28,26,59,5,3,6,0,0,0,2132,2380,4513,166,190,356,74,49,131,3418,3727,7150,544,399,944,9408,9706,19113
POA6236,704,665,1369,38,50,88,5,0,3,0,3,4,4,0,4,0,0,0,223,229,451,0,4,4,0,0,8,0,0,0,0,0,0,233,239,477,9,10,22,4,3,8,290,301,593,80,77,154,1076,1035,2113
POA6237,789,824,1617,48,55,103,3,5,8,0,8,9,7,3,10,0,0,0,285,289,568,0,0,0,11,3,16,0,0,0,0,0,0,302,312,614,20,21,40,7,9,10,370,386,756,96,80,178,1262,1290,2552
POA6239,1283,1309,2593,218,241,458,13,9,22,3,7,11,8,5,15,0,6,9,420,461,880,4,6,8,8,4,10,0,0,0,0,0,0,454,502,960,26,47,68,15,11,22,707,800,1509,166,140,309,2158,2252,4409
POA6240,53,52,104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,24,40,0,0,0,0,0,0,0,0,0,0,0,0,14,22,41,0,0,3,0,0,0,17,26,40,4,9,12,82,76,159
POA6243,28,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,15,0,0,0,0,0,0,0,0,0,0,0,0,12,6,15,0,0,3,0,0,0,9,9,24,5,3,10,43,40,80
POA6244,449,429,880,59,65,126,0,3,3,0,3,0,6,0,4,0,0,0,117,140,257,0,0,0,5,0,3,0,0,0,0,0,0,120,150,274,9,9,20,3,3,6,193,232,428,93,88,181,736,746,1483
POA6251,112,105,213,13,7,20,0,0,0,0,0,0,0,0,0,0,0,0,27,27,51,0,0,0,0,0,0,0,0,0,0,0,0,27,26,56,0,0,0,0,0,3,36,36,80,10,5,11,153,144,299
POA6252,42,43,91,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,13,31,0,0,0,0,0,0,0,0,0,0,0,0,17,13,31,3,0,0,0,0,0,24,14,44,4,3,6,77,65,143
POA6253,177,188,367,23,33,56,0,0,5,0,3,3,0,0,0,0,0,0,71,67,143,0,0,0,0,0,5,0,0,0,0,0,0,74,74,147,6,5,7,0,0,0,108,107,213,28,20,48,314,315,632
POA6254,170,161,329,20,17,36,0,0,0,0,0,0,0,3,3,4,0,4,48,38,80,0,0,0,0,0,0,0,0,0,0,0,0,48,37,91,8,0,8,0,0,0,80,60,138,37,25,62,284,242,531
POA6255,1069,1130,2199,239,278,521,13,11,21,10,10,26,14,9,20,6,4,7,472,524,999,3,0,3,0,3,0,0,0,0,0,0,0,516,562,1079,21,29,52,14,11,24,792,880,1667,175,168,338,2037,2172,4211
POA6256,131,107,241,20,12,33,3,0,4,0,0,3,0,0,0,0,0,0,42,48,84,0,0,0,0,0,0,0,0,0,0,0,0,42,49,90,0,0,0,0,0,0,66,63,123,30,14,44,223,181,413
POA6258,1873,1824,3697,389,427,816,12,12,32,7,9,18,16,11,29,3,4,10,439,481,923,6,4,7,0,0,3,0,0,0,0,0,0,490,525,1017,72,43,114,12,20,33,968,1016,1978,253,221,473,3088,3067,6149
POA6260,412,364,776,59,65,125,0,0,5,4,0,9,0,0,3,0,0,0,75,98,174,0,0,4,0,0,0,0,0,0,0,0,0,88,99,186,21,42,62,0,4,5,171,205,377,87,99,190,675,669,1341
POA6262,231,223,454,16,25,46,0,0,4,0,0,0,0,0,4,0,0,0,47,39,91,0,0,5,0,0,0,0,0,0,0,0,0,54,47,93,0,9,13,0,0,6,72,80,149,49,42,94,356,351,705
POA6271,961,1004,1970,97,113,216,0,0,5,3,11,14,0,11,17,0,3,8,375,394,771,4,0,3,0,9,12,0,0,0,0,0,0,397,432,829,14,17,32,8,5,13,520,569,1094,115,109,227,1596,1686,3286
POA6275,437,398,836,33,37,68,4,0,4,0,7,10,6,3,10,0,0,0,153,157,316,4,0,3,0,0,0,0,0,0,0,0,0,167,176,342,16,12,22,8,0,7,216,225,439,90,93,183,747,712,1461
POA6280,7426,7962,15390,1558,1668,3221,72,87,157,75,84,158,74,84,164,35,24,62,3410,3843,7247,31,31,58,29,50,76,8,8,11,0,0,0,3729,4206,7940,265,324,588,85,71,153,5635,6267,11905,938,869,1801,14000,15097,29094
POA6281,1964,1906,3870,665,742,1413,42,41,83,31,37,70,22,31,45,6,9,6,747,821,1569,0,0,0,11,4,18,0,0,0,0,0,0,859,948,1806,147,156,302,19,22,33,1693,1865,3558,353,288,636,4005,4059,8063
POA6282,432,407,839,91,76,164,3,8,10,9,3,11,5,7,5,0,0,0,133,126,265,0,0,0,0,0,0,0,0,0,0,0,0,147,145,290,24,26,44,0,0,0,254,245,498,49,67,112,736,713,1455
POA6284,633,606,1239,138,123,264,12,23,37,7,6,19,4,9,13,4,12,15,313,353,666,0,0,4,0,6,4,3,4,4,0,0,0,350,406,760,47,57,104,8,5,12,545,590,1134,154,145,301,1338,1341,2674
POA6285,2397,2463,4864,768,797,1563,54,52,108,41,46,84,24,23,51,15,17,36,856,944,1800,8,15,23,11,14,23,5,6,9,0,0,0,1020,1115,2136,276,239,509,25,44,74,2090,2191,4283,481,368,851,4968,5021,9994
POA6286,181,164,343,22,20,50,0,0,7,0,5,10,3,5,7,0,0,3,120,131,249,0,0,0,0,0,0,0,0,0,0,0,0,131,140,271,19,19,33,5,6,12,177,193,366,36,35,72,400,384,785
POA6288,178,156,329,28,29,56,0,0,0,0,3,4,0,0,5,0,0,0,59,65,121,0,0,0,0,0,0,0,0,0,0,0,0,61,71,133,7,8,18,0,0,0,92,108,210,27,19,43,295,287,581
POA6290,472,507,978,103,115,212,0,0,3,0,0,5,7,3,14,0,0,0,168,190,357,5,0,6,10,0,6,0,0,0,4,0,7,197,204,398,8,5,14,3,11,13,315,332,640,80,73,152,861,910,1772
POA6302,1004,1001,2001,139,159,294,10,7,18,11,13,19,0,4,9,0,4,8,322,327,646,0,5,5,0,5,6,0,0,0,0,0,0,346,363,710,17,21,38,8,7,12,510,541,1054,181,142,330,1693,1689,3381
POA6304,500,476,983,62,60,121,3,5,7,0,0,0,0,0,6,0,0,0,110,130,244,4,0,3,10,3,5,0,0,0,0,0,0,124,144,268,5,10,17,6,4,7,194,214,412,112,94,205,808,791,1595
POA6306,284,271,551,44,46,86,0,0,0,0,0,0,0,0,0,6,0,8,70,79,151,0,0,0,0,0,0,0,0,0,0,0,0,80,89,162,3,8,6,0,0,0,125,138,263,52,42,98,460,452,912
POA6308,471,416,890,56,67,124,0,0,0,0,3,3,0,0,3,3,0,3,143,137,284,0,0,0,5,3,7,0,0,0,0,0,0,155,148,300,3,3,10,6,4,4,218,216,433,85,79,166,782,714,1494
POA6309,104,84,189,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,59,0,0,0,0,0,0,0,0,0,0,0,0,31,27,56,3,0,5,0,0,0,32,32,69,18,19,35,154,128,285
POA6311,194,177,378,17,18,34,0,0,0,0,0,0,0,0,0,0,0,0,49,52,102,0,0,0,0,0,0,0,0,0,0,0,0,55,53,110,4,4,7,0,0,0,76,82,153,27,24,56,304,282,579
POA6312,1155,1190,2345,258,274,530,6,8,12,16,16,26,5,3,12,0,0,0,356,382,738,0,0,0,0,0,5,0,0,0,0,0,0,385,415,801,71,66,140,9,11,21,723,771,1497,268,229,501,2150,2190,4343
POA6313,82,87,168,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,13,15,29,0,0,0,0,0,0,0,0,0,0,0,0,13,15,29,0,4,4,0,0,0,22,28,46,11,11,17,113,121,232
POA6315,551,532,1084,88,91,186,0,0,4,0,0,3,0,0,0,0,8,9,106,120,226,0,0,0,0,0,0,0,0,0,0,0,0,108,129,239,23,18,45,0,3,9,235,246,473,106,115,217,893,890,1780
POA6316,126,103,225,14,15,31,0,0,0,0,0,0,0,0,0,0,0,0,21,37,60,0,0,0,0,0,0,0,0,0,0,0,0,28,42,64,4,0,6,0,0,0,48,55,102,17,23,39,191,170,366
POA6317,1120,1036,2153,221,248,469,3,12,16,3,3,8,0,6,10,3,6,9,258,281,533,0,0,0,0,0,4,0,0,0,0,0,0,275,308,586,102,48,155,5,6,14,596,618,1217,233,196,429,1951,1851,3804
POA6318,143,132,283,23,19,43,0,0,0,0,0,0,4,4,3,0,0,0,33,46,74,0,0,0,0,0,0,0,0,0,0,0,0,38,50,82,0,6,6,0,0,0,57,71,129,17,35,55,222,237,459
POA6320,179,169,346,23,27,52,0,0,0,0,0,0,5,0,0,0,0,0,28,27,52,0,0,0,0,0,0,0,0,0,0,0,0,34,31,60,0,0,7,5,0,5,65,57,116,28,33,63,268,257,530
POA6321,158,142,297,18,19,37,0,0,0,0,0,0,0,0,0,0,0,3,23,43,62,0,0,0,0,0,0,0,0,0,0,0,0,27,43,71,3,9,5,0,0,0,49,62,116,33,28,58,241,229,474
POA6322,71,69,142,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,28,50,0,0,0,0,0,0,0,0,0,0,0,0,18,28,50,0,0,0,0,0,0,23,35,54,17,12,29,110,113,224
POA6323,319,279,598,44,37,82,3,6,10,0,0,3,0,0,5,4,0,10,95,103,198,0,0,5,0,0,0,0,0,0,0,0,0,104,114,217,0,8,10,0,0,0,158,157,311,62,46,113,532,483,1021
POA6324,1005,994,1993,188,175,364,6,9,12,12,11,23,6,8,21,0,4,4,284,294,578,3,3,8,5,4,4,0,0,0,0,0,0,308,330,639,34,39,71,13,3,12,541,549,1094,271,204,473,1809,1746,3558
POA6326,150,135,289,7,12,19,0,0,0,0,6,3,0,0,0,0,0,0,56,65,121,0,0,0,0,0,0,0,0,0,0,0,0,59,66,123,10,3,11,0,3,3,78,82,155,25,31,53,255,242,500
POA6327,86,74,164,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43,0,0,0,0,0,0,0,0,0,0,0,0,27,25,46,0,0,0,0,0,0,29,26,56,25,10,32,139,113,251
POA6328,114,101,217,19,23,44,3,6,4,0,0,0,0,0,0,0,0,0,37,41,79,0,0,0,0,0,0,0,0,0,0,0,0,41,48,89,4,5,15,0,5,3,71,81,150,22,14,37,208,185,399
POA6330,9653,10112,19766,1572,1770,3341,79,88,167,58,76,136,85,67,147,28,38,60,4180,4691,8871,13,23,38,33,38,68,11,13,24,0,0,0,4489,5028,9519,353,360,717,133,137,268,6549,7294,13847,1487,1068,2552,17692,18472,36167
POA6333,1544,1573,3118,372,401,771,16,20,39,24,35,56,20,16,34,8,9,12,579,629,1217,5,4,11,10,8,15,0,0,0,0,0,0,665,719,1385,36,63,102,15,22,35,1090,1203,2302,289,292,584,2930,3076,6003
POA6335,207,200,408,46,34,80,0,3,3,0,0,0,0,0,0,3,3,7,50,42,92,0,0,0,0,0,0,0,0,0,0,0,0,54,51,106,8,15,22,4,3,6,119,101,221,34,29,62,362,332,692
POA6336,103,67,174,16,17,35,0,0,0,0,0,0,0,0,0,0,3,3,23,23,50,0,0,0,0,0,0,0,0,0,0,0,0,25,28,54,5,3,11,0,0,0,45,50,98,17,16,37,167,137,307
POA6337,134,101,232,35,22,63,0,0,3,0,0,0,0,0,0,0,0,0,48,45,92,0,0,0,0,0,0,0,0,0,0,0,0,47,53,98,7,9,13,0,0,4,96,89,181,43,34,81,276,220,492
POA6338,196,162,358,47,50,94,3,5,9,4,4,8,3,3,6,0,0,0,71,79,150,0,0,0,0,0,0,0,0,0,0,0,0,77,92,175,6,8,9,0,0,0,132,145,276,24,20,45,350,330,679
POA6341,79,62,145,13,10,22,0,0,0,0,0,0,0,0,0,0,0,3,22,18,42,0,0,0,0,0,0,0,0,0,0,0,0,29,17,46,4,0,6,0,0,0,45,33,78,11,7,15,135,100,232
POA6343,81,62,143,5,0,8,5,0,4,0,0,0,0,0,0,0,0,0,8,7,16,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,5,5,0,0,0,17,10,32,24,18,38,116,90,215
POA6346,218,175,396,40,27,64,0,0,4,3,0,3,3,0,3,3,9,15,85,79,158,0,0,0,0,0,3,0,0,0,0,0,0,99,89,189,10,13,34,12,7,13,159,141,301,51,36,93,434,350,782
POA6348,207,191,389,38,47,80,8,0,14,7,0,11,11,10,22,0,3,8,154,162,313,3,0,0,0,0,0,0,0,0,0,0,0,182,183,366,29,22,54,8,0,14,255,256,509,57,55,118,519,499,1016
POA6350,87,93,181,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,21,25,46,0,0,0,0,0,0,0,0,0,0,0,0,25,25,49,0,4,4,0,0,0,33,33,68,37,34,66,151,163,315
POA6351,28,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,4,0,3,36,21,53
POA6352,54,41,96,3,4,7,0,0,0,0,3,4,0,0,0,0,0,0,8,5,15,0,0,0,4,0,5,0,0,0,0,0,0,15,9,26,0,0,0,0,0,5,16,16,31,25,10,36,95,68,159
POA6353,238,212,449,58,43,97,0,0,0,0,0,0,0,0,0,3,4,6,50,53,101,0,0,0,0,0,0,0,0,0,0,0,0,55,53,106,10,13,22,4,0,4,122,105,229,27,19,44,387,337,726
